County ID,County name,Medicare enrollees (2015),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2015)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2015)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2015)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2015)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2015)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2015)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2015)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2015)"
2150,AK-Kodiak Island Borough,1039,10407.74,8083.01,5371.45,3649.09,3017.51,2697.49,1684.13,1428.52,,,,,84.48,80.64
2164,AK-Lake and Peninsula Borough,118,10987.63,9240.75,5761.59,4975.99,2819.28,2262.39,1727.79,1445.41,,,,,95.36,79.35
2170,AK-Matanuska-Susitna Borough,8176,8632.17,7012.63,3910.52,3067.64,2739.65,2243.32,1273.44,1077.16,290.08,244.87,215.42,201.09,152.53,135.9
2180,AK-Nome Census Area,533,11953.24,8418.93,5227.23,2956.78,1275.18,994.25,3852.47,3178.3,,,,,43.36,36.53
2185,AK-North Slope Borough,288,16128.04,8425.68,9784.65,3500.98,2407.44,1881.59,2606.15,2153.61,,,,,54.24,46.19
2188,AK-Northwest Arctic Borough,308,14680.62,9180.59,8270.64,4236.92,3870.48,3047.39,2052.11,1696.17,,,,,55.99,45.86
2195,AK-Petersburg Census Area,563,10095.76,8482.76,3858.27,3106.98,1715.54,1566.41,3840.99,3230.8,166.97,139.5,,,103.16,88.72
2198,AK-Prince of Wales-Hyder Census Area,654,8963,7343.66,3841.14,2888.94,2717.13,2408.23,1833.89,1557.3,181.13,158.06,,,97.36,89.2
2220,AK-Sitka City and Borough,944,13019.59,10206.38,6552.75,4637.07,2192.04,1951.14,3563.2,3009.95,212.64,180.28,,,94.33,80.87
2230,AK-Skagway Municipality,120,5484.65,3986.85,,,1258.37,1185.02,1334.69,1176.43,,,,,40.61,36.85
2240,AK-Southeast Fairbanks Census Area,788,9751.12,7805.18,5257.34,3857.35,2759.08,2428.29,1370.48,1176.84,117.67,105.66,,,89.3,78.62
2261,AK-Valdez-Cordova Census Area,945,10024.49,7275.7,6043.79,3859.51,1784.17,1505.8,1745.99,1472.81,78.16,73.26,,,93.1,84.3
2270,AK-Wade Hampton Census Area,331,7317.8,5566.38,3205.52,2147.78,2893.84,2482.79,1191.09,981.96,,,,,58.47,48.91
2275,AK-Wrangell City and Borough,366,11701.89,9578.53,4638.11,3445.33,1983.38,1830.37,4387.05,3694.79,,,,,52.74,51.04
2282,AK-Yakutat City and Borough,81,5293.52,3895.85,,,2033.5,1787.46,777.04,650.84,,,,,56.1,46.51
2290,AK-Yukon-Koyukuk Census Area,560,7287.14,5767.61,3147.25,2242.82,2862.46,2485.59,1104.33,921.69,,,,,89.27,76.82
1001,AL-Autauga County,4784,9218.81,10674.34,3728.08,4628.77,2497.18,2680.53,1784.83,2032.11,463.71,532.33,483.07,579.2,267.33,243.32
1003,AL-Baldwin County,23220,8170.36,9537.12,2814.99,3694.16,2749.36,2911.91,1385.34,1592.98,548.99,642.22,422.35,489.63,238.67,214.33
1005,AL-Barbour County,3088,8473.16,9790.62,3227.7,3956.8,2545.04,2707.67,1523,1790.15,527.41,622.62,460.01,531.32,215.64,195.64
1007,AL-Bibb County,1823,9681.66,10755.78,4080.89,4747.51,2595.02,2717.03,1677.42,1843.61,788.79,856.59,420.09,463.19,144.92,161.04
1009,AL-Blount County,5167,9099.45,10326.33,3418.77,4228.84,2930.93,3016.89,1236.81,1383.06,602.9,676.01,692.39,808.59,244.09,269.19
1011,AL-Bullock County,1097,8622.97,10314.38,3911.3,5098.45,2159.88,2281.53,1536.56,1777.76,373.36,434.05,409.79,475.52,219.94,195.7
1013,AL-Butler County,2978,8642.5,10176.13,3197.46,4055.32,2153.5,2276.07,1671.13,1952.23,694.14,835.49,653.21,785.02,281.92,257.62
1015,AL-Calhoun County,15674,9109.89,10901.19,3708.77,4976.77,2758.25,2934.21,1298.31,1493.33,608.11,694.37,536.16,637.99,224.98,204.52
1017,AL-Chambers County,5087,7883.62,9256.66,3123.98,4008.16,2011,2184.79,1611.4,1792.27,425.78,503.69,486.54,560.66,232.86,210.82
1019,AL-Cherokee County,3135,10005.63,11470.43,4230.31,5177.81,2728.71,2872.03,1375.12,1561.39,810.48,952.64,712.25,827.62,253.59,231.27
1021,AL-Chilton County,3188,9151.79,10515.38,3289.7,4197.78,3049.25,3166.73,1186.77,1318.76,686.91,767.24,805.27,932.45,167.62,186.94
1023,AL-Choctaw County,2301,9827.98,11241.35,4175.06,4920.4,2293.94,2393.4,1812.2,2112.19,525.11,628.35,872.75,1048.69,189.19,173.89
1025,AL-Clarke County,3176,8356.23,9935.26,2925.4,3877.15,2322.68,2424.02,1350.91,1571.16,478.93,577.07,1158.06,1370.32,183.81,163.99
1027,AL-Clay County,2005,8250.91,9781.85,3145.57,4157.69,2411.92,2512.35,1534.18,1789.75,445.78,534.97,555.24,664.63,175.14,154.97
1029,AL-Cleburne County,1990,9529.46,11134.31,3591.46,4766.23,2784.44,2873.44,1422.14,1583.18,676.18,773.81,801.35,940.16,297.2,279.25
1031,AL-Coffee County,6669,8292.18,9855.89,2959.43,3912.81,2618.63,2798.7,1192.8,1403.33,679.28,818.32,639.72,756.24,243.2,221.58
1033,AL-Colbert County,8157,9055.97,10879.2,3498.71,4697.87,2654.86,2830.62,1177.81,1356.91,798.9,958.02,761.23,906.09,211.38,190.13
1035,AL-Conecuh County,1876,9172.48,10934.61,3737.87,4932.4,2494.11,2595.57,1325.11,1558.47,701.89,844.94,599.29,701.91,333.89,299.01
1037,AL-Coosa County,1530,9036.81,10704.08,3169.59,4040.77,2230.07,2408.97,1803.86,2136.13,489.7,584.91,1176.98,1403.88,273.76,250.34
1039,AL-Covington County,6180,9191.25,10886.93,3613.39,4708.38,2676.66,2828.71,1403.93,1634.24,785.73,947.69,490.93,575.03,232.78,213.7
1041,AL-Crenshaw County,1838,8703.09,10219.74,3500.75,4405.06,2201.29,2331.41,1431.19,1669.8,553.09,667.9,761.17,917.67,269.35,245.48
1043,AL-Cullman County,10366,9066.01,10123.51,3540.05,4138.92,2780.96,2838.69,1270.39,1485.81,577.01,683.51,641.87,770.99,268.22,242.78
1045,AL-Dale County,5517,9045.14,10691.7,3619.77,4640.39,2624.53,2807.92,1337.62,1580.43,563.75,670.49,723.79,860.84,227.78,201.69
1047,AL-Dallas County,4507,8972.08,10329.2,3752.25,4504.02,2344.75,2505.41,1565.47,1825.42,465.53,555.9,493.4,589.38,359.13,330.3
1049,AL-DeKalb County,8072,8768.59,10156.38,3535.83,4419.15,2356.13,2475.82,1378.85,1603.53,658.42,765.07,641.4,751.19,247.58,222.32
1051,AL-Elmore County,8526,8709.42,10031.65,3388.01,4141.32,2399.64,2582.59,1739.61,1990.58,439.86,506.92,517.82,620.03,224.95,204.96
1053,AL-Escambia County,4778,9466.54,11031.84,3615.11,4606.61,2445.94,2502.19,1765.41,2041.67,952.14,1136.33,429.27,499.78,260.39,233.17
1055,AL-Etowah County,13455,10441.38,12308.84,4532.98,5843.6,2830.29,2998.65,1211.82,1390.38,809.58,929.83,819.95,958.32,282.82,251.78
1057,AL-Fayette County,1839,9601.7,11417.23,4411.8,5696.83,2266.68,2417.64,1556.87,1780.04,806.71,949.26,323.05,368.24,248.33,224.78
1059,AL-Franklin County,4547,9528.84,11748.53,4062.28,5636.5,2389.38,2540.62,1250.47,1467.76,1020.88,1233.86,665.58,794.02,226.95,205.32
1061,AL-Geneva County,4267,8978.63,10500.24,3423.35,4359.03,2755.59,2920.82,1188.82,1392.71,775.02,917.91,646.71,763.88,235.9,215.93
1063,AL-Greene County,1111,8628.34,10073.02,3569.96,4464.83,2145.34,2283.26,1428.87,1621.92,565.2,662.18,746.17,827.41,168.34,153.44
1065,AL-Hale County,2129,9115.82,10359.42,3844.16,4748.61,2467.44,2563.85,1459.33,1587.74,632.23,693.62,555.71,607.69,184.13,163.8
1067,AL-Henry County,2499,9052.44,10535.13,3344.85,4224.76,2963.59,3138.09,1209.01,1417.36,611.33,723.41,719.14,850.16,246.46,223.64
1069,AL-Houston County,13474,8569.38,10093.51,3184.05,4133.24,2791.9,2973.64,1215.74,1421.78,580.7,686.62,591.14,699.46,230.94,206.46
1071,AL-Jackson County,7704,9627.23,10993.45,3708.39,4472.9,2642.96,2792.93,1567.88,1777.81,695.13,835.85,847.99,1015.7,245.23,224.41
1073,AL-Jefferson County,44295,8689.75,9861.87,3534.04,4301.24,2775.14,2906.99,1318,1452.73,440.19,485.6,459.79,528.37,183.33,195.34
1075,AL-Lamar County,2400,8931.41,10176.28,3655.02,4421.89,2337.71,2458.24,1776.34,2025.9,581.09,664.53,362.92,418.4,219.2,198.15
1077,AL-Lauderdale County,13343,8225.19,9847.47,3315.53,4427.8,2537.9,2699.83,1003.96,1150.5,614.94,736.64,576.86,688.89,193.74,176.79
1079,AL-Lawrence County,5256,8974.21,10446.53,3350.5,4345.47,2980.8,3074.88,1174.14,1364.02,672.8,811.35,584.68,700.66,260.2,239.55
1081,AL-Lee County,11746,7564.02,8633.68,2748.78,3384.14,2075.1,2255.82,1593.59,1748.96,445.43,505.51,494.79,558.51,221.14,197.09
1083,AL-Limestone County,9070,8962.21,10153.28,3481.28,4305.1,2814.54,2973.39,1364.74,1476.85,589.33,658.3,444.4,510.13,272.7,250.29
1085,AL-Lowndes County,643,8857.27,10324.12,3695.12,4585.24,2416.21,2605.67,1368.05,1551.44,484.79,570.36,605.26,728.72,321.51,288.95
1087,AL-Macon County,1950,6723.87,8008.59,2638.2,3461.07,1945.72,2122.49,1418.25,1593.16,262.2,297.47,322.18,380.7,186.47,169.68
1089,AL-Madison County,36580,8788.23,9856.05,3302.17,4020.95,3080.54,3240.36,1316.13,1418.93,433.45,480.89,423.14,487.46,241.91,220.39
1091,AL-Marengo County,2879,8855.49,10062.01,3568.95,4222.57,2479.33,2619.83,1360.59,1558.44,472.21,563.63,797.24,930.16,228.52,205.13
1093,AL-Marion County,4665,9579.26,11146.41,3924.15,4870.21,2244.82,2381.94,1735.53,2015.14,920.21,1086.07,528.65,622.61,277.17,249.44
1095,AL-Marshall County,12713,9679.15,11226.99,3800.16,4759.66,2507.24,2648.53,1812.74,2121.69,747.73,865.85,584.58,653.37,258.85,233.82
1097,AL-Mobile County,29813,8755.76,10312.35,3309.01,4374.68,2962.19,3127.31,1102.4,1258.63,545.17,625.47,606.04,715.61,263.07,235.29
1099,AL-Monroe County,2740,8162.76,9706.95,3132.94,4103.84,2295.86,2413.04,1347.99,1592.06,705.95,848.1,392.79,464.09,291.1,263.89
1101,AL-Montgomery County,19678,7975.69,9173.8,3102.68,3790.7,2383.99,2565.6,1546.5,1762.53,375.3,432.04,343.47,408.33,247.17,224.75
1103,AL-Morgan County,14727,8710.48,10087.05,3398.26,4362.46,3003.52,3109.43,1102.18,1269.97,490.92,584.49,460,543.53,255.24,234.31
1105,AL-Perry County,1235,7742.21,8857.11,3179.64,3827.5,2090.86,2200.87,1357.65,1556.45,460.97,539.76,465.79,537.12,202.65,179.26
1107,AL-Pickens County,2928,8892.54,9855.57,3448.52,4061.05,2421.81,2521.24,1561.38,1699.38,712.44,767.03,571.62,641.44,194.27,172.6
1109,AL-Pike County,3451,8346.01,9904.84,3236.36,4197.64,2224.76,2367.72,1551.4,1815.08,621.06,747.61,453.43,539.94,265.7,238.19
1111,AL-Randolph County,3254,8593.42,9887.45,3162.64,3948.52,2282.55,2396.41,1561.76,1762.07,458.03,538.18,917.91,1069.66,269.5,247.87
1113,AL-Russell County,5105,9077.62,10107.88,3744.14,4398.53,2353.84,2494.95,1795.23,1959.53,475.9,538.69,515.7,534.32,202.67,180.64
1117,AL-Shelby County,16573,9326.49,10576.23,3717.74,4570.39,3080.19,3211.43,1294.14,1430.74,574.24,639.87,465.03,528,194.63,210.71
1115,AL-St. Clair County,6195,9487.06,10774.18,3787.29,4644.69,3130.32,3269.38,1296.21,1439.13,524.85,581.59,566.69,660.93,197.41,216.94
1119,AL-Sumter County,1545,8444.18,9920,3467.8,4325.89,1930.82,2039.27,1583.12,1799.56,491.55,584.59,815.01,982.72,155.35,144.96
1121,AL-Talladega County,8585,9463.93,11121.24,3381.26,4318.75,2478.82,2632.71,1796.25,2100.56,488.84,571.07,1126.97,1348.77,276.11,249.92
1123,AL-Tallapoosa County,5791,9290.03,10856.83,3342.62,4152.81,2375.49,2575.59,2111.92,2478.58,640.54,766.86,522.32,610.91,302.22,275.44
1125,AL-Tuscaloosa County,19931,9215.91,10302.46,3709.46,4474.49,2713.5,2872.61,1504.9,1625.7,616.33,668.47,471.18,483.11,212.39,186.27
1127,AL-Walker County,8383,9788.14,11152.3,3784.05,4645.19,2784.44,2921.43,1527.94,1693.39,605.83,671.33,897.78,1038.24,229.65,246.68
1129,AL-Washington County,2314,9257.69,11005.08,3454.11,4596.79,2493.42,2577.62,1364,1595.43,716.18,834.08,1146.21,1375.75,240.15,214.46
1131,AL-Wilcox County,1608,7566.84,8952.31,2788.57,3608.49,2100.64,2196.34,1403.91,1635.94,496.13,592.4,615.57,739.39,219.86,197.42
1133,AL-Winston County,3909,10284.91,11853.99,4442.75,5535.9,2921.88,3018.39,1301.97,1495.18,762.71,896.48,656.36,777.84,269.29,246.27
5001,AR-Arkansas County,2540,7826.17,8866.07,3622.24,4353.93,1894.45,1967.71,1592.12,1797.76,272.45,310.05,220.91,225.02,221.16,205.63
5003,AR-Ashley County,3367,10445,12060.59,4813.65,5954.79,2524.43,2618.36,2123.97,2420.16,419.91,484.77,260.05,302.19,267.43,248.96
5005,AR-Baxter County,8277,7692.25,8827.2,3134.85,3853.22,2126.54,2230.68,1486.95,1702.71,448.94,519.79,269.35,319.65,221.27,206.99
5007,AR-Benton County,18861,8344.53,9083.1,3371.99,3940,2583.63,2696.17,1406.24,1490.58,426.58,453.25,274.69,245.06,270.28,251.45
5009,AR-Boone County,5383,7743.97,8837.97,3396.76,4172.17,2144.18,2236.31,1476.56,1669.34,228.39,263.88,225.73,242.73,255.53,242.65
5011,AR-Bradley County,1638,9649.01,11131.09,3823.66,4791.39,2314.66,2380.28,2212.96,2518.49,878.6,1015.99,109.41,120.59,276.67,252.91
5013,AR-Calhoun County,623,8524.09,9769.96,3299.7,4099.93,2135.83,2237.77,1619.55,1838.38,603.82,700.24,363.65,416.83,497.92,470.13
5015,AR-Carroll County,3671,7985.34,8778.75,3557.46,4064.88,2118.95,2182.1,1539.02,1726.53,294.26,339.13,220.27,236.24,236.54,217.21
5017,AR-Chicot County,1722,10444.56,12256.4,5447.97,6784.83,2123.87,2241.26,2011.69,2297.94,277.89,320.17,257.17,286.65,262.6,243.97
5019,AR-Clark County,2903,7307.29,8440.02,3452.38,4360.41,2112.53,2189.71,1086.48,1207.01,266.87,298.06,177.47,184.05,207.25,192.99
5021,AR-Clay County,2668,9976.32,11970.07,4886.74,6446.05,1930.61,1980.94,2214.6,2522.93,500.9,582.15,196.14,213.75,271.52,257.55
5023,AR-Cleburne County,5455,7592.47,8714.03,3153.39,3944.83,2170.24,2271.6,1332.49,1503.46,350.3,404.61,328.61,362.03,247.74,228.89
5025,AR-Cleveland County,1212,9749.68,10817.93,4363.28,5080.9,2497.31,2569.35,1758.09,1960.88,525.1,598.13,393.78,427.06,220.49,200.51
5027,AR-Columbia County,3383,8510.68,9512.59,3994.72,4609.25,2202.79,2328.04,1441.49,1626.95,228.14,260.24,381.12,443.2,263.17,240.65
5029,AR-Conway County,2795,7581.5,8556.84,3285.84,3947.78,2008.41,2099.52,1435.55,1600.2,305.8,351.22,308.03,343.01,236.46,213.41
5031,AR-Craighead County,10136,9024.87,10313.16,4303.01,5253.51,2238.35,2337.01,1593.73,1793.07,387.7,437.73,231.75,248.44,269.77,250.63
5033,AR-Crawford County,5372,9240.76,10494.09,4349.56,5222.94,2275.2,2381.01,1509.23,1713.84,542.84,618.67,334.6,354.92,244.99,226.58
5035,AR-Crittenden County,4348,9302.97,9753.17,4481.31,4636.85,2538.86,2680.21,1216.51,1283.3,616.53,679.89,202.29,209.22,224.28,244.51
5037,AR-Cross County,2267,9200.83,10753.66,4166.51,5315.86,2112.58,2187.85,1703.24,1917.45,506.2,580.7,437.48,504.55,278.98,257.98
5039,AR-Dallas County,1066,9307.6,10748.94,4079.86,5093.66,2073.86,2150,2085.75,2336.62,509.16,587.94,232.34,266.74,303.61,279.36
5041,AR-Desha County,1849,10017.99,11405.65,4619.58,5538.3,2046.63,2102.23,2380.86,2703.8,398.78,461.2,263.41,295.84,254.33,232.42
5043,AR-Drew County,2123,9595.97,11197.83,4592.23,5771.12,2279.79,2361.64,1483.75,1682.21,534.59,617.84,398.35,455.87,295.77,288.31
5045,AR-Faulkner County,10754,8589.27,9748.51,3707.75,4523.21,2507.13,2628.75,1417.15,1542.68,350.26,382.66,452.99,505.8,155.1,176.98
5047,AR-Franklin County,2203,9427.71,10552.64,4382.75,5083.4,2189.94,2273.83,1829.4,2093.96,490.99,559.72,308.3,337.44,236.8,217.58
5049,AR-Fulton County,2329,8643.27,10383.46,3706.55,4942.16,1700.65,1788.63,1766.31,2024.3,950.87,1103.95,275.16,328.91,293.34,273.57
5051,AR-Garland County,13029,9063.6,10239.48,3836.12,4713.68,2535.15,2687.32,1365.28,1468.48,429.16,460.43,640.38,678.73,261.25,240.28
5053,AR-Grant County,2136,9619.72,10855.18,4302.1,5206.84,2767.53,2866.34,1448.97,1584.56,425.11,466.2,413.61,424.7,263.03,319.38
5055,AR-Greene County,4920,9117,10650.38,4697.62,5872.68,2103.98,2199.41,1527.99,1737.42,354.3,408.37,218.32,243.79,228.34,213.61
5057,AR-Hempstead County,2392,8638.45,9941.16,4152.22,5062.44,2038.83,2140.01,1232.86,1393.03,543.57,628.36,390.99,455.42,277.02,257.93
5059,AR-Hot Spring County,4126,8879.35,10125.65,3957.72,4893.83,2544.13,2672.98,1303.67,1438.65,403.61,440.65,400.52,437.69,271.28,249.54
5061,AR-Howard County,1898,9343.99,11129.43,4370.15,5731.75,2189.25,2250.65,1404.84,1599.6,583.63,676.04,581.99,686.42,239.2,218.08
5063,AR-Independence County,5087,9435.84,10849.03,4191.62,5094.73,2195.96,2317.35,1904.53,2194.77,590.05,685.8,238.54,268.89,322.32,304.02
5065,AR-Izard County,2415,8391.87,10006.38,3451.62,4565.06,1787.55,1860.86,1945.06,2233.38,694.35,804.9,346.32,412.01,194.07,182.27
5067,AR-Jackson County,2768,9793.82,11278.2,4888.84,5931.31,2197.24,2307.88,1756.92,2008.17,492.7,571.5,156.18,178.19,296.73,279.33
5069,AR-Jefferson County,7680,8431.64,9138.14,3789.51,4204.19,2442.57,2560.93,1367.98,1503.33,280.41,308.86,329.54,353.15,232.72,217.5
5071,AR-Johnson County,2618,7663.43,8627.76,3704.56,4355.83,1864.89,1958.66,1353.1,1541.86,251.32,289.5,246.62,259.55,241.65,224.66
5073,AR-Lafayette County,1001,9084.87,10329.27,4115.28,4910,2168.84,2239.9,1208.3,1361.82,467.93,534.9,871.2,1039.47,269.74,256.12
5075,AR-Lawrence County,2551,9910.85,12411.73,4690.19,6720.8,1953.44,2029.7,2164.84,2472.01,501.66,579.58,312.9,354.35,306.14,290.64
5077,AR-Lee County,939,8375.36,9468.54,3918.08,4705.82,2092.98,2168.04,1395.52,1538.08,402.85,458.46,316.95,372.29,227.88,193.34
5079,AR-Lincoln County,1290,7973.61,8791.45,3434.09,3943.84,2177.79,2266.29,1450.88,1614.03,321.73,361.09,359.12,389.1,231.51,218.39
5081,AR-Little River County,1884,10521.65,12241.75,4877.21,6137.85,2439.91,2501.01,1543.17,1757.42,738.45,852.13,666.81,780.86,308.68,284.86
5083,AR-Logan County,2824,9173.2,10201.89,4381.04,4965.54,1923.6,2006.26,1883.84,2159.72,387.07,446.52,368.78,411.95,239.08,224.64
5085,AR-Lonoke County,7489,9000.9,10187.09,4041.97,4915.59,2675.13,2788.14,1348.38,1475.12,314.27,345,453.89,482.15,173.08,200.39
5087,AR-Madison County,1636,6912.46,7371.06,2883.4,3238.06,2119.25,2177.76,911.36,971.86,505.32,545.14,264.67,233.66,229.39,211.53
5089,AR-Marion County,2576,7632.76,8876.27,3464.81,4310.97,1781.42,1885.95,1288.89,1480.31,526.68,611.96,356.96,412.23,250.48,234.4
5091,AR-Miller County,4657,9272.21,10662.48,4394.49,5353.66,2250.61,2367.43,1175.84,1333.94,504.32,578.91,704.96,819.49,278.83,257.55
5093,AR-Mississippi County,4271,9130.77,10592.39,4562.13,5673.65,2326.66,2437.2,1360.6,1533.04,382.54,440.19,235.04,265.05,255.11,238.27
5095,AR-Monroe County,1157,8955.37,9998.55,4218.93,4915.85,2175.2,2232.28,1454.47,1635.2,381.65,439.53,465.63,531.53,253.02,231.59
5097,AR-Montgomery County,1440,7406.2,8531.65,3421.92,4345.04,1829.9,1919.59,1372.75,1482.69,265.24,300.9,326.02,306.6,191.06,178
5099,AR-Nevada County,1208,8257.33,9749.44,3899.15,5069.07,2158.06,2218.27,1109.3,1244.76,409.31,472.77,453.23,532.17,239.33,225.66
5101,AR-Newton County,1169,6684.14,7550.73,2998.68,3671.5,1768.02,1795.33,1099.99,1243.12,285.78,330.27,184.25,190.18,337.37,321.17
5103,AR-Ouachita County,3199,8519.96,9848.82,3742.27,4660.4,2170.85,2282.16,1595.71,1811.15,357.12,413.18,295.27,336.54,353.83,329.58
5105,AR-Perry County,1503,8029.96,9020.79,3683.52,4356.34,2348.02,2444.52,1239,1365.48,241.02,271.8,345.31,388.95,163.22,190.63
5107,AR-Phillips County,2285,7980.46,8920.03,3464.4,4009.86,1942.21,2024.42,1471.5,1644.32,393.35,452.21,458.62,544.21,244.27,226.13
5109,AR-Pike County,1592,8936.06,10200.48,4113.38,5158.23,2276.57,2296.67,1469.76,1611.32,410.49,460.43,426.11,480.34,257.43,235.5
5111,AR-Poinsett County,3171,9710.88,11229.77,4735.8,5907.14,2344.08,2443.19,1669.12,1873.75,417.77,472.43,246.75,269.73,295.75,272.42
5113,AR-Polk County,3511,8343.21,9420.19,3819.77,4534.72,2007.57,2080.22,1368.04,1545.95,559.16,649.03,357.2,410.17,258.94,244.09
5115,AR-Pope County,6734,8279.19,9462.63,3902.65,4745.11,2117.41,2233.66,1406.24,1598.11,271.5,314.61,293.86,305.7,284.31,266.83
5117,AR-Prairie County,1338,8724.92,9792.44,3886.33,4635.98,2206.88,2261.56,1641,1847.86,385.26,439.7,272.15,303.42,323.89,298.97
5119,AR-Pulaski County,38372,8360.06,9278.5,3641.5,4265.03,2629.36,2756.13,1230.47,1338.07,341.23,371.01,354.2,358.48,171.43,195.57
5121,AR-Randolph County,2598,8991.97,10211.93,4214.03,5034.33,2009.3,2071.87,1621.12,1843.88,690.2,802.08,231.18,259.08,246.78,225.25
5125,AR-Saline County,18195,8545.62,9600.01,3494.31,4255.94,2575.73,2705.96,1468.92,1593.67,358.72,388.97,431.11,429.85,206.67,222.84
5127,AR-Scott County,1070,8074.56,9336.1,3590.28,4396.36,1669.55,1752.2,2018.7,2320.87,325.3,382.28,242.08,280.73,218.85,203.33
5129,AR-Searcy County,1414,7920.75,9074.25,3471.18,4221.98,1856.34,1930.96,1579.49,1803.48,501.52,573.98,339.66,400.38,185.2,166.65
5131,AR-Sebastian County,11629,8859.68,10076.71,4124.48,4972.05,2301.54,2426.26,1381.59,1568.26,485.74,554.42,339.62,348,229.59,211.98
5133,AR-Sevier County,1816,10385.25,12531.91,4682.32,6299.48,2323.74,2416.16,1417.46,1620.07,1088.42,1264.52,581.14,686.24,342.39,318.12
5135,AR-Sharp County,3164,9198.94,10590.41,3993.55,4872.59,2002.34,2103.5,1784.08,2050.2,768.81,893.54,329.74,387.27,350.03,332.27
5123,AR-St. Francis County,2710,8590.56,9389.92,3565.7,3986.66,2311.78,2418.66,1486.32,1641.92,480.33,540.04,383.67,457.27,364.44,346.23
5137,AR-Stone County,2475,9334.68,10741.65,4164.33,5125.66,2089.23,2144.79,1816.64,2087.47,802.27,932.54,194.16,225.85,289.79,272.22
