HSA #,HSA name,State,Medicare enrollees (2014),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2014)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2014)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2014)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2014)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2014)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2014)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2014)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2014)"
49039,Norton,VA,2975,9887.57,10984.49,4533.6,5137.88,2346.1,2516.05,1537.05,1745.42,1021.7,1153.39,153.31,167.45,334.99,314.82
49040,Pearisburg,VA,2931,8530.01,9175.87,4221.23,4566.87,2299.6,2455.44,1164.92,1262.3,435.69,473.69,149.3,171.03,260.82,246.35
49041,Pennington Gap,VA,1857,8860.41,10188.87,4316.66,5208.33,1961.27,2107.23,1309.68,1491.13,920.71,1050.6,117.8,128.9,279.58,260.72
49042,Petersburg,VA,13047,8548.49,9119.64,3952.21,4332.58,2544.36,2685.97,1238.63,1262.69,367.33,373.36,296.12,301.5,160.85,178.4
49043,Portsmouth,VA,17143,8381.42,8951.18,3170.63,3508.21,2795.87,2916.6,1547.35,1594.65,472.58,486.19,253.74,279.49,171.48,187.15
49044,Pulaski,VA,2718,9729.66,10707.05,4587.1,5253.87,2390.81,2528.79,1483,1590.27,834.62,898.7,196.33,219.02,258.11,243.46
49045,Radford,VA,5039,8636.75,9402.49,3695.22,4120.56,2410.04,2585.92,1355.89,1450.55,639.2,682.2,294.89,344.33,247.78,232.97
49046,Reston,VA,12549,7870.73,7905.57,3002.44,3209.49,2888.83,2746.47,1029.98,1011.84,432.04,420.65,371.66,361.3,135.48,147.92
49047,Richlands,VA,3242,8797.11,10164.78,3873.56,4625.92,2089.16,2376.06,1538.16,1741.28,826.06,933.41,252.8,302.17,255.87,241.44
49048,Richmond,VA,101652,8488.42,8971.55,3715.97,4034.53,2583.57,2680.09,1295.69,1328.72,431.27,440.29,313.62,322.74,154.44,170.93
49049,Roanoke,VA,31894,8080.44,8408.66,3706.63,3944.31,2269.31,2325,1293.46,1315.26,402.8,409.6,211.54,232.73,197.24,181.58
49050,Rocky Mount,VA,3226,7252.13,7719.43,3465.39,3673.61,1936.42,2162.87,1216.05,1232.45,275.72,278.67,203.5,224.71,146.36,136.31
49051,Salem,VA,7453,7874.42,8412.85,3429.68,3866.66,2272.55,2335.75,1300.04,1321.55,436.4,444.84,242.89,268.47,190.26,174.83
49052,South Boston,VA,9221,7650.95,8195.69,3286.1,3556.61,1921.59,1972.12,1812.28,1986.15,194.79,215.87,213.04,251.84,220.48,205.26
49053,South Hill,VA,4590,8267.22,8603.65,3955.58,4051.55,2050.11,2105.58,1630.99,1775.51,237.29,261.67,163.19,195.18,205.57,192.27
49054,Staunton,VA,17653,8179.03,8663.7,3490.73,3599.33,1888.96,1995.66,2084.56,2289.98,252.44,277.68,254.58,307.63,189.35,176.23
49055,Stuart,VA,2421,7361.48,8397.01,3319.89,3806.99,1543.13,1881.8,1847.46,2025.38,300.7,335.09,130.45,137.1,207.59,194.82
49056,Suffolk,VA,8041,7875.11,8486.1,3226.64,3619.68,2606.61,2731.57,1276.11,1323.75,408.16,421.09,200.86,223.08,166.61,174.28
49057,Tappahannock,VA,4388,7985.2,8534.72,3370.15,3567.83,2364.74,2523.82,1436.25,1550.24,321.37,345.55,359.39,428.78,141.72,130.95
49058,Tazewell,VA,1586,9363.77,10311.66,4071.18,4526.87,2385,2532.05,1622.43,1830.42,678.37,766.99,375.9,448.67,250.1,240.55
49059,Virginia Beach,VA,29084,8811.06,9616.1,3309.71,3871.98,3023.37,3150.09,1528.99,1587.31,471.84,488.62,296.55,323.52,171.92,187.4
49060,Warrenton,VA,8692,8877.94,9066.51,3847.74,3992.7,2609.52,2690.07,1536.86,1501.74,416.3,403.45,305.59,306.35,148.48,158.65
49062,Williamsburg,VA,17820,8003.62,8627.53,2715.78,3102.07,2650.8,2785.99,1902.7,1967.72,350.79,362.24,218.54,237.32,134.02,143.54
49063,Winchester,VA,19564,7698.69,8110.24,3375.55,3635.81,2206.88,2304.14,1235.3,1278.91,395.75,403.69,306.66,325.36,174.95,160.72
49065,Woodbridge,VA,11772,8466.74,8531.99,3569.65,3700.58,2760.12,2736.34,1187.54,1156.41,446.66,432.09,369.94,353.53,148.3,166.8
49066,Woodstock,VA,4431,8181.19,8724.12,3799.48,4098.12,1869,1941.87,1792.33,1932.55,295.7,302.49,234.35,273.65,184.55,170.37
49067,Wytheville,VA,5018,9107.44,9983.7,4045.18,4413.07,2470.38,2727.46,1524.5,1683.79,638.97,709.16,198.13,232.54,229.9,219.23
