HSA #,HSA name,State,Medicare enrollees (20% sample) (2008),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2008)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2008)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2008)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2008)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2008)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2008)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2008)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2008)"
49025,Hot Springs,VA,159,9274.56,9741.54,5000.35,5097.92,1437.32,1561.79,2221.11,2445.12,211.94,236.69,,,247.54,249.35
49026,Kilmarnock,VA,1526,6254.91,6972.61,2687.88,3067.01,1952.95,2139.14,903.23,980.09,228.55,247.8,260.21,316.79,213.25,214.07
49027,Lebanon,VA,720,8929.4,9864.43,3922.11,4576.49,2191.51,2199.29,835.41,928.11,1422.88,1586.86,274.86,340.48,405.36,401.47
49028,Leesburg,VA,1776,8352.03,8238.3,3508.36,3514.16,2645.61,2643.18,874.26,814.44,481.86,450.54,691.28,664.13,159.49,158.66
49029,Lexington,VA,812,7572.95,7825.15,4149.92,4138.14,1669.43,1773.56,1124.33,1213.96,318.45,351.34,156.01,188.47,155.22,156.99
49030,Low Moor,VA,754,7582.16,8580.43,3956.43,4663.69,1775.95,1894.25,1000.12,1081.87,305.35,335.22,271.1,332.92,268.2,271.08
49031,Luray,VA,509,7650.93,8200.34,4034.4,4329.72,1402.59,1501.08,1634.23,1742.17,325.59,356.48,,,190.6,195.87
49032,Lynchburg,VA,5304,7226.47,7905.25,3676.7,4169.36,1941.76,2041.8,850.14,891.12,310.29,328.59,202.52,227.74,240.93,242.45
49033,Manassas,VA,2144,7811.5,7652.39,3350.98,3332.66,2410.76,2382.56,898.8,837.1,381.64,355.2,625.81,602.94,177.18,173.8
49034,Marion,VA,997,7956.29,9098.89,3837.03,4660.93,1903.63,1991.37,896.52,996.35,683.52,763,313.45,373.23,352.46,356.35
49035,Martinsville,VA,1967,7365.89,8084.85,4065.52,4537.82,1692.9,1803.78,929.96,1014.52,355.8,393.08,77.69,88.19,230.91,234.01
49036,Nassawadox,VA,1101,7347.66,7996.43,3298.79,3622.12,1731.75,1818.27,1300.05,1411.72,387.24,425.99,444.74,524.32,185.17,185.69
49037,Newport News,VA,5726,7087.61,7667.34,3205.26,3597.45,2238.78,2339.84,922.61,971.85,286.56,302.05,173.49,195.15,264.22,262.94
49038,Norfolk,VA,5371,8435.08,9266.29,4071.5,4661.49,2467.4,2594.45,977.25,1033.93,468.48,495.37,165.7,189.1,285.18,290.03
49039,Norton,VA,578,11465.82,12474.49,6663.61,7333.37,2177.36,2266.82,821.57,911.95,1359.53,1516.44,,,482.36,476.92
49040,Pearisburg,VA,538,7667,8317.25,4125.89,4414.72,1866.29,2070.37,893.7,978.23,320.89,355.05,78.91,82.92,393.47,426.57
49041,Pennington Gap,VA,411,10217.68,11463.63,5608.28,6467.64,1956.43,2062.11,820.05,913.4,1156.96,1290.66,,,403.9,406.89
49042,Petersburg,VA,2513,7539.21,7989.64,3898.77,4198.67,2036.58,2147,802.5,826.95,305.16,314.84,236.29,247.07,267.46,268.14
49043,Portsmouth,VA,3360,7883.59,8661.25,3402.83,3929.29,2599.23,2739.98,923.81,974.68,488.82,515.65,222.59,250.55,278.54,275.37
49044,Pulaski,VA,525,8242.7,9155.88,3775.77,4353.22,2141.18,2267.17,883.04,962.19,671.36,733.6,352.48,426.66,430.13,428.36
49045,Radford,VA,897,7347.98,8272.82,3630.91,4288.28,1867.76,1983.34,767.28,829.73,454.08,497.16,279.84,327.78,351,350.35
49046,Reston,VA,2048,8028.39,7910.37,3336.2,3438.03,2574.95,2450.23,803.51,751.76,411.77,383.73,729.74,714.14,176.17,174.48
49047,Richlands,VA,690,8618.8,9740.31,4436.57,5257.64,1721.73,1770.07,782.4,869.38,1196.77,1335.32,303.64,372.64,351.56,354.33
49048,Richmond,VA,18930,7321.83,7968.35,3558.6,4027.03,2094.19,2222.5,804.75,828.37,345.26,356.39,297.19,312.83,230.58,229.56
49049,Roanoke,VA,6506,6524.48,7048.44,3269.38,3593.53,1823.51,1931.33,710.92,754.25,299.98,319.19,183.67,212.37,233.6,233.22
49050,Rocky Mount,VA,647,8115.45,8673.76,4318.57,4675.37,1927.18,2012.93,1118.64,1187.72,335.43,358,141.18,162.15,267.95,270.18
49051,Salem,VA,1481,6449.15,7209.28,3038.62,3559.39,1865.64,1997.05,777.53,826.57,291.41,311.58,193.03,222.91,281.17,288.94
49052,South Boston,VA,1571,6884.23,7489.7,3571.55,3988.29,1799.59,1862.51,920.89,1003.56,203.98,226.27,109.86,131.15,282.53,280.81
49053,South Hill,VA,883,7463.03,8042.41,4174.99,4527.27,1720.9,1803.98,932.55,1014.9,159.7,176,227.21,281.91,235.72,237.13
49054,Staunton,VA,3217,6741.32,7451.67,3359.67,3751.37,1400.76,1548.51,1376.24,1494.97,239.11,256.79,141.23,170.93,213.76,216.88
49055,Stuart,VA,485,6672.95,7260.17,3305.52,3603.48,1369.6,1470.65,1258.09,1381.31,323.48,361.07,,,274.31,275.88
49056,Suffolk,VA,1475,7032.84,7739.65,3352.67,3867.59,2161.5,2263.09,834.8,882.71,303.06,321.07,151.79,171.92,251.73,252.39
49057,Tappahannock,VA,766,7082.66,7972.45,3143.57,3737.33,2056.98,2186.95,1045.37,1128.5,175.6,190.46,508.26,575.45,167.99,169.57
49058,Tazewell,VA,354,8853.55,9926.29,3979.5,4712.39,2339.01,2369.51,924.65,1031.82,664.4,741.74,643.32,792.49,327.59,325.7
49059,Virginia Beach,VA,5043,7936.19,8807.43,3507.49,4145.16,2527.88,2660.09,912.85,960.02,448.16,473.85,275.19,310.45,257.52,252.35
49060,Warrenton,VA,1339,7201.59,7313.11,3266.96,3382.58,2013.14,2115.42,935.91,876.34,423.66,393.61,349.65,330.43,212.23,211.91
49062,Williamsburg,VA,2796,6620.17,7161.14,2472.07,2884.79,2490.77,2541.42,863.44,901.75,426.52,448.53,153.79,178.62,183.2,180.79
49063,Winchester,VA,3229,7626.53,7844.22,3836.74,3970.6,1987.65,2072.41,952.92,936.32,246.98,243.55,384.89,401.87,205.31,205.83
49065,Woodbridge,VA,1755,8693.63,8546.17,4340.78,4339.09,2473.94,2477.49,875.69,816.87,368.39,345.7,483.99,410.54,191.69,190.62
49066,Woodstock,VA,786,7619.22,7826.42,3756.56,3652.75,1462.01,1592.66,1554.48,1656.81,236.44,232.76,394.75,470.55,211.65,213.24
49067,Wytheville,VA,911,7867.48,8853.06,3653.62,4210.14,2173.55,2411.3,929.79,1024.33,535.75,596.63,180.34,218.31,394.77,396.21
