County ID,County name,Medicare enrollees (20% sample) (2008),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2008)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2008)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2008)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2008)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2008)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2008)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2008)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2008)"
5035,AR-Crittenden County,749,9445.26,9573.81,5283.3,5197.7,2118.94,2260.35,865.62,883.56,582.17,622.23,214.93,244.03,341.34,340.22
5037,AR-Cross County,414,7473.43,8813.4,3862.69,4900.93,1916.71,2014.39,841.93,963.47,441.99,512.7,,,341.04,337.71
5039,AR-Dallas County,245,7639.31,8883.44,3957.71,4845.02,1653.98,1806.31,1016.85,1150.05,354.19,411.22,,,387.81,385.41
5041,AR-Desha County,308,9244.65,10022.61,4714.39,5108.08,2103.76,2218.43,1164.93,1329.76,671.73,779.17,,,440.52,435.08
5043,AR-Drew County,418,8243.99,9561.99,4366.43,5320.14,2134.72,2282.81,678.2,773.83,653.87,759.9,,,326.24,331.55
5045,AR-Faulkner County,1804,8518.24,9172.28,4154.91,4628.34,2496.48,2578.66,882.33,928.2,301.88,320.24,380.33,423.38,281.12,276.66
5047,AR-Franklin County,450,7154.01,8299.6,3486.43,4272.22,1729.12,1877.64,944.97,1063.65,325.18,369.17,353.08,398.21,309.29,309.08
5049,AR-Fulton County,347,6805.92,7962.38,2915.37,3601.78,1481.08,1603.09,940.79,1078.32,800.93,931.19,,,338.87,386.79
5051,AR-Garland County,3874,7773.26,8550.96,3791.27,4323.26,2128,2296.53,842.67,888.41,360.64,379.84,374,380.01,271.83,277.92
5053,AR-Grant County,363,9052.2,9855.1,4569.27,5078.19,2360.19,2516.99,862.9,911.52,387.36,417.17,469.93,541.43,416.4,417.7
5055,AR-Greene County,880,8159.39,9223.4,4572.52,5349.88,2028.36,2130.07,795.26,911.79,389.34,451.12,,,341.97,344.64
5057,AR-Hempstead County,469,8069.76,9217.54,4481.74,5294.21,1952.44,2108.39,706.69,797.54,346.24,404.66,,,360.39,360.22
5059,AR-Hot Spring County,794,8359.9,9380.64,4353.09,5018.36,1913.03,2085.17,853.66,935.85,535.86,604.6,373.91,408.73,348.77,350.05
5061,AR-Howard County,364,7723.67,8892.91,3787.32,4628.07,2026.17,2115.39,893.2,1010.8,585.24,683.69,,,349.3,353.35
5063,AR-Independence County,1044,9188.14,9967.45,4942.96,5291.52,2248.65,2411.12,1114.05,1286.31,459.54,530.89,122.46,143.64,294.28,295.59
5065,AR-Izard County,385,7151.9,8356.47,3580.31,4411.48,1707.08,1798.05,1055.12,1221.06,445.99,520.78,,,164.06,164.73
5067,AR-Jackson County,638,9520.3,10655.41,5660.28,6479.9,2233.61,2361.19,749.49,854.4,450.72,526.36,55.04,57.71,366.23,367.57
5069,AR-Jefferson County,1497,7034.62,7665.11,3574.68,3976.91,2078.01,2237.47,738.27,793.7,195.21,209.2,246.74,250.37,233.01,232.82
5071,AR-Johnson County,517,8184.16,9169.18,4702.14,5346.62,1632.71,1768.83,973.47,1104.28,268.53,310.8,158.66,192.18,456.97,451.62
5073,AR-Lafayette County,185,7914.96,9592.11,3714.34,4906.54,1869.6,1942.79,660.91,746.91,381.98,436.84,978.79,1225.97,310.7,312.02
5075,AR-Lawrence County,571,8529.98,9765.95,4141.35,5024.02,2180.57,2247.35,1287.94,1477.95,452.21,525.89,,,296.75,297.23
5077,AR-Lee County,179,7053.08,7813.5,3421.17,3870.78,1831.45,1904.5,610.4,677.69,553.29,645.05,,,279.72,281.36
5079,AR-Lincoln County,215,8244.7,8787.87,4377.21,4613.33,2160.05,2297.98,716.63,783.81,400.47,451.72,,,226.69,225.36
5081,AR-Little River County,367,11605.13,13580.12,6572.77,8173.84,2607.43,2717.47,1073.97,1195.44,964.07,1119.02,,,343.89,336.51
5083,AR-Logan County,550,6814.68,7771.87,3282.89,3933.78,1615.44,1701.77,1047.69,1198.45,261.26,300.03,168.21,207.09,421.29,418.24
5085,AR-Lonoke County,1231,7852.97,8548.84,3717.78,4195.64,2274.11,2409.42,903.3,953.21,279.31,294.56,292.71,318.14,360.26,355.9
5087,AR-Madison County,268,5134.75,5713.63,2469.33,2848.07,1367.26,1502.09,551.72,583.1,477.85,527.82,,,178.63,181.49
5089,AR-Marion County,524,6604.94,7448.13,2771.54,3247.18,1903.94,2066.79,923.19,1058.83,501.69,585.15,194.34,187.17,301.14,303.74
5091,AR-Miller County,878,9129.41,10450.06,4737.13,5684.25,2227.55,2365.23,727.19,799.68,473.65,523.76,591.16,706.27,382.65,385.39
5093,AR-Mississippi County,913,8106.39,9028.2,4140.46,4734.23,2238.23,2364.8,797.71,909.64,320.43,373.38,193.17,233.78,404.06,403.63
5095,AR-Monroe County,271,7138.94,7771.89,3319.93,3666.38,1982.18,2066.07,1163.77,1299.55,365.09,421.02,,,286.8,289.03
5097,AR-Montgomery County,309,7172.92,7877.61,3527.32,4128.26,1725.29,1838.68,953.11,1018.18,390.11,434.45,251.71,134.15,327.67,330.95
5099,AR-Nevada County,208,8272.12,9477.11,4219.16,5232.45,2704.43,2717.58,614.07,687.56,327.3,378.89,,,271.58,274.5
5101,AR-Newton County,169,7363.44,8387.89,3051.16,3730.52,2045.07,2115.23,942.96,1081.41,1003.14,1164.55,,,297.17,297.73
5103,AR-Ouachita County,689,7873.4,9098.51,4264.36,5101.67,1665.02,1827.68,1057.06,1209.28,304.19,354.45,150.79,177.09,399.64,394.08
5105,AR-Perry County,222,9379.9,10107.21,4700.92,5261.69,2751.86,2784.31,740.21,793.49,452.63,490.8,,,348.01,346.54
5107,AR-Phillips County,508,7955.03,8683.05,4362.61,4789.5,1763.13,1870.74,860.55,970.31,471.7,540.43,,,375.05,373.54
5109,AR-Pike County,351,8248.51,9216.46,3938.12,4648.35,2317.74,2427.96,997.22,1095.51,301.91,331.03,261.77,285.8,398.98,402.1
5111,AR-Poinsett County,603,8679.38,9785.31,4457.15,5224.82,2186.88,2293.52,923.19,1042.08,563.5,641.63,99.54,119.6,449.02,473.96
5113,AR-Polk County,688,8151.36,9245.88,4168.76,4884.95,1723.3,1827.13,1052.3,1194.76,717.2,826.97,259.32,288.79,273.61,278.45
5115,AR-Pope County,1298,7095.47,7979.78,3622.43,4188.02,1823.01,1949.33,884.16,999.47,207.38,237.25,214.66,266.19,323.74,322.29
5117,AR-Prairie County,274,8754.74,9788.68,5061.89,5785.49,1978.25,2113.83,830.97,916.68,254.34,277.17,,,312.12,313.98
5119,AR-Pulaski County,6985,8341,9052.92,4268.97,4744.78,2331.44,2519.8,780.85,819.4,369.3,388.43,331.66,323.32,260.59,259.86
5121,AR-Randolph County,447,7837.48,8840.26,4027.28,4765.28,1772.46,1788.46,952.93,1093.82,700.03,812.27,,,368.21,367.54
5125,AR-Saline County,1934,9118.35,9969.84,4430.96,5062.54,2530.98,2716.21,898.43,941.55,412.75,433.24,510.25,480.52,339.71,338.21
5127,AR-Scott County,254,7742.02,9037.88,3745.52,4631.89,1552.99,1654.79,958.84,1092.9,423.23,487.54,,,343.43,350.95
5129,AR-Searcy County,265,8763.01,9695.15,4155.06,4616.09,1950.64,2104.63,1364.17,1530.75,983.34,1138.95,,,334.52,333.4
5131,AR-Sebastian County,2173,7335.82,8416.21,3356.9,4031.01,1836.21,2010.39,869.91,980.57,521.08,590.74,459.68,513.68,293.91,293.56
5133,AR-Sevier County,376,9011.9,10578.45,4488.48,5631.56,2311.65,2445.64,804.79,909.5,793.96,924.41,,,348.98,350.06
5135,AR-Sharp County,641,7790.66,8723.9,3915.43,4473.01,2042.39,2157.29,949.28,1086.2,381.59,445.41,262.58,324.99,232.21,233.75
5123,AR-St. Francis County,432,7518.32,8288.44,3902.96,4391.1,1949.2,2088.81,654.37,714.66,600.9,674.74,,,341.51,338.18
5137,AR-Stone County,386,9259.36,10439.76,4913.75,5736.41,2082.9,2159.33,1128.59,1292.07,596.71,687.58,,,368.99,363.14
5139,AR-Union County,1152,7145.1,8122.36,3556.17,4228.22,1864.63,1983.57,852.77,978.74,223.02,260.58,326.58,345.2,326.55,325.47
5141,AR-Van Buren County,599,7784.18,8667.46,3647.52,4227.82,1993.73,2064.09,1081.42,1214.59,627.57,731,,,367.94,364.28
5143,AR-Washington County,2898,7299.37,7975.94,3854.2,4331.63,1935.78,2098.03,561.64,587.52,381.42,406.41,274.8,256.14,293.69,295.49
5145,AR-White County,1735,8387.65,9465.91,5022.49,5796.74,1997,2143.68,457.87,502.26,381.45,443.45,231.01,281.98,317.66,319.1
5147,AR-Woodruff County,138,6902.53,7675.65,3216.62,3876.9,1671.11,1719.85,972.13,1121.95,442.68,513.99,,,214.03,225.11
5149,AR-Yell County,550,8967.5,10251.16,5089.69,6015.63,1833.69,1959.56,1016.58,1153.64,476.05,552.94,139.77,155.63,427.39,429.78
4001,AZ-Apache County,968,7364.44,7031.91,3912.04,3640.27,1926.89,1874.9,1049.7,1073.1,,,55.93,48.98,209.63,206.05
4003,AZ-Cochise County,2832,7450.29,7609.31,3779.55,3917.42,2226.15,2190.24,826.36,861.64,134.49,139.99,209.45,233.24,247.18,245.73
4005,AZ-Coconino County,1535,7694.88,7105.89,3926.75,3516.98,2076.86,2042.9,881.45,807.97,187.92,170.4,306.89,259.87,292.82,294.39
4007,AZ-Gila County,1676,8412.61,8380.31,4163.54,4113.99,2319.19,2291.88,747.72,767.65,137.28,141.9,691.48,720.17,371.12,367.64
4009,AZ-Graham County,551,8238.76,8403.81,4403.45,4582.53,2265.53,2200.93,787.21,813.94,129.41,135,413.61,444.46,259.15,254.25
4011,AZ-Greenlee County,125,7268.5,7333.98,3975.86,4119.81,2231.45,2131.77,705.91,733.27,,,,,230.44,230.38
