County ID,County name,Medicare enrollees (20% sample) (2005),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2005)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2005)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2005)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2005)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2005)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2005)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2005)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2005)"
51065,VA-Fluvanna County,596,5941.42,5904.91,2852.52,2739.69,1694.21,1777.76,798.8,786.99,258.05,253.85,168.13,177.83,151.61,148.52
51620,VA-Franklin city,372,6333.25,6942.82,3380.32,3806.08,1728.47,1822.93,762.44,819.24,206.34,221.64,,,135.75,137.72
51067,VA-Franklin County,1352,5675.81,6446.03,3027.22,3523.47,1666.1,1877.27,558.1,593.42,183.92,198.08,63.84,74.09,161.93,163.66
51069,VA-Frederick County,1457,6851.65,7081.42,3921.79,3968.77,1725.44,1828.6,606.75,644.63,227.07,242.83,210.34,229.22,168.73,170.64
51630,VA-Fredericksburg city,471,7545.4,7861.69,4373.79,4617.74,2009.57,2145.85,526.42,496.41,261.64,244.15,,,224.77,221.14
51640,VA-Galax city,569,5386.78,5947.4,2725.72,3075.12,1318.75,1462.37,448.42,476.27,527.04,570.86,,,359.64,357.62
51071,VA-Giles County,549,7071.65,7580.62,4207.05,4431.56,1675.85,1868.3,652,701.28,240.58,260.85,,,222.54,224.91
51073,VA-Gloucester County,899,5130.83,5651.6,2484.55,2848.24,1590.88,1682.2,545.37,579.05,191.91,206.33,128.08,146.93,193.4,190.95
51075,VA-Goochland County,428,5397.5,6044.87,2531.28,3044.17,1685.79,1802.22,343.85,349.63,268.39,273.95,379.14,379.77,218.82,220.78
51077,VA-Grayson County,481,6905.12,7448.94,3645.62,3774.73,1459.64,1754.28,552.23,593.03,756.43,820.04,,,443.24,437.74
51079,VA-Greene County,276,5360.05,5347.78,2470.65,2399.56,1531.85,1596.01,759.65,748.66,240.43,237.39,,,208.22,209.08
51081,VA-Greensville County,97,5245.17,5916.2,2946.7,3271.79,1475.57,1845.35,295.86,313.29,,,,,301.69,296.07
51083,VA-Halifax County,1127,5368.19,5716.98,2762.31,2989.81,1489.48,1542.54,546.04,581.14,155.94,168.09,157.57,177.66,262.3,262.25
51650,VA-Hampton city,2691,5511.99,6113.35,2416.1,2829.75,2008.93,2119.51,611.07,652.06,212.45,228.07,77.33,89.78,209.63,209.61
51085,VA-Hanover County,2012,6623.91,7195.73,3290.9,3681.63,2080.91,2239.7,661.52,674.85,258.19,265.37,137.56,138.72,190.14,190.05
51660,VA-Harrisonburg city,1121,5388.89,5755.73,2835.54,3026.3,1329.21,1428.21,888.44,945.66,117.76,126.03,68,78.58,163.05,162.64
51087,VA-Henrico County,6416,6364.5,6909.52,3204.88,3590.74,1914.28,2047.13,602.26,614.81,267.45,274.48,188.94,196.05,191.36,189.96
51089,VA-Henry County,1296,5652.38,6197.31,2916.65,3295.49,1409.61,1497.74,589.41,629.57,447.44,482.83,,,235.42,232.32
51091,VA-Highland County,103,5563.45,5614.57,3009.33,2907.44,833.78,891.87,1021.93,1054.28,,,,,256,263.14
51670,VA-Hopewell city,646,6060.25,6616.93,3193.88,3582.32,1717.38,1864.04,478.17,487.66,300.38,309.16,106.89,117.67,264.8,258.76
51093,VA-Isle of Wight County,772,7050.92,7706.56,3758.09,4287.99,2071.55,2125.54,565.96,605.44,313.58,336.88,,,262.17,259.12
51095,VA-James City County,1002,5567.96,6057.51,2484.85,2846.91,2080.16,2157.44,504.41,534.11,258.77,277.86,58.43,62.04,146.92,146.09
51097,VA-King and Queen County,120,6433,7251.8,3558.06,4247.45,1661.97,1735.78,464.29,488.03,442.72,473.04,,,251.05,255.03
51099,VA-King George County,336,5535.68,5957.13,2797.74,3095.44,1660.16,1804.03,362.81,340.21,359.51,342.86,,,125.97,127.99
51101,VA-King William County,380,6975.32,7620.01,3465.87,3900.58,1855.98,1999.88,806.42,824.32,388.33,408.52,,,219.11,218.51
51103,VA-Lancaster County,694,5479.94,5610.81,2714.09,2682.48,1565.08,1665.17,622.26,658.57,220.24,236.08,,,297.87,304.38
51105,VA-Lee County,559,6134.4,6895.2,3183.44,3746.44,1372.43,1472.18,622.57,673.21,650.98,708.07,,,335.51,333.74
51107,VA-Loudoun County,2106,6740.79,6771.18,2931.15,3063.4,2237.59,2238.77,647.26,611.06,330.91,313.46,433.41,384.92,162.85,160.69
51109,VA-Louisa County,863,6442.77,6432.04,3145.89,3009.11,1933.07,2048.17,809.48,797.41,207.65,206.47,139.59,162.55,189.41,192.89
51111,VA-Lunenburg County,369,5266.16,5820.61,2745.49,3160.24,1386.23,1480.46,576.56,607.57,269.37,280.61,,,195.15,195.53
51680,VA-Lynchburg city,2350,5783.37,6308.25,3032.36,3460.01,1780.93,1846.26,552.19,569.61,171.01,178.12,63.04,70.38,192.7,191.7
51113,VA-Madison County,293,4931.24,5001.32,2224.92,2269.67,1486.15,1525.23,739.71,719.4,118.15,113.36,,,176.98,172.84
51683,VA-Manassas city,439,6965.31,6852.49,3955.15,3868.45,1793.12,1820.74,620.12,590.41,224.74,212.72,219.26,208.41,158.21,157.13
51685,VA-Manassas Park city,202,7239.21,7167.05,3682.12,3784.95,1802.46,1767.6,699.26,654.09,319.53,300.43,,,259.2,253.24
51690,VA-Martinsville city,1094,5702.28,6317.84,2987.06,3436.4,1446.45,1537.14,731.88,784.82,269.01,290.04,,,240.16,240.86
51115,VA-Mathews County,351,5994.74,6632.5,3106.61,3575.52,1526.93,1613.12,732.99,774.76,273.15,293.54,,,192.73,191.31
51117,VA-Mecklenburg County,1102,6287.32,6630.45,3552.18,3748.91,1547.64,1647.04,674.21,709.24,162.08,174.32,107.08,115.94,234.71,233.98
51119,VA-Middlesex County,357,5205.9,5763.55,2416.29,2795.13,1550.85,1647.07,604.61,642.75,220.01,237.44,,,152.54,153.32
51121,VA-Montgomery County,1405,6237.08,6999.66,3099.57,3679.54,1780.81,1887,595.21,629.3,371.21,400.15,96.27,113.59,298.45,296.07
51125,VA-Nelson County,519,7582.24,7121.95,4518.13,3855.78,1563,1739.78,991.3,995.63,217.13,214.9,,,147.13,149.79
51127,VA-New Kent County,372,6747.98,7194.62,3376.82,3624.89,2123.47,2286.74,567.23,585.76,348.56,366.37,,,199.75,193.96
51700,VA-Newport News city,3167,5780.97,6332.07,2798.03,3174.95,1898.77,2004.83,557.74,595.74,249.02,266.99,105.51,118.35,185.03,182.44
51710,VA-Norfolk city,4111,6452.71,7104.64,3124.77,3568.56,1995.96,2120.32,716.26,767.38,282.76,303.26,86.88,97.67,259.52,255.7
51131,VA-Northampton County,477,5622.59,6180,2340.37,2656.94,1395.49,1467.78,977.98,1052.97,333.45,360.06,407.94,457.79,157.48,157.04
51133,VA-Northumberland County,463,6151.02,6395.55,3215.6,3326.66,1669.09,1722.55,596.34,631.71,316.29,340.24,,,156.92,154.47
51720,VA-Norton city,134,6869.84,7773.84,3698.13,4503.51,1532.46,1549.11,436.26,468.98,849.3,924.77,,,420.86,417.67
51135,VA-Nottoway County,511,5492.68,6036.5,2713.29,3050.16,1466.8,1607.21,633.28,653.27,223.87,235.2,,,216.04,214.8
51137,VA-Orange County,967,7849.6,7706.87,4370.26,4152.9,2154.3,2243.11,765.57,741.47,231.02,222.59,117.35,133.14,187.48,185.7
51139,VA-Page County,663,6727.72,6779.39,3521.97,3394.51,1134.81,1190.75,1427.54,1515.58,273.17,295.47,175.08,187.44,205.55,205.3
51141,VA-Patrick County,588,6445.62,6871.68,3267.31,3453.53,1370.67,1492.88,965.94,1028.97,597.69,645.06,,,219.86,220.73
51730,VA-Petersburg city,928,5802.9,6311.97,2965.82,3314.93,1697.97,1852.46,642.47,656.99,234.15,240.52,,,220.68,216.52
51143,VA-Pittsylvania County,1262,5612.6,6049.76,2914.83,3166.9,1792.67,1951.63,418.07,434.25,168.14,175.87,,,286.45,286.28
51735,VA-Poquoson city,279,6918.4,7450.42,3894.99,4252.67,1902.75,1996.73,651.66,691.97,218.61,234.58,,,144.32,145.67
51740,VA-Portsmouth city,2277,6384.23,7167.11,2923.96,3477.39,2112.75,2242.92,735.85,787.48,319.93,343.43,92.32,107.29,226.92,224.28
51145,VA-Powhatan County,413,6090.81,6844.96,2989.05,3580.85,1813.03,1898.89,329.6,336.27,417.6,427.91,323.09,351.74,247.05,281.42
51147,VA-Prince Edward County,52,4857.63,5527.11,,,1173.82,1283.55,735.07,778.57,,,,,218.51,227.58
51149,VA-Prince George County,815,7073.21,7649.38,3895.7,4266.98,1814.23,1996.2,688.87,705.02,318.78,327.81,124.45,138.2,215.14,211
51153,VA-Prince William County,2754,7072.3,6914.13,3705.54,3600.08,2077.85,2084.74,607.95,572.63,303.13,285.99,161.7,147.95,212.64,216.63
51155,VA-Pulaski County,877,7273.72,8128.48,3993.75,4640.27,1775.11,1887.79,618.17,663.41,444.35,481.61,97.91,116.04,355.81,350.54
51750,VA-Radford city,489,5906.24,6892.32,2855.43,3598.82,1856.8,2020.01,568.13,609.12,339.38,367.21,,,268.81,270.47
51157,VA-Rappahannock County,244,4679.7,4769.05,2110.95,2160.26,1454.42,1543.57,538.51,507.82,,,,,195.56,194.13
51760,VA-Richmond city,3469,5847.3,6244.41,3070.72,3322.71,1630.63,1765.24,564.93,578.39,258.63,265.57,137,142.85,185.2,183.36
51159,VA-Richmond County,384,4567.83,5086.22,1758.1,2143.83,1568.95,1631.06,643.56,681.84,229.67,247.35,,,278.98,276.24
51770,VA-Roanoke city,2744,6176.75,6773.04,3404.23,3828.61,1763.19,1870.03,475.65,504.65,253.64,271.21,99.87,116.42,181.57,182.38
51161,VA-Roanoke County,1923,6060.45,6704.51,3179.8,3683.96,1857.51,1928.29,506.38,534.08,225.34,240.9,130.79,153.59,152.44,154.37
51163,VA-Rockbridge County,788,5589.71,5914.11,2853.66,2893.22,1382.21,1564.25,854.34,909.68,187.86,200.84,171.37,203.84,138.57,139.63
51165,VA-Rockingham County,1369,6284.7,6708.09,3639.44,3873.39,1403.69,1510.92,774.18,824.83,217.51,234.24,77.35,87.51,175.79,175.29
51167,VA-Russell County,676,7781.14,8636.97,3510.96,4116.4,1710.91,1793.87,764.05,812.72,1512.34,1643.22,102.19,120.38,317.29,315.21
51775,VA-Salem city,1168,5522.87,6278.12,2656.53,3260.89,1802.8,1882.23,506.27,535.38,207.16,221.52,152.91,179.61,191.15,191.58
51169,VA-Scott County,517,7295.39,7991.46,3946.01,4389.52,1737.01,1864.68,454.32,496,801.96,881.9,,,290.38,286.81
51171,VA-Shenandoah County,1290,5560.75,5732.44,2859.91,2808.2,1254.81,1369.98,937.96,1000.14,132.47,142.98,202.55,237.34,171.69,170.24
51173,VA-Smyth County,1060,6190.4,6887.9,2757.3,3192.91,1590.42,1709.13,721.71,779.52,585.14,636.24,276.01,319.68,290.01,291.46
51175,VA-Southampton County,278,6973.82,7593.56,3608.41,3955.95,1966.22,2160.58,881.17,948.99,264.79,284.72,,,224.4,218.21
51177,VA-Spotsylvania County,1554,7266.94,7469.64,4067.54,4207.32,2014.49,2123.09,530.65,498.33,297.03,280.73,149.36,150.84,209.54,209.43
51179,VA-Stafford County,1217,7069.56,7412.65,3527.17,3795.86,2176.52,2316.15,579.42,543.46,322.37,306.34,292.67,279.19,182.37,180.05
51790,VA-Staunton city,1163,6564.68,6905.77,3547.7,3708.32,1452.27,1543.37,923.8,980.41,205.11,218.63,186.84,205.07,250.43,250.04
51800,VA-Suffolk city,1483,6414.02,7125.03,3255.67,3793.78,1942.5,2041.94,620.79,663.65,262.65,281.36,99.07,114.07,240.86,236.44
51181,VA-Surry County,162,4651.62,5005.98,1690.66,1875.38,1762.22,1834.54,741.4,789.02,225.81,240.85,,,202.42,198.91
51183,VA-Sussex County,295,5430.89,6067.81,3124.48,3658.21,1398.24,1492.19,602.14,621.76,125.88,130.31,,,153.14,150.16
51185,VA-Tazewell County,1294,7715.2,8447.21,4111.05,4598.9,1817.45,1926.94,715.66,777.08,721.4,781.51,132.61,155.75,267.13,264.75
51810,VA-Virginia Beach city,7174,7057.56,7894.84,3267.15,3866.39,2313.75,2457.08,716.75,764.41,333.39,357.85,202.37,230.34,216.29,214.3
51187,VA-Warren County,691,6453.82,6528.01,3539.75,3506.1,1407.03,1516.57,750.6,730.65,302.67,327.38,291.62,280.52,173.86,176.66
51191,VA-Washington County,1101,7016.7,7940.36,3541.61,4225.97,1664.79,1784.66,676.34,735.98,671.26,735.84,135.7,135.18,359.83,360.45
51820,VA-Waynesboro city,952,5638.14,6001.02,2918.52,2973.87,1437.43,1669.23,828.72,875.41,133.79,142.69,125.69,142.9,189.32,188.52
51193,VA-Westmoreland County,526,7130.24,7460.43,3883.84,4139.83,1987.11,2025.32,495.4,496.94,298.46,303.03,262.93,302.67,221.4,219.48
51830,VA-Williamsburg city,1367,5263.24,5821.91,2074.86,2506.65,2253.27,2326.64,514.86,544.1,204.97,219.14,82.38,94.83,134.01,131.03
51840,VA-Winchester city,677,6810.04,7094.32,4167.43,4281.07,1676.47,1784.82,466.88,495.83,205.94,222.07,89.81,99.8,201.02,203.99
51195,VA-Wise County,820,9134.53,10025.41,4927.68,5616.82,2031.19,2094.4,757.21,816.59,965.78,1046.29,195.66,210.33,333.82,329.8
51197,VA-Wythe County,801,6563.65,7255.9,3294.17,3684.48,1665.89,1852.97,645.01,687.15,471.49,510.51,255.73,290.61,252.03,253.08
51199,VA-York County,848,5256.49,5776.14,2320.37,2682.05,1938.96,2034.07,550.81,586.41,154.71,165.8,,,150.65,150.26
