HSA #,HSA name,State,Medicare enrollees (20% sample) (2005),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2005)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2005)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2005)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2005)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2005)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2005)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2005)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2005)"
49011,Danville,VA,3254,6103.98,6527.25,3068.22,3294.06,2008.05,2173.71,496.17,514.37,205.98,215.31,61.81,69.71,281,280.79
49012,Emporia,VA,807,5346.08,6186.28,2879.13,3426.5,1453.48,1720.46,554.71,589.61,201.22,214.02,,,232.11,229.07
49013,Fairfax,VA,887,7769.11,7627.48,3778.78,3842.71,2391,2266.48,599.18,569.99,400.04,379.42,404.23,372.1,207.02,208.71
49014,Falls Church,VA,8097,6363.38,5967.7,2870.47,2684.98,2344.15,2201,511.24,484.09,292.05,276.62,216.1,192.92,111.04,111.13
49015,Farmville,VA,961,4631.88,5232.49,2294.29,2732.65,1273.85,1372.33,553.72,584.32,163.01,173.61,137.62,159.86,207.38,207.27
49016,Franklin,VA,676,6635.94,7213.83,3519.74,3918.69,1844.32,1938.62,768.94,826.71,246.91,265.36,,,176.01,174.72
49017,Fredericksburg,VA,4407,7369.18,7612.36,3995.16,4171.21,2112.14,2226.75,561.53,530.58,310.94,295.17,195.79,195.84,198.02,196.99
49018,Front Royal,VA,714,6421.61,6495.84,3531.42,3497.06,1393.47,1503.85,742.16,721.78,302.32,327.03,281.44,270.7,182.46,185.14
49019,Galax,VA,1549,6053.1,6572.37,2985.2,3223.5,1472.56,1659.82,559.93,596.91,593.33,642.36,94.1,106.42,378.88,375.97
49020,Gloucester,VA,1374,5344.06,5890.9,2650.89,3050.48,1547.32,1624.92,572.64,606.74,233.8,251.31,139.57,159.29,198.25,196.53
49021,Grundy,VA,514,7745.76,8601.63,4190.99,4871.27,1724.65,1784.32,772.02,832.52,736.76,800.52,,,303.47,300.83
49022,Hampton,VA,1721,5428.52,6001.94,2323.01,2705.13,2016.51,2121.33,600.85,642.7,218.08,234.46,104.61,121.28,197.66,199.2
49023,Harrisonburg,VA,3233,5725.74,6138.29,3122.48,3347.38,1349.45,1450.83,801.73,854.96,171.06,184.04,107.17,124.41,175.37,175.63
49024,Hopewell,VA,832,6509.22,7056.68,3562.38,3912.08,1773.82,1951.23,522.37,533.25,293.43,301.94,91.72,101,264.18,258.72
49025,Hot Springs,VA,163,10097.45,9809.99,6694.03,6182.69,1264,1346.97,1477.69,1574.26,301.24,327.32,,,302.66,299.8
49026,Kilmarnock,VA,1566,5628.26,5898.87,2761.92,2876.42,1606.72,1688.4,634.68,672.75,247.59,265.96,134.3,150.09,239.82,242.03
49027,Lebanon,VA,744,8363.07,9254.75,3839.72,4479.85,1775.42,1844.46,803.98,857.08,1564.7,1697.82,192.55,225.76,347.22,343.75
49028,Leesburg,VA,1744,6530.73,6541.65,2807.71,2918.54,2224.44,2221.13,651,613.05,326.74,308.36,377.82,339.13,142.94,140.93
49029,Lexington,VA,969,5597.21,5945.32,2823.52,2844.47,1365.82,1580.83,855.3,910.57,186.42,199.85,209.31,249.23,157,158.56
49030,Low Moor,VA,776,7658.68,8633.2,4595.97,5331.19,1644.62,1747.49,560.87,596.9,395.7,428.35,197.74,235.28,267.88,297.33
49031,Luray,VA,556,7448.92,7468.93,4021.91,3856.72,1212.44,1269.66,1525.17,1618.09,303.98,328.82,,,221.2,220.2
49032,Lynchburg,VA,5710,6035.03,6538.56,3150.1,3551.04,1776.41,1842.03,564.65,580.39,209.83,218.4,118.26,133.03,215.14,213.72
49033,Manassas,VA,1858,7058.12,6942.88,3744.74,3678.23,1990.63,2001.53,665.35,627.81,271.37,257.17,216.64,201.58,171.2,175.43
49034,Marion,VA,1106,6400.76,7086.54,2958.62,3369.34,1579.18,1709.55,717.57,775.46,613.69,667.18,268.16,310.68,300.64,301.62
49035,Martinsville,VA,2390,5676.23,6254.75,2950.7,3363.26,1426.58,1515.87,656.43,702.57,355.21,383.12,30.96,33.84,237.69,236.4
49036,Nassawadox,VA,1178,6146.83,6756.44,2757.39,3129.46,1466.01,1533.27,1008.05,1081.96,338.27,365.65,391.12,450.83,172.39,171.82
49037,Newport News,VA,5919,5804.93,6372.56,2795.35,3193.09,1926.02,2029.37,576.51,614.78,232.57,249.36,89.46,101.68,192.81,190.58
49038,Norfolk,VA,6081,6707.11,7419.9,3222.65,3711.19,2094.18,2234.83,746.04,798.66,306.35,328.91,91.53,99.71,247.89,244.53
49039,Norton,VA,621,9050.25,9911.28,5133.3,5820.87,1923.26,1973.66,649.63,699.87,948.91,1029.16,,,358.3,356.46
49040,Pearisburg,VA,599,7334.82,7988.23,4349.13,4683.04,1709.69,1927.93,697.13,751.25,251.46,274.07,,,245.3,247.41
49041,Pennington Gap,VA,440,6827.62,7632.9,3623.77,4252.98,1480.48,1550.06,661.61,714.4,730.89,795.33,,,374.83,372.32
49042,Petersburg,VA,2767,6127.92,6593.37,3260.07,3567.96,1666.94,1809.28,614.65,629.3,286.82,294.62,69.49,72.79,215.02,213.13
49043,Portsmouth,VA,3754,6434.6,7181.77,2942.44,3452.94,2131.7,2276.16,708.02,757.11,327.32,350.87,109.43,123.63,230.35,228.33
49044,Pulaski,VA,597,7903.77,8681,4485.5,5049.22,1842.76,1955.04,594.37,637.79,489.22,529.9,,,384.47,377.32
49045,Radford,VA,951,5959.95,6888.17,2938.75,3651.31,1760.51,1893.82,589.46,632.31,366.09,396.57,43.87,51.88,270.11,270.89
49046,Reston,VA,1559,7250.39,7186.61,3241.5,3345.23,2437.58,2353.37,575.95,546.33,319.53,306.56,504.01,464.61,168.72,167.33
49047,Richlands,VA,694,7043.73,7850.05,3439.5,4001.28,1506.11,1607.17,710.49,762.23,1087.53,1179.4,170.41,198.97,274.13,271.97
49048,Richmond,VA,20388,6164.05,6687.42,3100.16,3471.12,1831.5,1958.65,592.26,604.82,277.86,285.47,176.04,183.05,192.2,191.51
49049,Roanoke,VA,7217,6038.96,6626.01,3226.24,3644.72,1758.57,1857.5,495.27,523.7,241.06,257.99,140.35,163.31,176.05,176.73
49050,Rocky Mount,VA,746,6000.7,6894.82,3347.2,3907.56,1639.58,1898.68,564.47,604.21,211.55,227.5,,,156.9,160.78
49051,Salem,VA,1576,5696.72,6490.38,2908.23,3544.54,1730.51,1818.41,465.29,492.51,242.7,259.88,135.7,159.67,211.35,211.4
49052,South Boston,VA,1814,5611.43,5942.1,2927.02,3109.92,1513.15,1596.84,594.65,631.74,163.21,175.71,164.1,180.96,251.72,251.17
49053,South Hill,VA,944,5881.02,6337.12,3402.44,3745.86,1441.22,1521.14,602.84,633.59,167.64,178.22,,,221.08,219.56
49054,Staunton,VA,3437,6356.08,6746.21,3401.91,3557.72,1484.83,1632.98,893.89,946.1,197.84,211.28,147.41,166.26,229.98,229.29
49055,Stuart,VA,491,6653.47,7110.7,3440.95,3695.68,1317.35,1395.85,1026.44,1095.68,636.6,689.01,,,228.02,228.71
49056,Suffolk,VA,1672,6495.15,7211.78,3386.99,3953,1884.17,1958.6,627.43,671.68,260.78,279.94,92.8,107.63,243.07,239.34
49057,Tappahannock,VA,806,5581.97,6056.49,2642.1,2973.67,1646.25,1708.23,615.9,648.99,247.07,263.97,236.73,270.17,200.75,196.45
49058,Tazewell,VA,402,6825.32,7452.37,3595.62,3998.04,1785.59,1900.27,692.73,756.01,486.76,526.52,,,223.83,222.98
49059,Virginia Beach,VA,5245,6958.35,7790.48,3196.78,3799.08,2314.81,2445.8,678.46,722.97,316.88,339.72,231.87,268.14,214.32,212.52
49060,Warrenton,VA,1321,6333.89,6317.29,3097.61,3113.69,1726.2,1771.65,932.27,876.01,249.95,239.04,178.01,166.9,137.84,137.96
49062,Williamsburg,VA,2487,5462.63,5996.03,2308.54,2715.91,2184.22,2259.33,504.35,533.53,230.25,246.6,73.98,82.3,143.91,141.57
49063,Winchester,VA,3272,6595.48,6829.74,3824.31,3878.1,1627.79,1739.89,563.95,597.44,213.29,227.81,189.62,203.72,183.43,184.6
49065,Woodbridge,VA,1541,7087.99,6902.83,3739.78,3621.25,2063.43,2066.35,554.45,522.06,318.64,299.4,162.92,142.3,250.79,251.76
49066,Woodstock,VA,818,5440.12,5510.53,2708.52,2578.87,1257.25,1354.7,1093.19,1165.95,118.69,128.6,118.59,138.43,133.87,131.07
49067,Wytheville,VA,986,6585.7,7209.72,3279.87,3607.48,1711.25,1892.01,636.06,678.99,448.88,486,255.37,292.15,273.67,275.02
