PCSA,PCSA_L,PFIPS_ST,PCSA_ST,P_LAT,P_LON,P_POP_LAT,P_POP_LON,PAREA_SM,PP12HI2,PP12HI3,PP12HI4,PP12HI5,PP12HI6,PP12HI7,PP12HI8,PP12HI9,PP12HI10,PP12HI11,PP12HI12,PP12HI13,PP12HI14,PP12HI15,PP12HI16,PP12HI17,PP12HI18,PP12HI19,PP12HI20,PP12HI21,PP12HI22,PP12HI23,PP12HI24,PP12HI25,PP12HI26,PP12HI27,PP12HI28,PP12HI29,PP12HI30,PP12HI31,PP12HI32,PP12HI33,PP12HI34,PP12HI35,PP12HI36,PP12HI37,PP12HI38,PP12HI39,PP12HI40,PP12HI41,PP12HI42,PP12HI43,PP12HI44,PP12HI45,PP12HI46,PP12HI47,PP12HI48,PP12HI49,PP12II2,PP12II3,PP12II4,PP12II5,PP12II6,PP12II7,PP12II8,PP12II9,PP12II10,PP12II11,PP12II12,PP12II13,PP12II14,PP12II15,PP12II16,PP12II17,PP12II18,PP12II19,PP12II20,PP12II21,PP12II22,PP12II23,PP12II24,PP12II25,PP12II26,PP12II27,PP12II28,PP12II29,PP12II30,PP12II31,PP12II32,PP12II33,PP12II34,PP12II35,PP12II36,PP12II37,PP12II38,PP12II39,PP12II40,PP12II41,PP12II42,PP12II43,PP12II44,PP12II45,PP12II46,PP12II47,PP12II48,PP12II49,PH1I1,PH2I2,PH2I3,PH2I4,PH2I5,PH3I2,PH3I3,PH4I2,PH4I3,PH4I4,PH11I1,PH11I2,PH11I3,PH11I4,PAVGFAM,PDENSITY,PTT30,PTT3059,PTT60,PTT30PUB,PTT30OTH,PTT3059PUB,PTT3059OTH,PTT60PUB,PTT60OTH,PHHLI,PHHNLI,PPVTOT,PPV50,PPV5099,PPV100124,PPV125149,PPV150184,PPV185199,PPV200UP,PFPVTOT,PFBPV,PFBPV18,PFBPV5,PFBPV517,PMFBPV18,PMFBPV5,PMFBPV517,PFFBPV18,PFFBPV5,PFFBPV517,PCIVIL,PP42I1,PP42I2,PP42I3,PP42I4,PP42I5,PP42I6,PP42I7,PP42I8,PP42I9,PP42I10,PCVPOP18UP,PMCV1864,PMCV65UP,PFCV1864,PFCV65UP,PMVT1864,PMNVT1864,PMVT65UP,PMNVT65UP,PFVT1864,PFNVT1864,PFVT65UP,PFNVT65UP,PTOTOCH,POWNOCH,PRNTOCH,PMHI,PMHINA,PMHIIS,PPCINCOME,PPCINNA,PPCINIS,PMCR,PMVOWNH,PEDPOP,PBLHS,PSMHS,PHSG,PSMCLG,PCLG,PADD,PMEDPOP,PMBLHS,PMSMHS,PMHSG,PMSMCLG,PMCLG,PMADD,PFEDPOP,PFBLHS,PFSMHS,PFHSG,PFSMCLG,PFCLG,PFADD,PS_PREFA,PS_PREFB,PS_PREFC,PS_VISA,PS_VISB,PS_VISC,PF_NDX,VT_NDX
51059451300,VA03_FALLS CHURCH,51,VA,3.88640978982,-7.7146589609,3.88656981226,-7.71455992509,2.35,3015,290,172,175,82,100,42,67,209,378,360,294,226,214,142,90,32,38,20,27,24,15,7,11,2560,276,192,120,76,51,40,47,149,280,261,218,200,169,143,113,35,44,24,33,33,32,16,8,3851,261,249,152,101,38,13,13,121,306,282,288,349,323,307,293,96,155,78,97,101,85,51,92,3786,275,193,127,80,35,17,18,127,295,250,277,269,264,304,276,98,152,63,120,113,114,112,207,7157,7157,7157,0,0,6868,289,2845,756,3267,17890,7615,1458,8817,3.4239,7657.1299,4051,3597,888,54,3997,733,2864,450,438,3325,3435,16392,609,1162,473,581,878,402,12287,3950,339,137,40,34,26,26,0,62,0,62,17946,102,46,0,0,46,0,56,0,0,56,13078,5858,858,5170,1192,353,5505,396,462,61,5109,62,1130,6760,3751,3009,83724.8504,125000.5,0,41111.8538,0,0,1149.113,456644.0416,11914,1026,1035,1408,2145,3031,3269,6120,422,650,549,1298,1599,1602,5794,604,385,859,847,1432,1667,1020,1738.6744,180.4472,5379,8392,1018,0.1769,0.1893
51059452000,VA02_ANNANDALE,51,VA,3.88323008231,-7.71755888048,3.8832283,-7.7175559,0.89,235,18,16,18,10,10,2,4,14,17,25,25,19,20,10,8,4,2,3,2,3,1,2,2,225,19,14,19,5,5,3,1,2,21,23,12,19,17,19,14,2,8,4,2,3,2,5,6,645,34,28,41,25,16,1,4,17,28,25,40,37,52,63,52,18,49,25,28,14,18,17,13,705,46,36,28,23,4,2,5,10,20,34,39,51,48,68,77,27,27,19,27,33,31,21,29,1116,1116,1116,0,0,1087,29,588,151,348,2826,1812,305,709,3.3803,3165.2617,628,552,64,0,628,46,506,0,64,503,612,2730,148,151,38,87,40,14,2252,696,33,0,0,0,0,0,0,0,0,0,2831,5,0,0,0,0,0,5,0,0,5,2253,805,275,741,432,121,684,137,138,10,731,0,432,1115,767,348,92736,0,0,46680,0,0,181,513000,2142,131,142,305,436,703,425,1039,57,53,180,197,354,198,1103,74,89,125,239,349,227,417,961.2533,106.5285,3048,7731,1294,0.2555,0.4245
51059452400,VA01_SPRINGFIELD,51,VA,3.87601945637,-7.72236932259,3.87625603494,-7.72257500855,21.19,4816,427,420,418,270,167,63,75,194,402,427,383,408,372,307,216,60,53,29,33,34,22,21,15,4951,394,435,397,258,135,64,73,196,336,439,455,411,410,328,206,76,84,45,47,71,49,23,19,20652,1111,1270,1533,956,396,153,164,590,980,954,1219,1510,1905,1951,1806,689,981,461,493,585,469,281,195,21051,1077,1238,1402,946,366,136,120,518,958,1095,1340,1637,1997,2067,1883,677,890,430,519,628,468,357,302,25105,25105,25105,0,0,24540,565,17675,2972,3893,71279,52777,6074,12428,3.3574,3364.2042,15373,17005,4258,175,15198,1292,15713,1456,2802,7311,17361,70902,848,1892,597,1468,1960,875,63262,19234,449,132,8,114,0,0,0,214,21,12,71287,8,0,0,0,0,0,8,0,0,8,51383,21169,3040,23932,3242,4610,16559,1954,1086,952,22980,98,3144,24672,20826,3846,117044.3214,0,0,45850.9891,20133.6238,0,1542.2181,490825.0696,47481,1709,1541,7108,10638,13868,12617,22721,573,724,3356,4521,6263,7284,24760,1136,817,3752,6117,7605,5333,3523,2334.7271,720.505,15874,9181,2789,0.2045,0.1757
51059460800,VA00_VIENNA,51,VA,3.89128719355,-7.72698051343,3.89050369862,-7.72663458423,18.16,2089,187,191,170,105,66,33,46,101,187,162,186,144,160,126,78,21,33,12,23,25,17,13,3,2062,164,152,143,99,50,15,24,72,158,146,209,189,158,136,112,36,44,21,27,44,26,14,23,18492,1026,1392,1462,840,291,98,99,464,815,684,998,1351,1737,1685,1495,550,761,419,557,682,509,322,255,18337,964,1274,1386,798,292,87,76,405,661,710,1074,1442,1794,1725,1469,536,731,381,567,665,492,420,388,18857,18857,18857,0,0,18306,551,11896,3079,3331,51681,35791,6575,9315,3.2341,2852.9271,11674,9975,2294,256,11418,2172,7803,914,1380,5102,12801,51527,562,1393,235,378,575,303,48081,14254,355,126,0,126,0,0,0,123,47,64,51711,141,111,0,0,111,0,30,0,0,30,38366,15560,3443,15824,3539,1982,13578,1860,1583,226,15598,79,3460,17903,14896,3007,142298.558,135360,0,60227.0695,0,36618,1426.6169,679051.1144,35929,1300,801,3604,5137,11949,13138,17525,664,278,1386,1948,5422,7827,18404,636,523,2218,3189,6527,5311,3785,3342.5014,1260.1462,15543,13880,4905,0.3329,0.3156
51059470400,VA00_MC LEAN,51,VA,3.89421557253,-7.72057923597,3.89291010038,-7.71971590597,27.93,2150,158,169,201,117,58,19,20,89,180,172,153,165,176,138,107,27,45,34,35,42,19,14,12,2355,148,143,177,118,46,18,27,85,152,153,181,210,207,183,140,43,72,36,54,59,45,28,30,21791,1107,1420,1551,1060,343,110,108,576,1100,988,1115,1532,1809,1925,1812,667,1009,530,634,819,624,499,453,22685,1058,1336,1513,878,276,93,88,621,1203,1003,1254,1569,1884,1946,1864,761,988,558,672,829,735,680,876,26767,26446,26446,0,321,25247,1520,13564,4392,7291,64150,38357,9025,16768,3.1588,2304.6851,15888,11146,1974,286,15602,1526,9620,622,1352,8033,15957,60445,983,901,590,646,764,381,56180,15784,240,86,21,49,10,0,0,87,20,67,64182,213,181,0,0,181,0,32,0,0,32,45987,17800,4097,19157,4933,1746,16054,2270,1827,244,18913,142,4791,23990,18053,5937,141516.7105,0,0,77182.4648,13996.3481,43099,1590.9476,744399.4396,42721,592,820,3441,5939,13873,18056,20440,361,372,1389,2067,5846,10405,22281,231,448,2052,3872,8027,7651,4566,2714.5889,1397.7657,18016,10130,5404,0.3061,0.3
51059482203,VA00_RESTON,51,VA,3.89718726437,-7.73443724604,3.89596926059,-7.73693232559,68.2,12410,1254,1014,911,538,337,188,167,708,1439,1451,1211,1005,742,531,401,114,114,64,69,78,40,16,18,11495,1269,985,825,455,280,149,147,555,1208,1285,997,940,703,626,411,129,141,75,71,111,63,37,33,47716,2684,2785,3118,2149,737,262,303,1416,3160,3064,3254,3694,4269,4451,3998,1452,2100,1056,1197,1170,652,427,318,47999,2545,2750,2968,1774,677,249,240,1534,3154,3173,3076,3709,4498,4712,4197,1505,2063,1018,1092,1143,764,579,579,64605,63799,63799,0,806,62030,2575,37737,4997,19296,167530,107072,10860,49598,3.3029,2462.1251,46682,27747,9794,533,46149,1089,26658,2653,7141,20595,39411,158642,3193,2828,2694,2223,4046,1859,141799,40059,829,175,85,59,83,0,0,342,69,220,167733,378,175,0,0,175,0,203,0,0,203,119641,54083,5239,53925,6394,7004,47079,2422,2817,1424,52501,102,6292,60006,43403,16603,117151.994,47260.6323,0,54032.0145,9425.8803,0,1419.1168,539567.6996,109538,3890,4527,11633,20102,37095,32291,54195,1800,2185,5457,8756,17658,18339,55343,2090,2342,6176,11346,19437,13952,6283,5870.0995,3119.2178,26407,24709,13213,0.4965,0.5004
51059482602,VA00_FAIRFAX,51,VA,3.8853144023,-7.73974443687,3.88601635869,-7.73907079453,123.95,12058,1071,995,1028,614,384,211,208,653,1197,1195,1095,963,812,620,375,123,166,73,72,99,51,29,24,11752,990,977,886,564,369,184,167,542,1008,1127,1066,974,882,661,477,166,174,111,110,146,72,52,47,67774,3921,4329,4453,2994,2039,841,832,2718,4800,4338,4422,5107,5778,5938,4930,1807,2446,1156,1404,1528,981,585,427,68513,3796,4101,4362,2713,1913,882,836,2636,4778,4300,4480,5234,6037,6013,5088,1784,2388,1204,1429,1575,1109,876,979,82629,80376,80376,0,2253,79893,2736,54071,6791,19031,225331,161449,15042,48840,3.325,1874.0625,50698,44590,18361,512,50186,1631,42959,5420,12941,26239,50396,218767,5666,4911,2899,2625,4290,2023,196353,56265,1740,741,41,432,108,0,70,454,34,399,225730,6957,1711,1207,90,414,0,5246,4847,0,399,165837,73342,7153,76251,9091,10022,63320,3890,3263,1572,74679,80,9011,76635,60078,16557,121675.8876,19450.5724,39056.0921,48076.2828,21503.9684,13629.803,1447.2521,548545.9586,145156,4257,3666,18895,30237,49828,38273,70526,1835,1945,8401,13256,22986,22103,74630,2422,1721,10494,16981,26842,16170,9126,9481.9714,3717.534,39709,41110,16239,0.4074,0.409
51059491401,VA00_CENTREVILLE,51,VA,3.87958911319,-7.7417311451,3.88221555815,-7.74307521053,27.14,2746,269,225,221,112,76,45,44,173,307,308,261,216,186,122,74,15,31,16,14,13,10,4,4,2764,285,200,227,128,70,34,48,125,300,298,255,241,170,150,96,21,32,16,20,18,11,11,8,11438,684,668,824,515,235,113,109,461,1073,917,747,824,1040,1099,835,284,388,150,174,139,81,46,32,11197,668,655,773,467,183,81,91,551,1035,858,708,888,1092,1050,848,286,321,140,123,160,84,72,63,15545,14196,14196,0,1349,14914,631,9677,715,4522,42184,28711,1639,11834,3.3818,1554.505,9738,9183,4340,27,9711,69,9114,828,3512,5293,9375,43099,1293,909,709,726,941,819,37702,10803,408,140,0,97,26,8,0,122,0,119,42186,2,0,0,0,0,0,2,0,0,2,31215,14362,1057,14789,1007,2396,11966,486,571,278,14511,19,988,14668,10917,3751,109311.9298,0,0,44205.7443,17674.07,0,1321.4849,491792.1224,27740,1132,677,3539,6378,10048,5966,13401,393,331,1953,2966,4522,3236,14339,739,346,1586,3412,5526,2730,1034,2968.7299,368.7428,5187,12799,1927,0.3566,0.3715
51061930205,VA00_WARRENTON,51,VA,3.86845149365,-7.78272085689,3.86714688518,-7.77950643024,587.32,1875,205,243,178,119,68,26,23,97,114,167,163,150,129,73,47,16,15,6,6,16,11,2,1,1870,213,213,205,113,49,22,14,68,136,158,153,151,120,86,77,21,17,6,14,13,9,7,5,27905,1610,1919,2204,1270,653,304,261,754,1258,1262,1606,2185,2765,2440,2092,763,1054,612,781,889,601,370,252,28443,1377,1840,2040,1299,615,245,242,746,1261,1398,1772,2262,2811,2596,2114,822,1054,567,798,915,674,491,504,25983,10162,7833,2329,15821,24312,1671,15556,3866,4890,67560,46537,8347,12676,3.2555,115.6999,13406,10088,8571,59,13347,22,10066,329,8242,2421,20571,66289,1507,1594,1141,1447,3562,1278,55760,17451,590,93,0,41,41,0,41,272,38,163,67632,393,321,96,0,225,0,72,0,0,72,49137,20378,3491,20892,4376,4727,15651,2163,1328,568,20324,62,4314,22992,19166,3826,87501.0712,0,0,37242.7549,0,0,957.16,394527.0688,44790,1547,2835,13269,13961,8302,4876,21704,659,1392,6497,6705,3843,2608,23086,888,1443,6772,7256,4459,2268,5430,5240.1717,3879.393,27686,27218,20292,0.7144,0.7329
51063920102,VA00_FLOYD,51,VA,3.69314912091,-8.03625523451,3.6944200368,-8.03426867343,380.42,243,25,24,12,17,9,3,5,22,24,19,18,20,14,7,8,4,2,2,3,1,1,2,1,169,23,19,16,12,4,2,4,6,17,8,18,7,12,5,4,0,2,3,1,0,3,2,1,7186,412,476,449,267,123,74,57,187,360,398,458,516,588,521,581,234,294,177,282,332,177,130,93,7199,353,402,438,274,121,77,54,179,356,393,447,468,550,552,550,235,342,191,242,321,233,213,208,7790,0,0,0,7790,6415,1375,2652,2463,1300,15194,7379,4888,2927,2.9262,40.1635,2764,2897,1008,13,2751,58,2839,11,997,232,6102,15000,786,1396,699,896,892,621,9710,4332,503,103,12,61,32,0,32,235,8,227,15194,85,85,0,0,85,0,0,0,0,0,11679,4544,1144,4556,1435,725,3819,601,543,73,4483,0,1435,6334,4970,1364,42329.6718,0,0,21424.8352,7134,0,366.129,137665.7143,10768,868,1344,3708,2765,1512,571,5248,470,662,1922,1226,745,223,5520,398,682,1786,1539,767,348,1703,1137.6223,903.738,8676,6280,5143,0.5307,0.5928
51067020800,VA00_ROCKY MOUNT,51,VA,3.69867758361,-7.98929071358,3.70094317584,-7.98801529377,660.46,737,100,80,45,38,35,18,18,47,69,78,61,50,43,20,13,2,4,4,3,6,0,3,0,631,106,75,63,33,37,15,10,32,56,40,35,33,26,18,14,6,6,5,3,7,4,5,2,21656,1186,1241,1279,845,611,304,244,637,1043,1046,1289,1488,1804,1848,1655,616,999,568,791,897,648,378,239,22412,1168,1197,1272,859,568,278,250,637,1067,1116,1338,1555,1780,1786,1689,698,1002,566,763,951,781,561,530,25014,2865,0,2865,22149,20452,4562,9425,6453,4574,49493,25620,13035,10838,2.9447,77.1657,11560,8352,1630,14,11546,14,8338,0,1630,1004,20127,49222,2405,4401,2913,2750,4193,1798,30762,15059,1607,453,0,384,82,17,65,592,187,307,49602,1472,312,54,0,258,0,1160,1051,0,109,39343,15641,3579,15769,4354,2213,13428,1833,1746,161,15608,42,4312,21131,16324,4807,44636.994,0,0,22138.6295,0,0,477.155,157808.5151,34908,3397,3960,13311,9639,2949,1652,17082,1985,2148,6626,4266,1339,718,17826,1412,1812,6685,5373,1610,934,4875,3902.215,2781.564,21047,16552,11826,0.5706,0.5619
51071930300,VA00_NARROWS,51,VA,3.73106347001,-8.07434517379,3.73194518323,-8.07426071076,292.62,95,11,13,12,5,0,1,1,5,10,4,5,5,5,3,4,4,0,1,1,2,2,0,1,82,15,5,7,4,3,3,1,4,3,9,6,3,5,3,2,0,2,1,3,0,0,1,2,7070,391,455,478,287,149,84,74,216,337,372,474,493,598,516,482,197,297,186,253,279,212,152,88,7394,366,435,408,279,161,74,86,205,349,375,485,552,501,528,522,200,331,189,255,301,283,245,264,7266,2730,0,2730,4536,6295,971,2577,2165,1553,14974,7121,4312,3541,2.9687,51.6372,3155,2356,400,0,3155,0,2356,0,400,151,6021,14553,990,1222,863,577,1139,686,9076,4263,482,139,32,99,7,0,7,158,68,90,14991,136,119,0,0,119,0,17,0,0,17,11578,4348,1166,4535,1529,667,3681,667,499,43,4492,25,1504,6172,4757,1415,39698.3296,0,0,20539.5102,0,0,376.641,94780.1135,10559,957,1141,4091,2782,1021,567,5026,545,478,2018,1201,474,310,5533,412,663,2073,1581,547,257,1852,2050.3532,1346.2692,10540,11838,7899,0.7269,0.7494
51073100203,VA00_GLOUCESTER,51,VA,3.74012073948,-7.65229665693,3.73778364679,-7.65309472509,217.81,451,42,41,54,25,16,9,11,20,28,27,30,29,31,28,19,8,9,2,5,7,3,2,5,484,36,50,49,30,14,10,6,22,38,28,39,31,40,42,17,5,8,4,1,6,5,2,1,15662,810,927,1048,729,428,162,149,454,886,803,1036,1072,1474,1362,1178,406,629,335,462,541,348,261,162,15922,709,895,935,669,362,147,149,508,835,822,1042,1158,1434,1430,1140,461,637,371,503,613,430,340,332,15852,5537,3982,1555,10315,14293,1559,8449,3014,2830,36490,23528,6158,6804,3.0255,169.2234,7832,7117,2448,90,7742,16,7101,36,2412,548,13466,36287,1734,1651,738,1097,1776,1278,28013,10656,788,102,30,66,179,0,150,246,88,102,36508,368,350,75,0,275,0,18,0,0,18,27936,11149,2356,11585,2846,2661,8488,1365,991,588,10997,53,2793,14014,11544,2470,60308.9651,95334.1277,0,27395.0774,14355.8102,0,582.5636,227249.1684,25420,1267,2475,8464,8343,3279,1592,12408,811,1353,3960,4030,1361,893,13012,456,1122,4504,4313,1918,699,3748,3708.7204,2642.4707,16158,15474,10839,0.705,0.6708
51075400400,VA00_GOOCHLAND,51,VA,3.77631866828,-7.79224267525,3.77646306802,-7.78880517689,322.62,202,27,17,19,6,4,3,5,7,19,20,17,16,11,11,9,2,2,2,1,3,1,0,0,227,34,24,21,12,4,4,1,14,14,23,18,14,12,12,6,2,3,1,1,3,3,1,0,8055,483,519,525,351,175,75,57,183,353,431,555,672,781,695,678,242,365,139,196,227,187,109,57,8315,398,488,503,302,126,68,59,165,388,524,616,733,792,836,651,241,321,188,224,244,180,129,139,8647,0,0,0,8647,7982,665,4959,1911,1112,20481,13706,3900,2875,3.0239,67.6619,2645,4349,898,0,2645,14,4335,6,892,515,6881,18169,727,674,391,678,876,409,14414,5498,198,53,5,48,0,0,0,74,0,74,20481,1348,1348,1276,18,54,0,0,0,0,0,17865,7666,1119,7633,1447,1057,6609,667,452,216,7417,0,1447,7396,6409,987,67677.128,18879,0,28123.527,16854.75,0,752.1854,251808.2072,16769,1377,2768,5346,3694,2385,1199,8171,851,1530,2553,1496,1187,554,8598,526,1238,2793,2198,1198,645,1690,748.9044,499.5937,7010,2888,2007,0.2956,0.2863
51077060202,VA00_TROUTDALE,51,VA,3.66564601451,-8.13014669122,3.66480059821,-8.12479306474,330.61,143,21,5,13,9,6,1,5,7,16,9,21,11,7,1,6,1,2,0,2,0,0,0,0,103,13,20,10,2,6,1,0,1,6,6,10,7,7,2,4,1,1,1,1,0,1,1,2,3809,146,170,211,136,72,32,35,98,156,172,204,254,299,348,343,115,213,125,158,196,143,116,67,3939,138,153,199,141,74,25,34,106,129,171,218,252,281,327,332,137,185,111,152,233,194,172,175,5271,0,0,0,5271,3717,1554,1233,1673,811,8114,3245,3214,1655,2.738,25.0475,1964,1092,253,0,1964,0,1092,0,253,201,3502,8273,484,590,506,441,568,475,5209,2399,226,39,0,37,27,20,7,49,0,38,8166,167,115,0,0,115,0,52,0,0,52,7112,2600,915,2496,1101,454,2146,438,477,0,2496,4,1097,3703,2981,722,33265.094,0,0,19866.8327,0,805,265.8463,105255.4512,6540,872,885,2092,1928,680,83,3199,468,532,1105,769,274,51,3341,404,353,987,1159,406,32,1358,860.2231,564.4916,7468,4926,3251,0.4157,0.4353
51079030200,VA00_RUCKERSVILLE,51,VA,3.82975987422,-7.8466880352,3.82543589261,-7.84221818984,156.25,401,52,47,44,24,9,5,2,12,46,43,46,30,22,7,6,2,1,0,1,2,0,0,0,380,50,48,40,17,12,3,1,18,29,39,37,27,20,9,8,3,5,6,0,2,4,1,1,7753,515,548,540,298,192,61,93,215,418,459,554,561,674,621,507,201,304,158,230,247,183,103,71,8032,522,481,453,280,162,83,68,248,452,482,534,589,715,624,575,229,337,180,227,281,208,144,158,7509,3355,0,3355,4154,6780,729,3957,1493,1330,18266,11589,3136,3541,3.1845,117.7821,4291,3679,636,11,4280,0,3679,0,636,438,6271,17953,464,1045,1074,893,1372,611,12494,4750,232,109,13,55,9,0,9,87,51,22,18275,137,128,0,0,128,0,9,0,0,9,13411,5472,1016,5719,1204,878,4594,478,538,164,5555,0,1204,6709,5357,1352,53300.8855,0,0,24969.0635,0,0,785.3047,223541.1611,12216,1035,1471,4320,2942,1559,889,5922,477,835,2175,1201,833,401,6294,558,636,2145,1741,726,488,1454,681.0795,448.4199,6835,3585,2186,0.3084,0.3198
51083930201,VA00_NATHALIE,51,VA,3.69409163912,-7.90047766329,3.6930356,-7.900282,153.48,34,0,2,4,3,0,2,0,1,5,4,2,2,0,3,3,0,0,0,0,1,2,0,0,14,3,2,0,0,0,0,1,2,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1565,90,86,110,64,45,12,13,40,74,62,84,104,127,125,112,46,80,54,48,84,63,21,21,1625,73,93,116,50,34,15,15,39,66,79,88,98,115,118,130,40,77,37,67,103,69,58,45,2657,0,0,0,2657,2139,518,857,837,445,5148,2342,1709,1097,3.0248,33.6471,1002,829,191,0,1002,0,829,0,191,0,2001,5750,524,496,457,691,668,192,2722,1624,179,17,0,17,0,0,0,99,30,13,5164,16,0,0,0,0,0,16,0,0,16,4389,1637,370,1829,553,233,1404,151,219,103,1726,0,553,2001,1647,354,37703,0,0,15383,0,0,316,84500,3945,511,611,1554,985,208,76,1800,289,400,710,320,81,0,2145,222,211,844,665,127,76,569,913.4981,188.7663,2937,5370,1101,0.3318,0.3749
51083930600,VA00_SOUTH BOSTON,51,VA,3.67269821543,-7.89209637304,3.67201021203,-7.89145615163,664.36,280,33,26,35,16,6,5,2,13,21,17,24,19,17,10,11,5,8,1,6,1,3,1,0,259,20,34,37,23,10,4,1,5,16,17,15,14,11,8,16,6,6,3,1,4,4,4,0,8942,482,489,562,327,170,86,88,241,441,444,548,597,657,727,704,280,429,245,349,429,279,216,152,9672,454,493,499,332,173,78,88,232,454,491,498,573,671,756,703,296,480,278,345,516,459,394,409,15347,3985,0,3985,11362,12946,2401,5149,4185,3612,30355,13710,8369,8276,2.9629,46.7771,8588,2441,787,0,8588,0,2441,50,737,383,12266,29927,2560,3567,1838,2461,2215,724,16562,8143,1363,156,9,119,15,0,15,723,121,363,30371,722,706,326,9,371,0,16,0,0,16,23687,8797,2313,9059,3518,1357,7440,1072,1241,115,8944,25,3493,12649,9477,3172,35611.2731,0,0,20760.3509,0,0,355.425,103172.2064,21599,2383,3413,7247,5468,1643,1445,10034,1269,1672,3608,2237,645,603,11565,1114,1741,3639,3231,998,842,3594,3098.8368,2548.3042,16193,13410,10789,0.709,0.6663
51085320200,VA00_MONTPELIER,51,VA,3.78603273696,-7.76179853313,3.78458955747,-7.76319563535,189.04,75,5,6,14,8,1,0,1,0,6,3,7,3,5,8,3,1,1,0,2,0,1,0,0,77,4,4,7,9,3,2,2,2,4,3,6,7,6,6,2,2,1,0,1,0,4,0,2,5208,267,374,426,273,148,53,44,121,181,195,293,414,541,513,388,164,201,105,133,162,119,54,39,5196,254,341,418,231,110,37,43,117,186,197,339,436,538,497,429,143,193,102,151,167,110,70,87,4736,0,0,0,4736,4460,276,2811,1054,595,12254,8324,2303,1627,3.1198,64.8428,2128,3412,320,21,2107,23,3389,0,320,351,4052,11822,243,507,273,322,317,211,9949,3667,144,69,0,69,0,0,0,35,35,0,12258,4,0,0,0,0,0,4,0,0,4,8821,3611,612,3822,776,562,3049,228,384,88,3734,0,776,4403,3776,627,72785.9998,0,0,35265.5019,12238,0,680.3876,302559.4015,8124,324,629,2372,2284,1710,805,3838,279,355,1086,1058,723,337,4286,45,274,1286,1226,987,468,979,593.2366,281.6495,4330,2880,1369,0.2877,0.3162
51085320601,VA00_ASHLAND,51,VA,3.7802297783,-7.74158822947,3.77674543428,-7.74486471949,120.82,283,37,16,18,9,15,9,10,21,32,35,27,13,16,14,3,0,0,2,0,2,2,1,1,224,23,21,16,14,10,9,11,15,22,17,12,16,6,14,6,2,1,1,0,2,3,0,3,6891,305,342,460,287,311,164,144,270,321,315,352,413,572,621,557,216,310,137,177,218,180,123,96,7242,292,337,394,276,332,177,146,266,319,300,340,466,663,637,561,211,287,144,192,291,205,190,216,7618,3576,3576,0,4042,7080,538,3684,1622,1774,17690,10114,3413,4163,3.0429,157.5141,6094,2656,465,29,6065,13,2643,18,447,416,6585,17793,378,663,417,631,796,202,14706,4884,182,0,0,0,0,0,0,104,12,30,17747,1341,312,129,6,177,0,1029,972,0,57,15345,6742,1102,6061,1440,975,5767,627,475,139,5922,21,1419,7001,5404,1597,66009.7529,0,0,29349.5895,0,0,648.7984,262266.1732,12556,488,862,4441,3264,2216,1285,6109,402,357,2194,1445,1111,600,6447,86,505,2247,1819,1105,685,1527,1430.128,634.8935,6630,5879,2765,0.4158,0.417
51085321002,VA00_MECHANICSVILLE,51,VA,3.76767173729,-7.72548785763,3.7635898699,-7.73422038662,249.2,842,86,88,77,59,26,14,10,41,68,71,69,57,52,56,27,2,10,7,2,7,4,3,6,783,73,84,92,55,19,14,8,27,58,69,59,49,59,42,24,4,13,4,5,8,8,5,4,29279,1708,2221,2391,1515,773,301,252,814,1281,1422,2045,2411,2638,2406,1998,718,1009,509,698,828,582,442,317,30393,1616,2095,2246,1344,601,252,237,756,1257,1578,2251,2467,2853,2480,2110,737,1057,586,836,896,778,670,690,29268,22176,22176,0,7092,27973,1295,18207,4758,5008,75564,53524,9614,12426,3.1552,306.3074,24558,10057,1545,71,24487,50,10007,113,1432,1507,26114,74662,1497,2066,795,1264,2609,1257,65174,21466,705,181,17,102,32,0,32,361,73,197,75626,769,707,448,122,137,0,62,0,0,62,54748,21873,3640,24310,4925,4113,17760,2099,1541,669,23641,107,4818,27621,23165,4456,78535.5174,0,0,33234.5619,23279.2902,0,846.1937,270011.7505,49656,1096,3172,14287,15258,10831,5012,23339,676,1600,6432,7209,5147,2275,26317,420,1572,7855,8049,5684,2737,6073,8600.3187,4278.6237,27730,38933,20116,0.7045,0.7254
51087200112,VA05_HENRICO,51,VA,3.76038844528,-7.76159181356,3.7604809,-7.7616638,1.97,72,6,10,7,2,3,1,0,2,6,5,3,6,7,4,3,0,3,1,0,2,1,0,0,79,7,2,11,6,0,0,0,5,3,5,7,4,5,8,6,2,0,1,1,4,1,1,0,1908,74,93,133,86,47,13,9,64,98,62,103,107,145,142,127,57,75,38,56,75,83,92,129,2433,73,123,121,97,35,17,15,66,108,65,116,109,154,196,145,54,84,45,65,126,126,167,326,2391,2391,2391,0,0,2263,128,839,374,1050,4991,2481,750,1760,2.9317,2635.8873,1589,560,139,25,1564,0,560,18,121,246,2023,5086,77,193,382,242,44,40,4108,1326,43,0,0,0,0,0,0,43,15,28,4996,190,185,0,0,185,0,5,0,0,5,4229,1281,426,1444,1078,215,1066,256,170,14,1430,9,1069,2269,1158,1111,65233,0,0,36909,0,0,1156,283800,3904,95,187,829,1051,1062,680,1565,10,91,239,445,486,294,2339,85,96,590,606,576,386,828,566.9465,233.5432,3256,2163,947,0.2821,0.2908
