PCSA,PCSA_L,PFIPS_ST,PCSA_ST,P_LAT,P_LON,P_POP_LAT,P_POP_LON,PAREA_SM,PP12CI2,PP12CI3,PP12CI4,PP12CI5,PP12CI6,PP12CI7,PP12CI8,PP12CI9,PP12CI10,PP12CI11,PP12CI12,PP12CI13,PP12CI14,PP12CI15,PP12CI16,PP12CI17,PP12CI18,PP12CI19,PP12CI20,PP12CI21,PP12CI22,PP12CI23,PP12CI24,PP12CI25,PP12CI26,PP12CI27,PP12CI28,PP12CI29,PP12CI30,PP12CI31,PP12CI32,PP12CI33,PP12CI34,PP12CI35,PP12CI36,PP12CI37,PP12CI38,PP12CI39,PP12CI40,PP12CI41,PP12CI42,PP12CI43,PP12CI44,PP12CI45,PP12CI46,PP12CI47,PP12CI48,PP12CI49,PP12DI2,PP12DI3,PP12DI4,PP12DI5,PP12DI6,PP12DI7,PP12DI8,PP12DI9,PP12DI10,PP12DI11,PP12DI12,PP12DI13,PP12DI14,PP12DI15,PP12DI16,PP12DI17,PP12DI18,PP12DI19,PP12DI20,PP12DI21,PP12DI22,PP12DI23,PP12DI24,PP12DI25,PP12DI26,PP12DI27,PP12DI28,PP12DI29,PP12DI30,PP12DI31,PP12DI32,PP12DI33,PP12DI34,PP12DI35,PP12DI36,PP12DI37,PP12DI38,PP12DI39,PP12DI40,PP12DI41,PP12DI42,PP12DI43,PP12DI44,PP12DI45,PP12DI46,PP12DI47,PP12DI48,PP12DI49,PP12EI2,PP12EI3,PP12EI4,PP12EI5,PP12EI6,PP12EI7,PP12EI8,PP12EI9,PP12EI10,PP12EI11,PP12EI12,PP12EI13,PP12EI14,PP12EI15,PP12EI16,PP12EI17,PP12EI18,PP12EI19,PP12EI20,PP12EI21,PP12EI22,PP12EI23,PP12EI24,PP12EI25,PP12EI26,PP12EI27,PP12EI28,PP12EI29,PP12EI30,PP12EI31,PP12EI32,PP12EI33,PP12EI34,PP12EI35,PP12EI36,PP12EI37,PP12EI38,PP12EI39,PP12EI40,PP12EI41,PP12EI42,PP12EI43,PP12EI44,PP12EI45,PP12EI46,PP12EI47,PP12EI48,PP12EI49,PP12FI2,PP12FI3,PP12FI4,PP12FI5,PP12FI6,PP12FI7,PP12FI8,PP12FI9,PP12FI10,PP12FI11,PP12FI12,PP12FI13,PP12FI14,PP12FI15,PP12FI16,PP12FI17,PP12FI18,PP12FI19,PP12FI20,PP12FI21,PP12FI22,PP12FI23,PP12FI24,PP12FI25,PP12FI26,PP12FI27,PP12FI28,PP12FI29,PP12FI30,PP12FI31,PP12FI32,PP12FI33,PP12FI34,PP12FI35,PP12FI36,PP12FI37,PP12FI38,PP12FI39,PP12FI40,PP12FI41,PP12FI42,PP12FI43,PP12FI44,PP12FI45,PP12FI46,PP12FI47,PP12FI48,PP12FI49,PP12GI2,PP12GI3,PP12GI4,PP12GI5,PP12GI6,PP12GI7,PP12GI8,PP12GI9,PP12GI10,PP12GI11,PP12GI12,PP12GI13,PP12GI14,PP12GI15,PP12GI16,PP12GI17,PP12GI18,PP12GI19,PP12GI20,PP12GI21,PP12GI22,PP12GI23,PP12GI24,PP12GI25,PP12GI26,PP12GI27,PP12GI28,PP12GI29,PP12GI30,PP12GI31,PP12GI32,PP12GI33,PP12GI34,PP12GI35,PP12GI36,PP12GI37,PP12GI38,PP12GI39,PP12GI40,PP12GI41,PP12GI42,PP12GI43,PP12GI44,PP12GI45,PP12GI46,PP12GI47,PP12GI48,PP12GI49
51041100915,VA01_MIDLOTHIAN,51,VA,3.75447355552,-7.78687296116,3.75191600429,-7.76758217029,307.58,159,10,12,19,6,5,2,1,3,9,7,14,19,12,14,11,2,4,1,2,3,3,0,0,139,6,13,11,8,4,2,2,3,7,12,5,14,14,10,8,4,9,0,1,2,1,2,1,1493,94,95,123,92,34,13,11,54,79,95,113,127,133,113,84,37,57,25,38,35,19,14,8,1692,94,118,129,67,32,14,13,60,103,120,142,170,161,115,129,56,43,24,20,29,23,15,15,22,4,5,1,1,1,0,0,0,1,0,4,1,2,1,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,2,1,3,1,0,2,0,0,0,0,0,0,0,0,0,697,67,76,64,37,25,12,9,56,71,72,59,52,35,30,14,5,2,0,2,5,2,1,1,616,66,53,48,48,25,13,11,27,61,64,51,45,34,28,17,6,3,0,4,5,1,3,3,985,164,162,152,66,39,11,5,30,47,42,44,50,40,41,31,8,15,4,7,18,4,4,1,1050,167,174,147,72,25,8,11,39,54,55,50,64,47,42,38,8,13,5,8,9,3,6,5
51041100928,VA03_MIDLOTHIAN,51,VA,3.74795011596,-7.76929924202,3.7468257696,-7.76717746215,17.8,17,0,1,5,0,1,0,1,0,0,1,3,1,0,1,1,1,1,0,0,0,0,0,0,17,2,0,0,2,0,1,0,0,1,4,1,0,2,0,1,0,1,0,2,0,0,0,0,512,52,49,40,20,12,4,6,10,27,35,66,58,41,33,17,8,11,4,8,6,3,1,1,528,51,51,45,22,6,3,1,9,27,64,70,51,36,33,23,4,7,4,11,4,4,1,1,6,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,7,4,2,2,2,1,1,4,6,5,5,3,3,0,3,0,0,0,0,0,0,0,0,40,3,2,3,1,0,0,0,3,7,4,6,3,4,1,2,0,0,1,0,0,0,0,0,138,27,30,22,11,4,0,3,3,3,3,17,2,7,1,3,0,0,0,1,1,0,0,0,186,35,44,30,7,4,0,1,2,7,7,12,8,6,6,7,2,2,1,2,1,1,0,1
51041101007,VA02_MIDLOTHIAN,51,VA,3.73249321555,-7.78106578284,3.73969366248,-7.76853578251,303.89,103,3,6,6,2,3,1,1,8,10,11,7,6,10,10,3,0,5,1,4,3,2,1,0,95,6,5,9,6,2,3,0,5,2,6,4,8,12,7,9,2,3,1,0,3,1,0,1,836,68,71,74,43,19,12,10,28,34,65,80,84,81,55,39,13,17,4,12,13,9,4,1,912,63,76,87,26,13,3,5,18,56,86,95,95,91,64,43,14,19,14,15,13,6,6,4,13,0,2,0,2,0,0,1,0,0,1,1,1,0,2,1,0,1,1,0,0,0,0,0,15,0,1,2,0,0,0,1,2,2,0,1,1,2,0,2,1,0,0,0,0,0,0,0,350,35,35,21,23,12,12,8,17,42,36,37,26,17,13,8,4,2,0,0,0,2,0,0,352,27,49,30,20,10,4,5,14,33,43,26,29,17,20,10,3,3,1,1,2,3,2,0,743,124,145,128,71,23,6,6,15,21,38,31,39,38,15,15,4,7,4,7,2,3,0,1,728,126,121,113,55,21,11,7,18,33,18,59,34,39,25,13,7,4,7,2,4,6,2,3
51043010100,VA00_BERRYVILLE,51,VA,3.91300391158,-7.79634731296,3.91420207161,-7.79680969752,113.63,14,2,1,0,1,0,0,0,0,0,1,0,1,3,2,2,0,1,0,0,0,0,0,0,22,2,2,1,2,0,1,0,0,2,1,1,1,3,2,2,0,1,1,0,0,0,0,0,48,6,2,5,0,1,0,1,4,3,2,7,3,4,3,0,0,1,2,1,2,1,0,0,58,3,4,4,2,0,1,0,0,5,2,8,10,4,5,2,2,2,0,1,2,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,61,5,12,3,3,2,0,0,3,5,7,3,7,3,3,1,0,0,0,1,2,1,0,0,65,9,6,4,2,2,1,2,4,2,9,9,5,0,3,3,0,0,1,1,1,1,0,0,118,19,15,19,13,4,0,0,6,2,3,3,7,5,5,4,2,6,0,1,0,1,2,1,101,20,15,12,11,4,1,2,2,3,6,5,5,4,3,3,2,1,0,1,1,0,0,0
51047930201,VA00_CULPEPER,51,VA,3.84560334967,-7.79578751951,3.84729552808,-7.80075965113,305.89,96,9,12,12,4,4,2,0,6,6,3,5,9,8,6,2,0,0,1,1,2,1,2,1,84,5,7,9,5,0,0,1,5,2,7,9,10,6,4,4,1,3,1,2,0,1,2,0,259,20,31,20,9,12,2,1,8,13,26,28,26,19,12,7,4,3,6,3,5,1,3,0,306,28,28,22,10,5,6,2,7,16,25,34,31,25,18,11,3,11,4,6,8,3,3,0,25,5,4,1,0,3,0,0,1,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,10,1,1,0,1,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1130,145,118,95,53,22,16,21,81,128,125,109,87,59,29,14,6,6,4,2,4,4,1,1,916,121,111,85,42,22,15,15,64,96,106,80,44,46,27,16,2,3,8,0,6,5,2,0,570,117,101,106,37,16,7,4,15,27,25,24,26,26,13,10,1,6,1,2,2,1,1,2,556,112,97,100,45,13,8,2,17,18,29,25,25,26,9,10,4,3,1,4,2,1,2,3
51051040100,VA00_HAYSI,51,VA,3.7209739699,-8.2287918814,3.7201225,-8.2296098,71.96,6,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,11,0,0,2,1,1,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0
51051040200,VA00_CLINTWOOD,51,VA,3.71497017366,-8.244424784,3.7146108631,-8.24431023117,123.96,6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,15,2,1,2,0,1,1,0,0,3,2,0,0,1,1,0,0,0,0,0,0,1,0,0,17,2,1,0,2,0,0,0,0,2,1,0,1,0,2,2,0,2,0,0,0,0,2,0,20,0,5,2,1,2,0,0,1,1,0,0,0,0,1,2,1,0,1,0,1,1,1,0
51053840200,VA00_SUTHERLAND,51,VA,3.70759044676,-7.7632355074,3.71351253104,-7.75605389439,503.72,46,0,5,4,4,1,0,0,1,0,0,3,3,4,4,7,5,3,0,0,2,0,0,0,46,2,0,4,0,2,0,2,2,3,3,3,8,4,5,3,2,0,2,0,1,0,0,0,38,1,2,3,2,4,1,0,2,1,4,4,4,2,2,2,0,1,0,0,1,2,0,0,84,7,4,4,1,2,3,2,5,5,7,3,6,4,8,9,2,2,2,2,3,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,144,18,14,9,9,9,0,3,5,9,14,16,12,10,5,5,5,0,0,0,0,1,0,0,124,16,14,12,6,11,1,1,4,10,14,14,9,5,1,5,0,0,1,0,0,0,0,0,201,37,35,28,17,7,4,6,6,8,8,10,6,8,4,7,1,2,0,1,2,2,0,2,207,30,33,11,18,11,4,5,10,11,16,6,11,10,10,7,1,4,0,2,1,2,1,3
51057950600,VA00_CHAMPLAIN,51,VA,3.79390598407,-7.69408985773,3.79112934372,-7.69054900558,257.12,27,3,0,1,1,0,0,0,1,4,1,3,3,3,0,2,0,1,0,3,0,1,0,0,33,1,0,2,0,2,0,1,1,0,2,2,5,2,3,3,1,1,1,0,3,0,3,0,25,0,1,4,0,0,1,0,1,0,4,2,2,2,1,2,0,3,1,0,1,0,0,0,61,0,1,3,17,14,0,2,0,2,2,1,2,5,5,2,1,1,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,102,8,4,8,7,9,2,3,14,10,9,7,2,8,7,2,0,0,0,2,0,0,0,0,48,7,4,6,5,0,0,0,2,10,4,5,0,3,0,0,0,1,0,0,0,0,1,0,118,23,30,13,2,1,3,0,6,8,8,2,4,4,6,1,1,1,0,1,2,1,1,0,117,22,16,13,15,2,2,1,4,10,3,6,2,5,3,4,1,2,2,1,1,1,1,0
51059415500,VA02_ALEXANDRIA,51,VA,3.87044186182,-7.71486223319,3.87386852224,-7.71145343678,61.49,320,33,27,29,18,8,4,5,13,26,28,26,23,20,21,17,4,4,5,5,1,2,1,0,305,30,25,25,20,5,4,0,13,25,25,22,31,16,17,17,7,8,2,4,2,4,2,1,6095,458,451,428,255,139,76,56,273,510,513,537,508,461,435,333,111,145,80,87,127,55,34,23,6863,452,492,376,234,121,50,69,278,531,610,680,574,542,508,420,161,196,95,116,151,111,64,32,69,9,3,5,4,4,0,0,2,7,4,7,4,4,5,3,1,2,2,3,0,0,0,0,101,8,10,7,4,2,2,0,1,15,10,5,10,8,6,3,1,4,0,1,4,0,0,0,6577,682,570,551,281,186,104,122,359,745,773,636,516,422,285,158,44,47,26,28,19,14,4,5,6213,698,544,513,278,170,97,96,329,657,662,582,514,403,240,170,46,52,28,35,41,28,16,14,2958,488,392,363,199,101,39,40,124,197,221,192,166,130,104,64,29,27,15,22,23,8,7,7,3093,477,378,319,204,77,24,29,148,250,269,223,181,143,126,87,28,32,22,9,27,17,12,11
51059421001,VA03_ALEXANDRIA,51,VA,3.87712318841,-7.71448271016,3.87708137338,-7.71443698434,15.76,119,10,14,18,6,1,0,1,2,11,8,5,8,11,7,7,2,3,1,3,0,0,1,0,116,11,7,10,4,1,0,2,2,10,9,15,11,9,5,10,2,1,3,1,1,0,2,0,4189,304,327,284,177,93,50,36,148,314,337,376,371,340,292,232,69,118,63,76,90,49,21,22,4722,269,287,250,157,107,31,34,146,346,435,486,437,391,384,338,101,120,69,91,121,63,42,17,27,4,1,2,1,0,0,1,0,3,2,1,3,3,2,1,0,2,0,0,1,0,0,0,30,1,1,2,1,0,0,0,2,4,2,5,2,2,2,2,0,1,1,1,0,0,0,1,1604,135,120,118,69,47,28,38,100,172,157,166,152,109,78,56,19,20,4,1,5,4,5,1,1541,121,130,99,87,34,16,26,87,153,163,152,146,121,95,50,19,11,5,9,8,7,1,1,1340,239,167,148,77,38,17,19,54,84,97,84,86,65,63,38,12,12,8,14,8,5,1,4,1436,228,197,128,98,26,16,15,63,113,96,96,93,67,72,47,17,11,10,19,10,6,4,4
51059430600,VA03_SPRINGFIELD,51,VA,3.87876064621,-7.7187234325,3.878855,-7.7189473,1.02,59,6,4,2,0,2,2,0,7,11,8,6,4,3,1,0,0,0,3,0,0,0,0,0,56,11,6,6,4,1,1,2,0,4,3,9,2,4,0,1,0,0,1,1,0,0,0,0,783,55,58,42,31,19,9,6,33,54,66,63,71,58,56,63,21,29,6,10,13,14,1,5,768,42,62,48,20,18,9,12,23,56,45,68,75,62,64,53,22,25,8,13,15,11,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,100,74,61,29,41,17,19,78,142,146,118,87,57,34,10,10,8,2,2,1,3,2,0,804,75,76,50,40,23,9,9,58,86,87,61,84,49,51,20,6,2,4,7,5,1,0,1,280,27,15,23,13,13,7,6,19,37,34,22,18,14,14,12,2,3,0,0,1,0,0,0,210,27,11,22,10,10,5,5,19,25,17,14,16,13,6,5,1,1,0,1,0,1,1,0
51059431600,VA02_SPRINGFIELD,51,VA,3.87679018055,-7.71941222351,3.8767899,-7.7195626,1.65,12,1,1,0,0,1,0,0,0,2,0,0,1,3,0,2,0,0,0,0,0,0,1,0,16,2,0,0,0,1,0,0,1,1,0,2,1,1,3,0,0,0,1,3,0,0,0,0,1099,52,66,79,65,35,16,22,41,73,75,65,87,94,94,69,27,38,19,23,31,11,11,6,1130,83,78,77,40,19,15,9,31,65,73,75,99,110,87,85,24,47,18,14,25,26,23,7,4,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,264,23,19,16,12,6,8,7,14,28,28,22,25,25,12,11,0,4,2,1,0,0,1,0,249,20,18,24,8,12,3,5,10,27,30,19,17,18,18,10,3,3,0,1,1,1,0,1,159,16,17,11,11,7,3,3,9,12,10,11,5,5,13,15,3,0,1,2,1,2,0,2,144,13,15,11,12,2,3,1,9,10,7,11,8,9,10,9,3,2,0,1,4,2,2,0
51059432202,VA00_BURKE,51,VA,3.87841363222,-7.72754473972,3.87852697633,-7.72758351267,12.1,74,5,5,3,5,1,1,1,3,7,4,5,6,5,8,7,1,2,2,1,0,1,1,0,70,4,8,4,4,3,0,2,3,2,9,1,5,2,8,9,1,2,1,0,0,1,0,1,5062,230,325,412,314,177,66,67,222,302,273,308,383,489,478,339,103,159,73,111,121,65,32,13,5776,236,321,409,276,135,61,52,181,323,285,434,549,650,591,441,135,183,61,106,135,103,65,44,29,0,0,4,1,1,0,0,4,0,2,3,1,1,3,5,0,2,1,1,0,0,0,0,17,1,3,1,2,0,0,1,0,0,1,3,1,2,2,0,0,0,0,0,0,0,0,0,1101,79,83,104,50,43,19,18,50,95,94,109,94,76,72,50,11,20,6,8,10,7,2,1,1273,96,92,109,71,40,23,22,56,91,95,118,111,103,90,58,13,14,14,12,17,16,6,6,1266,192,157,195,96,52,17,11,46,80,61,66,56,60,50,51,15,20,7,4,17,7,5,1,1312,186,164,189,93,47,17,19,52,75,83,73,60,69,65,48,8,13,8,10,17,7,6,3
51059440201,VA01_FALLS CHURCH,51,VA,3.88497338016,-7.72427707295,3.88575938231,-7.72427581279,23.66,158,15,23,9,3,4,3,4,12,11,7,9,12,12,11,7,4,3,1,0,3,2,2,1,186,17,15,14,12,3,5,2,6,12,19,12,13,15,9,9,7,5,4,2,0,2,1,2,10838,791,725,642,345,214,85,128,529,1099,1089,1120,865,768,696,529,181,214,117,202,247,155,57,40,11345,682,694,598,350,176,76,92,503,1151,1163,1108,925,891,826,668,240,249,163,240,248,157,87,58,26,0,1,0,1,0,0,1,0,8,3,4,2,0,1,0,1,3,0,1,0,0,0,0,25,0,1,0,1,1,0,0,2,1,3,2,0,3,1,4,1,2,1,1,1,0,0,0,2229,192,157,150,95,67,35,37,163,269,276,204,164,157,92,70,19,23,13,11,17,11,5,2,2044,166,142,141,77,61,23,30,120,230,220,185,185,142,122,74,25,28,18,14,15,10,13,3,1699,254,185,176,101,37,35,24,79,158,122,111,88,88,82,50,21,26,14,12,12,17,4,3,1691,266,236,161,101,37,12,23,72,149,99,101,104,108,69,63,11,20,11,6,17,13,9,3
51059450300,VA02_FALLS CHURCH,51,VA,3.88627648139,-7.71812189469,3.88665309192,-7.71869790397,6.33,74,6,10,4,2,2,0,0,4,9,7,1,7,6,6,3,5,1,0,0,0,1,0,0,73,10,7,3,2,1,3,0,1,4,2,5,11,5,6,1,1,3,1,1,3,2,0,1,2836,197,186,159,98,47,31,38,107,244,273,304,245,181,193,150,58,77,53,54,73,42,16,10,2992,187,148,154,80,51,25,33,124,288,305,276,240,200,206,199,91,102,39,68,79,44,28,25,9,0,0,0,2,0,0,1,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,0,1,0,0,0,0,0,0,2682,247,218,162,98,83,41,44,182,390,317,257,212,139,129,71,24,19,12,14,8,9,4,2,2251,239,186,148,92,61,27,40,126,275,264,180,181,148,100,81,24,24,15,12,13,8,3,4,739,79,94,68,43,18,8,7,41,67,53,67,41,45,27,24,11,12,4,8,14,4,4,0,707,103,76,66,32,15,9,10,27,59,49,49,54,43,39,26,12,8,7,7,3,5,5,3
51059450701,VA01_ANNANDALE,51,VA,3.88298223739,-7.71972266737,3.88298213715,-7.72019502251,6.28,105,4,6,6,6,2,1,4,10,14,6,15,7,4,7,6,0,3,0,0,1,1,1,1,88,12,3,10,3,3,2,4,5,6,5,10,5,7,8,0,3,0,0,0,1,0,1,0,4429,256,258,251,166,107,39,52,208,386,319,427,362,370,356,252,82,116,65,109,127,68,35,18,4672,225,245,232,159,91,49,46,203,379,349,410,378,407,384,340,132,146,86,90,135,76,50,60,22,1,5,3,1,0,0,0,0,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,30,4,2,1,4,1,0,0,0,0,4,4,2,2,1,3,1,1,0,0,0,0,0,0,2504,248,195,150,105,62,45,48,157,297,312,273,194,152,124,65,23,18,4,13,10,7,0,2,2074,213,165,162,83,51,21,37,108,239,233,208,167,126,98,78,17,24,6,13,13,5,4,3,763,81,87,76,32,21,5,14,43,67,62,57,44,33,44,38,8,10,9,12,7,7,4,2,800,99,101,77,27,24,15,10,42,63,61,56,49,41,44,21,9,22,7,6,15,4,3,4
51059451300,VA03_FALLS CHURCH,51,VA,3.88640978982,-7.7146589609,3.88656981226,-7.71455992509,2.35,59,5,7,3,0,1,1,3,0,7,8,10,2,5,2,2,1,1,0,1,0,0,0,0,55,8,7,3,2,0,0,1,0,6,10,4,2,3,1,3,1,1,1,1,0,0,0,1,1389,86,97,74,52,24,10,14,54,106,87,120,127,111,96,67,24,38,19,44,53,44,30,12,1606,86,82,81,36,24,14,20,58,126,133,120,114,124,115,96,42,56,36,55,73,65,25,25,9,1,2,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1381,130,95,71,43,52,24,36,107,192,151,131,102,103,62,35,8,13,5,5,8,3,2,3,1073,120,87,60,35,20,20,18,66,117,123,116,93,74,44,34,7,10,6,4,8,8,2,1,477,71,52,43,14,12,3,5,17,42,46,32,28,43,19,20,7,5,3,6,3,1,3,2,481,55,59,37,18,10,6,5,23,38,55,38,30,20,26,24,3,7,9,3,8,2,4,1
51059452000,VA02_ANNANDALE,51,VA,3.88323008231,-7.71755888048,3.8832283,-7.7175559,0.89,7,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11,1,2,4,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,254,11,7,6,8,4,7,2,10,19,6,16,12,16,30,9,4,11,5,7,22,16,18,8,433,12,10,20,9,4,4,2,10,19,16,15,16,24,28,21,4,16,5,23,43,55,51,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,5,3,4,1,1,1,3,7,12,5,5,8,5,3,2,1,1,0,1,0,1,1,66,9,4,6,0,1,1,0,0,8,8,4,5,3,9,4,1,1,0,0,0,1,1,0,37,7,4,3,1,2,0,0,0,3,3,1,1,1,3,0,0,1,1,2,1,0,0,3,55,5,3,7,2,0,2,0,2,5,6,4,5,4,2,2,1,1,0,0,2,1,1,0
51059452400,VA01_SPRINGFIELD,51,VA,3.87601945637,-7.72236932259,3.87625603494,-7.72257500855,21.19,130,10,9,11,12,5,2,2,4,2,11,9,15,9,10,8,1,3,2,2,1,1,0,1,132,6,10,12,6,3,0,1,9,10,11,11,11,16,5,8,1,2,4,2,1,2,1,0,5423,346,374,410,271,155,61,53,198,349,323,430,378,485,476,357,139,171,88,109,134,68,28,20,5827,299,324,387,242,118,44,58,182,358,426,496,485,562,512,493,139,175,94,105,139,83,58,48,49,3,2,6,2,1,1,2,1,1,3,1,8,7,7,2,0,1,0,0,1,0,0,0,38,1,5,3,1,2,0,2,0,2,1,3,5,3,4,4,0,0,0,0,2,0,0,0,1658,156,122,137,94,60,21,30,73,162,162,158,155,123,95,45,17,17,5,8,8,4,3,3,1712,133,151,135,79,52,28,30,77,148,161,165,162,142,98,60,20,21,13,7,15,8,4,3,1566,211,216,218,122,52,17,14,62,83,108,90,67,83,71,59,11,18,20,12,16,12,2,2,1500,213,178,190,102,43,13,18,63,90,96,99,76,98,81,52,20,18,13,11,7,6,7,6
51059460800,VA00_VIENNA,51,VA,3.89128719355,-7.72698051343,3.89050369862,-7.72663458423,18.16,69,7,11,3,2,0,1,1,0,9,4,5,3,9,5,3,1,1,2,1,1,0,0,0,61,9,6,3,4,1,0,1,0,4,3,3,5,5,5,6,2,1,1,1,0,1,0,0,3569,239,281,277,141,66,24,29,107,196,198,328,340,332,266,193,74,93,47,86,94,84,39,35,4256,223,300,273,158,54,23,29,94,234,315,414,418,415,323,242,98,121,65,89,145,99,69,55,8,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,7,0,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,771,61,70,49,32,26,16,25,52,103,69,84,51,46,41,22,6,7,1,6,2,2,0,0,587,59,42,41,19,13,6,4,27,60,55,78,56,39,26,27,2,8,2,8,6,4,2,3,899,147,151,144,53,19,9,13,27,44,36,43,40,37,40,33,11,14,2,7,8,10,7,4,876,129,132,114,82,22,8,6,19,40,32,45,51,55,40,24,13,9,7,14,19,9,3,3
51059470400,VA00_MC LEAN,51,VA,3.89421557253,-7.72057923597,3.89291010038,-7.71971590597,27.93,67,4,3,4,5,1,1,0,1,8,7,8,7,4,5,4,1,1,0,1,0,1,1,0,76,7,6,2,4,1,2,1,3,4,6,6,8,7,7,3,1,0,1,3,2,1,1,0,5297,339,405,417,281,100,31,20,123,358,476,470,494,472,344,232,101,136,82,108,170,75,36,27,6258,337,407,438,267,95,34,33,179,493,489,573,669,549,456,345,119,184,109,139,149,103,58,33,17,0,0,1,1,1,0,1,2,2,0,1,2,2,2,0,1,1,0,0,0,0,0,0,22,0,1,1,5,1,0,2,2,0,2,1,2,1,0,1,0,0,0,1,0,0,0,2,458,34,29,49,33,8,2,6,21,47,46,43,37,43,19,17,6,6,2,5,4,1,0,0,490,25,31,41,35,14,6,5,22,42,41,35,45,41,42,25,7,12,6,5,7,3,0,0,1105,185,149,130,58,17,7,6,49,77,62,48,59,62,63,40,17,12,10,17,13,8,13,3,1163,157,173,135,60,29,5,11,40,83,66,72,68,47,67,35,17,22,15,14,20,15,5,7
