HRR ID,HRR name,State,Number of patients in AMI cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an ambulatory visit within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
85,San Mateo County,CA,151,,,,32.0169481465002,22.3339163315478,41.6999799614527,60.2270471216976,46.8610814728101,73.5930127705852,21.44639359156,14.1290512583208,28.7637359247993
86,Santa Barbara,CA,141,,,,43.7893509792091,31.7711491897441,55.8075527686741,74.0935170487755,58.4336865860347,89.7533475115163,23.0134770384665,15.039714058902,30.9872400180309
87,Santa Cruz,CA,99,,,,39.8022656084813,26.0114841684921,53.5930470484704,74.5361960246653,55.6759362263108,93.3964558230197,,,
89,Santa Rosa,CA,150,,,,41.1551575822874,28.2385627519975,54.0717524125773,70.7975298511938,53.844911879104,87.7501478232836,20.4739538626095,13.2665817549441,27.681325970275
91,Stockton,CA,165,,,,37.2115525660557,26.8970364321441,47.5260686999672,65.4126692212504,51.6672396698274,79.1580987726734,25.6056337882744,17.9521815997371,33.2590859768116
96,Ventura,CA,259,14.9049499874098,10.2270138242893,19.5828861505303,32.43523428439,24.6685489662126,40.2019196025674,72.7753862812985,61.0898820652289,84.4608904973682,22.6066907167192,16.8381354439508,28.3752459894875
101,Boulder,CO,51,,,,,,,79.4916497480955,52.3697184379439,106.613581058247,,,
102,Colorado Springs,CO,270,11.9627347407437,7.75153639183589,16.1739330896516,29.8931982925146,22.839710663818,36.9466859212111,53.0113739982557,43.6428197379154,62.3799282585959,22.9056911693736,17.1097516211264,28.7016307176207
103,Denver,CO,557,14.5145672466322,11.272553883675,17.7565806095894,49.209923020699,42.7071676475521,55.7126783938459,68.7125429960633,61.0634270127218,76.3616589794049,24.9928248191362,20.761084422578,29.2245652156944
104,Fort Collins,CO,124,,,,50.4945200984775,36.4981532093151,64.4908869876399,78.1118411424865,60.7767693536904,95.4469129312827,20.6834815262369,12.575556767952,28.7914062845217
105,Grand Junction,CO,96,,,,36.9890590474446,23.5264152232589,50.4517028716303,44.2185064659103,29.5688945859677,58.8681183458529,,,
106,Greeley,CO,181,14.989626776293,9.33550694078774,20.6437466117983,51.3578907582748,39.8864520786092,62.8293294379405,77.1763110766626,63.1316555157171,91.220966637608,26.6380441340624,19.1020979778342,34.1739902902906
107,Pueblo,CO,54,,,,,,,63.954591874186,41.0687350921742,86.8404486561979,,,
109,Bridgeport,CT,259,13.6300613941575,9.23815554554317,18.0219672427718,41.4158575397461,32.2245895687809,50.6071255107112,76.8208604014725,64.2734532025653,89.3682676003797,22.0930320991157,16.4555472321891,27.7305169660423
110,Hartford,CT,773,16.6296200861913,13.7926717078341,19.4665684645485,33.4700418269172,28.5251591429064,38.414924510928,65.2946498232125,58.364278905401,72.2250207410241,24.4363594020371,20.9798164257359,27.8929023783384
111,New Haven,CT,653,15.3292963479347,12.3688330649004,18.289759630969,31.3655650642563,26.3626778332392,36.3684522952733,73.3847757622675,65.7074762375955,81.0620752869395,22.050224508768,18.4856276531359,25.6148213644
112,Wilmington,DE,386,15.7171115919816,11.7728665295844,19.6613566543788,45.0635252964542,37.4334497932514,52.6936007996569,72.1745792609223,62.5492973855037,81.7998611363409,23.229291335115,18.4300700238107,28.0285126464194
113,Washington,DC,1000,13.4553966266619,11.2344249555623,15.6763682977616,37.6380291347764,33.245057578477,42.0310006910758,70.1489074525594,64.1482707905897,76.1495441145291,17.956729014781,15.3760925596479,20.5373654699141
115,Bradenton,FL,236,16.5650591627279,11.3660957735845,21.7640225518712,37.5704521510217,28.4367716715626,46.7041326304808,66.9107768190237,54.7342578765078,79.0872957615395,21.7247509389367,15.7622866691654,27.6872152087081
116,Clearwater,FL,269,14.7284623693297,10.2200715942259,19.2368531444336,39.4824228527622,30.605691619283,48.3591540862414,69.1745699172796,57.3736578739949,80.9754819605643,19.9251657459775,14.6592164958234,25.1911149961317
118,Fort Lauderdale,FL,1131,19.0918545549506,16.6081996047105,21.5755095051908,38.1765153045963,34.0259172805879,42.3271133286047,75.0947353891145,69.2492452298382,80.9402255483907,25.300809228717,22.4184730841938,28.1831453732403
119,Fort Myers,FL,737,14.6177106500648,11.8479416928059,17.3874796073237,32.0661715085384,27.4578081978615,36.6745348192154,58.6460555396761,52.4122188577108,64.8798922216414,19.6640722493143,16.4522737819263,22.8758707167023
120,Gainesville,FL,303,17.1791333312714,12.4642360714018,21.8940305911411,39.0629243111203,31.289095793073,46.8367528291677,56.8535284406683,47.4691840343074,66.2378728470291,22.3973596321254,17.0342645887674,27.7604546754834
122,Hudson,FL,269,22.5508185985537,16.8446742000182,28.2569629970891,43.8097034929171,34.9999332434966,52.6194737423376,63.3636122751683,52.7531155510627,73.9741089992739,26.18900254531,20.0538409072612,32.3241641833588
123,Jacksonville,FL,690,19.1632291397869,15.8690054363847,22.457452843189,37.2632585274058,32.1116972245632,42.4148198302484,65.6959419349021,58.8810259347456,72.5108579350586,26.4209436061416,22.5611139118509,30.2807733004323
124,Lakeland,FL,186,17.6687484718263,11.6403092092395,23.6971877344132,43.3261962199916,32.8733474812751,53.7790449587081,67.4812983854422,54.4490037760097,80.5135929948748,20.8891947712896,14.3330963126147,27.4452932299645
127,Miami,FL,707,18.3619219370696,15.2529141565625,21.4709297175768,27.7515381973877,23.3396821117417,32.1633942830336,61.1492979319261,54.5814145976905,67.7171812661616,25.7688175447565,22.0654732493153,29.4721618401976
129,Ocala,FL,617,15.4254269500943,12.3235007420906,18.5273531580979,45.0953108314007,39.2159077380978,50.9747139247036,68.8505791149908,61.5852695896108,76.1158886403709,19.990199988476,16.4573869496505,23.5230130273014
130,Orlando,FL,1712,16.2992045147817,14.3968216464506,18.2015873831127,38.7944043841543,35.4977809334358,42.0910278348728,70.009819105566,65.5764665189065,74.4431716922254,21.9108207610141,19.7019575723698,24.1196839496585
131,Ormond Beach,FL,236,14.2438271254158,9.45594657533017,19.0317076755015,31.4545225233613,23.2160792650725,39.69296578165,62.7521170980133,51.078029053994,74.4262051420327,19.3611623341601,13.7660529441172,24.956271724203
133,Panama City,FL,113,,,,43.0098161712467,29.3346737075766,56.6849586349168,60.0511441122674,43.8837724310583,76.2185157934765,,,
134,Pensacola,FL,410,15.6900993968068,11.7845159493682,19.5956828442453,34.6293057722117,28.3274151389285,40.931196405495,52.3810922065929,44.6422803711787,60.1199040420071,22.5294880155563,17.8748475679768,27.1841284631358
137,Sarasota,FL,376,14.6778300661623,10.8334712759415,18.5221888563831,33.3448418213067,26.7428999658638,39.9467836767495,67.2330737539966,57.8443637474767,76.6217837605166,23.215001544219,18.3645356839834,28.0654674044547
139,St. Petersburg,FL,185,13.3015054280468,8.18857134935331,18.4144395067403,50.1492175380654,37.6660618253282,62.6323732508026,66.8543440768082,52.3840026841839,81.3246854694324,20.2822569707329,13.9166466578342,26.6478672836315
140,Tallahassee,FL,325,17.8841577010353,13.2814799942849,22.4868354077857,40.9769840964297,33.1761124907892,48.7778557020703,62.3897901374693,52.7822526242804,71.9973276506582,23.4027126896817,18.1411411935418,28.6642841858217
141,Tampa,FL,443,18.7681197234422,14.754491023491,22.7817484233933,42.1431329922583,35.2597546035228,49.0265113809938,64.1040914806087,55.5944047211111,72.6137782401064,25.2088910809285,20.5608432188353,29.8569389430216
142,Albany,GA,84,,,,26.380201306346,14.1931700742608,38.5672325384312,43.6305454857293,28.0175552993204,59.2435356721383,,,
144,Atlanta,GA,1822,14.464218935834,12.7060346902225,16.2224031814454,30.8249127462017,28.0440027834395,33.6058227089639,64.841844157691,60.8148429467282,68.8688453686539,22.6458054506431,20.4510699461309,24.8405409551552
145,Augusta,GA,272,13.8467165678002,9.38499965254888,18.3084334830515,37.8418446051237,29.7969769037296,45.8867123065177,63.5746871429026,53.1908215762285,73.9585527095767,22.7584405971957,17.0471579338376,28.4697232605537
146,Columbus,GA,122,,,,39.9542797276176,27.8707244813216,52.0378349739137,60.4635351443269,45.6499690339668,75.277101254687,17.8534793423419,10.3929851552962,25.3139735293876
147,Macon,GA,323,13.1981250719499,9.25324247104508,17.1430076728547,42.540708854366,34.8322446016674,50.2491731070645,60.8313000573733,51.6325561435994,70.0300439711471,20.5912312678018,15.6606174739068,25.5218450616969
148,Rome,GA,212,11.2315429605005,6.64134330574386,15.8217426152571,51.1581670644454,40.6470142260491,61.6693199028418,58.2161458036881,47.027362796381,69.4049288109953,18.3731082974956,12.5313052898217,24.2149113051695
149,Savannah,GA,315,14.1368778646761,9.95969739262816,18.314058336724,39.2204706267444,31.8910013376039,46.5499399158848,69.3372608514193,59.6051858625321,79.0693358403066,22.0803212125258,16.8703309335935,27.2903114914582
150,Honolulu,HI,349,12.2876806019339,8.61492730191663,15.9604339019511,49.6093088785244,41.5621454716817,57.656472285367,74.394872347456,64.5191055193564,84.2706391755557,22.0383075216366,17.1157709920901,26.9608440511831
151,Boise,ID,317,11.9247786781181,8.08235246261275,15.7672048936234,50.9344209946217,42.4052433214693,59.4635986677741,67.7513892310628,57.9350686920233,77.5677097701023,22.5665637718558,17.2800120554956,27.8531154882161
152,Idaho Falls,ID,88,,,,31.3777543037381,19.3165338531434,43.4389747543328,49.1419664245753,34.0995823288415,64.1843505203091,,,
154,Aurora,IL,90,,,,61.0875049386973,42.1562910247566,80.018718852638,82.0171230213178,60.1413341833358,103.8929118593,,,
155,Blue Island,IL,470,17.8151815972852,14.0929363083097,21.5374268862608,40.9513500668448,34.3086006883834,47.5940994453061,62.3265919955132,54.1092130510468,70.5439709399797,23.564637037367,19.2577061183776,27.8715679563564
156,Chicago,IL,837,15.6363061481737,13.082376143972,18.1902361523754,35.0640861129771,30.3102363497651,39.8179358761891,56.5666325582035,50.5181454630467,62.6151196533603,19.6542179712791,16.7504928245781,22.55794311798
158,Elgin,IL,339,13.7413513250873,9.72640949144862,17.7562931587259,38.675071331375,30.9784286003091,46.3717140624408,66.4484009548632,56.3702149358343,76.5265869738921,22.3939373437042,17.2915823604742,27.4962923269342
161,Evanston,IL,444,11.3391748103816,8.25715198912972,14.4211976316336,49.6724262127801,42.0467626189266,57.2980898066336,70.3686647018402,61.2544838871041,79.4828455165762,20.475555213553,16.3140515244219,24.6370589026841
163,Hinsdale,IL,169,,,,47.0580055228953,35.528794169786,58.5872168760046,67.9293145244503,54.1231886321213,81.7354404167792,25.6428842731238,17.8875896988986,33.3981788473489
164,Joliet,IL,338,12.4368696256538,8.6755303589447,16.198208892363,43.7424965528154,35.6048626427883,51.8801304628424,70.0677539146748,59.7742255352555,80.361282294094,18.6773213174647,14.065203563598,23.2894390713313
166,Melrose Park,IL,473,14.9234630235745,11.5000109280348,18.3469151191142,46.5823275754602,39.452888987173,53.7117661637475,68.8901293895664,60.192426854946,77.5878319241868,19.5906614836531,15.6511409449429,23.5301820223634
170,Peoria,IL,379,14.8528756087902,10.9626695872377,18.7430816303426,55.4837318205141,47.0936326459765,63.8738309950517,72.0515106263669,62.4868202639044,81.6162009888295,23.0812747210415,18.2311128271427,27.9314366149403
171,Rockford,IL,386,15.084973523823,11.1687885584194,19.0011584892265,47.7931859587128,39.9597186601245,55.6266532573011,63.7611660561864,54.7185177860168,72.803814326356,25.0012255039912,19.9736851400232,30.0287658679593
172,Springfield,IL,642,13.3921954209804,10.561724980788,16.2226658611727,50.1161113206015,44.0125465932237,56.2196760479792,67.6175917587707,60.5132123241586,74.7219711933827,22.5557159029877,18.8843414117955,26.2270903941798
173,Urbana,IL,276,17.1881094028493,12.2741082763028,22.1021105293959,47.5787720091169,38.1102229636771,57.0473210545568,68.4122002238764,57.079703253345,79.7446971944079,27.4370791987834,21.2274836147951,33.6466747827718
175,Bloomington,IL,102,,,,60.8486798851163,43.9822863292943,77.7150734409382,76.56594505973,57.8072885200961,95.3246015993638,,,
179,Evansville,IN,524,17.4360714137174,13.8135604618181,21.0585823656166,45.6318339508231,38.9654896175576,52.2981782840887,58.7205790642618,51.164397087324,66.2767610411996,22.1507200651188,18.0844942397744,26.2169458904632
180,Fort Wayne,IN,353,16.6792940319776,12.4232341451114,20.9353539188437,28.2773388821945,21.8344780871672,34.7201996772217,54.5688905253868,45.6248619808127,63.5129190699608,24.9464777218482,19.7342429394178,30.1587125042785
181,Gary,IN,261,16.1994427148896,11.3574746806466,21.0414107491325,29.4643182032676,22.0088170409717,36.9198193655636,54.320558487931,44.1692049002778,64.4719120755842,21.8781695388164,16.2475905155177,27.5087485621152
183,Indianapolis,IN,1481,13.2693413480903,11.3972510908247,15.1414316053559,43.4328189986269,39.5713197488288,47.294318248425,62.3440985988095,57.7255831418712,66.9626140557478,23.2350551209343,20.7652634599696,25.704846781899
184,Lafayette,IN,170,,,,47.1354000755954,35.5872270570746,58.6835730941163,60.2487251074813,47.2081421384224,73.2893080765401,27.56038892729,19.5958159218643,35.5249619327156
185,Muncie,IN,118,,,,47.3372514832719,33.188279660911,61.4862233056329,61.7243497606265,45.5577539148299,77.8909456064232,22.0243375231934,13.5584547332993,30.4902203130874
186,Munster,IN,169,14.4560052655748,8.78925120146945,20.1227593296801,37.7032614506407,27.1463482444613,48.26017465682,67.2783824741051,53.1409030279816,81.4158619202286,18.0614334746758,11.7033322147347,24.4195347346169
187,South Bend,IN,291,12.6107965411987,8.54732026744426,16.6742728149532,35.8273498066685,28.0726707345077,43.5820288788293,61.5297383956584,51.3373228369634,71.7221539543533,19.7649758428774,14.6782496348432,24.8517020509115
188,Terre Haute,IN,217,16.605169406256,11.180814066879,22.029524745633,49.597427430864,38.5904539364704,60.6044009252576,65.8901331029125,53.1651315543778,78.6151346514471,20.6605762796011,14.6239784189081,26.6971741402941
190,Cedar Rapids,IA,196,15.0733534660212,9.58721258612449,20.5594943459178,42.0908960261674,32.0865250856425,52.0952669666923,78.220246849942,64.5621565102782,91.8783371896058,22.157396142956,15.5346125241319,28.7801797617802
191,Davenport,IA,414,12.3846967753584,8.98565610407136,15.7837374466454,55.2518920742832,47.2683739665654,63.2354101820009,71.2573556904022,62.2042561657582,80.3104552150461,20.9030077725831,16.4851103516182,25.320905193548
192,Des Moines,IA,606,11.5057515254355,8.82940781010741,14.1820952407635,48.9832535145139,42.773065497602,55.1934415314257,68.8829306884592,61.4954823935528,76.2703789833656,22.1626611416901,18.4378134134732,25.8875088699069
193,Dubuque,IA,64,,,,,,,65.3935569013342,42.3732990071105,88.4138147955578,,,
194,Iowa City,IA,225,13.4626317064291,8.64509082135207,18.2801725915062,49.3782003282434,39.2327662691753,59.5236343873115,64.4364076125957,52.8099774345214,76.0628377906701,20.569425201712,14.6251444758164,26.5137059276076
195,Mason City,IA,133,,,,55.0543799646485,39.6391535745469,70.4696063547501,73.4393283110574,55.5856342239328,91.293022398182,31.7056244861726,22.2289021711108,41.1823468012343
196,Sioux City,IA,149,,,,56.6012695883192,42.6243338210058,70.5782053556327,72.7901258009689,56.938053959869,88.6421976420688,19.5531417400022,12.4365242950485,26.669759184956
197,Waterloo,IA,153,,,,52.9634809199151,40.0876307742235,65.8393310656068,72.8121438901916,57.6847231303766,87.9395646500065,25.4852779042034,17.4866933241844,33.4838624842224
200,Topeka,KS,232,12.1909306420512,7.67534673994861,16.7065145441539,49.9851376745124,39.9860276424443,59.9842477065804,69.7724458952697,57.9587001503063,81.5861916402331,17.3516043472818,11.9742864493238,22.7289222452397
201,Wichita,KS,794,13.2855180924235,10.7321237200609,15.8389124647862,48.3930327589109,42.889257563502,53.8968079543198,63.9281592592953,57.6076511080414,70.2486674105492,21.49891607319,18.2575410344629,24.7402911119171
203,Covington,KY,86,,,,44.2685863661268,28.4272761829525,60.109896549301,59.9505145887449,41.5996277034001,78.3014014740897,,,
204,Lexington,KY,928,17.5746947766006,14.7989246198032,20.3504649333981,39.5724933130615,35.1672627990495,43.9777238270735,57.2308342892031,51.9429749827389,62.5186935956674,26.9870432944305,23.5798022724761,30.3942843163849
205,Louisville,KY,991,13.4159717158619,11.118540289071,15.7134031426528,38.9115361145278,34.4330065218777,43.390065707178,56.2646744461274,50.88362185628,61.6457270359747,21.0791858970241,18.2075806875603,23.950791106488
207,Owensboro,KY,93,,,,40.6369059690657,26.0951759256363,55.1786360124952,68.8571603507257,49.9589755354842,87.7553451659672,,,
208,Paducah,KY,275,18.2509616268333,13.14069237132,23.3612308823466,43.7918049049815,35.2086111436051,52.3749986663579,55.7111084979911,46.0217280025851,65.4004889933972,25.8759840950973,19.8141516640095,31.9378165261852
209,Alexandria,LA,136,,,,18.7846604770921,10.5519200359299,27.0174009182542,39.2659114444514,27.3905425610718,51.1412803278311,26.6675346224891,17.8325679255569,35.5025013194212
210,Baton Rouge,LA,271,17.2531059250386,12.4222362660278,22.0839755840494,34.3222353719566,26.5543822541306,42.0900884897827,63.6493952743589,53.0679996336619,74.2307909150559,27.4274953967244,21.301215151665,33.5537756417837
212,Houma,LA,137,,,,34.2582522665463,23.6415098962929,44.8749946367997,75.660617088285,59.9413987204282,91.3798354561418,26.5253789687494,17.8604218389579,35.1903360985408
213,Lafayette,LA,324,14.23087316335,10.1623322251099,18.2994141015901,30.1174970013017,23.476070030763,36.7589239718404,69.9830789895896,59.8710057669012,80.0951522122781,23.6712262714146,18.4179586394906,28.9244939033385
214,Lake Charles,LA,108,,,,37.5415980639644,24.9224693981254,50.1607267298033,60.10511634363,44.2201547641227,75.9900779231373,,,
216,Metairie,LA,169,12.6734647941378,7.37756091941491,17.9693686688606,33.3218889050397,23.6923217184866,42.9514560915927,60.8914372569388,47.8695883047253,73.9132862091524,18.542795106238,12.1180443869689,24.9675458255071
217,Monroe,LA,193,17.3443200199614,11.5142483863442,23.1743916535787,34.5317760837348,24.9600560939268,44.1034960735427,54.3954327727135,42.4003026901834,66.3905628552436,27.6444612461744,20.2710692704049,35.017853221944
218,New Orleans,LA,141,,,,36.8828381910452,25.8586612069166,47.9070151751739,69.3216218601213,54.2249130994727,84.41833062077,26.1647997699446,17.9529464495363,34.376653090353
219,Shreveport,LA,355,18.3877657383552,13.984776416866,22.7907550598444,28.0165069662848,21.6757745334997,34.35723939907,54.8306294984944,45.996811534884,63.6644474621048,24.8820845135118,19.7413925938058,30.0227764332177
220,Slidell,LA,89,,,,17.9677618672165,8.55567261921932,27.3798511152138,55.0818693229251,38.618052929858,71.5456857159922,,,
221,Bangor,ME,405,15.0377899090889,11.3244063547902,18.7511734633876,44.6593309135582,37.2080876820596,52.1105741450568,60.7565945399374,52.0250108182896,69.4881782615852,25.0508314050804,20.236216612661,29.8654461974997
222,Portland,ME,634,13.6575897084636,10.8040179571189,16.5111614598083,39.5808051046987,33.7660598351183,45.3955503742791,60.6579670699117,53.4359372565189,67.8799968833044,22.2741981186466,18.6233805582641,25.9250156790292
223,Baltimore,MD,1193,,,,36.9809823141368,32.996971418571,40.9649932097026,63.5236881974757,58.2995144928096,68.7478619021419,20.3218816121797,17.7977016501702,22.8460615741891
225,Salisbury,MD,358,,,,26.2428047802108,20.3034989417857,32.1821106186358,61.4290278808191,52.3791424579234,70.4789133037149,22.4675330065352,17.5130548948706,27.4220111181997
226,Takoma Park,MD,232,,,,33.7051622154624,24.9550209363792,42.4553034945456,68.0665990772134,55.6260026168802,80.5071955375466,21.8927504623019,16.0534675351079,27.7320333894958
227,Boston,MA,2188,17.2593947592616,15.5330957500587,18.9856937684644,39.888758675796,36.7664716646857,43.0110456869063,66.4363990022991,62.4024695701096,70.4703284344885,23.6148491913042,21.5890052062149,25.6406931763934
230,Springfield,MA,331,17.4447142922768,12.9933419143539,21.8960866701997,49.3461718273145,40.6253586614554,58.0669849931736,69.7760928102264,59.378335733281,80.1738498871718,23.4780584458826,18.3007420649221,28.6553748268431
231,Worcester,MA,297,15.0917105172294,10.6323950258017,19.551026008657,47.5076103614322,38.2878598017074,56.727360921157,63.482928113146,52.8524514626672,74.1134047636248,23.936345874794,18.3289024178685,29.5437893317195
232,Ann Arbor,MI,638,16.2426393390085,13.1057871123124,19.3794915657046,51.3372063388103,45.0849263123896,57.5894863652311,71.492698646694,64.1074263627047,78.8779709306832,24.2126906736274,20.3885068091596,28.0368745380952
233,Dearborn,MI,326,16.6637149219684,12.2597225930295,21.0677072509074,42.3497019980401,34.1709353432006,50.5284686528797,64.9973755211226,54.8301591471905,75.1645918950546,22.188332555266,17.0983146778563,27.2783504326757
