HRR ID,HRR name,State,Number of patients in pneumonia cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an ambulatory visit within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
25,Bakersfield,CA,593,14.4906843407864,11.410082968397,17.5712857131758,48.3681153923846,41.730682341164,55.0055484436053,66.3365441925229,58.5663853171215,74.1067030679242,21.3559207436261,17.6120627680462,25.099778719206
31,Chico,CA,270,12.2923236233511,8.09827861345154,16.4863686332506,43.165299228606,34.1972945968621,52.1333038603498,61.5753122751552,50.8660184584842,72.2846060918262,17.9428241420791,12.8667699113379,23.0188783728203
33,Contra Costa County,CA,337,14.0241293011452,10.0146954786425,18.033563123648,42.3667583216549,34.3013125768758,50.4322040664341,62.8459995076482,53.0153121897789,72.6766868255174,22.9892819084278,17.8543331438198,28.1242306730358
43,Fresno,CA,542,15.8241632174724,12.4600751055362,19.1882513294085,48.3662437972167,41.5776296266343,55.1548579677992,68.0513628317498,59.9935418052437,76.1091838582558,23.2848865322049,19.2028659440695,27.3669071203402
56,Los Angeles,CA,2929,15.0912291579984,13.6874809975357,16.494977318461,41.0441627455853,38.139405856616,43.9489196345547,61.2173566945765,57.6589923632183,64.7757210259347,17.9369168023145,16.4083795443781,19.4654540602509
58,Modesto,CA,615,15.0499252285437,11.9745614147238,18.1252890423637,55.4961162907516,48.5469033340037,62.4453292474994,70.1016635124522,62.2979099115609,77.9054171133436,21.6550863677522,17.960813026824,25.3493597086804
62,Napa,CA,211,10.0893625312378,5.77407089666791,14.4046541658076,55.9103710429636,44.0935891365874,67.7271529493397,66.295088571811,53.4292724358942,79.1609047077277,16.8492756773103,11.2671027624235,22.4314485921972
65,Alameda County,CA,430,14.3381899450458,10.7691241348574,17.9072557552342,42.3757287606166,35.0056625242476,49.7457949969856,61.2600761969556,52.3599142315139,70.1602381623973,20.4935281159689,16.2358012300405,24.7512550018973
69,Palm Springs/Rancho Mirage,CA,224,13.779133068652,8.92851456998578,18.6297515673183,53.8279281412114,42.768235972144,64.8876203102788,66.9307119169643,54.5899408994967,79.2714829344319,20.1376206540505,14.2538197322092,26.0214215758917
73,Redding,CA,290,11.147861718062,7.28532469594194,15.0103987401821,52.1733505345031,42.7992130586017,61.5474880104045,66.3443464329154,55.7622548002783,76.9264380655525,18.1888182418458,13.2450411283959,23.1325953552956
77,Sacramento,CA,1193,11.9464695475307,9.98151965734829,13.911419437713,56.047326400045,51.1147918769671,60.9798609231229,66.5712922907142,61.1903987973058,71.9521857841225,19.3005387147581,16.800724338381,21.8003530911351
78,Salinas,CA,237,11.0608048198848,6.80916832600934,15.3124413137603,43.3623029069086,33.4824028730008,53.2422029408165,58.4583990684447,46.9428303385177,69.9739677983716,17.8641596739195,12.4614202973103,23.2668990505288
79,San Bernardino,CA,623,13.5827311129337,10.6951531957524,16.470309030115,48.7331639058835,42.0781790857973,55.3881487259698,64.0748283488919,56.4600183629717,71.6896383348121,19.3641897813277,15.913843238473,22.8145363241825
80,San Diego,CA,1039,13.5614065018307,11.3149563424261,15.8078566612352,49.1752579046033,44.0452815308516,54.305234278355,65.9538159646744,59.99739277356,71.9102391557887,21.4037819042534,18.5818245162315,24.2257392922753
81,San Francisco,CA,573,11.3007570743492,8.55345172177614,14.0480624269223,50.946355984302,44.3041096521613,57.5886023164427,62.5175447331041,55.1284431360101,69.9066463301982,16.662121595484,13.3290030936239,19.9952400973441
82,San Jose,CA,574,11.7399653301008,8.92880584946501,14.5511248107366,47.6742361625726,41.1796027554551,54.1688695696902,63.4098298395837,55.8878643668748,70.9317953122926,17.1921106487058,13.7882464023752,20.5959748950364
83,San Luis Obispo,CA,189,11.7124805868541,6.81814645407392,16.6068147196344,45.1618386476133,33.7343167818142,56.5893605134124,58.2120252459164,45.2096283762574,71.2144221155753,20.7615189995435,14.2454917326746,27.2775462664123
85,San Mateo County,CA,234,8.95150826508784,5.12288493893431,12.7801315912414,45.1270169866567,35.6442938346951,54.6097401386183,59.3756216646601,48.4278679355139,70.3233753938063,13.1840638615421,8.54292542882871,17.8252022942556
86,Santa Barbara,CA,194,13.8568388305086,8.63000907295314,19.083668588064,48.6090124409005,37.0553835704429,60.1626413113581,69.2720938593536,55.4147890508362,83.1293986678709,21.5547230405847,15.0358297341568,28.0736163470127
87,Santa Cruz,CA,140,,,,47.1105334847476,34.1808168945687,60.0402500749264,71.1730414313168,55.2756366047156,87.070446257918,19.5081612283781,12.1496403658003,26.8666820909559
89,Santa Rosa,CA,229,9.69340781242325,5.64279049293327,13.7440251319132,55.6368214402675,43.8778548539355,67.3957880265994,73.5087281560788,59.9550940174658,87.0623622946918,18.4708832867119,12.8846497176309,24.0571168557928
91,Stockton,CA,224,15.6682704449331,10.4773651160704,20.8591757737958,57.671316931543,45.9500524449612,69.3925814181248,71.0322783204843,57.9928248087839,84.0717318321846,21.517171999005,15.4299289265507,27.6044150714592
96,Ventura,CA,415,16.5504291049061,12.6166418106797,20.4842163991325,53.5155781781233,45.4708415132965,61.5603148429502,80.9945857855973,71.0727490268617,90.916422544333,22.1774239813252,17.6207655549986,26.7340824076517
101,Boulder,CO,135,,,,55.1713973104357,40.7211246704695,69.6216699504019,75.0524465673593,58.1785987014881,91.9262944332305,,,
102,Colorado Springs,CO,540,12.4313222053733,9.45461586154178,15.4080285492048,47.7580299977159,40.536190461803,54.9798695336287,60.6298496773743,52.5064901259478,68.7532092288008,21.2130443576999,17.3189484299884,25.1071402854113
103,Denver,CO,1134,12.3838547516037,10.325100444217,14.4426090589904,52.4767983398111,47.3847405917454,57.5688560878769,67.6164925509664,61.8379829622307,73.3950021397021,17.3744034506341,14.9357579778761,19.8130489233921
104,Fort Collins,CO,287,12.022547609771,7.98132179619799,16.0637734233439,62.3826819883702,51.4899995878376,73.2753643889028,76.8307353547471,64.7351967433649,88.9262739661293,17.6873595909634,12.7846736430058,22.5900455389211
105,Grand Junction,CO,240,17.7319448047038,12.3691917746747,23.0946978347328,59.0222986146693,47.3956487726215,70.648948456717,67.0528167866595,54.6895319157774,79.4161016575416,21.6016849554822,15.6729967474588,27.5303731635056
106,Greeley,CO,298,10.7759252606545,7.04225764622408,14.5095928750849,68.7799942593064,57.2202359917571,80.3397525268557,77.9312664203888,65.6227008173515,90.2398320234261,16.8806476071221,12.201570812746,21.5597244014982
107,Pueblo,CO,135,,,,57.5738419589348,43.2425468872145,71.9051370306551,62.7867923226573,47.8633190810552,77.7102655642594,21.7795655348483,13.8526125116562,29.7065185580404
109,Bridgeport,CT,431,13.6489679012071,10.1661571377492,17.1317786646651,45.0862262580479,37.3057693387946,52.8666831773012,67.7289777921239,58.1486586198697,77.309296964378,17.7207311880157,13.7625802947295,21.6788820813019
110,Hartford,CT,1219,15.1815924042694,12.9938935747011,17.3692912338376,45.3557525502086,40.624228021193,50.0872770792242,60.3981850159869,54.9260471195844,65.8703229123895,20.6601190558599,18.1092473255163,23.2109907862036
111,New Haven,CT,1095,14.5635019791396,12.2997787448591,16.8272252134202,43.6344102382322,38.663461023222,48.6053594532423,61.5758302271388,55.6514585210727,67.5002019332048,21.0903325235997,18.3705541974908,23.8101108497085
112,Wilmington,DE,793,11.7672356982663,9.38838822411665,14.146083172416,55.1781370657875,49.0846228573928,61.2716512741823,67.5323165174094,60.8039097935755,74.2607232412433,16.8787871699925,14.0315055530463,19.7260687869387
113,Washington,DC,1890,14.6311545167413,12.9324719169123,16.3298371165704,48.1510467138034,44.3235924126484,51.9785010149584,63.9352721069906,59.5322174174993,68.3383267964819,17.6811918948018,15.818120235186,19.5442635544177
115,Bradenton,FL,218,12.0072276897322,7.39179795679262,16.6226574226717,41.1726223174243,31.1632251657168,51.1820194691318,52.9915782027673,41.6591420149975,64.3240143905371,16.1671595230964,10.8109720092311,21.5233470369617
116,Clearwater,FL,342,14.0890134833703,10.1032085770227,18.074818389718,43.0749448541975,34.4581612809073,51.6917284274876,60.1911323828435,49.9996775048004,70.3825872608867,18.2445166591792,13.7030870309444,22.785946287414
118,Fort Lauderdale,FL,2039,15.5231013557572,13.8169364506076,17.2292662609068,45.3645317862241,41.9345811664268,48.7944824060215,69.9598524191903,65.6852348282719,74.2344700101087,20.1783931389138,18.234633858024,22.1221524198037
119,Fort Myers,FL,1189,16.5906412997346,14.2738541697078,18.9074284297614,39.1147989083683,35.0400998194211,43.1894979973156,60.443977943596,55.3785581087296,65.5093977784624,21.7445379213124,19.0860193841275,24.4030564584973
120,Gainesville,FL,591,15.4497783802093,12.2927069236735,18.6068498367451,46.7544840049024,40.385147898178,53.1238201116269,61.5816955566149,54.2765917753938,68.886799337836,21.0136117997502,17.3297632278868,24.6974603716136
122,Hudson,FL,333,16.0538262996917,11.7317075369342,20.3759450624492,44.7824232631828,35.9608496108481,53.6039969155176,64.4579753562889,53.8559568190301,75.0599938935478,23.0320320811013,17.8537997495334,28.2102644126691
123,Jacksonville,FL,1382,13.5693189728775,11.6296161481987,15.5090217975563,45.5085314510413,41.3130705789437,49.7039923231389,61.8278573251621,56.9452712147503,66.710443435574,17.8114198735193,15.5901253993124,20.0327143477262
124,Lakeland,FL,267,11.57537924094,7.50054025103879,15.6502182308413,49.4608174836755,39.8146083242042,59.1070266431468,64.3355617169102,53.3183544300226,75.3527690037979,14.9824320212594,10.339328233829,19.6255358086897
127,Miami,FL,1396,16.3168555058317,14.1988596036949,18.4348514079686,31.749005750165,28.2539301856623,35.2440813146676,54.1828395673158,49.6043029173764,58.7613762172553,22.2162337527222,19.7470903525995,24.6853771528449
129,Ocala,FL,721,16.1569095717763,13.2292442078895,19.0845749356631,48.3868995220202,42.4126467224125,54.3611523216279,68.3817973988895,61.288266330031,75.475328467748,20.1328444210161,16.8558386385187,23.4098502035135
130,Orlando,FL,2595,15.2401192003961,13.7390633820614,16.7411750187308,44.5698111735977,41.5610821311225,47.5785402160729,64.0395123097777,60.4311394959162,67.6478851236392,20.7306104438871,18.9788406870616,22.4823802007127
131,Ormond Beach,FL,307,16.9555000388276,12.3469426314967,21.5640574461586,48.6485524818794,39.5571758186446,57.7399291451143,66.0563742235146,55.4497381212543,76.6630103257748,23.5142241689575,18.0827154966488,28.9457328412663
133,Panama City,FL,268,11.9735642485665,7.82493589575074,16.1221926013822,56.3027318119186,45.634470377914,66.9709932459232,66.4101373371569,54.8142182273588,78.006056446955,19.1302611223589,13.8798672865876,24.3806549581302
134,Pensacola,FL,766,13.1211736511812,10.562186721804,15.6801605805584,51.0766483063635,45.1570062696945,56.9962903430325,62.4835987151738,55.937416591998,69.0297808383496,18.7184175733785,15.6610760363933,21.7757591103636
137,Sarasota,FL,549,12.4065893996863,9.4577302833567,15.3554485160159,38.0579375902243,31.5654017553341,44.5504734251145,60.8018262794082,52.5782060123431,69.0254465464733,16.7801915757816,13.3512579978759,20.2091251536874
139,St. Petersburg,FL,299,18.0251603962028,13.2174496637061,22.8328711286994,47.3198094018618,37.2003010072991,57.4393177964244,63.9281228069177,52.1409730435105,75.7152725703248,19.6476835976915,14.6341789571682,24.6611882382149
140,Tallahassee,FL,588,18.3196615590665,14.8804390970511,21.7588840210818,44.5318235887935,37.989733050873,51.073914126714,56.1730657909289,48.8331185275809,63.513013054277,24.5065125229292,20.5312926446047,28.4817324012536
141,Tampa,FL,704,15.1996416079546,12.3196081680406,18.0796750478686,42.8631846451767,37.1469028391348,48.5794664512186,60.1362522365503,53.3537654128627,66.9187390602378,19.4318115205124,16.1778749932441,22.6857480477807
142,Albany,GA,143,,,,43.0891010780883,30.6369440283458,55.5412581278308,59.9150775143737,45.2358835233521,74.5942715053952,17.5944677794962,10.8313720988691,24.3575634601233
144,Atlanta,GA,3443,15.4083475433279,14.1014500996558,16.715244987,45.1815569352565,42.5881659996429,47.77494787087,63.5588795281865,60.4845831924017,66.6331758639712,21.4401301597871,19.8995048753157,22.9807554442585
145,Augusta,GA,510,14.8943692015258,11.5889169732739,18.1998214297776,57.2635467155405,49.3469907571737,65.1801026739074,68.4751335860143,59.8298262215641,77.1204409504645,20.4507610110409,16.5757436190083,24.3257784030735
146,Columbus,GA,230,15.5402891510269,10.5328658652588,20.5477124367949,51.539660779113,40.4515238370565,62.6277977211694,63.2816930957418,51.0604453198496,75.502940871634,22.5952679836972,16.5686080261113,28.6219279412832
147,Macon,GA,657,14.0642960298019,11.2210781369949,16.9075139226088,50.0260185245966,43.7745153307192,56.2775217184739,64.1507044050518,57.0887018599622,71.2127069501414,21.9904121226252,18.4354844222204,25.54533982303
148,Rome,GA,307,15.1342476026318,10.7606583825612,19.5078368227023,61.0690117877868,51.3922233041762,70.7458002713975,66.7013712339794,56.6149711060806,76.7877713618781,21.8322665313928,16.5650287033304,27.0995043594552
149,Savannah,GA,699,13.3408484042255,10.6438816447272,16.0378151637237,55.6351754159019,49.1531263321737,62.1172244996302,68.4712276392159,61.3079690757341,75.6344862026978,18.4625007968687,15.2887346583189,21.6362669354185
150,Honolulu,HI,480,12.7866781699019,9.57783206984452,15.9955242699594,57.233589258363,49.6359475874294,64.8312309292967,68.8515448554455,60.4984097302285,77.2046799806625,19.5315123975102,15.5618783607859,23.5011464342345
151,Boise,ID,397,11.9325597872334,8.5210960326841,15.3440235417828,56.0812384630527,47.5754332775812,64.5870436485241,65.3459130684431,56.1504493101595,74.5413768267267,17.3371432216921,13.2163658514269,21.4579205919572
152,Idaho Falls,ID,156,,,,57.5708903698929,43.6813763739227,71.460404365863,68.9426086432798,53.7395756540847,84.1456416324749,17.5207046930336,10.9118567600359,24.1295526260313
154,Aurora,IL,211,10.9294976153764,6.46274034460794,15.3962548861449,55.6680784995238,43.2339045197599,68.1022524792878,69.8043855514702,55.9127649763482,83.6960061265922,16.1679828463672,10.733321928157,21.6026437645775
155,Blue Island,IL,747,14.7918300043976,12.052344750495,17.5313152583002,46.5845578802514,40.8779495399206,52.2911662205822,59.9580056114153,53.4790455796682,66.4369656431624,18.7559484256657,15.6817840714964,21.830112779835
156,Chicago,IL,1061,13.3608715976779,11.2155237079182,15.5062194874376,42.1679783052882,37.3395582965551,46.9963983140213,54.3052675790497,48.8378980966155,59.7726370614839,17.3130565952328,14.8767667495338,19.7493464409318
158,Elgin,IL,649,11.3581550108189,8.75258688552339,13.9637231361145,51.8070858277485,45.126120081215,58.488051574282,65.8073369235571,58.2849317398311,73.3297421072832,18.3929648002798,15.0742738778449,21.7116557227146
161,Evanston,IL,904,14.3247152562208,11.8527223843024,16.7967081281393,46.1476144585014,40.4498425905509,51.845386326452,60.9437165677629,54.3582422878531,67.5291908476726,18.0431702941231,15.2731999641014,20.8131406241448
163,Hinsdale,IL,353,16.8849533100618,12.5764152905998,21.1934913295239,54.3917378047739,45.2163987472012,63.5670768623466,67.2790788482199,57.0442151344715,77.5139425619683,21.964234744439,17.0582433126157,26.8702261762623
164,Joliet,IL,634,16.625370636493,13.4453293547708,19.8054119182151,48.5573318036569,42.0053956276061,55.1092679797078,62.9986079165827,55.5390731418579,70.4581426913075,21.3971070680771,17.7876303327417,25.0065838034125
166,Melrose Park,IL,1038,12.2648850966847,10.1317532736391,14.3980169197304,54.0785386735802,48.6554171380084,59.501660209152,64.9851720740053,59.0270109351084,70.9433332129023,17.0609102888974,14.547452260156,19.5743683176388
170,Peoria,IL,758,15.628768449169,12.8088287306792,18.4487081676588,58.8457677756576,51.9896528764052,65.70188267491,72.6424860905597,65.0210983548561,80.2638738262632,21.6214742885177,18.3021661351147,24.9407824419207
171,Rockford,IL,883,14.0540612006428,11.5803609721314,16.5277614291541,56.3710395702227,50.3613261154863,62.3807530249592,69.048877634052,62.3974859294577,75.7002693386463,20.8080789296234,17.7932511173374,23.8229067419093
172,Springfield,IL,1328,12.6355847624388,10.7191537894562,14.5520157354214,50.4130738177058,45.6087854629549,55.2173621724567,71.6020251011765,65.8774383531882,77.3266118491648,18.9423937784095,16.5942703183269,21.2905172384921
173,Urbana,IL,328,15.6473230575422,11.3528386277598,19.9418074873245,55.3686849576417,45.623065760692,65.1143041545914,71.1858656108974,60.1208691446229,82.2508620771718,21.8192246436039,16.743872145408,26.8945771417998
175,Bloomington,IL,106,,,,75.2610991602434,54.6053219820388,95.916876338448,83.1779146573215,61.3922865417401,104.963542772903,,,
179,Evansville,IN,1084,14.3595965740274,12.0916232100231,16.6275699380317,57.1002413631947,51.645766213705,62.5547165126845,66.605391193112,60.7198974362025,72.4908849500215,18.2196336125745,15.6623528891899,20.7769143359591
180,Fort Wayne,IN,729,12.7245759906855,10.1243836339994,15.3247683473715,58.8508379794311,52.006214661265,65.6954612975971,68.0456603601494,60.6927621222649,75.398558598034,17.9891338567505,14.8967410912982,21.0815266222028
181,Gary,IN,537,14.1216982279346,10.9674371614714,17.2759592943977,40.9020980275834,34.6610189624043,47.1431770927625,54.7235860029702,47.5248850456221,61.9222869603183,18.7034619566939,15.0737013239846,22.3332225894033
183,Indianapolis,IN,2630,13.7283100951053,12.3062051765521,15.1504150136584,49.0111579967139,45.7468427826751,52.2754732107526,62.124646789661,58.4516448498558,65.7976487294662,20.7819688368199,19.0323513231592,22.5315863504806
184,Lafayette,IN,208,18.9711667957848,13.0170436832915,24.9252899082781,58.4023566697281,45.3574468536683,71.4472664857879,67.2239794604493,53.2575534205705,81.1904055003281,23.4427536936213,16.8107604173977,30.0747469698449
185,Muncie,IN,241,13.7501046032374,9.05867608542207,18.4415331210528,54.2577208382157,43.1097218163764,65.405719860055,65.7413096173785,53.4556612768949,78.0269579578622,15.4618061555353,10.4796718187271,20.4439404923436
186,Munster,IN,270,11.7067156459935,7.6505456168282,15.7628856751587,39.689516221234,30.5847154612564,48.7943169812116,54.3825980308791,43.7236088168268,65.0415872449314,17.5475740739803,12.583336732514,22.5118114154467
187,South Bend,IN,597,12.2219342868878,9.41821463549742,15.0256539382783,48.6435364440442,41.918677430594,55.3683954574945,60.2363015016359,52.7392839197209,67.7333190835508,18.2588311342794,14.8310286083052,21.6866336602535
188,Terre Haute,IN,269,15.3750980305102,10.6687717088017,20.0814243522187,67.9115409190797,55.8606337559481,79.9624480822113,80.718845303374,67.5803082301153,93.8573823766327,20.2571748708364,14.8541362905474,25.6602134511255
190,Cedar Rapids,IA,436,15.5112203213434,11.7970258721678,19.2254147705191,58.4567131825563,49.4824942140078,67.4309321511047,71.0852342814559,61.1836913389955,80.9867772239162,20.6308735939264,16.3446118685671,24.9171353192857
191,Davenport,IA,734,14.1628526333984,11.4276582544437,16.8980470123531,54.1973596461311,47.6595505162654,60.7351687759968,66.2619696482981,59.0356170008566,73.4883222957397,22.2907513615891,18.8581507801197,25.7233519430586
192,Des Moines,IA,1524,12.6246106052484,10.8341804686584,14.4150407418384,50.5945509200939,46.0730015352802,55.1161003049075,61.2728828193096,56.2947911130714,66.2509745255477,16.4733946706609,14.4272350911743,18.5195542501476
193,Dubuque,IA,148,,,,42.0844451656028,29.0423404884016,55.1265498428039,52.7028169039532,38.0943413695492,67.3112924383572,20.5244269128969,13.1798550675245,27.8689987582693
194,Iowa City,IA,474,13.2051818440338,9.91814469237814,16.4922189956895,59.6075659011764,50.7759853457617,68.4391464565912,69.5985266997854,60.0476984798761,79.1493549196947,18.9773980140789,15.0346616881386,22.9201343400192
195,Mason City,IA,243,13.6958441210635,9.02292885684193,18.368759385285,55.8561097928586,43.8393408605192,67.872878725198,66.1627507725333,53.0631944472334,79.2623070978331,18.6662514902322,13.2123545471761,24.1201484332883
196,Sioux City,IA,452,12.4334118240065,9.17690212041979,15.6899215275933,60.610835247751,51.0066478647032,70.2150226307989,67.0974827295915,56.9812468718993,77.2137185872838,16.6684524191809,12.896026506635,20.4408783317268
197,Waterloo,IA,271,14.0330045957223,9.57115485714725,18.4948543342974,55.1856995876727,43.720341572031,66.6510576033145,75.740482374082,62.3550753320144,89.1258894161496,17.0274786696067,12.1067717332788,21.9481856059346
200,Topeka,KS,605,11.6108276435935,8.89081934156948,14.3308359456175,65.3075097007934,56.9752424053139,73.639776996273,73.5391532023217,64.7015626294536,82.3767437751897,15.4368000679532,12.2993857335842,18.5742144023223
201,Wichita,KS,2009,13.4070558648967,11.8018819507377,15.0122297790557,60.2402583279454,55.6855742332794,64.7949424226115,73.4349143067639,68.4024348358594,78.4673937776683,16.4157871877855,14.6392231655358,18.1923512100352
203,Covington,KY,260,14.0931965191776,9.48941898957956,18.6969740487756,53.7990409896039,43.0369913984293,64.5610905807784,64.7607948283481,52.9244033260199,76.5971863306763,22.6575460323256,16.8263862004807,28.4887058641705
204,Lexington,KY,1971,16.913304602391,15.0828978049445,18.7437113998376,48.3788500897627,44.8000037112918,51.9576964682335,60.8687927351589,56.8607356489227,64.876849821395,24.7062742679223,22.4913984510289,26.9211500848158
205,Louisville,KY,2177,14.5815312377643,12.9712418640666,16.1918206114619,48.2505052180432,44.7502758336648,51.7507346024217,59.9614336555096,56.0698115619258,63.8530557490935,19.3412233680005,17.4848215527643,21.1976251832368
207,Owensboro,KY,164,,,,43.2880999580446,31.5222603629817,55.0539395531075,59.6031581179475,45.8355310047382,73.3707852311569,20.3821859127654,13.4279429447484,27.3364288807824
208,Paducah,KY,744,15.8884993551202,13.0094704765171,18.7675282337233,57.9557005872623,51.1428347997039,64.7685663748207,66.5791038718807,59.2955807947458,73.8626269490156,17.8007557303479,14.7524476016734,20.8490638590224
209,Alexandria,LA,449,15.7956174103037,12.1470159369114,19.444218883696,41.5202128010023,33.7960013757807,49.244424226224,56.1822906458825,47.2210727017531,65.1435085900119,21.9585475556751,17.6546722347628,26.2624228765874
210,Baton Rouge,LA,449,14.4924397863098,11.0221944868309,17.9626850857887,49.9831414314882,42.0107035199942,57.9555793429823,64.8812523614589,55.8438691002043,73.9186356227136,22.5593047789086,18.2442418517452,26.874367706072
212,Houma,LA,265,13.2115139486816,8.83453319642929,17.5884947009339,57.8902643795961,46.9211967160899,68.8593320431023,72.2667921497158,60.0307081583025,84.5028761411291,19.9885558340972,14.60710280239,25.3700088658045
213,Lafayette,LA,759,14.8503388669062,12.1361284370181,17.5645492967942,51.5974984017551,45.2141601695682,57.9808366339421,64.2933695571426,57.1819314491146,71.4048076651705,21.1461114139642,17.9096930005065,24.3825298274219
214,Lake Charles,LA,314,14.9325850493345,10.6634279224595,19.2017421762095,53.7050135879278,44.1750555839708,63.2349715918848,66.5079433774601,55.9347105481078,77.0811762068125,23.5127363205318,18.1554681683028,28.8700044727608
216,Metairie,LA,261,13.4878751038517,9.01933577159502,17.9564144361084,34.9921252165573,25.8271271508758,44.1571232822388,55.6143283367786,44.0599185903259,67.1687380832314,23.7511739717605,17.8390258345587,29.6633221089622
217,Monroe,LA,531,10.88301388018,8.10599233869037,13.6600354216697,49.7794030637591,41.7593932804588,57.7994128470593,66.2125639526651,56.9897407892512,75.435387116079,17.6210328256978,14.0960921273214,21.1459735240742
218,New Orleans,LA,165,,,,38.9394290193294,27.4335630106352,50.4452950280236,50.0912102222951,37.0871141884756,63.0953062561146,20.510889326356,13.8106654797464,27.2111131729656
219,Shreveport,LA,932,13.0214437752948,10.72949784005,15.3133897105396,49.3449912273851,43.6059416371702,55.0840408176,62.5392210968634,56.0878067100291,68.9906354836977,19.1559929978737,16.3805315697778,21.9314544259696
220,Slidell,LA,159,,,,45.1277433696494,33.0911716353239,57.164315103975,54.7779790377009,41.5622809370338,67.9936771383679,23.5301140406987,15.9481932785366,31.1120348028607
221,Bangor,ME,787,14.9978382314162,12.2801989868421,17.7154774759903,46.0541203969266,40.1021516059328,52.0060891879204,62.873903054153,55.9083705417623,69.8394355665436,24.7724838394085,21.2774855250648,28.2674821537521
