HRR ID,HRR name,State,Number of patients in medical cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an ambulatory visit within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
78,Salinas,CA,3232,12.5129671409408,11.2927821097598,13.7331521721217,42.4978331849205,39.8833260117558,45.1123403580853,63.8723622005296,60.659196194898,67.0855282061613,19.6070584824707,18.0784017391658,21.1357152257756
79,San Bernardino,CA,9741,15.4167283802635,14.6365342786052,16.1969224819217,40.7310318046729,39.2201733603929,42.2418902489528,59.8577103970145,58.0272473973883,61.6881733966407,20.9013534933874,19.9921052667299,21.8106017200448
80,San Diego,CA,16955,14.4862807946369,13.9127703721322,15.0597912171417,42.8111444378936,41.6264922564219,43.9957966193653,63.1821586389784,61.7403399875968,64.62397729036,21.1863452133811,20.4923274242172,21.8803630025449
81,San Francisco,CA,8472,14.1354488758332,13.3373216016092,14.9335761500573,41.4838982021774,39.8508561517957,43.1169402525592,59.8684204060457,57.9003797381803,61.8364610739111,20.2811321372505,19.3265271051058,21.2357371693952
82,San Jose,CA,8438,14.5458669510685,13.7309657211539,15.3607681809831,42.6018292682542,40.9563375447446,44.2473209917638,64.3804074583546,62.3506925427257,66.4101223739835,19.7568929948147,18.8070338477361,20.7067521418933
83,San Luis Obispo,CA,2308,14.2089694748185,12.6688841722829,15.749054777354,44.8004660257534,41.532556650955,48.0683754005519,64.6949763605128,60.7630084916684,68.6269442293571,24.4461842420578,22.4232315750155,26.4691369091001
85,San Mateo County,CA,3814,13.249634775196,12.095159277233,14.4041102731591,40.6764171770661,38.3335671743458,43.0192671797865,63.9928864914874,61.0398453004497,66.9459276825252,19.2900764536963,17.8983245008533,20.6818284065393
86,Santa Barbara,CA,3384,13.2420478403099,12.0158170500961,14.4682786305237,43.671640838846,41.0363451523865,46.3069365253056,65.5635669269329,62.3276095123432,68.7995243415227,21.0730599629918,19.5251571928073,22.6209627331763
87,Santa Cruz,CA,2090,14.6042379787682,12.9598145400506,16.2486614174859,49.6993745950332,46.1400623702764,53.25868681979,71.8680452055471,67.5817702575002,76.1543201535939,20.3505694553483,18.4065903631039,22.2945485475927
89,Santa Rosa,CA,3093,12.0228749881892,10.7961386793162,13.2496112970622,46.6368421302124,43.7346285422343,49.5390557181906,69.1639023384748,65.6185298205248,72.7092748564248,18.1758827315146,16.6677676468892,19.68399781614
91,Stockton,CA,3753,14.3495196683743,13.1358338079988,15.5632055287498,51.4195173218187,48.6796144432959,54.1594202003414,67.4279166339694,64.2910458172817,70.564787450657,21.9984723326409,20.494594058905,23.5023506063768
96,Ventura,CA,6413,14.8621268929783,13.9165345863024,15.8077191996542,42.52616579035,40.6959262933112,44.3564052873887,69.1707227958877,66.8325342395181,71.5089113522573,20.3961525314154,19.2865511818598,21.505753880971
101,Boulder,CO,1593,12.490629459021,10.7507955087357,14.2304634093062,44.7922203063604,40.8180291656699,48.7664114470508,70.4151676612986,65.4285289488779,75.4018063737193,18.6642354119868,16.5343547671351,20.7941160568385
102,Colorado Springs,CO,5824,12.4370054548594,11.5285457934951,13.3454651162237,41.2454629986802,39.2288418560964,43.262084141264,59.2796854534806,56.8638122009752,61.6955587059861,20.2937022639673,19.1308503155805,21.456554212354
103,Denver,CO,14137,13.7511542424914,13.1386028262349,14.3637056587478,48.0157042211917,46.6160456092546,49.4153628331289,65.2903624364691,63.6585599411323,66.9221649318058,19.3599827322818,18.6325434223778,20.0874220421858
104,Fort Collins,CO,3086,13.9937591816112,12.6679879748726,15.3195303883497,57.368891501845,54.1350451672209,60.602737836469,71.1828341878574,67.5828849183345,74.7827834573804,20.2891736953344,18.6895191883449,21.8888282023239
105,Grand Junction,CO,2291,12.1067073815771,10.6757860101338,13.5376287530204,53.8240350222011,50.2758505479922,57.3722194964099,65.6401814107714,61.7307678445586,69.5495949769842,19.1195952647914,17.3145166090376,20.9246739205452
106,Greeley,CO,3130,13.5618267231661,12.2678751079202,14.855778338412,62.0277833540112,58.7128012321901,65.3427654758323,74.2403571751858,70.6172686938464,77.8634456565253,22.1776817814497,20.518056044268,23.8373075186313
107,Pueblo,CO,1701,11.3280371856593,9.72567708261937,12.9303972886993,60.2327708350048,55.8958668292198,64.5696748407897,68.2440258792624,63.628926394028,72.8591253644968,19.094413012178,17.008796542872,21.180029481484
109,Bridgeport,CT,6984,15.0094684614482,14.1050309838418,15.9139059390546,40.0539995678518,38.2148045837853,41.8931945519183,66.3466142251129,63.9692592036786,68.7239692465472,20.0272573258798,18.9852126196615,21.0693020320981
110,Hartford,CT,17807,14.6676613931737,14.1054740027764,15.229848783571,39.5894173759587,38.4273897699223,40.7514449819951,61.1407731818092,59.6923339760709,62.5892123875475,20.5093613314674,19.8454471009328,21.173275562002
111,New Haven,CT,16957,15.15527343576,14.5696749370057,15.7408719345142,39.7131262506971,38.5133488286773,40.9129036727169,64.703567455658,63.1678053319002,66.2393295794158,21.1942606256325,20.5026827719397,21.8858384793253
112,Wilmington,DE,10296,14.8642457062696,14.1223262502843,15.606165162255,49.200772857045,47.5951079154059,50.806437798684,66.4908976424859,64.6276308530449,68.3541644319269,20.262497239574,19.3970913298105,21.1279031493376
113,Washington,DC,26326,15.2250287241865,14.7588191263865,15.6912383219865,39.3151028931996,38.3904486585812,40.2397571278179,61.922544936788,60.7629703804526,63.0821194931233,18.8582363311937,18.3416746761329,19.3747979862544
115,Bradenton,FL,4296,14.227604008108,13.0994530012066,15.3557550150093,42.0134858899193,39.6607306800838,44.3662410997548,64.9659225116149,62.0362053020677,67.8956397211621,18.9370060336006,17.6352724299462,20.238739637255
116,Clearwater,FL,6889,15.2958336279378,14.370194981885,16.2214722739906,41.7533178889434,39.8318708343486,43.6747649435383,63.4322433611573,61.0549242751115,65.8095624472031,20.3605702363457,19.294399051465,21.4267414212264
118,Fort Lauderdale,FL,32494,15.6867346943497,15.2573397130763,16.1161296756232,38.9966185180172,38.1987910309561,39.7944460050784,67.9260376687132,66.8693438547953,68.9827314826311,20.7977319140604,20.3039455223014,21.2915183058195
119,Fort Myers,FL,18895,14.3813453473078,13.8403784760799,14.9223122185356,36.6043976406239,35.6176986573699,37.591096623878,61.4207454324836,60.1437375905268,62.6977532744405,19.2953628326751,18.6670515566793,19.9236741086709
120,Gainesville,FL,8077,15.9894351541383,15.1161998975451,16.8626704107315,44.1365481739246,42.4525766582532,45.8205196895959,63.4793257384127,61.4607096525498,65.4979418242757,20.7284855466985,19.7343046614804,21.7226664319166
122,Hudson,FL,6614,16.1888093761265,15.2160617791098,17.1615569731433,42.9600963164682,41.0866311051766,44.8335615277599,62.7338313516092,60.4672946683876,65.0003680348309,20.4702766691141,19.3754590512188,21.5650942870094
123,Jacksonville,FL,20020,15.0386389428184,14.5017394669366,15.5755384187003,39.7714625894093,38.7535895166162,40.7893356622025,60.540028150943,59.2855590423302,61.7944972595559,20.0711097024032,19.4509572435329,20.6912621612735
124,Lakeland,FL,4371,16.7615150775492,15.5472491666317,17.9757809884668,46.5934336121258,44.237834959836,48.9490322644157,63.306054048593,60.5582060671829,66.0539020300031,20.2525046387594,18.9174203684432,21.5875889090756
127,Miami,FL,20885,17.0094126642343,16.4501875366286,17.56863779184,27.2664516631076,26.4384617177633,28.0944416084518,52.5706896380769,51.4165899037488,53.724789372405,22.6175494351244,21.973861962148,23.2612369081008
129,Ocala,FL,10760,13.9868454792144,13.2797202084112,14.6939707500175,44.7828405163631,43.3189174263355,46.2467636063906,66.2331887916329,64.4572043825884,68.0091732006774,18.2886553551862,17.4771166971434,19.1001940132291
130,Orlando,FL,44188,15.4674228985612,15.100781719174,15.8340640779483,41.4881701108998,40.7899852099829,42.1863550118167,63.9415304947455,63.0745950964855,64.8084658930055,20.3863355062198,19.9651494510389,20.8075215614007
131,Ormond Beach,FL,5071,14.854925037593,13.7945954920107,15.9152545831753,41.1191406552848,39.0263319861353,43.2119493244344,64.423367728958,61.8085873216332,67.0381481362827,21.8139168727957,20.5259670967635,23.1018666488279
133,Panama City,FL,3504,14.296175610698,13.0405467938067,15.5518044275893,48.8253952622476,46.1347491777641,51.5160413467312,65.9158691473108,62.796160820528,69.0355774740935,20.0043385854146,18.5160041408501,21.4926730299792
134,Pensacola,FL,11156,15.6550366541118,14.9205017385044,16.3895715697192,43.023748827669,41.6218068507573,44.4256908045807,60.8720519195556,59.206767645935,62.5373361931763,21.6645948568625,20.7992715487741,22.5299181649508
137,Sarasota,FL,7501,13.7456500771905,12.9082149376184,14.5830852167626,34.2331502081146,32.6283084252603,35.8379919909689,63.3801821403767,61.1937158237653,65.5666484569881,19.1138507846302,18.1252361327181,20.1024654365424
139,St. Petersburg,FL,5227,15.9202201140749,14.8377781328943,17.0026620952555,40.2636991847234,38.1005786688537,42.4268197005931,59.4737297728232,56.8373506386137,62.1101089070326,20.5581898921404,19.3303744449703,21.7860053393104
140,Tallahassee,FL,7684,15.5994674581284,14.7197719453858,16.479162970871,45.2812681757956,43.4628080845977,47.0997282669936,61.199889346088,59.0879836247154,63.3117950674606,21.9826020216176,20.9406754503738,23.0245285928615
141,Tampa,FL,11967,16.0057415745787,15.288297706666,16.7231854424914,41.1756691411061,39.7978685145955,42.5534697676167,60.6582540433598,58.98407657436,62.3324315123596,20.3689565673784,19.5602386057501,21.1776745290067
142,Albany,GA,1894,14.5531922382713,12.8515777388005,16.254806737742,37.5650371758539,34.3111318418389,40.8189425098688,55.3525860044644,51.409411047152,59.2957609617767,21.0335263776621,18.9950461290014,23.0720066263228
144,Atlanta,GA,42913,15.1819826595055,14.8143078192445,15.5496574997665,39.3528321838471,38.6633326298418,40.0423317378525,62.3661330013574,61.4988941171188,63.233371885596,21.5102852341525,21.073175246216,21.9473952220889
145,Augusta,GA,6171,15.4732105463613,14.4959207534882,16.4505003392344,46.6761656915849,44.6471633189802,48.7051680641896,63.8913729059494,61.5197157558112,66.2630300560875,21.1972709179406,20.0563270992887,22.3382147365925
146,Columbus,GA,2866,14.5599079037753,13.1772654116253,15.9425503959253,45.9924697629141,43.0172334754105,48.9677060504178,64.0110713859412,60.5097767715769,67.5123660003055,21.3875328675655,19.7174174446944,23.0576482904365
147,Macon,GA,7736,14.9854454963121,14.1267626268107,15.8441283658134,47.5858590921117,45.8159700283279,49.3557481558956,64.931508375607,62.8683420889347,66.9946746622794,21.4800279858977,20.4534831596959,22.5065728120996
148,Rome,GA,3490,13.6700518291158,12.4380945097064,14.9020091485252,56.9369859134801,54.0764775741875,59.7974942527726,67.8429444693792,64.7294482482879,70.9564406904706,21.499915380182,19.9497765231684,23.0500542371956
149,Savannah,GA,8424,13.6438174148042,12.8586487199849,14.4289861096235,45.3653125266801,43.7067318680917,47.0238931852686,66.5446078356578,64.5399289918377,68.5492866794778,18.8956954101452,17.9718250957511,19.8195657245394
150,Honolulu,HI,6440,12.1789046822454,11.3258371327106,13.0319722317802,51.0381662582929,49.0350649754622,53.0412675411236,67.9806074938275,65.6657173029161,70.295497684739,18.7134393795649,17.6537434235456,19.7731353355843
151,Boise,ID,5508,12.6620323283689,11.7186093668047,13.6054552899331,50.475966939524,48.3363458588159,52.6155880202321,65.0604590274441,62.6283344048645,67.4925836500238,19.944318902914,18.7570184320736,21.1316193737544
152,Idaho Falls,ID,1498,11.9750884640993,10.2158496407546,13.7343272874441,42.9262044257508,39.0739108956602,46.7784979558414,60.2025414145267,55.6405145582823,64.7645682707711,16.5894710475775,14.5121406890813,18.6668014060738
154,Aurora,IL,2087,13.4777201926791,11.8962157888646,15.0592245964936,53.5175801126999,49.7520885521035,57.2830716732962,68.6343604410491,64.3824841150368,72.8862367670615,17.6534674620149,15.8398929609275,19.4670419631024
155,Blue Island,IL,11609,16.1459547654837,15.4193702514563,16.8725392795111,41.8140597893607,40.4181486737377,43.2099709049838,58.801479206035,57.1445216240849,60.458436787985,19.6005383888883,18.8024315077949,20.3986452699817
156,Chicago,IL,21098,15.9530513543716,15.4227808273638,16.4833218813795,37.8983541600652,36.873377295868,38.9233310242624,54.5518793186354,53.3225695807833,55.7811890564876,19.6472019376917,19.0624629262162,20.2319409491673
158,Elgin,IL,7942,14.3769078507262,13.5390115789752,15.2148041224772,43.9193951668294,42.1756434131362,45.6631469205226,62.1934442730142,60.1195975525737,64.2672909934548,18.5208957327316,17.5679144915181,19.4738769739451
161,Evanston,IL,11638,14.786439128534,14.0882436494174,15.4846346076506,44.7967870826786,43.2690498917411,46.3245242736162,64.5723186948965,62.7305314476699,66.414105942123,19.0965334278249,18.3041035832295,19.8889632724203
163,Hinsdale,IL,4827,15.164403922759,14.0643347739043,16.2644730716138,49.22278333613,46.8440854438293,51.6014812284306,65.6789566542752,62.9281487784389,68.4297645301115,19.0835922010669,17.849081501702,20.3181029004319
164,Joliet,IL,9003,16.7937774856865,15.9453080234998,17.6422469478732,41.9289963181788,40.3474254538502,43.5105671825073,60.5338355230874,58.6337303245289,62.4339407216459,20.3402634150048,19.4052546010044,21.2752722290051
166,Melrose Park,IL,13907,14.5172714964502,13.8835538415944,15.1509891513059,47.417777786977,46.0279967838734,48.8075587900806,62.8297250850598,61.2266331712851,64.4328169988345,18.6778972953534,17.9598039293002,19.3959906614066
170,Peoria,IL,8172,14.4006228961195,13.5761553911037,15.2250904011353,54.7581565630893,52.8128745709365,56.7034385552421,70.1185290829356,67.9170038600904,72.3200543057807,20.542440964004,19.5565926552033,21.5282892728047
171,Rockford,IL,8603,14.8667871186154,14.0504144057604,15.6831598314704,51.9346763038077,50.1034827082666,53.7658698993489,65.8180935320406,63.7581867134455,67.8780003506357,20.5205223436375,19.55962402856,21.4814206587149
172,Springfield,IL,12419,14.3459884667882,13.6783985923517,15.0135783412248,48.6903493421739,47.1951866578893,50.1855120264586,69.471066417671,67.686382799216,71.255750036126,21.1452034431483,20.3333442110922,21.9570626752043
173,Urbana,IL,4548,16.9914417158779,15.7904966793369,18.1923867524189,53.5340338779282,50.9861882151595,56.0818795406969,69.3787070552496,66.4795554066246,72.2778587038746,23.5867507088288,22.1694781633084,25.0040232543492
175,Bloomington,IL,1730,14.1408899930251,12.3628985016534,15.9188814843969,64.2629594593984,59.597944624568,68.9279742942288,77.7631706364766,72.6368720487957,82.8894692241576,20.7106915633518,18.5562411852098,22.8651419414938
179,Evansville,IN,11023,14.6139757294879,13.8969941309016,15.3309573280742,50.8137780270134,49.2040533830569,52.4235026709699,64.1329720791052,62.3265258224515,65.9394183357588,19.3764880669794,18.5493160511891,20.2036600827696
180,Fort Wayne,IN,7683,13.7869140086942,12.9533829630452,14.6204450543432,47.3935151757313,45.5278370077787,49.259193343684,62.6429959494187,60.4991594061653,64.7868324926721,19.8689446621891,18.867104035171,20.8707852892072
181,Gary,IN,7698,15.4836763324962,14.6065077251271,16.3608449398653,36.2367540498275,34.6533513851543,37.8201567145008,56.7523009294033,54.7738408237869,58.7307610350196,19.3564948218678,18.3769210292769,20.3360686144588
183,Indianapolis,IN,29727,14.1309928941333,13.7027552737869,14.5592305144797,45.7828767817644,44.8382514097384,46.7275021537904,62.0668403206713,60.9677138582048,63.1659667831377,20.5210207154335,20.004769978509,21.0372714523579
184,Lafayette,IN,2507,15.1655262804445,13.6346401718844,16.6964123890047,52.1238897750245,48.5968374009185,55.6509421491306,66.4862401582862,62.5043148451105,70.4681654714618,22.9387256166374,21.052250026422,24.8252012068527
185,Muncie,IN,2626,14.0422340619262,12.6035953698998,15.4808727539527,50.8729704087083,47.6413176216941,54.1046231957225,64.2276711396044,60.5981825725705,67.8571597066382,18.3006421595733,16.6548477010476,19.946436618099
186,Munster,IN,4617,15.6567074578941,14.517800626458,16.7956142893302,34.086970155169,32.0679650730006,36.1059752373375,57.1955668969889,54.5778735177063,59.8132602762714,19.0354733953825,17.7820352934608,20.2889114973042
187,South Bend,IN,7219,13.3767159979461,12.5318410466369,14.2215909492554,44.49156023408,42.6161086267443,46.3670118414157,61.4766850678777,59.2701405530577,63.6832295826978,19.6935531759709,18.6681486588023,20.7189576931395
188,Terre Haute,IN,2738,16.2894851400665,14.7691331936603,17.8098370864727,56.1314405243328,52.7458821989034,59.5169988497621,72.3616722099355,68.5172099386095,76.2061344812614,20.4052363330509,18.7014234370339,22.1090492290678
190,Cedar Rapids,IA,3302,15.5167676971934,14.1687411701686,16.8647942242181,52.3226993838535,49.3116545761102,55.3337441915967,70.0819290069064,66.5963382859803,73.5675197278324,20.6142166481582,19.0579179322995,22.1705153640169
191,Davenport,IA,6945,14.8444386699261,13.9365457500233,15.7523315898289,53.460675458264,51.4108314720922,55.5105194444358,68.4825618679701,66.1638389424899,70.8012847934504,21.2690083127576,20.1802378579949,22.3577787675203
192,Des Moines,IA,12990,12.993339217489,12.3716392139412,13.6150392210367,50.7243276750236,49.2396247341052,52.209030615942,65.4209104253791,63.7337395775667,67.1080812731915,18.0276181506631,17.2945070138292,18.760729287497
193,Dubuque,IA,1408,14.8526581147939,12.834158883962,16.8711573456258,47.5687538340546,43.0829944716405,52.0545131964687,62.6853712813586,57.5437010422027,67.8270415205145,19.3993155605255,17.0853302543016,21.7133008667494
194,Iowa City,IA,4050,14.7728225453267,13.585794255201,15.9598508354524,54.1407262099278,51.3692371856178,56.9122152342378,67.7701307995397,64.6693121962942,70.8709494027853,21.4547044006708,20.0216026355888,22.8878061657528
195,Mason City,IA,2352,14.4609432989147,12.9215384665868,16.0003481312426,49.4268095064832,45.8558926212188,52.9977263917475,65.3161929764336,61.2120685904288,69.4203173624385,20.4874451761919,18.6526984600309,22.3221918923529
196,Sioux City,IA,3188,13.9375646627714,12.6381976652538,15.2369316602889,53.8216763957452,50.6890632593388,56.9542895321516,68.4979887347265,64.9649345789353,72.0310428905176,18.9065884333388,17.3912185570256,20.4219583096521
197,Waterloo,IA,2832,13.9404157627157,12.5638920825282,15.3169394429033,53.5489177370995,50.2912402059156,56.8065952682835,70.8997632318957,67.1535573684021,74.6459690953893,20.3752392039764,18.7083649403033,22.0421134676495
200,Topeka,KS,6022,14.2655025434814,13.3092775531212,15.2217275338416,59.2426842790271,56.814102756388,61.6712658016661,71.1369285190238,68.4766821973968,73.7971748406508,19.0142752351878,17.9090377267948,20.1195127435809
201,Wichita,KS,16943,13.9331697763659,13.3697079585813,14.4966315941504,51.9773351967517,50.6170581763827,53.3376122171207,67.6134098097719,66.0613967885592,69.1654228309846,17.3640061163527,16.7344044109865,17.993607821719
203,Covington,KY,4031,15.9895541439992,14.747836909027,17.2312713789714,50.8187403964302,48.1939252610292,53.4435555318311,63.1355392966666,60.2106902930985,66.0603883002346,21.0948045795546,19.6656840801146,22.5239250789947
204,Lexington,KY,17843,15.9469814454996,15.3565078323512,16.537455058648,44.2640372138889,43.1284715637418,45.3996028640359,59.7395221134173,58.4231621158104,61.0558821110242,23.4248782717055,22.7070531151416,24.1427034282695
205,Louisville,KY,21944,14.8539789072621,14.3422646415362,15.3656931729879,43.1068776209827,42.0634795101022,44.1502757318631,58.0395367925764,56.8300349298076,59.2490386553453,20.1711633356374,19.5743291263962,20.7679975448785
207,Owensboro,KY,2076,14.268344511458,12.6345559614867,15.9021330614294,40.1908319333402,37.0195088744662,43.3621549922142,58.9671917041005,55.1358946973912,62.7984887108098,20.5174334589879,18.5504941302555,22.4843727877203
208,Paducah,KY,6559,15.3546258213643,14.4015054987918,16.3077461439368,50.6369624689779,48.5759845300035,52.6979404079523,62.4072318477787,60.1243975206963,64.6900661748611,20.651408023887,19.543183327583,21.7596327201911
209,Alexandria,LA,4411,15.819090259933,14.6471956536712,16.9909848661949,36.6531177691534,34.5055249142708,38.8007106240359,55.1008756268675,52.4745850949994,57.7271661587356,22.0827736679173,20.6987603626766,23.466786973158
210,Baton Rouge,LA,5918,14.403397554543,13.4440807031783,15.3627144059076,47.1194709442491,45.0068278548881,49.2321140336101,66.7098468657945,64.2018829197558,69.2178108118331,20.7086372532653,19.5624414238606,21.85483308267
212,Houma,LA,2995,15.8926528965296,14.4649133361737,17.3203924568855,46.5840672370068,43.7649980725687,49.4031364014448,66.2884390997402,62.9315425520231,69.6453356474573,21.6847990286701,20.0164415038646,23.3531565534757
213,Lafayette,LA,7433,15.1583860696847,14.2776659773122,16.0391061620572,42.0874587239734,40.3202812796392,43.8546361683076,64.5218278187199,62.338186999274,66.7054686381659,21.7454390183054,20.6926659301421,22.7982121064686
214,Lake Charles,LA,3088,14.9228467107788,13.5620703333983,16.2836230881593,48.427018380182,45.5625592382412,51.2914775221228,64.3920609922681,61.0946765481596,67.6894454363767,21.6679638714722,20.0284582350576,23.3074695078867
216,Metairie,LA,3525,14.9610867952633,13.68372504838,16.2384485421467,31.7146552492704,29.4946293818215,33.9346811167193,57.3837432195193,54.3937739420886,60.3737124969499,21.1602641704812,19.6448328888046,22.6756954521578
217,Monroe,LA,4158,15.4727011683871,14.2822821384843,16.6631201982899,43.9359397464403,41.4427474892312,46.4291320036494,60.1741216130698,57.2599918800136,63.088251346126,21.2387605988923,19.8472909964699,22.6302302013147
218,New Orleans,LA,3415,16.8056151335931,15.4506854902558,18.1605447769304,40.6344705555371,38.0504921838543,43.2184489272199,60.1271924412913,56.9931686273092,63.2612162552734,23.5005797969905,21.9103727705463,25.0907868234346
