HRR ID,HRR name,State,Number of patients in surgical cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
107,Pueblo,CO,1010,9.89433574373276,7.9353572118084,11.8533142756571,35.9494625444427,31.5370269118727,40.3618981770127,15.5610282058156,13.111240153844,18.0108162577871
109,Bridgeport,CT,3448,10.7931350696378,9.71778912685383,11.8684810124217,22.7260122412103,20.6215540573245,24.8304704250961,15.8659652917171,14.5565330830176,17.1753975004165
110,Hartford,CT,7961,11.0280419888578,10.3063394039054,11.7497445738103,18.7397947360623,17.4732430918319,20.0063463802927,15.8811141587826,15.0131204954583,16.7491078221068
111,New Haven,CT,8115,11.6645482336397,10.92819622185,12.4009002454295,18.8344884950725,17.5600205371296,20.1089564530155,16.4570447725186,15.5807741046881,17.3333154403492
112,Wilmington,DE,5511,10.0579556626357,9.22712677046201,10.8887845548094,22.2475311854951,20.7483548645155,23.7467075064748,14.7324311313823,13.7246669637134,15.7401952990513
113,Washington,DC,12782,12.2951438417175,11.7042036065101,12.886084076925,19.5717406678553,18.6063691997836,20.537112135927,14.7785413349564,14.1257644253318,15.431318244581
115,Bradenton,FL,2532,11.6922986681376,10.3602805987123,13.024316737563,22.3186249,20.0098782392368,24.6273715607633,14.7185694032879,13.2248560773519,16.2122827292238
116,Clearwater,FL,3282,11.5864729326605,10.4380048131243,12.7349410521967,22.5417554212832,20.4659114661662,24.6175993764002,15.4030162224986,14.0752654198557,16.7307670251416
118,Fort Lauderdale,FL,16686,11.8616163451691,11.3495090666289,12.3737236237093,23.4947474626051,22.5763213649596,24.4131735602506,16.5842707688544,15.9762459053245,17.1922956323842
119,Fort Myers,FL,12072,10.6518475012456,10.0678438200872,11.2358511824039,20.5604228828133,19.5859044478916,21.534941317735,14.9622859084735,14.2710635650485,15.6535082518985
120,Gainesville,FL,3703,12.3216848831239,11.1894918688953,13.4538778973525,23.9958072308836,22.113029118521,25.8785853432463,17.4028594880896,16.0577079933057,18.7480109828735
122,Hudson,FL,2927,12.0787205628581,10.822219590666,13.3352215350501,26.853698932923,24.5276159375351,29.1797819283109,16.8005087008955,15.3189630812777,18.2820543205132
123,Jacksonville,FL,9972,12.9330587038457,12.2283815654523,13.6377358422392,23.8871318503629,22.7070348292375,25.0672288714883,16.7497096696717,15.9473194468409,17.5520998925026
124,Lakeland,FL,1987,12.4933623421159,10.9508269516238,14.0358977326079,28.6709789265138,25.7690754752121,31.5728823778155,15.6106924730977,13.8840062827398,17.3373786634555
127,Miami,FL,8396,13.4413613065102,12.6711561965241,14.2115664164964,20.2322848834094,19.0272856390638,21.4372841277549,18.499743074319,17.5924046347833,19.4070815138546
129,Ocala,FL,7033,11.4399747495647,10.6407042734611,12.2392452256683,24.2625401213507,22.868690736463,25.6563895062384,15.0018312193304,14.0896259583505,15.9140364803103
130,Orlando,FL,22433,11.6845976569779,11.2399651517119,12.1292301622438,25.0454094276065,24.2506477169356,25.8401711382774,16.2837298756898,15.7582505509304,16.8092092004492
131,Ormond Beach,FL,3052,9.81152073642812,8.7012426453142,10.9217988275421,20.9773904015004,18.9493032150142,23.0054775879866,14.983113798642,13.6108885360334,16.3553390612506
133,Panama City,FL,1669,11.1071260499662,9.49342872942341,12.720823370509,27.4239063935181,24.2944105344878,30.5534022525484,14.8828460142922,13.0192189126415,16.7464731159428
134,Pensacola,FL,5860,11.3053245756662,10.4434612971939,12.1671878541384,20.7405108762105,19.3068464913246,22.1741752610963,16.7909631605699,15.7407536757299,17.8411726454099
137,Sarasota,FL,5606,8.53313885959685,7.77525893418298,9.29101878501072,18.3120092307262,16.8998755517552,19.7241429096971,13.0014458491834,12.0646782457087,13.9382134526581
139,St. Petersburg,FL,2310,14.2913848159692,12.7655221948082,15.8172474371301,23.6401676517796,20.9826887105581,26.2976465930012,17.3816156523576,15.6949999773052,19.06823132741
140,Tallahassee,FL,3517,12.125555912666,10.9860591349005,13.2650526904316,20.796063668866,18.9840479894052,22.6080793483268,17.6842979440062,16.3044564046555,19.064139483357
141,Tampa,FL,5594,13.0865034694094,12.1429696381519,14.0300373006669,26.4163799111266,24.7418210139143,28.0909388083389,17.035259590832,15.9576307381697,18.1128884434943
142,Albany,GA,1010,11.8635721761379,9.79206579437386,13.9350785579019,19.6114131020583,16.3393217798735,22.8835044242432,16.4166906293855,13.963239215823,18.870142042948
144,Atlanta,GA,23992,10.2956708815881,9.89070133786478,10.7006404253114,17.2842318483633,16.6618737733097,17.906589923417,16.4256918513253,15.9136371766026,16.9377465260481
145,Augusta,GA,3459,10.2554833666253,9.19312585599344,11.3178408772572,21.1328303877833,19.2804561318643,22.9852046437023,14.95528075905,13.6698491648202,16.2407123532799
146,Columbus,GA,1655,10.4436402636842,8.9263373867378,11.9609431406306,20.3954104458375,17.7421762107773,23.0486446808977,15.8841843445822,13.9999293875139,17.7684393016504
147,Macon,GA,3911,11.2842466806101,10.2462386428518,12.3222547183683,24.8735916006224,23.0374760354565,26.7097071657884,16.5532665249125,15.2913255287827,17.8152075210422
148,Rome,GA,1888,10.2638321079216,8.80820904773129,11.7194551681119,26.1323241721008,23.4061929568022,28.8584553873993,17.2936811015808,15.4076786347702,19.1796835683914
149,Savannah,GA,5244,10.7458020860654,9.85736485249186,11.6342393196388,19.9033571390139,18.5065543101384,21.3001599678894,15.0123829581366,13.9621857062845,16.0625802099887
150,Honolulu,HI,3257,8.62345314745069,7.61155878150376,9.63534751339762,31.6172424379181,29.3361027538889,33.8983821219472,14.0318901860458,12.742552875787,15.3212274963046
151,Boise,ID,3963,7.40899214573548,6.54424198465468,8.27374230681628,20.4746643670426,18.8404304992284,22.1088982348569,14.5599481445042,13.3540187364547,15.7658775525537
152,Idaho Falls,ID,1321,6.72880348754704,5.2983147148442,8.15929226024988,18.9283902706656,16.155432615696,21.7013479256351,12.0487284766539,10.1457366262702,13.9517203270376
154,Aurora,IL,1249,10.6213282682775,8.78842288064083,12.4542336559141,30.6645068837599,26.8325156844554,34.4964980830644,15.873457702318,13.6397479235988,18.1071674810371
155,Blue Island,IL,5237,12.2573606086704,11.3299078990073,13.1848133183336,27.9495777432465,26.1493567204073,29.7497987660856,15.8279862017928,14.7682657318912,16.8877066716944
156,Chicago,IL,7872,12.3425310555485,11.6057288459969,13.0793332651001,24.5960174967856,23.1174054766227,26.0746295169486,15.1060431852689,14.2797688157924,15.9323175547455
158,Elgin,IL,4563,10.5407530831115,9.58164241599101,11.499863750232,27.9301237979231,25.9443849330766,29.9158626627696,14.3876268535007,13.2720620387288,15.5031916682726
161,Evanston,IL,6540,9.89104103475528,9.13699589463904,10.6450861748715,25.7411667440765,23.9867549249905,27.4955785631625,13.80442159399,12.9119045260148,14.6969386619651
163,Hinsdale,IL,2658,11.2498820101169,9.9660948406288,12.5336691796049,31.0354898669686,28.2930815035813,33.7778982303559,15.4322524199392,13.9311083572881,16.9333964825903
164,Joliet,IL,4424,11.847135588059,10.822928279031,12.871342897087,28.0931274562751,26.1475886272436,30.0386662853066,15.1126768290052,13.9588124683997,16.2665411896108
166,Melrose Park,IL,7022,10.7474835421448,9.98487688673278,11.5100901975569,30.0720771294326,28.3734179338416,31.7707363250236,15.0344244899413,14.1314653972428,15.9373835826398
170,Peoria,IL,4219,10.9225810947086,9.9200475157515,11.9251146736658,31.0193853222971,28.9128596402289,33.1259110043652,15.5753080307362,14.3797547986044,16.7708612628681
171,Rockford,IL,4567,10.6916468933939,9.73315878263543,11.6501350041524,28.1124824191424,26.1631680751666,30.0617967631181,16.6679507256485,15.4742447431718,17.8616567081253
172,Springfield,IL,6553,11.3383685265696,10.5175358203992,12.1592012327401,27.2808303883213,25.7732747952797,28.788385981363,17.2914975983008,16.2797032444197,18.3032919521818
173,Urbana,IL,2265,11.9533411368413,10.5222147528499,13.3844675208328,30.0859111119532,27.2968021712175,32.8750200526889,18.3141522229117,16.5456961246925,20.082608321131
175,Bloomington,IL,998,10.0888388736324,8.08108075687767,12.0965969903872,28.922869446688,24.8632984325959,32.9824404607801,14.4400623056739,12.0480626068216,16.8320620045262
179,Evansville,IN,5263,11.1170836909587,10.2052221642327,12.0289452176847,24.4538620321103,22.7861790182034,26.1215450460171,16.1955870441484,15.0983763372196,17.2927977510772
180,Fort Wayne,IN,4253,10.3697674149577,9.3941484762529,11.3453863536625,22.5703065410388,20.7286627960151,24.4119502860625,15.5872603351549,14.3935328036477,16.780987866662
181,Gary,IN,3557,12.0217335359103,10.8932897631976,13.1501773086231,20.8258188667733,19.0183406579596,22.633297075587,15.9110681495756,14.6094024493319,17.2127338498192
183,Indianapolis,IN,15861,9.37407819665547,8.89470500229078,9.85345139102017,23.0915959727101,22.1363793997265,24.0468125456936,15.2392432332785,14.6289104286693,15.8495760378878
184,Lafayette,IN,1312,11.3411989036605,9.49520170572098,13.1871961016001,26.8750519268429,23.2401245697536,30.5099792839323,17.4851272233354,15.2004039328195,19.7698505138512
185,Muncie,IN,1275,9.93652286116437,8.1875637153805,11.6854820069482,30.7518176325433,27.0492421170771,34.4543931480095,12.7547745088435,10.7784017228432,14.7311472948437
186,Munster,IN,2293,12.3396266864988,10.9242675044062,13.7549858685914,24.219536243307,21.7875595615964,26.6515129250175,16.3934260355265,14.7558727822654,18.0309792887876
187,South Bend,IN,3863,10.7474944314497,9.70716383415233,11.7878250287472,19.0916891648381,17.4029612583522,20.7804170713239,16.6158202778766,15.3244544211776,17.9071861345757
188,Terre Haute,IN,1372,11.4124914735992,9.60410678178867,13.2208761654097,32.631594402131,28.753575571447,36.5096132328149,15.4259118532497,13.3295065519218,17.5223171545776
190,Cedar Rapids,IA,1809,10.3665936711584,8.86869223861059,11.8644951037062,26.0788559019812,23.198876848177,28.9588349557853,15.2428218570199,13.4313274670791,17.0543162469607
191,Davenport,IA,3683,10.8397683669552,9.76668604632806,11.9128506875824,27.7039900019256,25.6413103903027,29.7666696135486,16.4883735797581,15.1679280856552,17.8088190738609
192,Des Moines,IA,7357,9.67220826581357,8.95670247227575,10.3877140593514,34.0752612849004,32.4601694900391,35.6903530797616,15.0392464674767,14.1488634437888,15.9296294911647
193,Dubuque,IA,849,7.69468896395268,5.79458717858889,9.59479074931647,25.558800475818,21.3696253098975,29.7479756417386,16.333425636853,13.5781410249202,19.0887102487858
194,Iowa City,IA,2264,9.68197827501105,8.38475931247806,10.979197237544,25.4176281920033,22.9329046925262,27.9023516914804,14.1203062043221,12.5584704453611,15.6821419632831
195,Mason City,IA,1485,10.473528717936,8.82467073915591,12.122386696716,33.4209932960831,29.7929987575321,37.0489878346341,15.8459408701087,13.8199374636994,17.871944276518
196,Sioux City,IA,1915,10.1029395615136,8.65874767213452,11.5471314508926,39.9295440649195,36.5491445730962,43.3099435567428,13.8220028890403,12.1386422476774,15.5053635304031
197,Waterloo,IA,1874,11.3114181665909,9.78514629094919,12.8376900422327,40.5139697941891,36.8705092861504,44.1574303022278,19.0053480278258,17.0282977144637,20.9823983411878
200,Topeka,KS,3472,9.17956158416087,8.1690335179243,10.1900896503974,30.842467169383,28.549421100058,33.135513238708,14.046447502663,12.7976142990071,15.2952807063189
201,Wichita,KS,9955,9.74374166366428,9.12864507932273,10.3588382480058,31.2420346384016,29.8932072215339,32.5908620552693,14.1066344221096,13.367419669248,14.8458491749712
203,Covington,KY,1888,12.8481100446169,11.2123441610942,14.4838759281396,28.5952126680067,25.5376190481684,31.6528062878451,17.6229547758868,15.7128335890061,19.5330759627675
204,Lexington,KY,7492,11.8456939660367,11.0502734610079,12.6411144710656,26.6024665062144,25.1716664817364,28.0332665306924,18.4257489617014,17.4384398057125,19.4130581176902
205,Louisville,KY,11049,11.3214577810087,10.6902836550019,11.9526319070155,21.8980692270251,20.7638672845123,23.0322711695378,15.950398364038,15.2022194129786,16.6985773150973
207,Owensboro,KY,952,10.8800209255593,8.76854703211173,12.9914948190068,24.0223587297981,20.1651016465866,27.8796158130096,14.5631069085414,12.1244549346792,17.0017588824036
208,Paducah,KY,3015,11.8656886167619,10.6117687094383,13.1196085240856,28.0665065123872,25.7643948984335,30.3686181263409,15.0676980394017,13.6613795557242,16.4740165230792
209,Alexandria,LA,2085,11.4302817993821,9.98112940611745,12.8794341926468,16.0587360116895,13.9878249864402,18.1296470369388,15.9477481130803,14.2348429352139,17.6606532909466
210,Baton Rouge,LA,3182,10.2348298336275,9.14207748819877,11.3275821790562,19.020232204246,17.1608920027763,20.8795724057157,15.922687598054,14.5527879099454,17.2925872861627
212,Houma,LA,1488,11.4707549920003,9.75146149796807,13.1900484860326,19.6465514921666,17.0325096479594,22.2605933363738,15.9132238833886,13.8872209432743,17.9392268235028
213,Lafayette,LA,4132,10.7970052606563,9.80924160699169,11.784768914321,17.6295511241114,16.1214944108839,19.137607837339,16.0495138410989,14.8405213078639,17.258506374334
214,Lake Charles,LA,1684,12.6674211875116,10.9741557165796,14.3606866584436,19.7762772767235,17.3149193455033,22.2376352079436,18.4937377782586,16.4448951660998,20.5425803904173
216,Metairie,LA,1839,11.7716622282917,10.2125700022759,13.3307544543076,16.2599582498334,14.0965143870734,18.4234021125935,17.4794218916265,15.5761070634272,19.3827367198258
217,Monroe,LA,1663,11.9249572678243,10.2845001439305,13.5654143917181,24.1267151744494,21.1826703666438,27.0707599822551,17.5037627555145,15.5096870878431,19.4978384231858
218,New Orleans,LA,1493,11.9591581016492,10.2805884261235,13.637727777175,17.0069357079018,14.4428130934797,19.5710583223239,17.754165581475,15.6856294102586,19.8227017526913
219,Shreveport,LA,4130,10.685027558366,9.70644160191496,11.6636135148171,19.0634318047551,17.3806271800429,20.7462364294674,15.0792462277935,13.9109695225744,16.2475229330126
220,Slidell,LA,1047,12.6516732232169,10.4683945006572,14.8349519457766,18.2827001124202,15.3170495389925,21.2483506858478,19.8973541795596,17.1668910388757,22.6278173202435
221,Bangor,ME,2825,11.0534714622903,9.81294839014241,12.2939945344382,27.5933378365864,25.1649420463136,30.0217336268592,18.0375516552047,16.4580692360423,19.617034074367
222,Portland,ME,6615,10.0765720617664,9.3054609405108,10.8476831830219,22.6751011156817,21.2278314571368,24.1223707742265,16.9580958529327,15.9600111855321,17.9561805203332
223,Baltimore,MD,15437,,,,18.3472867023659,17.508948982028,19.1856244227038,14.679088140727,14.0830456936558,15.2751305877983
225,Salisbury,MD,4885,,,,18.3090824034094,16.8537209735396,19.7644438332793,16.4286417159668,15.2830122267554,17.5742712051783
226,Takoma Park,MD,3490,,,,19.444449896978,17.5170876238872,21.3718121700688,13.5967307539498,12.415508343792,14.7779531641076
227,Boston,MA,27549,11.0527669957443,10.6593415118987,11.4461924795898,22.9959990453836,22.2479069931816,23.7440910975857,15.9162394669003,15.4444950191802,16.3879839146204
230,Springfield,MA,3859,11.6574383082051,10.5851013586433,12.7297752577668,26.2397709989986,24.078008910139,28.4015330878582,16.801413745296,15.5127330954111,18.0900943951808
231,Worcester,MA,2994,12.5289489513018,11.2470975604241,13.8108003421795,26.4808068696398,24.0286498373709,28.9329639019088,17.2542966787008,15.7538468563231,18.7547465010785
232,Ann Arbor,MI,7150,12.3275145827754,11.5153202384856,13.1397089270652,27.2209845038395,25.7209037573827,28.7210652502964,17.5417803297339,16.5724106781664,18.5111499813014
233,Dearborn,MI,3005,12.9593025277679,11.6780302651161,14.2405747904197,25.889519448932,23.6359233562289,28.1431155416351,17.0461894731262,15.575372841967,18.5170061042854
234,Detroit,MI,8531,13.3063031180587,12.5590119669589,14.0535942691586,24.7281510223325,23.4090415725225,26.0472604721426,17.89880834587,17.0239511527899,18.7736655389501
235,Flint,MI,3188,12.2130958996348,11.0071336098147,13.4190581894549,29.3669818947673,27.12479050999,31.6091732795447,17.0430956170797,15.6161274904179,18.4700637437414
236,Grand Rapids,MI,4514,10.1922203138943,9.25774727865847,11.1266933491302,22.4823594406546,20.7887876002631,24.175931281046,16.7181086346497,15.5224058358263,17.9138114334731
238,Kalamazoo,MI,4160,10.1592451803338,9.18414444159749,11.1343459190702,24.4445821847932,22.6565453233634,26.2326190462231,16.7978821917956,15.5463052447138,18.0494591388774
239,Lansing,MI,3909,10.6734775838069,9.64031163235407,11.7066435352597,23.4647502998723,21.6338810577472,25.2956195419974,16.4636167349467,15.1830728809329,17.7441605889604
240,Marquette,MI,1474,9.64855229348355,8.03872723565329,11.2583773513138,26.6108108378777,23.4713169771362,29.7503046986192,16.9965813813957,14.8682727455769,19.1248900172146
242,Muskegon,MI,1539,8.44934051551832,6.9912515306289,9.90742950040773,23.4995317537309,20.5806560166623,26.4184074907996,16.5966874015127,14.5556045817088,18.6377702213166
243,Petoskey,MI,1543,9.74103261565706,8.17164503628103,11.3104201950331,27.0725508683088,24.09697046554,30.0481312710777,17.3520886431846,15.2628651923905,19.4413120939787
244,Pontiac,MI,2561,11.70200000831,10.3843658310585,13.0196341855615,22.4538822210747,20.1902721801155,24.7174922620338,16.4513103997477,14.8872190903637,18.0154017091318
245,Royal Oak,MI,4108,13.0484613182316,11.9648144599508,14.1321081765124,22.6702840543673,20.8268612022453,24.5137069064892,17.0274372407786,15.7836700071142,18.271204474443
246,Saginaw,MI,5461,12.0103015113746,11.0905101389616,12.9300928837875,27.5655223608754,25.8981690029301,29.2328757188207,18.2805451465896,17.1463704774232,19.414719815756
248,St. Joseph,MI,981,7.36621994390321,5.68786082100831,9.04457906679811,21.9839977821246,18.4301070116599,25.5378885525892,14.5072320861423,12.1459023882535,16.8685617840311
249,Traverse City,MI,2066,9.62105088851852,8.26717854046041,10.9749232365766,24.1425177819042,21.7086738199963,26.5763617438121,17.5350162253414,15.713482382917,19.3565500677658
250,Duluth,MN,1639,10.1721099301274,8.6199904693896,11.7242293908653,31.4543125369041,27.9299907403874,34.9786343334209,15.9120446971312,13.97414105308,17.8499483411824
251,Minneapolis,MN,9281,9.41079786871306,8.78830374102679,10.0332919963993,33.3561824046099,31.8414846417893,34.8708801674305,15.5246597832363,14.7250209404582,16.3242986260144
253,Rochester,MN,2024,9.94389564588277,8.57932022088568,11.3084710708799,36.5544863900755,33.2705610022003,39.8384117779507,16.604734779757,14.8397191480693,18.3697504114447
254,St. Cloud,MN,736,10.8013045783214,8.44902047015366,13.1535886864892,29.7759713370388,24.8435747196609,34.7083679544166,16.1867993731849,13.3026060303265,19.0709927160433
256,St. Paul,MN,2767,10.9576236852794,9.72986860569376,12.1853787648651,36.5387847632534,33.7012548123323,39.3763147141745,16.2753635398756,14.7782358493885,17.7724912303628
257,Gulfport,MS,1329,12.4687633380576,10.5719464429883,14.3655802331268,15.6667296242741,13.1678464883093,18.165612760239,17.9680663156281,15.6900414374455,20.2460911938108
258,Hattiesburg,MS,2062,12.2855836043165,10.7717030782036,13.7994641304294,20.5442883871629,18.0846017761466,23.0039749981792,15.7406763747718,14.0266916139633,17.4546611355803
259,Jackson,MS,6159,11.2592670823735,10.4441608660724,12.0743732986747,18.5510522408175,17.2242547202241,19.8778497614109,15.5781660654159,14.6121381945795,16.5441939362524
260,Meridian,MS,1456,10.6218731934066,8.99121333067884,12.2525330561345,15.5395061792347,12.9278029221537,18.1512094363157,14.0083075534438,12.1226023084462,15.8940127984413
261,Oxford,MS,920,12.0405837843117,9.81063646097892,14.2705311076445,19.144462284157,15.7332671862527,22.5556573820614,16.8406359177071,14.1979091780691,19.483362657345
262,Tupelo,MS,2669,9.75807715303794,8.57421792093573,10.9419363851402,22.0070405171075,19.791406066052,24.2226749681629,14.8280949262141,13.3676209055625,16.2885689468658
