HRR ID,HRR name,State,Number of patients in CHF cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an ambulatory visit within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
104,Fort Collins,CO,181,16.1067175074752,10.2444704927084,21.968964522242,64.8932427842114,50.9322435900325,78.8542419783904,79.4542317860611,63.9584883389088,94.9499752332134,20.6095796696531,13.9687193777522,27.2504399615539
105,Grand Junction,CO,150,10.0381113438084,4.95812610371415,15.1180965839026,57.5603138676686,43.3465547854724,71.7740729498648,63.1218549858975,48.2278573986639,78.0158525731312,22.1356147707379,14.5831155431783,29.6881139982975
106,Greeley,CO,209,18.6900070661257,12.8241262669643,24.5558878652871,68.8513854865258,55.6185752184097,82.084195754642,80.9542073586538,66.5888782240007,95.3195364933069,25.9610281877804,19.036645208568,32.8854111669928
107,Pueblo,CO,98,,,,74.0184031064183,55.4433157393504,92.5934904734862,82.5680371104766,62.9428604316363,102.193213789317,,,
109,Bridgeport,CT,525,17.3242763780239,13.7647642361085,20.8837885199393,43.4992193714577,36.7377828910507,50.2606558518648,70.9806973907013,62.336066562362,79.6253282190407,23.234322902295,19.1281849474558,27.3404608571343
110,Hartford,CT,1426,18.5162150152415,16.2783679039848,20.7540621264982,38.6857625351503,34.73315837254,42.6383666977607,66.0461780323466,60.8681576746107,71.2241983900826,23.3665991685207,20.856854945005,25.8763433920364
111,New Haven,CT,1387,19.840760956889,17.4914575165513,22.1900643972267,41.6185416681259,37.4879655844294,45.7491177518223,72.5007657348866,67.0353233948721,77.9662080749012,24.9514839832218,22.3223398083789,27.5806281580648
112,Wilmington,DE,783,18.8204584616539,15.7882754361698,21.852641487138,46.3039972007264,40.9091228180326,51.6988715834202,70.8124582411457,64.1655069263453,77.4594095559462,23.4267410118607,20.0417381811602,26.8117438425611
113,Washington,DC,1920,19.8183205856239,17.8412177071532,21.7954234640946,37.7724167754543,34.5505032271485,40.9943303237602,62.9680344339592,58.8240854677551,67.1119834001634,23.6479115564406,21.4984861035659,25.7973370093153
115,Bradenton,FL,294,17.7645821682755,12.9361137331207,22.5930506034303,40.0354039517484,31.4222692349705,48.6485386685262,63.8634921070294,52.9686292400353,74.7583549740236,21.51295213754,16.2006128140818,26.8252914609982
116,Clearwater,FL,450,21.4674422550546,17.1730594204383,25.7618250896709,44.0814501314609,36.5896510149672,51.5732492479547,67.2165864028664,57.9470750718575,76.4860977338752,27.6672525337019,22.7974509910866,32.5370540763171
118,Fort Lauderdale,FL,2060,22.0719108184356,20.039334304582,24.1044873322891,39.1726926940158,36.0512036885242,42.2941816995073,71.4779368592959,67.2596090731811,75.6962646454107,26.6665057049176,24.4358321946596,28.8971792151756
119,Fort Myers,FL,1290,20.1036869051135,17.6552895524271,22.5520842577999,38.1449342157286,34.4067306625872,41.88313776887,63.2319388677408,58.4223436135653,68.0415341219163,24.0777559400966,21.3930740103212,26.7624378698721
120,Gainesville,FL,592,20.9172330441697,17.2355240048764,24.598942083463,47.4541940269861,41.1547470296563,53.7536410243159,66.615483217983,59.1515019526102,74.0794644833559,24.6698307858452,20.668118928924,28.6715426427663
122,Hudson,FL,403,22.1020670314695,17.5101507688347,26.6939832941042,43.4529226684594,35.9832187478741,50.9226265890447,63.5623777801054,54.524230666028,72.6005248941828,25.6750766151638,20.7165892923895,30.6335639379381
123,Jacksonville,FL,1278,20.7051490888382,18.2122109810341,23.1980871966423,37.566851789807,33.7337734998075,41.3999300798066,63.5644850372873,58.585011397118,68.5439586774566,26.6609308975648,23.8311410046021,29.4907207905275
124,Lakeland,FL,313,20.0654421928578,15.1105463272323,25.0203380584833,47.5084011484436,38.670177300613,56.3466249962743,61.7436382628072,51.6588440132154,71.828432512399,23.2951175324951,17.9512024635541,28.6390326014361
127,Miami,FL,1454,23.1384053632431,20.664290502365,25.6125202241212,26.374775347252,23.4098890106911,29.3396616838129,58.0197550864419,53.6099322725011,62.4295779003827,28.4433308881383,25.7034205289423,31.1832412473343
129,Ocala,FL,747,19.891254301811,16.6973264110227,23.0851821925992,46.8289837317638,41.2012960695708,52.4566713939567,68.3846592752671,61.5975872931058,75.1717312574284,23.2393014655283,19.7762727755492,26.7023301555075
130,Orlando,FL,3283,20.7419134164145,19.1840429921207,22.2997838407084,42.044855940373,39.5172910861205,44.5724207946256,69.6043423032955,66.3533740573416,72.8553105492494,25.3608803644033,23.6365523469873,27.0852083818193
131,Ormond Beach,FL,316,18.3742987447908,13.6454780408152,23.1031194487664,38.770696485659,31.1333573316221,46.4080356396958,72.7228283955191,62.2715272747312,83.1741295163071,24.1115194145518,18.6905887317526,29.5324500973511
133,Panama City,FL,299,23.3748157977212,17.8989190761671,28.8507125192754,50.0208056651409,40.8384453986491,59.2031659316327,66.1304764789879,55.5824976467869,76.678455311189,29.4878189492639,23.3267313079912,35.6489065905365
134,Pensacola,FL,848,21.1501278493742,18.0603104405788,24.2399452581697,42.5712197957856,37.6373333601714,47.5051062313999,60.3359444029307,54.4668760232637,66.2050127825978,26.7573816075899,23.2765200132445,30.2382432019353
137,Sarasota,FL,595,18.3631035545761,14.9157255550651,21.810481554087,34.3090127355851,28.584681589195,40.0333438819753,69.6598675176012,61.5004397928121,77.8192952423903,25.264577156048,21.2214027462144,29.3077515658816
139,St. Petersburg,FL,311,20.9056585340705,15.8233240310059,25.9879930371352,41.7260385657421,33.245532830336,50.2065443011483,62.6501994998853,52.2349151909086,73.065483808862,25.9110446655999,20.2681949384248,31.553894392775
140,Tallahassee,FL,523,18.6156486814299,14.9299382841588,22.3013590787011,43.286336160539,36.872942844255,49.699729476823,61.8697475261235,54.2155872076491,69.5239078445979,26.8982034031732,22.4739991131205,31.3224076932258
141,Tampa,FL,848,21.6841249395381,18.5509181369173,24.817331742159,41.7638502501371,36.6774946541187,46.8502058461555,65.2025543940331,58.8365320531729,71.5685767348933,25.3079916133944,21.925049836749,28.6909333900399
142,Albany,GA,135,20.4965548191207,12.9045246692213,28.0885849690201,43.0849496833445,30.3541605954558,55.8157387712332,52.6582632487336,38.6131345613405,66.7033919361268,27.6764059985692,18.8765824093247,36.4762295878138
144,Atlanta,GA,3539,19.3471690753132,17.899359513637,20.7949786369894,37.7484101095223,35.489729231846,40.0070909871985,65.8653285824109,62.8863653697889,68.8442917950329,25.2205544575192,23.5691376645402,26.8719712504981
145,Augusta,GA,487,18.7032699462327,14.8813665999185,22.5251732925469,49.9417769959081,42.7058443184376,57.1777096733785,68.6258850280892,60.1695190728906,77.0822509832878,26.7641171403145,22.198263060315,31.329971220314
146,Columbus,GA,279,14.853464978852,10.3612637454803,19.3456662122237,47.9730343438202,38.7529139791861,57.1931547084544,68.3562990749843,57.3803652895127,79.3322328604558,26.6073824713629,20.6253133388413,32.5894516038845
147,Macon,GA,593,23.7886399767134,19.8758952680063,27.7013846854205,48.1098596097327,41.9587108549714,54.2610083644941,70.3064511832483,62.8982426491742,77.7146597173223,27.2424238597403,23.0601928781963,31.4246548412843
148,Rome,GA,292,16.1275378701772,11.5167492485191,20.7383264918353,63.3088741698471,53.3420955306887,73.2756528090054,73.2747725762597,62.5402178346246,84.0093273178947,25.2208161194713,19.435144545854,31.0064876930887
149,Savannah,GA,575,16.4088189745212,13.1091407364972,19.7084972125452,44.3161855040108,38.1742755479142,50.4580954601074,66.6448948677109,59.1407424873769,74.1490472480449,21.7584003773229,17.9591513341672,25.5576494204787
150,Honolulu,HI,409,15.9742968147855,12.09081619007,19.8577774395009,52.0619757012959,44.4562534095079,59.6676979930838,71.91498506059,62.9644370693965,80.8655330517834,23.4557748971614,18.7390119110909,28.1725378832319
151,Boise,ID,336,17.0541504351887,12.6267507167509,21.4815501536265,56.8074576521108,48.0595554838397,65.5553598203818,68.006250888911,58.4116646632267,77.6008371145952,24.6210369291289,19.2919171131363,29.9501567451215
152,Idaho Falls,ID,91,,,,49.5058779717082,32.8651094360723,66.146646507344,65.4712951689915,46.3419216701432,84.6006686678398,,,
154,Aurora,IL,148,20.244260646559,12.9999450120178,27.4885762811002,58.5258098173497,44.6151078298374,72.436511804862,76.4431255563401,60.5613335543072,92.3249175583731,23.0206240887566,15.2825353465308,30.7587128309825
155,Blue Island,IL,1001,21.3666961256837,18.5105908267469,24.2228014246205,40.1036263565646,35.5578912707574,44.6493614423719,57.6361173682698,52.2010001482593,63.0712345882803,24.6228541013376,21.5644505481534,27.6812576545218
156,Chicago,IL,1750,21.1431095432848,19.008815481013,23.2774036055566,37.3678878278329,33.9714149923518,40.7643606633141,55.0042375314788,50.9030163042842,59.1054587586734,24.580791720199,22.2943483298899,26.8672351105081
158,Elgin,IL,635,19.6269353922994,16.1723357664853,23.0815350181134,47.015311076008,40.8444900052159,53.1861321468002,65.2660633059221,57.9888643335211,72.543262278323,23.3669030859086,19.589454505611,27.1443516662062
161,Evanston,IL,893,21.1861885163174,18.1576717726681,24.2147052599667,46.4442683544453,40.9549066250495,51.9336300838412,69.0926157044938,62.3717581773174,75.8134732316702,26.4808860753748,23.1023187098137,29.8594534409359
163,Hinsdale,IL,357,18.0389104114976,13.6193773606807,22.4584434623145,50.5708559772578,41.9436650304275,59.1980469240882,66.6468552754458,56.7154047859329,76.5783057649587,22.8075486026854,17.8405713514339,27.7745258539369
164,Joliet,IL,739,20.3679963699816,17.1084380882797,23.6275546516835,44.2621929340847,38.7753946529884,49.7489912151811,67.5344578722083,60.753063500854,74.3158522435626,26.4135512369616,22.6966416136673,30.1304608602558
166,Melrose Park,IL,1170,19.0482461486546,16.5425143828547,21.5539779144544,50.287245151176,45.5777228177316,54.9967674846204,67.0496912981175,61.6022650175345,72.4971175787004,23.0337759181742,20.2811634742732,25.7863883620753
170,Peoria,IL,669,19.9775046014999,16.5822566938897,23.3727525091101,54.0098629457259,47.5069759123135,60.5127499791382,70.724140601885,63.2719200281807,78.1763611755893,24.0716908871202,20.3417437407141,27.8016380335264
171,Rockford,IL,766,16.2489300261675,13.388903920905,19.10895613143,57.4357160739014,51.142637965498,63.7287941823049,70.3097195129093,63.3405174249738,77.2789216008447,20.8753295955522,17.6305078008765,24.120151390228
172,Springfield,IL,989,19.1899695664653,16.4540743804405,21.9258647524902,53.9950167007734,48.558882791966,59.4311506095808,70.3080243445341,64.0953525032915,76.5206961857768,24.922096443805,21.8013563435564,28.0428365440536
173,Urbana,IL,436,21.1513182484351,16.8291706119501,25.4734658849201,60.7410162365612,52.1935526352859,69.2884798378364,75.2074650177124,65.6924078732592,84.7225221621656,30.4482905694028,25.2539308602268,35.6426502785789
175,Bloomington,IL,129,,,,65.8271884132571,49.1706115890465,82.4837652374677,76.8281716687472,58.8300348276044,94.82630850989,25.0023972250783,16.3395085594298,33.6652858907269
179,Evansville,IN,782,19.6138191218906,16.5058798669067,22.7217583768744,52.3044271063073,46.3657954509745,58.2430587616402,65.7766230711562,59.1102157835669,72.4430303587455,23.7029084560367,20.2780013305045,27.1278155815688
180,Fort Wayne,IN,602,22.3257138915648,18.5455639469056,26.1058638362241,41.1710541355412,35.1396067649085,47.2025015061738,68.5880863587758,60.8006120786148,76.3755606389369,29.4264139581286,25.0789391152062,33.7738888010511
181,Gary,IN,615,19.3760944854424,15.9092713036065,22.8429176672784,34.2627482663807,28.9201843903778,39.6053121423836,59.1400168237697,52.1373698341908,66.1426638133486,25.6575276295341,21.6693700069811,29.645685252087
183,Indianapolis,IN,2379,17.2122151306517,15.5440801755547,18.8803500857486,50.6468217839192,47.2479580507734,54.045685517065,70.2335326196851,66.2278583041494,74.2392069352208,24.271668015611,22.2894817943361,26.2538542368859
184,Lafayette,IN,170,19.5161582071034,12.8573971421553,26.1749192720515,55.8506112688916,42.5757636143849,69.1254589233982,68.9821707643225,54.2300898715949,83.7342516570502,27.2993602010251,19.4102209041852,35.188499497865
185,Muncie,IN,191,15.6900428601261,10.075433130353,21.3046525898993,55.6392719387164,44.0796799198896,67.1988639575432,72.09697693194,58.9197445128095,85.2742093510705,22.1016278195755,15.4173316037108,28.7859240354403
186,Munster,IN,443,17.850034872645,13.9137946524462,21.7862750928439,25.6817696220821,19.982309545984,31.3812296981801,54.2631429965237,45.9833582887065,62.5429277043408,19.1422495722515,15.0727633481318,23.2117357963712
187,South Bend,IN,629,16.0784436852113,12.9427083974248,19.2141789729978,46.5686932368045,40.3146580406976,52.8227284329114,69.4011655946714,61.7611683006876,77.0411628886553,23.91980849813,20.0918418945169,27.7477751017432
188,Terre Haute,IN,226,18.624627288543,12.9918962190046,24.2573583580815,50.0689194290845,38.9573094606628,61.1805293975063,68.5604944186798,55.5696278130162,81.5513610243435,20.9213237083852,14.9400138468825,26.9026335698878
190,Cedar Rapids,IA,272,16.6196941384786,11.7637593995832,21.4756288773739,61.0983220506144,50.0271799819818,72.169464119247,79.8936293646341,67.1923804317052,92.5948782975629,24.3955063483638,18.5098630191167,30.2811496776109
191,Davenport,IA,502,21.4085354643238,17.3520386318873,25.4650322967602,61.5098361943017,53.4184271869642,69.6012452016393,73.7658329072813,64.9010010304768,82.6306647840857,26.6737632137392,22.1404623562968,31.2070640711815
192,Des Moines,IA,961,17.660813469867,14.9981062082563,20.3235207314778,54.8202517256705,49.2716766982291,60.3688267531119,70.4792169990171,64.1740510246921,76.784382973342,22.8988223812964,19.8659987012394,25.9316460613535
193,Dubuque,IA,108,,,,57.8324993662958,38.9405495733059,76.7244491592858,70.3870802777021,49.5890271265778,91.1851334288264,22.4387532183069,13.4613822296229,31.4161242069909
194,Iowa City,IA,324,21.7200694469925,16.6318215606366,26.8083173333485,59.1899996852875,49.3143684228965,69.0656309476785,72.1968257118616,61.2794178891714,83.1142335345517,27.0958889519154,21.4021198830828,32.789658020748
195,Mason City,IA,168,19.097309967922,12.4804296513599,25.7141902844842,53.5179370068919,40.1962388054315,66.8396352083523,69.9980049392091,54.7539949746702,85.2420149037479,28.0839287884264,20.0548632018819,36.1129943749709
196,Sioux City,IA,236,21.7759636801269,15.7994438227743,27.7524835374795,56.0979157645636,44.7572416552438,67.4385898738833,71.4983356914374,58.652021985239,84.3446493976358,22.1813010414746,16.1523547417585,28.2102473411906
197,Waterloo,IA,264,21.277387656247,15.7044990275796,26.8502762849145,52.4070130219483,42.1862153329554,62.6278107109413,65.5139158045001,54.0744865442017,76.9533450647985,27.7752381941624,21.4035805400569,34.1468958482679
200,Topeka,KS,405,18.3005329179724,14.1308411886155,22.4702246473293,65.1521892433568,55.7636241735016,74.540754313212,72.2518488813693,62.361124365283,82.1425733974556,21.6216784622724,17.07822745156,26.1651294729848
201,Wichita,KS,1196,18.8495092275825,16.3865066885117,21.3125117666533,52.5171456548481,47.4885099611498,57.5457813485463,69.2002771032451,63.4221365018799,74.9784177046103,21.1655011368524,18.5522306923513,23.7787715813535
203,Covington,KY,347,19.0614732773693,14.46271515206,23.6602314026785,55.5457966746313,46.3446224618287,64.7469708874338,71.1528838433494,60.7581750855162,81.5475926011827,23.2698178711967,18.1705942019612,28.3690415404322
204,Lexington,KY,1410,22.0369479025482,19.5837834135683,24.4901123915282,48.0152325842772,43.965389201168,52.0650759673865,62.0427425160155,57.4333633074887,66.6521217245423,27.0024591838045,24.2766922768722,29.7282260907368
205,Louisville,KY,1748,19.3400937990624,17.2782474537364,21.4019401443884,42.2327058164421,38.6200604872513,45.8453511456328,57.5374586889384,53.3170195532201,61.7578978246567,24.0684414367293,21.7665788488509,26.3703040246078
207,Owensboro,KY,154,18.1670920505025,11.4379069849838,24.8962771160213,45.9155379766755,33.995481291213,57.835594662138,66.9150132651804,52.5190545152049,81.310972015156,22.2063704853036,14.7419826913189,29.6707582792882
208,Paducah,KY,452,19.315366653659,15.2565502996014,23.3741830077167,54.1947638538854,46.2774630217654,62.1120646860053,62.8741137037823,54.3498906688557,71.3983367387089,23.654796774811,19.1515851166866,28.1580084329354
209,Alexandria,LA,383,19.2350637780879,14.8524435173205,23.6176840388553,27.7618780551351,21.560909186675,33.9628469235952,46.0717984972023,38.1212629755913,54.0223340188133,26.8052318995295,21.6284838590059,31.9819799400531
210,Baton Rouge,LA,520,17.950083470021,14.3213203672537,21.5788465727883,45.6423369811371,38.9744582625411,52.310215699733,66.5087182339805,58.4857940892464,74.5316423787146,24.8622919384779,20.6047240148682,29.1198598620876
212,Houma,LA,220,21.2196101842206,15.153021596365,27.2861987720761,47.5298121184146,37.5990899263589,57.4605343104703,73.2177850520783,60.9121734392526,85.5233966649041,29.4799238263726,22.3131161524448,36.6467315003005
213,Lafayette,LA,626,20.9244311058048,17.3548047050819,24.4940575065277,38.2395025518253,32.5412032882294,43.9378018154212,67.7729328039724,60.2039591630854,75.3419064448594,27.1743540287401,23.1131848924271,31.2355231650531
214,Lake Charles,LA,302,20.3521404253105,15.2860805645799,25.4182002860412,43.5576134349994,35.3426001532942,51.7726267167045,59.0634663966881,49.515380094136,68.6115526992402,26.6143745034775,20.8183551671647,32.4103938397904
216,Metairie,LA,270,20.0635614270871,14.7121638536467,25.4149590005274,35.3652657317308,27.1963061207229,43.5342253427387,66.4772585285463,55.2632136894826,77.69130336761,30.2982038944936,23.7402851834379,36.8561226055493
217,Monroe,LA,385,21.1918985753663,16.6050013231682,25.7787958275644,41.6079029313935,33.9020114701967,49.3137943925903,60.4521967787788,51.1716330678443,69.7327604897133,26.738480007976,21.5995095965148,31.8774504194371
218,New Orleans,LA,356,19.7914481076932,15.1877750974453,24.3951211179412,45.146203408306,37.2942910242283,52.9981157923837,66.1118899946926,56.6613479281468,75.5624320612385,27.7516026814409,22.3392828372718,33.16392252561
219,Shreveport,LA,868,21.8949850494185,18.7979215489333,24.9920485499038,42.2845646602642,37.1047054893818,47.4644238311465,61.7598934786826,55.5255326497687,67.9942543075965,25.7174213222624,22.3718479212809,29.0629947232438
220,Slidell,LA,156,26.2451602560667,18.2115016552905,34.2788188568429,32.8564215203009,23.256447096775,42.4563959438268,54.5861884151546,42.2321709895487,66.9402058407604,30.7803161704293,22.0725144953271,39.4881178455314
221,Bangor,ME,448,17.0605341280996,13.2248582700223,20.8962099861769,48.3799746350632,40.8361225541476,55.9238267159789,65.7316243373522,56.924714519285,74.5385341554195,25.9195989050183,21.1822493861267,30.65694842391
