GEOID,HRR name,State,Fee-for-service Medicare beneficiaries*,Average number of contact days with the health care system per beneficiary,Percent of beneficiaries whose predominant provider was a primary care physician,Average number of unique clinicians seen per beneficiary,Percent of beneficiaries having an annual wellness visit,Average number of inpatient days per beneficiary
129,Ocala,FL,105039,20.8397720809093,58.0207233891766,4.00587473094998,10.0717796892386,3.9418642688103
130,Orlando,FL,346451,21.2474671933812,55.217103890061,3.96461396346591,10.2316064893702,4.81874028686009
131,Ormond Beach,FL,50738,20.2249548115454,61.5418992549578,3.72769192506789,14.2724650509354,3.91426288695647
133,Panama City,FL,27048,20.5687562028287,62.2229077823059,3.70763353853368,8.4650552827278,5.12856937483983
134,Pensacola,FL,89885,17.1859966243972,59.0169451224955,3.52167429870289,8.56317587813539,4.48485213932185
137,Sarasota,FL,83037,20.6383793387223,50.1140507205268,4.20006083344865,22.8080726696252,3.38907767067038
139,St. Petersburg,FL,37736,20.6378348029098,53.0536641162908,3.6510129401041,11.0930153440874,5.82685487541382
140,Tallahassee,FL,63480,17.0949265424997,60.3090678355579,3.31741619089194,9.87058187235608,4.54607099809869
141,Tampa,FL,86542,20.5146613485152,54.3893465138191,3.83496017943434,9.89082421995088,5.19862776304009
142,Albany,GA,18781,15.4060949530399,63.2829530976469,3.31978641434618,3.63964205006049,3.39974850491643
144,Atlanta,GA,408912,16.6561855009117,54.6856668827908,3.59302662202974,13.5365564400988,3.85318299566359
145,Augusta,GA,61416,15.0217495553495,54.8676131442474,3.14625448786043,15.5279883544153,4.30339361963278
146,Columbus,GA,28762,18.117169451767,63.9097167860908,3.4935583269907,7.74237671949099,3.3968540054979
147,Macon,GA,63436,17.7162925561742,63.8073867789107,3.46251002275966,15.8655772359591,4.37438145726518
148,Rome,GA,29828,16.7956365262431,68.0372170818109,3.46467346590726,4.39245910856029,4.93424923152778
149,Savannah,GA,81083,18.0674556044404,55.7402838916321,3.70562604702532,12.8042832623801,4.02740397000086
150,Honolulu,HI,82365,16.4850978333199,59.8838970215926,3.04410760974188,3.23338207965043,3.11533240399003
151,Boise,ID,64092,12.2498248593459,49.6811141039613,2.92878764519193,12.5550800398772,3.23937039782179
152,Idaho Falls,ID,17527,13.1293667272205,45.7720340337717,2.89365797346144,5.83323306039921,3.18176395073533
154,Aurora,IL,21563,18.7216837688613,60.1789074421074,3.63908822512267,22.3763227742873,5.37666585878054
155,Blue Island,IL,93483,18.2254759585709,57.2555475845692,3.23443438791559,6.76426844065186,5.46911327997307
156,Chicago,IL,176284,17.6266438781275,58.3458476851653,3.06571821580283,9.106128164832,5.41403681985823
158,Elgin,IL,70502,18.1733239454155,60.3513758426561,3.36245788803666,10.7301442440035,5.41553185240304
161,Evanston,IL,119978,18.5432291522914,57.1469850535001,3.57876863022423,18.6006640834054,4.70345754851562
163,Hinsdale,IL,45815,18.3581273972534,56.9324270986453,3.59686145491434,11.5114247255787,4.6531467043135
164,Joliet,IL,69063,18.5745124900967,56.3826000959411,3.45473182200699,10.9144037662247,5.53625058380748
166,Melrose Park,IL,125493,17.3116836622527,59.4526777624282,3.23830679902953,9.10759573973268,5.2168689021072
170,Peoria,IL,77384,15.0479458703364,58.2509816580974,2.95078396311171,2.77164196355917,5.60707057462499
171,Rockford,IL,82273,15.5444784365835,58.2198918741515,3.16365153003262,4.83841061466529,4.77066434470733
172,Springfield,IL,119146,14.5116736045839,62.0429184364719,3.07097289414433,3.45171086443239,5.47704573227684
173,Urbana,IL,46065,14.9813782085745,60.1793841964222,3.22771051668406,2.74859479140107,5.11538410073401
175,Bloomington,IL,18634,16.5951960956701,59.9819615566757,3.45493878434029,8.62437180336778,4.89121838491227
179,Evansville,IN,82515,14.0651830852327,66.9680421695327,2.93392161707423,7.54352270748666,6.44927537900477
180,Fort Wayne,IN,65848,14.3029628273626,60.3264041338841,3.07451750347694,4.85974705029124,4.8447764074521
181,Gary,IN,60731,16.8206467463808,53.7718426111404,3.11840448219804,5.37720612025656,5.56040532789426
183,Indianapolis,IN,268831,15.2438097869466,57.2024438808813,3.31585336662495,8.78215784624688,5.42354214048601
184,Lafayette,IN,21150,15.2893419405641,61.4963855548897,3.35652148295369,10.3564355735881,5.35447593215273
185,Muncie,IN,20986,15.5120294432772,62.6881613559149,3.17822446418838,13.0630535500369,5.4278278924904
186,Munster,IN,35104,18.2443137294222,51.752638149672,3.30800144437292,7.98452963333647,5.6902962054595
187,South Bend,IN,65622,15.5069075233909,60.0287110446508,2.94372375011223,15.0539841867039,5.06795949860737
188,Terre Haute,IN,22264,16.1343545537841,55.4213165282318,3.03229271567874,1.62675496075167,6.21767877411549
190,Cedar Rapids,IA,29434,14.7950932712635,57.5046426452939,3.09092049792212,10.689843764049,4.34416315661092
191,Davenport,IA,61483,16.3471785752703,61.1708237571827,3.28529433579267,8.77569521629698,4.25505287357708
192,Des Moines,IA,123859,13.7473597669816,57.4635638400203,3.13063277253176,9.53190671859195,4.27112895246548
193,Dubuque,IA,13863,14.8975757425054,59.6534434939164,3.34277473086884,13.6122895527105,4.71291393284732
194,Iowa City,IA,37903,13.4667126148936,58.5824998988879,2.92335919978019,4.10116163267092,4.25546588735469
195,Mason City,IA,23401,11.2045799147076,55.6247680181628,2.91319368132535,10.4741898041819,4.51624648065389
196,Sioux City,IA,29730,11.985805264825,55.9267440778978,2.65751965714112,2.43535094500118,3.76140229802408
197,Waterloo,IA,27320,14.64053602685,57.0064795484444,3.42676755497877,11.7449670323868,4.43012581402395
200,Topeka,KS,53447,15.1615877595815,62.5606734753237,3.12838812053647,8.60049353839154,3.95862758995373
201,Wichita,KS,150612,14.7258514771147,62.4458851216388,2.94273708247272,5.11585689901643,4.54493244356909
203,Covington,KY,30285,16.3474647968151,56.503638445915,3.36365596858864,4.54692921623974,5.38809249202712
204,Lexington,KY,148732,15.4737973333945,60.2927129837597,3.10259780802853,5.51637774552077,5.48829910700472
205,Louisville,KY,178238,17.1379541551938,58.2194473501332,3.39008513236097,6.60241571011135,5.93219345596114
207,Owensboro,KY,17828,17.8486916050402,52.2985935455945,3.61582574106079,14.1503122795002,4.9595682635809
208,Paducah,KY,53530,16.3387733107028,59.1178804183168,3.39604424563898,7.87690277351004,6.05749328433554
209,Alexandria,LA,32951,15.6823969701853,54.8849444716093,2.94993686611376,2.02107859610841,7.18155056443623
210,Baton Rouge,LA,56711,17.2351447488956,48.7759008942554,3.71784514600793,5.3659306605321,5.11080941152878
212,Houma,LA,24882,16.8458926504015,46.9637019511999,3.34802279314001,4.47334787717806,4.8473960799823
213,Lafayette,LA,63977,16.9966596739284,55.7278515531206,3.15317413205872,5.64515527924565,5.69355114033132
214,Lake Charles,LA,27017,17.192436413068,59.2075996502374,3.24559041103702,2.83632325402665,5.7427101095245
216,Metairie,LA,28933,18.1498519579157,42.6365234231208,3.5853454717317,5.62000041737634,5.04570903651833
217,Monroe,LA,29152,16.3904216537554,62.2690967347963,3.03846622297359,5.00586585735866,7.59745181681129
218,New Orleans,LA,28821,16.5703376844103,45.7620388937651,3.34383875130156,4.65391186672796,4.57406260792906
219,Shreveport,LA,73901,15.714564079351,55.7838221432531,3.109930111149,5.47795180396642,7.18143462371518
220,Slidell,LA,15391,17.4464057529735,47.5294865384822,3.37901601242319,2.01820021260115,4.50630061432163
221,Bangor,ME,53693,11.6189467600007,49.0964634017614,2.36964193711175,13.8370971694205,4.10878749381367
222,Portland,ME,126180,14.100852282854,56.8654525711942,2.97643328409115,15.055090011566,3.75959979906747
223,Baltimore,MD,257962,17.9750778123372,59.6051013123896,3.56570025744993,8.46726791449475,4.21543351443501
225,Salisbury,MD,74058,18.2552068416078,57.6667741028133,3.86075576149687,10.4706882988981,3.77973876971862
226,Takoma Park,MD,69696,18.0074584052273,51.1812617098854,3.59179890982385,11.8379654669262,3.72567522038077
227,Boston,MA,472624,18.1324749664695,55.1105410027832,3.6712562615583,21.8638458349062,5.51305150180608
230,Springfield,MA,73647,17.5883842888717,63.8432999928281,3.61290815539421,18.5544678751009,5.31375521223542
231,Worcester,MA,51106,16.8817209067994,59.9547474905674,3.39935552054575,25.8045206533102,5.43869577026923
232,Ann Arbor,MI,119483,17.2973442854263,62.7663491069072,3.4286020830824,13.9522120554784,4.90209233050082
233,Dearborn,MI,46169,19.691142869891,66.264360805172,3.23822921973136,11.7430460130146,6.29716943506895
234,Detroit,MI,154233,19.5589072643114,61.8257457046237,3.47246404026327,13.9266833554357,5.34584405056271
235,Flint,MI,52357,18.9927217478427,67.5264325270493,3.27960493321139,22.8110547267969,4.71182987167107
236,Grand Rapids,MI,75928,14.3275215650695,61.9589229330682,3.11213894054845,12.3239510029973,3.97669557654765
238,Kalamazoo,MI,65224,14.6333508890052,60.243187325345,3.24781678992724,7.84381843735012,4.21175174986842
239,Lansing,MI,62755,15.7697261813852,62.9466508072315,3.29279436273429,12.9530550464353,4.55048798681293
240,Marquette,MI,26307,10.267911791053,64.5875794073587,2.52368499958885,17.6903414126491,3.5104367036091
242,Muskegon,MI,23564,14.4187631706178,66.9644674813692,2.89268944293469,8.61438586864477,3.45154352502917
243,Petoskey,MI,24930,12.8628601496735,64.9422747864507,3.00164072556686,18.6304180806835,3.42693968419016
244,Pontiac,MI,39315,19.4818260932918,58.8439057988769,3.64168018624227,15.7306373071213,5.09862702351081
245,Royal Oak,MI,68174,20.2280803490295,59.4053068296076,3.76796206992351,16.6716974279219,5.25184458001666
246,Saginaw,MI,87174,14.7557288900436,62.0808419504638,2.88337192245696,13.1286913963539,4.85757644962043
248,St. Joseph,MI,16285,15.4851763844864,61.8159493966411,3.21094795613585,22.9821124992408,3.75831222861747
249,Traverse City,MI,32915,13.8123475150835,66.7247844081508,2.8166979833806,16.7355736869234,3.62548235266034
250,Duluth,MN,31230,11.4192780277603,54.8324496343034,2.7064985500725,6.21108321562173,3.71859603783007
251,Minneapolis,MN,165396,12.1947581629415,52.1603944096047,2.81631575900656,8.96203568542782,3.81944903723089
253,Rochester,MN,38157,11.5936363242192,52.3430424896221,2.88818588745841,3.90724634325331,3.96595553960562
254,St. Cloud,MN,13341,11.590922337417,54.5354399935916,2.7334658290335,14.2995926585418,3.65957110751411
256,St. Paul,MN,48792,12.7937640317951,56.7403457182608,2.87637655325708,9.1757891191776,4.03291242492108
257,Gulfport,MS,20092,16.4644288363405,43.3886288078188,3.19551226026802,4.00458780816665,4.82036546940544
258,Hattiesburg,MS,32733,16.3244619649945,52.7333135844165,3.64783714976511,1.71972239528391,4.50140616539068
259,Jackson,MS,107857,15.0224473975786,52.9452923800237,3.12559983791951,11.0511824990059,5.3140792254477
260,Meridian,MS,24638,15.4379343576347,50.0603745407543,3.12290262255723,1.19382478689361,4.81671841460651
261,Oxford,MS,16869,15.0145664787743,57.3605902133596,3.0440593090823,5.73237854802274,4.99052413416531
262,Tupelo,MS,47565,15.6573376799189,54.2029669537088,3.37025295435877,5.09302230984907,4.88850192423622
263,Cape Girardeau,MO,35560,13.3587193337627,62.3598197516199,2.86999732135814,8.38808348607027,5.95941282592821
264,Columbia,MO,85058,14.250739220512,56.8502412001846,3.05503283402789,4.77349482805296,5.0273962354921
267,Joplin,MO,45675,14.527891870083,64.2611374740216,2.81265163014243,3.18012962162324,5.3238435202707
268,Kansas City,MO,213192,15.276081820351,60.3491326333543,3.15896296430708,13.9889666426213,4.98483327670977
270,Springfield,MO,89813,13.3315646003736,60.7071780307631,2.92163349633441,9.77032057992362,4.88024859824712
273,St. Louis,MO,317968,15.7219677322068,58.8035233273235,3.19931554284718,7.07900514891171,5.18019602023738
274,Billings,MT,66111,11.0779629554937,49.1547088506949,2.70973108645783,7.55957582119086,2.96254811559315
275,Great Falls,MT,17011,12.1251087212522,50.8843310960743,2.75464532493456,10.926827051817,3.75710479331588
276,Missoula,MT,48832,11.4869690670061,45.8295550127669,2.58927345532713,16.0272526003235,3.37154544573282
277,Lincoln,NE,71773,13.7593601512412,66.8392946863431,2.90815369194767,5.09948147126392,4.76174318612643
278,Omaha,NE,134993,13.7399256024424,58.7293879069046,2.97572999554954,7.01289285242747,4.84936607370575
279,Las Vegas,NV,126583,18.9683532544682,50.9055012872914,3.29102682138092,8.28918220613978,4.4550252148986
280,Reno,NV,75080,13.6672553481214,47.2661617904869,3.01591314348743,9.07265366447868,3.23376706798344
281,Lebanon,NH,58556,10.2339346624677,53.0669612776636,2.72009046438234,10.4343598381646,3.29644921366285
282,Manchester,NH,104331,14.9633551526744,53.863629253415,3.3779769717036,15.2091987284128,5.01427274511221
283,Camden,NJ,330412,21.7905209403948,55.9173494709757,3.81255595561484,9.67713243019221,4.75968947219729
284,Hackensack,NJ,125622,22.1294471595425,47.5763947403788,3.73730971859613,14.8478521797142,5.19532246741107
285,Morristown,NJ,108752,19.9669043047424,48.9167160458905,3.6131356193361,13.3648106117271,4.53116436704687
288,New Brunswick,NJ,97100,21.6751542264557,49.7699484470731,3.79915965674008,14.9356793463631,4.60211796180628
289,Newark,NJ,109794,20.158980810222,49.8894297909653,3.31930493338236,11.3807276994655,5.17601304246236
291,Paterson,NJ,37402,21.5708548615109,54.8480432695063,3.63148101249507,12.5675384087785,5.31985581743219
292,Ridgewood,NJ,44613,22.1304396864354,47.7592844740132,4.00142252373515,15.4126702434038,4.87882033560495
293,Albuquerque,NM,130191,13.2936983097064,51.9789481658195,3.01488907531055,9.31037038092846,2.99176620863995
295,Albany,NY,173948,17.7244974790062,55.6986384449406,3.63710359494308,15.0121634798548,4.68647489037749
296,Binghamton,NY,39826,15.0784042605086,54.661790559855,3.3395891394951,4.99071211549975,4.03468930346731
297,Bronx,NY,52954,21.2584451932344,50.3991681305673,3.59214611328693,9.361800757858,5.94616997771909
299,Buffalo,NY,75544,15.9676574407414,57.9165086051693,3.22100915982134,14.0381146895706,4.89646185503643
300,Elmira,NY,33613,17.7439387216591,57.9473479906925,3.48524763560478,6.15134635525595,5.3161456239624
301,East Long Island,NY,390633,24.8599341898008,52.5176125473415,4.00377161347701,13.5564477794654,5.17727281867986
303,Manhattan,NY,313724,24.6006567776509,48.9868388535767,3.83490487318266,9.43552770303105,4.80047143049072
304,Rochester,NY,61072,15.4238603744096,58.8088091439807,3.24740993003852,10.4295182205553,4.23670655270011
307,Syracuse,NY,100017,17.7685905315913,59.0552949114486,3.5661458607641,11.8150454843761,4.45093932535148
308,White Plains,NY,110719,21.4312983906747,47.89004631248,3.82622511739068,14.0781489831529,4.7772688743264
309,Asheville,NC,97390,14.3464289260434,61.669446506339,3.24071545531823,13.2972339934496,3.82366552570633
311,Charlotte,NC,224322,16.5092894518692,60.3341820865789,3.68437898483143,11.3492878613748,4.04827514055172
312,Durham,NC,136737,16.0505883551836,59.583015907991,3.68958953553487,13.3741142598965,4.39742026874485
313,Greensboro,NC,45586,16.4502489468766,59.2105006284918,3.68457120865038,17.0540736806259,4.39193504170325
314,Greenville,NC,102272,16.8136662547959,63.6780343308201,3.55201058090003,13.1375218032187,4.19747845800034
315,Hickory,NC,34429,16.3411682102131,67.0025829233871,3.39431031181617,13.399010404125,3.94894958303671
318,Raleigh,NC,180061,17.3351286982536,61.712686142286,3.6618047364053,14.5648703764202,4.58585957156382
319,Wilmington,NC,60821,18.6611672826333,66.0677882938994,3.98233183818018,8.46931777028273,4.31588064412515
320,Winston-Salem,NC,94343,16.132531622848,59.8233469969975,3.56960834516467,13.5474097911986,4.7416671524428
321,Bismarck,ND,27627,12.4258990545339,52.1497600227229,3.05100139862468,13.7333550572946,6.03961535656283
322,Fargo/Moorhead MN,ND,47245,12.4675537243242,59.3638737509168,2.80045663991367,4.82928461102726,4.77633835759726
323,Grand Forks,ND,16471,11.1097241020097,55.8254482226597,2.76619230377084,5.62419180248602,5.61435214627185
324,Minot,ND,15227,10.6727298314941,48.3983368720349,2.63995759346663,1.47609064919414,3.93686693619328
325,Akron,OH,45410,16.8153827462906,62.9999293948924,3.25127080533491,8.15822809882341,5.72513373335562
326,Canton,OH,45202,16.8632367912314,65.4364667562892,3.16848093091116,7.72645422311544,5.22527256866866
327,Cincinnati,OH,115960,16.5863539531011,60.9824774272944,3.27793480093523,8.3172864332158,4.9471321681396
328,Cleveland,OH,174375,16.8251721658986,57.3520134034719,3.45467470426002,8.74856063113988,5.70250970368014
329,Columbus,OH,212182,15.537578289623,63.8151305219031,3.16299240395788,9.10630299613598,5.31519908350127
330,Dayton,OH,87569,16.2279555479971,61.069967073953,3.13046122671464,6.01980812966309,5.36393199636807
331,Elyria,OH,23916,17.1141871069463,58.7541944822344,3.67597873998072,3.94951177199828,6.13318489199619
332,Kettering,OH,31644,17.8246446732109,60.443518402949,3.4823613320004,8.35734154028333,4.75984318413298
334,Toledo,OH,84008,16.1871441249715,62.6367253196152,3.1658019309909,5.33265246864412,5.79603321213951
335,Youngstown,OH,52826,18.6095876849772,68.6832235374203,3.31308529153458,7.15577130929265,5.59054778591664
336,Lawton,OK,22888,14.8090790326112,60.7519262859582,2.68814075697333,5.03987815574853,4.31033648717331
339,Oklahoma City,OK,191490,15.3238285628813,57.7218629947283,2.98582902518495,4.8665272196674,4.25348347581031
340,Tulsa,OK,132423,15.4890255819491,63.9026121944002,2.91933186394111,4.11704624428366,4.39421311686118
341,Bend,OR,25725,13.8613376481412,50.378464221233,3.45437181503046,4.91122652217206,1.44735173000181
342,Eugene,OR,65526,13.0714760088839,57.9368865797748,2.75836598106612,9.44643997494459,2.57380633270311
343,Medford,OR,55775,13.5601026335987,54.6317302566978,2.7982287170913,13.9359543999972,2.58203245677608
344,Portland,OR,144703,12.3225900100459,52.5276922861099,2.69186701145281,7.50561908022677,2.8873025987547
345,Salem,OR,15042,14.1447484578592,56.4708735386613,2.78854810600698,8.74216448381187,2.43421850197716
346,Allentown,PA,128559,19.0672007212452,63.4220135440637,3.46141309795191,6.05897858954117,5.79370858610189
347,Altoona,PA,24002,16.5002011778367,64.3075708565679,3.13005031535792,4.46118858238787,5.80433106366459
350,Danville,PA,48650,16.1415734158484,68.3133338183122,3.07930045904754,12.0046656196702,5.07467504463929
351,Erie,PA,68522,16.0273468771354,65.5911473667594,2.88648148660188,11.1760906834623,6.04882859860764
352,Harrisburg,PA,92489,17.6512983022104,66.1373453911047,3.29911968437013,7.7433490974793,5.10668032182364
354,Johnstown,PA,13339,15.19384245176,67.4167832938877,2.77062416407655,4.09985313739136,6.62705437003912
355,Lancaster,PA,62602,17.5985236095656,66.0365113579552,3.3662673858117,7.20213491175535,5.22699790958027
356,Philadelphia,PA,319107,20.3372642934579,56.4675059355168,3.7569801230049,8.8711103559435,4.85100995894539
357,Pittsburgh,PA,171685,16.0034949530725,59.4932055671689,2.95195890296462,8.5019592790377,5.59740322565902
358,Reading,PA,53605,18.3098380606724,64.889270175291,3.32801489116597,4.44076154929599,5.36916722513011
359,Sayre,PA,22986,15.4048039499584,57.8786791534586,3.13176398722511,2.74623550539061,5.45562152288953
360,Scranton,PA,40309,17.5726543041385,67.4578149151,2.98363949823064,3.86370392612975,5.94861374730077
362,Wilkes-Barre,PA,30356,17.2527333654942,66.7246074862488,3.00806884452761,2.47493464035703,6.16448401408123
363,York,PA,41752,17.0985327230844,73.3516930725775,3.25573131504254,5.27600480757872,4.37232050890499
364,Providence,RI,92327,19.1578299762175,58.92752463936,3.60494533454333,25.3815559565019,4.90952406937266
365,Charleston,SC,123522,17.5479980252234,60.730348122507,3.68296291424213,11.736168320458,3.50240300152512
366,Columbia,SC,123237,16.3052233837535,61.6941830404558,3.37844106306739,6.90589755470317,4.16619045425232
367,Florence,SC,42581,15.4723047155127,69.6975399537603,3.03277200107838,12.4461698604137,4.28318656662808
368,Greenville,SC,92297,17.5257256765286,62.706256816325,3.67374283678603,10.7950924744072,4.71173655713908
369,Spartanburg,SC,37531,16.5364780607504,64.1321028209787,3.35449041230348,13.6813860670066,4.99024334927622
370,Rapid City,SD,24900,12.7698924822742,52.0500861224878,2.72949746985736,10.6031429467372,3.97948644986376
371,Sioux Falls,SD,96057,11.7744219514415,54.3439348419516,2.65084579467097,5.82543988709962,4.17701558672821
373,Chattanooga,TN,70528,16.8475350638847,56.9229134630437,3.47827586219122,8.38555172750115,4.84428879375352
374,Jackson,TN,44785,16.1947999961115,56.0053416125262,3.31010287090962,5.77378967321143,5.89037513733895
375,Johnson City,TN,26363,16.2289436261358,57.3117532698601,3.36976072800789,5.33743076448795,5.57622541700692
376,Kingsport,TN,45977,15.6098850430799,61.9582862897541,3.06541535622632,4.92413082119659,4.88887456008947
377,Knoxville,TN,127741,16.8183070412874,61.7111935761926,3.31259730466637,13.7362897052559,5.02989444911726
379,Memphis,TN,164134,16.0278433503883,51.5838079326509,3.18644696008831,8.96686766168395,4.96583610205482
380,Nashville,TN,239611,16.5698889676212,59.058441564102,3.29791385348455,9.89970166625113,5.77275542504765
382,Abilene,TX,38386,14.6114602007342,58.6068904514061,2.81576542886172,7.52925652261932,5.07869937726103
383,Amarillo,TX,45811,15.2796735355451,47.1245638336514,3.16311245045138,6.61401519116565,4.04625975120368
