GEOID,HRR name,State,Percent of male beneficiaries age 75 and over having screening PSA,Percent of female beneficiaries age 75 and over having screening mammogram,Percent of decedents enrolled in hospice in the last 3 days of life,Percent of beneficiaries with dementia receiving a feeding tube during the last 6 months of life,Average number of ICU days per decedent during the last 6 months of life
82,San Jose,CA,17.7394116419779,19.7774349933892,14.0342776129732,5.42627876367518,4.14354218255831
83,San Luis Obispo,CA,15.6460403975633,26.0277033065237,13.9558801134394,,2.73875758968216
85,San Mateo County,CA,16.2126448465135,25.9515329282771,13.6951695730483,2.24014198227378,3.63526981986313
86,Santa Barbara,CA,18.4749748068525,28.1092569269521,13.6720227836605,2.74099779433569,3.16037378691237
87,Santa Cruz,CA,11.411149825784,25.2362423568649,12.6818126416816,,3.02912561066244
89,Santa Rosa,CA,14.6000291417747,23.6606326567928,15.8276915447189,3.15575299252925,2.71562683031603
91,Stockton,CA,18.6640171201467,21.1914267703299,11.9642763765743,5.17501312317222,5.94077616223496
96,Ventura,CA,23.7304530066097,22.9327578373467,17.5256375902088,7.22430748686231,4.67409203776343
101,Boulder,CO,15.8314714331312,24.8887004451982,16.1914205945502,,1.99707828845135
102,Colorado Springs,CO,13.2902477421493,20.5324727712787,16.961126831583,1.89743478371452,1.32299418379156
103,Denver,CO,15.2886241043394,25.4332897318509,17.8699017091103,2.73270276702196,2.86583082491516
104,Fort Collins,CO,17.4285714285714,28.4691897137312,15.8131217190545,,2.65150520039464
105,Grand Junction,CO,10.6386963850908,21.6119402985075,19.3622533965247,,1.57507868885857
106,Greeley,CO,13.8672844613603,25.5332902391726,19.0316268569494,2.37885757465881,2.81189035597084
107,Pueblo,CO,14.1919349796812,27.270737579339,20.9835386991833,,2.09721363928768
109,Bridgeport,CT,18.5600897939549,23.9492862134372,18.0644600143864,5.16176273120724,4.08003960926278
110,Hartford,CT,16.6031787731512,27.2555503070383,16.6156927009304,3.23069132874394,4.14730635319425
111,New Haven,CT,17.4578388507183,24.2542369348148,17.144195015321,3.25631633465069,2.95208851968723
112,Wilmington,DE,19.2956163357063,25.9209563308124,20.7880090118341,3.91927381273795,3.07263671589199
113,Washington,DC,17.0590587294494,22.2327825705512,13.0982701267034,6.96243115582415,3.00022219370895
115,Bradenton,FL,22.7759197324415,26.4784402556427,22.2348015957536,5.6582252602749,4.96551654977165
116,Clearwater,FL,27.2695377598456,28.3462448891758,18.6991727104846,8.71192084720344,4.77832072442191
118,Fort Lauderdale,FL,23.6935081462132,28.4859150852737,27.3215244466882,7.25282099369708,6.15656549204261
119,Fort Myers,FL,26.4064808950813,32.9881081081081,22.2958066243346,4.9788237285589,4.97383163250062
120,Gainesville,FL,19.7743011028469,27.3654861481877,20.0563979654361,7.29353078553849,2.93576324480654
122,Hudson,FL,22.0534512593732,30.5422535211268,23.1642543953321,7.76554067152579,4.9912593339601
123,Jacksonville,FL,24.4042853330283,27.5167457096758,21.217398064147,8.86408651254341,4.90281587405846
124,Lakeland,FL,20.6934945124861,28.6052009456265,20.90294821824,9.16624856057455,3.0918135965131
127,Miami,FL,29.9845174608636,15.3418971223425,19.9479186466235,7.9783756068304,9.09301621883552
129,Ocala,FL,22.2772965210543,34.8764588781764,24.7048696630684,5.29712326218951,2.41073198861077
130,Orlando,FL,23.6502388280021,25.6872169698896,21.6729153689133,6.61806372822449,5.63965843024291
131,Ormond Beach,FL,26.1807580174927,33.6330022475169,22.4489119908594,6.53598201679885,4.4022796528514
133,Panama City,FL,25.8167969532973,24.6740501892612,18.1479218842624,11.3438852530911,2.71389009005633
134,Pensacola,FL,20.4522096608428,27.4610319246478,18.5527776923835,6.36007057125031,3.30481806729588
137,Sarasota,FL,25.6640936917754,33.3889273074889,21.6755034363224,4.46194427614655,3.60594406389949
139,St. Petersburg,FL,22.6682255131203,23.638086215064,16.6285732129982,10.9213825887218,6.70740169907986
140,Tallahassee,FL,22.7968481115841,26.4547703560288,16.0817859955328,6.58923126117225,2.35754673187164
141,Tampa,FL,22.4138974638339,20.7104947119668,20.4081630488373,7.02177110222343,5.73569627715815
142,Albany,GA,23.2565682776516,28.211175616836,17.1089641925948,7.04693951859701,2.09355683577521
144,Atlanta,GA,23.3267320835629,23.679277902131,20.8581547257297,4.85392308242246,3.02138903907485
145,Augusta,GA,18.0844907407407,26.8507774425621,14.1512468596118,7.15633080009429,3.86187344022135
146,Columbus,GA,22.6728858243764,26.5761723132152,18.6546788074832,6.71019516691021,1.77919340019423
147,Macon,GA,23.7988618341263,27.2489423291027,17.1889948854553,7.53334142133885,2.97059283814106
148,Rome,GA,21.4115308151093,23.1640527757033,16.9865576210273,5.00558077509939,3.11250839283113
149,Savannah,GA,25.5773021684033,27.9631535107061,20.1687075157034,4.98843037682086,3.97467837983686
150,Honolulu,HI,21.9251977942939,26.206454370592,14.8062710194848,2.92529827477593,3.37021451561877
151,Boise,ID,15.5533885909313,28.1448649909605,13.8246157013805,2.08083119892382,1.3817591039136
152,Idaho Falls,ID,17.6690647482014,25.1553460467109,14.6831713771198,,2.52270789729043
154,Aurora,IL,15.5517438536306,21.3963963963964,21.438259731911,,3.8448422223977
155,Blue Island,IL,21.2711069418386,21.2834925342253,20.0609827883385,11.6719052849901,5.7607191148216
156,Chicago,IL,18.4024527997418,18.9274505510547,17.6617488930936,10.6322021039652,5.52407719206672
158,Elgin,IL,21.5205754432921,22.4317509045061,24.7078929444897,5.79154020014741,6.51692990802155
161,Evanston,IL,22.5857374008445,30.4908129876668,20.7845262052982,6.55597260447012,3.44995355514511
163,Hinsdale,IL,19.1408717624763,23.3190827827439,20.4357817988165,6.44197444785367,4.58790852790905
164,Joliet,IL,21.0715746421268,23.5954474909467,20.0468372783678,9.7637407950208,5.72703635410899
166,Melrose Park,IL,17.9020979020979,21.615152996886,19.9631757437636,7.46734512609952,4.52716300391729
170,Peoria,IL,21.1234284169258,24.8130723347055,13.5721845353733,4.79314622794295,3.53289015391952
171,Rockford,IL,17.3646116065659,26.3526023451965,17.5120685028129,5.29133783277705,3.01824081984164
172,Springfield,IL,18.9000570600887,27.1351852356677,12.1478058061461,3.45095845770394,3.05699169704712
173,Urbana,IL,16.2837045720985,27.4667624865253,15.1729604110779,4.50087503578799,2.99139850540744
175,Bloomington,IL,17.2373081463991,30.7678697806086,12.1911452456806,,3.66207446043119
179,Evansville,IN,20.0394866732478,25.2128929566255,16.9011531015311,4.66809651951533,2.40211915464047
180,Fort Wayne,IN,16.8499959260165,21.0116547916765,20.4285981609425,4.10276991444005,2.12792982453247
181,Gary,IN,19.1704238052299,19.6132596685083,19.4449669646623,9.69626700589678,4.91898500836456
183,Indianapolis,IN,18.4355354014222,22.5729466293193,15.9672477022007,5.22110233979817,3.16154460498421
184,Lafayette,IN,13.610970035551,21.5288860517076,15.680178673062,,4.38079060099349
185,Muncie,IN,22.524123920772,23.8317757009346,13.6403332113722,,3.46146811254338
186,Munster,IN,21.1704986563153,22.1139229187159,17.3594350253679,12.6823993713663,5.89607371036756
187,South Bend,IN,16.8497312456181,22.6013894104394,17.4399052441424,5.47101285165096,2.70553791283171
188,Terre Haute,IN,17.2646905876235,18.8813215476018,14.3549321238152,,4.45372076048974
190,Cedar Rapids,IA,13.481199098943,29.5758093813442,21.3030157409626,,2.11442644458541
191,Davenport,IA,18.1212069407642,24.886757260858,21.119284345293,4.5678113251623,2.25691117956432
192,Des Moines,IA,13.619471556336,28.9148144423212,21.1646407728536,2.25549397455989,2.07784314954533
193,Dubuque,IA,20.1394268009295,31.8427518427518,15.4402532080629,,1.26331759385084
194,Iowa City,IA,13.8238114810248,22.5205930807249,17.3440867273016,,1.89440303554778
195,Mason City,IA,10.9415779963863,27.7637237541108,25.1781674839503,,2.0321173859756
196,Sioux City,IA,19.5118034366469,25.6048188012245,19.3346258658914,,2.20080762466784
197,Waterloo,IA,15.8808479532164,29.5698924731183,23.6700459183459,,1.34580102939075
200,Topeka,KS,23.7657864523536,33.5853536615846,16.1569697421449,4.56330706619011,1.99181667529939
201,Wichita,KS,19.067877934873,26.5311255501991,16.7088251387411,3.41894310371055,1.91259685388179
203,Covington,KY,13.9836159268432,22.1085759244689,18.1637724841924,4.30268304411541,5.96976231254743
204,Lexington,KY,18.0960445143341,19.8931145911012,14.3517922442692,9.39102495486958,3.68414772697457
205,Louisville,KY,18.1076672104405,24.5786355818842,11.4077066895707,5.28403824450341,4.41965102494119
207,Owensboro,KY,27.5366943203574,28.9210019267823,11.859905448164,,3.01766042882072
208,Paducah,KY,22.5173210161663,26.5917602996255,12.8751001621081,4.36602913139563,2.61504131385189
209,Alexandria,LA,18.2511528910961,20.2751788662631,16.2120186930923,10.5500314436108,2.45723086041869
210,Baton Rouge,LA,23.3579817311875,20.1629702242372,21.2094045215244,6.41441184538278,3.82044480482957
212,Houma,LA,18.6476368741226,19.9462927047591,18.2063429221458,11.075715255011,4.95053676953413
213,Lafayette,LA,21.6760676873489,24.5778196113172,17.9700824863818,7.05146545528163,2.48870590420593
214,Lake Charles,LA,26.4705882352941,25.7112184648417,18.1031697182594,14.1754443305652,2.15431616125823
216,Metairie,LA,18.5267406659939,22.5572063767487,19.2723051754569,8.54518883604272,3.3890630511642
217,Monroe,LA,19.6109255256435,21.5810995002272,14.2661026346624,11.4892704021613,4.41838458133431
218,New Orleans,LA,15.1654613193075,22.5106182161397,19.0574426543046,6.59827951738537,2.97747121475471
219,Shreveport,LA,21.2811333688781,25.0785268812309,13.4381563277809,8.77603509239886,3.03818277650105
220,Slidell,LA,20.4571428571429,21.1002260738508,18.9762784721206,,3.36528565263915
221,Bangor,ME,11.2244897959184,30.0432735140639,8.56971742506492,,1.80597386873419
222,Portland,ME,11.9750170156544,28.5567803127403,17.0753859451847,1.63390476163765,1.43578947608444
223,Baltimore,MD,16.8577350987774,25.1434071222329,18.1377053951977,5.32218050899425,3.19761700415273
225,Salisbury,MD,18.8377795942632,27.4411859490815,15.4770618926057,3.47512432584884,2.7871910275989
226,Takoma Park,MD,17.1793694520967,22.7181085043988,14.6463311302341,6.08624314749653,3.86850996152262
227,Boston,MA,17.5732124851802,29.2595854853132,15.0751816633525,3.45768934268234,2.27175641175955
230,Springfield,MA,13.5179268725595,28.863693414777,14.3766182140329,1.92845449181674,1.40548389310578
231,Worcester,MA,16.7595323937507,26.6360734237829,12.9268762697984,3.17032168046565,2.09705212904134
232,Ann Arbor,MI,22.91770913888,23.849976402654,19.9113427953286,7.08261030491932,3.5327854291218
233,Dearborn,MI,25.4879964101413,20.9632098281383,20.5516569156972,13.3336980865912,5.81765152052529
234,Detroit,MI,23.2363687464868,22.0246238030096,21.6087234546515,8.19769801120129,4.30537857408636
235,Flint,MI,29.9372540678507,26.5847730407935,23.1909323801476,6.88408012758683,3.04802891779719
236,Grand Rapids,MI,18.4701247537754,25.9474237644585,21.7278675176362,2.79546775957847,2.79783417779165
238,Kalamazoo,MI,18.4341408631478,26.3671068922823,16.013775961887,2.48208978387289,1.16418952846542
239,Lansing,MI,24.4334217052938,23.8642036944583,19.0543766499052,3.4129114962421,1.6793548955398
240,Marquette,MI,16.2270642201835,25.6183981815751,11.235668016315,,1.24273361536873
242,Muskegon,MI,20.614406779661,31.0038973256283,21.7336717677524,,2.71025527792897
243,Petoskey,MI,19.4849271311639,28.4092629029817,18.4748143359055,,2.50227496416955
244,Pontiac,MI,24.6666666666667,22.916290001808,22.7094247161912,5.92692202406536,3.44654134302523
245,Royal Oak,MI,24.2594561749962,24.9578337967817,23.1793046610859,7.86756032973879,5.6989003465177
246,Saginaw,MI,21.545694975022,26.4477848101266,20.0094380998686,5.72408671084282,2.697852059714
248,St. Joseph,MI,19.2620387742339,28.2535267236241,18.2430695345686,,1.79374779923246
249,Traverse City,MI,23.8270876364709,27.1574458534396,17.7493100237651,,3.66858008748407
250,Duluth,MN,11.4470517448857,23.5262990792676,14.8195115355439,,2.16274986455328
251,Minneapolis,MN,11.6978271854472,27.456762876006,14.5914966094374,2.79962938181082,1.58549933753429
253,Rochester,MN,13.9097296653567,28.5554935861684,13.638167661674,,1.80270452681652
254,St. Cloud,MN,11.4026563006155,29.8469970312857,12.4723486775848,,1.44480083182311
256,St. Paul,MN,10.9565908413629,22.2044113875353,13.6940743157937,1.80842621840608,1.83637096298942
257,Gulfport,MS,15.7683024939662,22.500950209046,17.8414675066947,,5.06753992957184
258,Hattiesburg,MS,22.0979277461948,19.209101955153,14.5444497338498,8.15725627484117,2.53423736525388
259,Jackson,MS,20.7380281690141,22.8965003723008,15.6322030902843,7.66795345596642,2.40864241018531
260,Meridian,MS,13.5746606334842,25.1878690284487,10.4940569861684,6.27154870470162,2.65931166758559
261,Oxford,MS,20.4789135096498,20.2544633695875,15.5749543503242,,2.96845386427326
262,Tupelo,MS,23.4709677419355,21.4451875545217,11.3470965961065,7.78139035899703,2.41268593628831
263,Cape Girardeau,MO,19.3523030969973,25.3319222628439,16.3289461233333,5.96165196819434,3.66677701027694
264,Columbia,MO,17.912122156435,26.7200986436498,13.2920857845195,4.07679507478172,3.41852048096255
267,Joplin,MO,19.2670407066969,23.5452586206897,12.7061739605561,3.3754409188569,2.57969549900573
268,Kansas City,MO,19.7497515353839,25.8513174304974,18.9769421250577,4.01159721994006,3.92504907293375
270,Springfield,MO,19.327631266334,24.55675892499,15.1826494054163,3.39361486544835,2.06479028867699
273,St. Louis,MO,18.2712133227597,24.8408665418561,17.6161784649777,5.49080542674341,3.71707406276636
274,Billings,MT,11.9712814109568,25.1742063930981,11.0983418005298,,1.82593489564126
275,Great Falls,MT,19.5382882882883,31.4822376480196,13.069567692988,,2.68153469597852
276,Missoula,MT,13.7278494858893,25.9256211946684,14.7664311941211,2.72717978617351,1.96085215848158
277,Lincoln,NE,17.811928779365,27.593713265706,15.2365585285182,3.18036080182189,1.78687288669085
278,Omaha,NE,18.5291418081689,27.040550154138,17.8222060228344,2.68940468196608,2.8915695172531
279,Las Vegas,NV,20.3504104939687,19.4754735308402,20.6695408317262,10.4423402393158,5.20011867706243
280,Reno,NV,17.3689241856019,24.4321525244204,10.443587371447,3.5470533404765,3.21869789642614
281,Lebanon,NH,10.1659388646288,26.5963783654992,9.22710963591086,1.71409760020624,1.37388939984018
282,Manchester,NH,14.5769728331177,28.8456311998913,16.0273410966462,2.14657567173243,1.969062462576
283,Camden,NJ,20.9451034306359,22.825834205325,20.2948260691564,6.65861437529058,6.06422683326102
284,Hackensack,NJ,24.0553465036061,19.1667858334525,14.2845868843914,9.71437243995515,3.67442757754603
285,Morristown,NJ,22.7725659845428,20.7544311467959,15.3242835745454,6.40339074408721,4.64516289113411
288,New Brunswick,NJ,20.6033848417954,23.2583984250968,15.7402934201205,6.75169576621284,6.26968729414229
289,Newark,NJ,20.3253655372025,19.6084312709623,14.525677262359,10.1956153688352,6.37659603715621
291,Paterson,NJ,25.0767085076709,20.0409332787556,15.0109785912454,9.05524613235193,4.85798704238161
292,Ridgewood,NJ,25.4847645429363,21.5857787810384,11.4167836020147,10.1750344229703,3.7557921479125
293,Albuquerque,NM,12.5352232943387,18.5896441535073,17.4049044213251,2.65559437665126,2.35462199399083
295,Albany,NY,16.7095189946555,24.6124563041051,11.713735747627,3.49747786395261,2.19727365304266
296,Binghamton,NY,15.6941896024465,23.820395738204,10.6183657694218,3.16389773392518,1.99847697853927
297,Bronx,NY,18.9524777062874,17.7282260735181,6.08310751654886,7.11625017034975,3.61129094318841
299,Buffalo,NY,19.3855791016927,21.6712769910408,11.1457539647842,3.04158480846995,2.34132756068573
300,Elmira,NY,13.6969192339717,28.9453359649876,9.81388664763268,3.82877528940231,2.00892024039011
301,East Long Island,NY,25.6467072039575,20.1220824748609,13.4845121728059,8.82565730350072,3.17017638992767
303,Manhattan,NY,26.0034992950449,17.6450334084014,8.84262388877708,10.4448450963971,3.53137932839548
304,Rochester,NY,18.0026389576117,25.1259508050973,16.5460919326805,2.49844255033107,2.34479032529784
307,Syracuse,NY,18.1476601766457,28.5381002878352,7.04144550780491,2.65911574349622,2.28498816356442
308,White Plains,NY,22.8750279454505,23.873158442412,9.00924021784448,6.30080650471359,3.77044420589875
309,Asheville,NC,16.6330758033815,27.4365304543277,17.0615679357528,1.61416897634095,2.39088280910224
311,Charlotte,NC,18.9316380449141,22.2417315796195,17.9261438290132,3.82096650753952,3.38473944605136
312,Durham,NC,18.4823895027624,25.6848973899183,14.7263817456488,5.10432899210891,3.20893649196802
313,Greensboro,NC,17.629179331307,28.0383871660818,16.605675763879,2.46884770456395,2.87097498562085
314,Greenville,NC,21.5960510078157,30.8946020985829,13.345180198775,5.02250131973174,3.57942364897544
315,Hickory,NC,20.8902287639652,26.3059894486397,21.2967094760715,,2.96573118198714
318,Raleigh,NC,19.6444226251008,25.4673934988896,15.1616714551245,5.38437253743117,4.51737203955768
319,Wilmington,NC,23.7018684835346,29.752736116741,17.9903332718333,3.89614292036415,1.83893263551872
320,Winston-Salem,NC,21.2913046235809,28.0988783310709,15.173724779229,2.35238335917817,2.63189708384938
321,Bismarck,ND,23.2743362831858,30.2336079449272,8.75726162200633,,1.05735865641105
322,Fargo/Moorhead MN,ND,16.6310472119681,31.9812291077398,9.6356258416663,4.036116114534,1.49252047237092
323,Grand Forks,ND,15,30.7791728212703,7.38469948857153,,1.24939229399284
324,Minot,ND,18.4355728659526,34.7585924713584,10.8787725879718,,1.01342722019174
325,Akron,OH,17.3700577521102,23.4351038617036,17.0005223488609,4.60869859498767,3.88942533655471
326,Canton,OH,18.7059358653627,21.6148549968704,19.4146142773435,4.60674205604526,4.19064059401587
327,Cincinnati,OH,17.8900774621911,24.8220338983051,25.7344934819112,4.07391797523042,2.95412345775991
328,Cleveland,OH,17.7588525324966,23.2018350294005,20.0394481031745,7.83170166328246,4.20541461252897
329,Columbus,OH,21.3926218025217,23.3199857913263,17.4102649930294,5.53247682930032,3.14569015868418
330,Dayton,OH,16.2265275707899,23.1114435302917,19.2487476317048,7.42686179039464,3.84859579200137
331,Elyria,OH,24.2212189616253,23.9970501474926,20.2340820825485,7.46293462486766,5.49250221322329
332,Kettering,OH,18.0802848818388,26.9973300472376,21.2387113321552,4.55876513450469,3.61744178167199
334,Toledo,OH,19.1126279863481,21.862689926843,20.7871175340468,5.57451319679033,4.14232800656282
335,Youngstown,OH,19.9740596627756,21.609689159358,20.492330047746,9.66316620536101,4.97587267604242
336,Lawton,OK,20.2285714285714,23.7931573191689,13.6421164069064,,2.23825188140281
339,Oklahoma City,OK,20.5423787429033,24.2146693150886,16.8740087032465,6.42030883024341,2.69635955314647
340,Tulsa,OK,18.8962360122075,22.2584117695769,17.2624251998101,4.79523327060267,2.8934509772377
341,Bend,OR,13.9587582143666,28.0745580322829,16.2920495948833,,1.26975522425498
342,Eugene,OR,15.2652005174644,28.2893499655237,14.3017304308048,2.02195405578722,2.13512602514546
343,Medford,OR,15.2437279404751,28.1592187037585,15.0760072458277,1.73484627063359,1.64821086526557
344,Portland,OR,13.2910436489956,26.0107134290968,18.1340750280249,1.25022921265966,1.28250133547049
345,Salem,OR,13.4202183867559,26.7418032786885,20.5892839092615,,2.15043154584669
346,Allentown,PA,18.9795753612658,23.382773624366,16.0997736005952,6.00142552169414,4.46084462326362
347,Altoona,PA,18.2394058540848,19.2234488009136,14.5593927983484,,3.158661463182
350,Danville,PA,19.5603659897344,24.1466179619599,12.9711378657934,4.82161289867734,2.80601114078652
351,Erie,PA,15.9941839331152,24.0061857545711,12.7771063369543,4.33787977361243,2.31519683478694
352,Harrisburg,PA,19.1967654986523,27.0746991147508,15.074360458971,4.39633210033154,3.29600020944798
354,Johnstown,PA,16.0347551342812,18.0237676056338,13.2639904724242,,2.19548486899112
355,Lancaster,PA,15.8266356193195,23.3737167323505,17.591654848572,3.2723228104032,2.77285008735472
356,Philadelphia,PA,21.5314987254851,22.2793759868127,19.8781784303968,5.7592315387026,5.77263674524652
357,Pittsburgh,PA,17.8079392877992,18.5692913129736,16.6926846247959,5.98196088195659,3.1663249665088
358,Reading,PA,20.2700186219739,20.8114035087719,14.6790424952153,4.68962935929251,2.893305546752
359,Sayre,PA,15.6844968268359,25.8180726508556,10.8738508377612,,1.90425843225037
360,Scranton,PA,22.4003288121661,21.5590934044389,19.3648769947701,3.99646242273057,2.56579875797778
362,Wilkes-Barre,PA,17.4460431654676,19.7861451288613,16.868277264213,7.79986884202967,2.55111081087759
363,York,PA,20.253164556962,26.681111775254,11.5289600998824,5.54627777905436,3.04205838820903
364,Providence,RI,18.1320642474717,26.7843150614929,19.6505193040426,3.60152250713138,2.00287059310903
365,Charleston,SC,20.6762092793682,27.1104499814057,16.1489130756706,3.28113669473222,2.9847183317031
366,Columbia,SC,19.9325497197838,29.3903120496456,15.8725088053164,5.05190586249312,3.67779339601307
367,Florence,SC,21.4851171627612,26.6207737887766,16.3959403768526,6.84772178089815,3.64714371333283
368,Greenville,SC,21.6290899956038,29.8677838419556,18.2406892365978,3.05842788737419,2.66009778632475
369,Spartanburg,SC,20.450936805335,24.7697974217311,16.9859239509293,2.65660949141057,3.51583067234748
370,Rapid City,SD,11.2673056443025,26.777697320782,10.9645346253018,,2.88329871286466
371,Sioux Falls,SD,16.5027876330461,30.4236325271871,14.6605318138937,2.00357284393195,1.5131810578985
373,Chattanooga,TN,21.9762911381912,26.7596608832808,16.6893826833438,5.12773332246692,2.40578898198114
374,Jackson,TN,19.2587690271343,19.0214019851117,12.0711047592512,5.01944339126343,5.99340831810779
375,Johnson City,TN,15.7654723127036,24.575807334428,13.5777137356304,5.40637207805095,3.64169296799135
376,Kingsport,TN,16.8768920282543,21.6747980484684,15.7810693060134,7.53151504064607,4.33835064759955
377,Knoxville,TN,24.0871322703795,26.313571227873,12.9187331295109,5.70883625234102,2.76446849414886
379,Memphis,TN,20.3438180316793,17.7508570467117,16.6724294579487,6.56194432172301,3.59178616220099
380,Nashville,TN,20.8191627315211,21.472503617945,13.5979071086805,5.37670487227494,3.60130994076411
382,Abilene,TX,21.0183299389002,22.5643796146227,22.0341446321191,3.69477294033284,3.43523274963866
383,Amarillo,TX,15.5157050568055,24.3554902680867,20.8684706106298,2.01682332544295,1.92513117357284
385,Austin,TX,20.6621580700515,23.9412418719046,20.8516469443188,4.35308305188669,3.46355976195169
386,Beaumont,TX,23.9027843322322,23.1441385709867,19.3506336238729,5.9802469648071,3.95543154316022
388,Bryan,TX,21.3537675606641,24.844398340249,16.9684534835882,5.85263792052398,3.88543245635828
390,Corpus Christi,TX,21.4635511403386,23.6515971373713,19.0712426618721,7.55151341184314,2.63472598770592
391,Dallas,TX,21.2960011334254,23.6766520689768,18.3451648516012,6.62436320087304,3.58659185602605
393,El Paso,TX,18.6844550643834,17.2284815034439,16.8989454176801,6.44834962246452,3.81367379697407
394,Fort Worth,TX,20.169779286927,24.3270722962487,23.0268143235419,6.70384672785694,3.71903379161959
396,Harlingen,TX,21.4966156931562,16.2714977458674,19.3190248896577,10.408736429237,4.81073736708115
397,Houston,TX,18.7305464130937,20.1024547237722,18.2683157253922,9.6729043757774,4.38401778778136
399,Longview,TX,20.3829680020156,24.9723582372453,23.7430109669563,7.46768925597539,4.30274979406856
400,Lubbock,TX,20.5066706640684,19.6559074299635,18.0273903098622,4.80568809666492,3.24867892432025
402,McAllen,TX,22.7374104941895,17.1175051688491,12.1374682508145,10.6250991656242,9.05209834545902
406,Odessa,TX,17.8606317160534,23.2456140350877,22.2249337704409,4.76510594526295,3.38407236347502
411,San Angelo,TX,19.6415046705377,20.8817913556674,18.831348403102,,4.16792240216235
412,San Antonio,TX,19.1317244168801,19.9072228463741,17.8376168114805,7.34604193222283,4.79543217269459
413,Temple,TX,14.9470624870251,22.3944636678201,20.0350151311873,5.51458060968072,2.34948775044845
416,Tyler,TX,23.5244259516104,26.8282555665127,21.6319400268353,5.79118542168278,4.18225048048472
417,Victoria,TX,19.6491228070175,25.9577515216613,16.2664544088116,3.15432158198833,3.57938956797321
418,Waco,TX,17.0787998681174,24.0284162139574,20.97305386572,3.64373812574739,1.8938922470457
420,Wichita Falls,TX,17.3701298701299,26.6895007245422,22.1625847265662,4.90853821797009,3.5593432403348
421,Ogden,UT,14.342781053833,25.7985591953242,21.3989900543101,,1.61396649880075
422,Provo,UT,14.3096936634494,22.160407974038,19.8102041130642,,1.99861021542388
