GEOID,HRR name,State,Percent of beneficiaries filling prescriptions for high-risk medications,Percent of diabetic beneficiaries age 65-75 receiving recommended tests,Percent of beneficiaries admitted for an ambulatory care-sensitive condition,Percent of beneficiaries readmitted within 30 days following medical discharge
106,Greeley,CO,16.0180129252443,52.1343377275581,3.48627931111024,14.3102281722225
107,Pueblo,CO,18.3512949600768,44.3814432989691,3.05153411408892,13.892803088817
109,Bridgeport,CT,13.8338394720538,56.2665156662892,3.58441194981849,14.4973127003072
110,Hartford,CT,15.0125812034742,63.2399787629413,4.27459065445547,15.3672636922519
111,New Haven,CT,15.1366851765331,58.0221300138313,4.20498464740931,16.1264479131144
112,Wilmington,DE,18.7209558228326,57.7217062546232,4.17537406378532,14.6048083183778
113,Washington,DC,16.7702672273703,54.3418343101536,3.58964125260094,16.3234167062697
115,Bradenton,FL,18.5177576841459,59.3839541547278,3.35138683896619,14.5966058439338
116,Clearwater,FL,19.7952499269264,61.9589977220957,3.84216073003377,14.7261885403712
118,Fort Lauderdale,FL,17.6324034416749,62.0764209388383,3.69428823798626,15.8455265821069
119,Fort Myers,FL,16.8682957549117,60.4455925088796,3.70832804505469,15.6153771771289
120,Gainesville,FL,20.173095523843,53.0588508955571,5.16128018747132,15.8295995003168
122,Hudson,FL,18.5495791653684,60.4226542688081,5.11868402396258,16.4995975679504
123,Jacksonville,FL,22.6548640326871,52.9715294437152,4.83779930026668,16.1581831563216
124,Lakeland,FL,20.0196127119258,59.7983039193216,4.94644405279382,15.7592333579281
127,Miami,FL,22.2369941496663,57.4745655454413,5.11292718230415,17.2456138249486
129,Ocala,FL,18.7620482937333,63.4434654919236,3.60681413319355,14.7259301053588
130,Orlando,FL,19.2250352386803,56.8937703034187,4.54187592739021,15.3095501318123
131,Ormond Beach,FL,20.1798341027388,60.1345938150937,3.30989358410533,14.6235188153511
133,Panama City,FL,22.9138372733417,49.5846313603323,5.10708898376258,15.316740881893
134,Pensacola,FL,23.8794699487209,51.2358512358512,4.81617594159196,15.8796760097789
137,Sarasota,FL,17.2882992921272,61.3420343311108,2.51420840229225,13.3766466737966
139,St. Petersburg,FL,21.1006090582149,56.1555075593952,4.38492037496435,17.1464732972709
140,Tallahassee,FL,24.9805627381008,52.411822876607,4.74105343131558,14.6130167021409
141,Tampa,FL,20.7287230876667,55.734941896567,4.37303191202482,16.5697725757648
142,Albany,GA,24.4689688275014,49.4462307967131,4.6943023525921,15.0908099238135
144,Atlanta,GA,21.8531649970068,51.6694564355563,3.88230898370346,15.0642734607835
145,Augusta,GA,24.3130901618799,50.7199631378873,3.94632101116075,14.9591355719397
146,Columbus,GA,25.5478231021522,50.5007457916045,3.72072392620559,15.2638582581011
147,Macon,GA,24.8919389852241,48.3902727183223,5.35832795200022,15.4508391481459
148,Rome,GA,26.3494504305822,48.9008710078805,5.03455947345078,14.6689526352709
149,Savannah,GA,22.9787211973175,54.8797219427422,4.34574998288543,15.0636633201683
150,Honolulu,HI,21.143929445136,61.7529482310614,2.55166285882659,13.0624323267318
151,Boise,ID,16.2736080279197,46.6966966966967,2.79168989061934,13.9621965452244
152,Idaho Falls,ID,16.2587736283097,41.2224264705882,2.84025235983894,12.3347859678079
154,Aurora,IL,15.5718460955294,59.2012779552716,4.62841444050538,16.6145451531343
155,Blue Island,IL,14.8557245646626,49.3498153796757,4.74442088069178,17.0188662857843
156,Chicago,IL,16.4126558464631,45.2896897810219,4.49611131986684,17.0674668429111
158,Elgin,IL,16.7225337201633,53.5338015803336,4.68273284488387,14.9266503389214
161,Evanston,IL,13.9489311469004,60.5303612605688,3.36841429586558,15.4471797738863
163,Hinsdale,IL,15.0256392298874,58.5518814139111,3.85267439228546,14.6077214797513
164,Joliet,IL,15.1855379314039,50.511802799248,5.51102562987954,16.4756951863391
166,Melrose Park,IL,14.3835034069884,54.0655825113303,4.25759731703925,16.3011335419626
170,Peoria,IL,17.2828095845559,55.7892430715303,4.93611298329449,16.0158889856823
171,Rockford,IL,15.4607964903825,53.8205980066445,4.62408752634118,15.1522141730939
172,Springfield,IL,17.8989838870569,52.9224947631597,4.91998483176753,15.6170729855643
173,Urbana,IL,17.7622668375702,50.1380738695202,4.92115801160501,15.6019583117489
175,Bloomington,IL,16.7109994359024,61.1664295874822,3.70155280774863,14.8881836928924
179,Evansville,IN,20.6410313562373,46.2053776268698,5.41721243840861,15.1982023014313
180,Fort Wayne,IN,18.0475814998964,47.6327116212339,4.72170304105068,14.1593772518278
181,Gary,IN,17.9232227844513,41.3750560789592,5.76503439458845,15.9987067721229
183,Indianapolis,IN,19.7856756748659,45.5000405767306,4.60028958718975,14.6957537319599
184,Lafayette,IN,18.6683180115835,32.2681486627301,4.64903655990199,15.4988536768709
185,Muncie,IN,19.8019054077819,41.9880319148936,4.80591812522922,13.8394813825082
186,Munster,IN,15.7272901932192,47.0977070853129,5.84671218295929,16.8685330724865
187,South Bend,IN,17.4322718817238,49.6217463777407,4.20883416645504,14.6445292883187
188,Terre Haute,IN,20.1976778956924,43.5594275046671,5.68344864597546,16.5695144401786
190,Cedar Rapids,IA,12.8848453549501,65.1303820497271,4.60223591719764,15.4548914756891
191,Davenport,IA,14.4296908448891,59.9695796460177,4.02739786368657,14.953851464911
192,Des Moines,IA,14.0712319771712,61.4209777644681,3.91260679364649,14.997190739776
193,Dubuque,IA,12.4738251202573,66.9706840390879,3.67859387174081,12.4445989167132
194,Iowa City,IA,13.0965570115121,55.6359102244389,3.84642467032052,13.179750417233
195,Mason City,IA,10.8060339122161,54.9583333333333,3.9611945339764,14.2286976257097
196,Sioux City,IA,12.9010884366347,58.4441489361702,4.23368185671004,13.9579262772599
197,Waterloo,IA,13.9211329549098,64.1294298921418,3.82846615192676,14.459418460413
200,Topeka,KS,15.3678074238156,58.6910740320752,4.00512121254592,14.1765848670433
201,Wichita,KS,18.2045296617164,52.9179438811601,4.36639537224502,14.574994659296
203,Covington,KY,22.3967581728646,52.8482527525132,5.55123819486173,16.9453443708555
204,Lexington,KY,25.73579133064,45.3749587049884,6.62914793789382,16.9252222022517
205,Louisville,KY,23.7095112301315,51.7437406765311,5.60915842339774,15.3219783159518
207,Owensboro,KY,23.1262199749307,53.3793604651163,4.88217248202398,14.1678902475257
208,Paducah,KY,25.186892318142,49.0963855421687,6.17123019144641,15.9255616147686
209,Alexandria,LA,28.940424248944,45.4750705550329,6.94775264774129,15.3370394241514
210,Baton Rouge,LA,27.5306846384108,51.3056482227079,4.23581475607283,16.4679905386863
212,Houma,LA,24.324244767956,49.0847784200385,5.12616231992958,16.5029389884919
213,Lafayette,LA,24.4119595345614,43.3177327093084,5.19557566764412,17.3948619035642
214,Lake Charles,LA,26.3342829877187,50.8695652173913,5.7662516918715,15.8426135236053
216,Metairie,LA,25.898001469616,48.5462790077354,5.04998305020659,16.1589191870264
217,Monroe,LA,29.1198592868087,43.1664726426077,7.28065550445614,15.9935704903274
218,New Orleans,LA,21.9164097175972,46.5156794425087,4.18755900470663,14.9852870665259
219,Shreveport,LA,25.6812871804356,47.9770992366412,6.05754696539714,15.802230536602
220,Slidell,LA,25.8417437411054,48.535745047373,5.94278267035459,17.6843782859604
221,Bangor,ME,16.2553454396729,65.5151606577161,4.848592991425,14.9561081378559
222,Portland,ME,14.272522007177,63.21482602118,3.60489212008123,13.7705623546815
223,Baltimore,MD,17.8545953630639,54.1527847392163,4.21553464104851,
225,Salisbury,MD,16.8720681646361,61.9613941999817,3.87510736321501,
226,Takoma Park,MD,15.1856248139997,57.61857815752,3.17641360501675,
227,Boston,MA,12.5936576495878,65.6747090323473,4.45944960879736,15.617354402284
230,Springfield,MA,13.4979292739863,65.7414170927684,4.2302863370723,14.7759160342194
231,Worcester,MA,12.8114773578255,64.0078137717727,4.72513445799921,15.9290023487653
232,Ann Arbor,MI,14.1713140577294,53.8992768258519,4.73804743571331,15.7657339078465
233,Dearborn,MI,18.7743150537899,46.5264952408013,6.26402374066187,17.6739300559108
234,Detroit,MI,18.6858522619947,44.4080765143464,5.08961109597416,17.0859457701803
235,Flint,MI,19.4343346208816,52.4090075936109,4.76902705193839,15.6957017156503
236,Grand Rapids,MI,14.0893644977408,59.4892812105927,3.69876856349699,14.3027584343287
238,Kalamazoo,MI,14.5857925580139,52.1895690556395,4.2193746568483,13.7174187381817
239,Lansing,MI,16.148755994594,53.3082363677846,4.33009037639723,15.2705087934473
240,Marquette,MI,12.8938364773114,54.2705735660848,3.82179265164429,14.8365276941645
242,Muskegon,MI,15.6189106848477,66.1285114627058,2.72348008178273,12.1619809071554
243,Petoskey,MI,12.6351114729497,53.28173374613,3.80677472049423,12.0158730223765
244,Pontiac,MI,15.7574920380674,50.1448715472281,4.87453131555402,16.9074418795231
245,Royal Oak,MI,16.2344886780068,52.6470935031246,4.6617520929628,17.7140283608684
246,Saginaw,MI,15.1704826199944,53.6267045929892,4.74286666511284,15.4862190388671
248,St. Joseph,MI,15.0639692148425,52.8795811518325,3.79035897549343,13.3317185473394
249,Traverse City,MI,13.3493744463009,55.6874851579197,3.56086325303616,13.6056025880139
250,Duluth,MN,12.0784965254449,57.0315037349789,3.16385892722022,15.675167583442
251,Minneapolis,MN,11.9260243907057,59.125281013693,3.42515116775394,14.8612049246167
253,Rochester,MN,9.83479496206409,63.622572815534,3.56042768939347,14.0078117517781
254,St. Cloud,MN,11.5818407854355,66.5800865800866,3.85581929903285,14.2554277272951
256,St. Paul,MN,13.0966372030987,59.6111356606275,3.14259228377415,15.5736939357054
257,Gulfport,MS,22.6997659030576,42.1942326814717,5.35134506860681,16.697243336287
258,Hattiesburg,MS,25.6486453279005,46.5758754863813,5.82771030424207,16.0568413231856
259,Jackson,MS,22.8341533761072,44.5754270944966,5.5895988379351,15.9941226424911
260,Meridian,MS,24.4926890202241,43.1088082901554,5.60197531741952,14.8047279281316
261,Oxford,MS,23.0697191942482,48.3743061062649,5.13724109094357,15.8414819850429
262,Tupelo,MS,23.1510943859114,53.9806347498655,5.01120700420553,14.5406441959596
263,Cape Girardeau,MO,21.0530802449316,46.4046021093001,5.00446025396651,15.9730178571229
264,Columbia,MO,16.8098428087478,53.1117940837495,4.66269893974894,15.5196765706915
267,Joplin,MO,19.403582996536,46.1201298701299,5.34221208237547,15.635146453385
268,Kansas City,MO,17.4356411669997,54.7796689204943,4.54867749072753,15.4400561409223
270,Springfield,MO,20.6341296315026,54.9662668665667,4.09548661900484,15.5046664482313
273,St. Louis,MO,17.7310910557729,52.4562883795059,4.68857663358172,15.8946937008302
274,Billings,MT,14.0293170858652,46.6732058198463,3.60314456786107,14.0809072290989
275,Great Falls,MT,14.1801837070886,45.7683741648107,4.13331833235528,14.5985747708547
276,Missoula,MT,14.0141706401954,48.5524861878453,3.10403062577458,13.5747014677996
277,Lincoln,NE,13.7922460747098,51.19449128724,4.07795187254916,14.2895845078284
278,Omaha,NE,14.4089715963251,56.404181184669,4.08178309104786,15.185036190897
279,Las Vegas,NV,18.6358236749255,47.640740115854,3.83654308652434,16.5445756419897
280,Reno,NV,15.9798414845438,44.9900727994705,3.61600610848978,14.2326627876445
281,Lebanon,NH,12.5859416791748,56.3013459185457,3.31572764913472,13.5879691216171
282,Manchester,NH,14.2478506903238,65.238137315543,3.77627178670748,14.7531042586165
283,Camden,NJ,17.3228671586652,56.7563049293084,4.73403597271373,16.1942553338593
284,Hackensack,NJ,15.9262712920523,58.4925467142557,3.98770474477246,15.5869372659172
285,Morristown,NJ,15.1936299923359,55.8813140233133,3.78930955207196,16.0792367595546
288,New Brunswick,NJ,15.5857976242193,57.0108376039654,3.877188710358,16.2328160918454
289,Newark,NJ,16.7240722019357,49.8502019017846,4.14790129909701,16.2059099716051
291,Paterson,NJ,17.3754873659275,53.6775873291386,4.33404719684902,15.6305692241888
292,Ridgewood,NJ,14.9982319258807,61.9515389652914,3.738044844363,14.9597294399047
293,Albuquerque,NM,16.7916774177555,37.1818404307391,3.43803512828606,13.4960731962272
295,Albany,NY,13.7252197608344,59.0909090909091,4.03005153889058,15.1745019653231
296,Binghamton,NY,14.6925248179586,51.8432104526365,4.47988967721996,16.3313132869113
297,Bronx,NY,17.2151877688441,48.4346887369557,4.57414244231225,16.4524814879844
299,Buffalo,NY,13.5440633663547,56.5915300546448,3.81144343070506,15.3747960700302
300,Elmira,NY,15.9356673159526,58.641810918775,5.41579476446866,16.2162343821961
301,East Long Island,NY,14.8210966743266,60.1478189897524,4.24770674404334,16.2293438891181
303,Manhattan,NY,16.7399957220088,58.3374203040706,4.06779276927474,16.6341142594248
304,Rochester,NY,16.9098448020417,53.3073367995378,3.93684416930449,15.6821060324407
307,Syracuse,NY,14.5989651643987,61.3008689667039,4.54331256036782,15.2370269305704
308,White Plains,NY,14.5637822656882,58.8586714222024,3.94140283734801,15.2851769656658
309,Asheville,NC,20.4878949639142,54.4445463718925,3.5242894394654,13.1265097967012
311,Charlotte,NC,21.1890166557539,59.1767941098199,4.00886217182417,15.1132418075761
312,Durham,NC,20.5164018722644,56.0229057923276,4.10447818403629,15.1912013967944
313,Greensboro,NC,20.6805681419251,55.9405157411802,4.20530561717904,15.260003361712
314,Greenville,NC,21.6515352335362,55.2891396332863,4.18065462663107,15.3683918758595
315,Hickory,NC,21.4807087384998,59.3929775838127,3.60905625348423,14.1689007420683
318,Raleigh,NC,21.1290604357142,57.9315787667708,4.28072357231807,14.8048113480594
319,Wilmington,NC,22.9086451756588,64.5080946450809,4.0594335669013,14.9210555279589
320,Winston-Salem,NC,22.4165387685181,57.493407559332,4.90917405662127,15.640892742874
321,Bismarck,ND,13.0635797606156,56.8311874105866,4.12462303077997,14.5844278418274
322,Fargo/Moorhead MN,ND,13.4183664631815,61.0461407612163,3.78931883354976,14.4432786049526
323,Grand Forks,ND,13.7517120641055,57.2115384615385,4.52771480289724,15.4937459840112
324,Minot,ND,10.9073740791592,54.5613015688553,3.88719952319468,15.0066025062038
325,Akron,OH,17.5584388591705,50.8288227334235,5.41132631564347,15.6555587539151
326,Canton,OH,18.6699370850076,55.4502369668246,4.42530616724324,14.9796298451639
327,Cincinnati,OH,20.9098220775149,52.8370465100626,4.6436530724111,15.8256054280632
328,Cleveland,OH,14.7971924541316,51.561324303988,4.96035711151226,16.696920398902
329,Columbus,OH,18.9029629960151,50.2629086514909,5.23478911204932,16.0894268365809
330,Dayton,OH,19.3344214765791,47.2091062394604,4.7094486376788,15.298999408677
331,Elyria,OH,17.7742388174601,50.8098891730605,5.9980557742431,15.1724495864312
332,Kettering,OH,21.1556559829236,52.7267960146828,3.92318417599823,16.1539348412581
334,Toledo,OH,16.3849611670689,46.7819404418828,5.20099117698134,15.4764127772505
335,Youngstown,OH,17.4966354402538,47.2085385878489,5.02946359212992,15.8866763813741
336,Lawton,OK,26.8983996351941,41.8577981651376,4.64719484397425,15.3465673337771
339,Oklahoma City,OK,23.8217981297238,48.4087102177554,4.91284765711439,15.6571821664146
340,Tulsa,OK,22.4850953693851,44.9039217889651,4.78159940146902,15.4464459052227
341,Bend,OR,17.5503125825092,54.1025641025641,2.4604478640291,11.6836588010738
342,Eugene,OR,17.622006322561,54.2916775371771,2.89889427152072,13.6480177808362
343,Medford,OR,16.5900983812412,50.7105221140029,3.06339805015292,13.8679754683354
344,Portland,OR,16.7290277553382,54.3637697103044,3.05098824958448,14.4278912872904
345,Salem,OR,17.5307870714957,56.9741282339708,2.37141658670884,14.1434305630077
346,Allentown,PA,14.2381828440994,55.8736869075071,4.77026430583531,15.4685114305261
347,Altoona,PA,16.4638539502587,54.1947336191059,4.84779366516153,15.3289914527244
350,Danville,PA,14.9342857824863,59.1688654353562,3.9067922671913,13.8056973516562
351,Erie,PA,15.0447864521319,54.3952802359882,4.2572655856038,13.9743686254554
352,Harrisburg,PA,16.1820709317452,57.0729053318825,3.81126127067798,15.1367876829682
354,Johnstown,PA,15.7399621891924,47.6534296028881,5.27560587708859,17.7600042060698
355,Lancaster,PA,15.3062103998482,61.5649827612052,3.88665955964205,13.4496423526441
356,Philadelphia,PA,16.451278406985,56.2608575761754,4.36928344659265,15.7612003999052
357,Pittsburgh,PA,14.8291347644541,47.8122949026471,5.17049243885988,15.9833034526172
358,Reading,PA,14.7356334795303,58.251953125,4.25970774838916,15.1366222803283
359,Sayre,PA,14.7392403453609,51.2622012790306,5.57625419726947,17.3437426307754
360,Scranton,PA,15.2453417912316,54.6800083385449,5.23181252307994,14.3255444146317
362,Wilkes-Barre,PA,16.2447910583978,54.8224769359799,4.63501866973262,15.7350638332078
363,York,PA,14.8864796785011,63.3094954310687,3.51135258273683,13.9990844210268
364,Providence,RI,13.7821883971585,61.6606429522541,4.08504731743117,15.5035641525639
365,Charleston,SC,20.0741444946791,54.5113611294948,3.70490641701541,15.5699138699845
366,Columbia,SC,20.9106736636713,53.4355990478709,3.64351683663654,14.8210062646535
367,Florence,SC,22.8313979609883,44.1556745461669,5.01742505048272,15.1712956612399
368,Greenville,SC,22.2751732368836,56.1246164739202,3.83563375776124,14.3268376497321
369,Spartanburg,SC,21.7842714962122,54.6461422939741,4.77391134010986,15.4688719487123
370,Rapid City,SD,12.8222476910087,47.6190476190476,3.62592748002593,12.3010400740512
371,Sioux Falls,SD,10.4773171273351,56.6224808707835,4.00906401921361,14.402592183821
373,Chattanooga,TN,23.8186314377794,49.4230952607991,4.56084735315832,14.7336555410934
374,Jackson,TN,25.5459358869479,52.3913359499927,5.30003347219552,16.0688250694585
375,Johnson City,TN,23.4456311032708,51.5629564709319,5.64552161252731,16.4692902836888
376,Kingsport,TN,22.3909855346133,49.896992171405,6.98271760202796,17.5140760165147
377,Knoxville,TN,24.2368976671707,52.989449003517,4.97972761973298,15.7287821736486
379,Memphis,TN,23.2764013740541,46.3674243986963,4.78468365005948,16.1646904207441
380,Nashville,TN,24.1155346539435,51.9376002332702,5.68124096039234,16.2842845211265
382,Abilene,TX,23.3613969146553,45.6842105263158,5.0034058296788,14.9346293302477
383,Amarillo,TX,19.3267105505601,49.8407643312102,4.53863669507958,14.4022852362792
385,Austin,TX,19.5158824750888,55.8231513524966,4.03765052914724,14.5074099101837
386,Beaumont,TX,23.6009966407441,51.5314269124692,4.99151783911936,15.5743259745505
388,Bryan,TX,19.9520143340894,48.8839285714286,4.62374742876539,15.1845728881293
390,Corpus Christi,TX,24.4778748649257,51.651170246874,5.25271038396319,15.5998133731113
391,Dallas,TX,21.9083394525312,53.5120655204971,4.40286989023803,15.4881522710317
393,El Paso,TX,20.3409285449463,47.1480753020511,3.91641449198335,15.3264448695642
394,Fort Worth,TX,24.1063463774283,53.3360706220489,4.53002431170834,15.0729807696202
396,Harlingen,TX,18.8036094502664,56.2812139838648,4.21254605405962,15.1892920038598
397,Houston,TX,22.5831785098444,48.8008440249439,4.5229258078114,15.7181167313702
399,Longview,TX,22.656065789488,49.9836761345087,4.82032933656201,15.151740448422
400,Lubbock,TX,22.1472696280835,45.1643414518799,5.12318963250935,14.6161679839909
402,McAllen,TX,24.0306527173994,54.6018497631401,4.94737207218496,16.5443406451063
406,Odessa,TX,18.8995049328004,41.7638483965015,4.8347651537317,14.4915504091207
411,San Angelo,TX,22.079669081824,53.739195791056,4.34809582495751,14.440573799799
412,San Antonio,TX,20.8949707044591,49.5613173574281,3.96438650605954,15.1988931373555
413,Temple,TX,20.515574816574,53.196981731533,4.34551855735138,16.6687794857341
416,Tyler,TX,22.3236604127962,55.0249169435216,4.72950027694846,15.2683453962038
417,Victoria,TX,19.8933985787767,50.8910891089109,5.77483559342752,14.6809373986737
418,Waco,TX,23.5706691723923,50.3990610328638,4.13008402173208,16.3322557544458
420,Wichita Falls,TX,24.4876629061468,50.5323741007194,5.00852988901459,15.9927727094355
421,Ogden,UT,16.9503735634665,51.6490354698195,2.33920711770811,12.7008597505637
422,Provo,UT,20.3620477187594,47.4789915966387,2.85366156403182,13.0203243048367
423,Salt Lake City,UT,16.3112557736457,45.7384615384615,2.80039388261411,13.2819825362355
424,Burlington,VT,14.7679682467954,58.4167636786962,4.12478174518353,15.1059098823121
426,Arlington,VA,17.5851469547238,53.6692759295499,3.12642463676398,15.1126382071422
427,Charlottesville,VA,15.5682925795849,59.3967257232563,3.89112695771071,15.1452740987969
428,Lynchburg,VA,20.4416285075416,60.1118568232662,4.09733363467294,15.0631540782496
429,Newport News,VA,19.1448432196525,61.8873445501097,3.12389621428229,14.5365060815695
430,Norfolk,VA,19.9197125034078,57.7722908093278,3.71713147677485,14.3938389464542
431,Richmond,VA,19.2622045490436,57.4397410782727,3.95735523941456,15.7954074668032
432,Roanoke,VA,20.0865713514666,56.1767286067469,4.6615104393947,15.269861847374
435,Winchester,VA,17.0471992804758,52.2002820874471,5.26058148831801,15.6134624950459
437,Everett,WA,18.1517606594235,56.0532687651332,2.7160835020421,13.7915670009155
438,Olympia,WA,19.344292892788,44.1430628900624,2.92114670833918,15.4928354679619
439,Seattle,WA,16.2244063800884,54.6302280491183,2.58269278358474,14.3170198123703
440,Spokane,WA,17.0451126001051,53.3030937427309,2.89023930509808,14.0545438024688
441,Tacoma,WA,19.2136237474171,51.1267403473518,3.68780356357331,14.6878487017272
442,Yakima,WA,16.3742980591728,52.6845637583893,3.89049285359833,15.1431348375936
443,Charleston,WV,21.8649262364741,46.5749801639778,6.21015493595531,17.5020333811777
444,Huntington,WV,23.4928898084659,46.9964664310954,6.62424189357809,15.7963563169714
445,Morgantown,WV,17.2216982004883,49.5819935691318,5.63999955439527,16.3603487905095
446,Appleton,WI,12.2210479767791,62.810707456979,3.24451250912604,13.0999593223404
447,Green Bay,WI,11.5825924242442,58.6891545687447,3.16364317077938,14.7223186501923
448,La Crosse,WI,11.3757552330673,60.7802874743327,3.68651798896377,13.3465355305497
449,Madison,WI,14.4531753927909,59.6376678315247,3.4901941562649,13.846702904541
450,Marshfield,WI,12.5592861859736,63.0284396617986,4.14749926036585,14.4249691316281
451,Milwaukee,WI,13.7238734022333,56.2671842147825,4.00773781242877,14.9160232769227
452,Neenah,WI,13.0268295259271,63.1740196078431,3.38818751154353,14.908152411192
456,Wausau,WI,11.9136803899333,60.6594399277326,3.74204071875254,13.0602567306321
457,Casper,WY,14.6030146922804,32.0158102766798,4.07210760335563,15.7022211025956
999,United States,US,18.395383603837,53.2055883323232,4.22179059650646,15.4637730154935
