PCSA,PCSA_L,PFIPS_ST,PCSA_ST,P_LAT,P_LON,P_POP_LAT,P_POP_LON,PAREA_SM,PG_DOC,PF_DOC,PI_DOC,PP_DOC,PS_DOC,PO_DOC,PG_FEDDOC,PS_FEDDOC,PO_FEDDOC,PG_NFEDDOC,PS_NFEDDOC,PO_NFEDDOC,PG_IMG,PS_IMG,PO_IMG,PG_CMG,PS_CMG,PO_CMG,PG_NIMG,PS_NIMG,PO_NIMG,PG_LT50DOC,PS_LT50DOC,PO_LT50DOC,PG_GT50DOC,PS_GT50DOC,PO_GT50DOC,PG_F_DOC,PS_F_DOC,PO_F_DOC,PG_M_DOC,PS_M_DOC,PO_M_DOC,PG_RESDOC,PS_RESDOC,PO_RESDOC,P_PRIM4,P_PRIM4RET,PPA_PC,PPA_PC_3SP,PPA_PC_OB,PPA_PC_OTH,PRHC10,PFQHC10,PFQHCGF,PFQHCGF_FT,PFQHCGF_PT,PFQHCGF_YR,PFQHCGF_SO,PFLALGF,PFLALGF_FT,PFLALGF_PT,PFLALGF_YR,PFLALGF_SO,PRHC_HRSA,PSITE_NA,PSITE_IHS,PSITE_SA,PG_ALOC,PF_ALOC,PI_ALOC,PCRG_DOC,PCRF_DOC,PCRI_DOC,PPOP_GDOC,PCRG_ALOC,PCRF_ALOC,PCRI_ALOC,PARG_ALOC,PARF_ALOC,PARI_ALOC,PDNTFED,PDNTNF_ALL,PDNTNF_PRA,PDNTNF_FTP,PDNTNF_PTP,PDNTNF_PTF,PDNTNF_FTF,PDNTNF_HSP,PDNTNF_ORG,PDNTNF_GOV,PDNTNF_RES,PDNTNF_M,PDNTNF_F,PDNTNF_GEN,PDNTNF_PED,PDNTNF_OTH,PDNTNF_A45,PDNTNF_A55,PDNTNF_A65,PDNTNF_65U,PDNTNF_AUK,PPVT_PC10,PPVT_AM10,PPVT_OBG10,PPVT_ED10,PVDEN_10,PVT_PC10,PVT_AM10,PVT_OBGY10,PVT_ED10,PVT_RHC10,PVT_FQHC10,PCR_PC10,PCR_AM10,PCR_OBGY10,PCR_ED10,PCR_RHC10,PCR_FQHC10,PAR_PC10,PAR_AM10,PAR_OBGY10,PAR_ED10,PAR_RHC10,PAR_FQHC10,PHDEN_10,PHOS_10,PHOS_M10,PHOS_S10,PHDAY_10,PHDAY_M10,PHDAY_S10,PHREIM_10,PHREIM_M10,PHREIM_S10,PACS_10,PCRHOS_10,PCRHOS_M10,PCRHOS_S10,PCRDAY_10,PCRDAY_M10,PCRDAY_S10,PCRREIM_10,PCRREI_M10,PCRREI_S10,PCRACS_10,PARHOS_10,PARHOS_M10,PARHOS_S10,PARDAY_10,PARDAY_M10,PARDAY_S10,PARREIM_10,PARREI_M10,PARREI_S10,PARACS_10,PTMDEN_10,PTMORT_10,PCRTMOR_10,PARTMOR_10,PMDEN_10,PMORT_10,PCRMOR_10,PARMOR_10,PHMDEN_10,PHMORT_10,PCRHMOR_10,PARHMOR_10,PCS_PC10,PCS_AM10,PCS_OBGY10,PCS_ED10,PCS_RHC10,PCS_FQHC10,PCSHOS_10,PCSHOS_M10,PCSHOS_S10,PCSDAY_10,PCSDAY_M10,PCSDAY_S10,PCSREIM_10,PCSREI_M10,PCSREI_S10,PCSACS_10,PCSTMOR_10,PCSMOR_10,PCSHMOR_10,PAS_PC10,PAS_AM10,PAS_OBGY10,PAS_ED10,PAS_RHC10,PAS_FQHC10,PASHOS_10,PASHOS_M10,PASHOS_S10,PASDAY_10,PASDAY_M10,PASDAY_S10,PASREIM_10,PASREI_M10,PASREI_S10,PASACS_10,PASTMOR_10,PASMOR_10,PASHMOR_10,PBENE_N10,PFEMALE_P,PMALE_P,PBLACK_P,PNBLACK_P,PHISP_P,PNHISP_P,PWHITE_P,PNWHITE_P,PPCT00_14,PPCT65_UP,PAGE00_14,PAGE15_64,PAGE65_UP,PAGE00_00,PAGE01_02,PAGE03_04,PAGE05_09,PAGE10_14,PAGE15_19,PAGE20_29,PAGE30_39,PAGE40_49,PAGE50_59,PAGE60_64,PAGE65_69,PAGE70_74,PAGE75_79,PAGE80_84,PAGE85_UP,PW00_14,PW15_64,PW65_UP,PB00_14,PB15_64,PB65_UP,PO00_14,PO15_64,PO65_UP,PH00_14,PH15_64,PH65_UP
51043010100,VA00_BERRYVILLE,51,VA,3.91300391158,-7.79634731296,3.91420207161,-7.79680969752,113.63,9,5,0,4,0,0,1,0,0,8,0,0,4,0,0,0,0,0,5,0,0,8,0,0,1,0,0,3,0,0,6,0,0,0,0,0,8,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7131,5.0707,2.7222,81.9747,45.5415,0,1219.8889,106.6868,46.1855,24.7948,100.9369,43.7822,21.8964,0,4,4,3,1,0,0,0,0,0,0,3,1,3,0,1,2,0,2,0,0,80.7346,89.1304,15.0685,25.937,1326,4799,8882,373,616,-999,20,3.635,6.7142,0.5152,0.4646,-999,15.083,3.6681,6.7426,0.507,0.4811,-999,15.431,1450,418,307,111,1942,1348,594,3674404,1920852,1753552,114,288.2759,211.7241,76.5517,1339.3103,929.6552,409.6552,2534.0717,1324.7255,1209.3462,78.6207,296.8954,220.5053,76.7003,1385.4256,971.5361,415.4419,2593.1543,1382.0154,1214.9313,82.1551,1648,73,44.2961,46.5525,1450,66,45.5172,47.9669,198,-999,-999,-999,0.0524,0.0712,0.0267,0.0187,-999,3.3727,14.1,12.0837,7.266,106.0666,76.4823,47.5617,200.7583,106.5273,135.1552,7.3635,5.1845,5.6028,-999,0.0528,0.0715,0.0262,0.0194,-999,3.4505,14.5216,12.5849,7.2801,109.7187,79.9278,48.2335,205.4391,111.1343,135.7794,7.6945,5.4486,5.9043,-999,1492,0.5078,0.4922,0.0444,0.9556,0.0332,0.9668,0.9107,0.0893,0.0722,0.1622,2071,7127,1781,110,235,260,673,793,769,821,1074,1877,1835,751,545,404,332,250,250,1818,6537,1644,82,295,110,171,295,27,112,240,12
51047930201,VA00_CULPEPER,51,VA,3.84560334967,-7.79578751951,3.84729552808,-7.80075965113,305.89,25,10,9,6,44,5,1,0,0,24,44,5,7,7,1,0,0,0,18,37,4,10,21,2,15,23,3,11,13,2,14,31,3,0,1,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.812,10.8342,9.5963,65.1245,26.0498,23.4448,1535.52,69.8447,28.2228,24.9981,69.849,28.6169,25.8985,0,14,14,14,0,0,0,0,0,0,0,10,3,12,0,2,8,1,4,1,0,85.6043,90.3516,15.9574,28.3808,3886,17132,31478,806,2141,-999,11,4.4138,8.1055,0.3733,0.551,-999,2.8307,4.4704,8.21,0.3705,0.5494,-999,2.6833,4098,1340,951,389,6897,4495,2402,13947798,6661157,7286641,290,326.9888,232.0644,94.9244,1683.0161,1096.8765,586.1396,3403.5622,1625.4653,1778.0969,70.7662,329.0489,233.3512,95.7033,1675.655,1093.4526,582.1353,3385.2162,1615.3415,1769.9635,71.6035,4627,207,44.7374,46.7171,4098,193,47.0961,48.9006,529,14,26.465,30.8864,0.0337,0.0457,0.0131,0.0119,-999,0.8535,8.9327,7.5252,4.8129,64.5202,46.6321,28.6082,121.2814,65.0069,80.7816,4.1555,3.1095,3.3901,7.0731,0.0341,0.0463,0.0131,0.0119,-999,0.809,8.9889,7.5669,4.8524,64.238,46.4866,28.4128,120.6277,64.602,80.4121,4.2047,3.2471,3.5199,8.2547,4225,0.492,0.508,0.1774,0.8226,0.1009,0.8991,0.7197,0.2803,0.0685,0.1201,8307,25469,4612,481,1148,1192,2856,2630,2590,4585,5251,5947,5044,2052,1558,1068,831,627,528,5444,18348,3835,1340,4807,662,1523,2314,115,1229,2557,86
51051040100,VA00_HAYSI,51,VA,3.7209739699,-8.2287918814,3.7201225,-8.2296098,71.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3.4661,1.7651,1.321,0,0,0,0,77.7329,39.5848,29.6257,75.9725,38.2848,26.9792,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,81.4961,91.1417,11.3208,31.6929,507,1160,2506,85,321,417,734,4.5582,7.213,0.3208,0.6331,822.4852,1447.7318,4.614,7.2183,0.299,0.7073,837.5125,1569.5458,505,203,147,56,854,603,251,1533319,782934,750385,46,401.9802,291.0891,110.8911,1691.0891,1194.0594,497.0297,3036.2752,1550.3644,1485.9109,91.0891,435.2211,326.6634,110.306,1863.7189,1362.0248,513.5239,3243.7406,1764.7575,1497.7525,102.9882,721,40,55.4785,64.1767,505,27,53.4653,63.8407,216,13,60.1852,64.3435,0.0948,0.1193,0.0348,0.0353,40.2773,53.4368,28.2135,24.0086,14.8184,174.567,124.6258,79.7183,334.726,173.5996,228.7011,13.4304,8.7719,10.2894,16.6924,0.096,0.1194,0.0324,0.0395,41.0132,57.933,30.5465,26.9427,14.7403,192.3871,142.1566,82.3638,357.5974,197.606,230.5237,15.1848,10.1472,12.2861,17.8457,521,0.4963,0.5037,0.0027,0.9973,0.0054,0.9946,0.9901,0.0099,0.0619,0.1518,784,2998,677,43,96,100,269,276,258,481,578,686,673,322,239,166,114,90,68,775,2965,675,1,11,0,8,22,2,8,16,0
51051040200,VA00_CLINTWOOD,51,VA,3.71497017366,-8.244424784,3.7146108631,-8.24431023117,123.96,3,1,2,0,3,0,0,0,0,3,3,0,2,3,0,0,0,0,1,0,0,1,0,0,2,3,0,1,0,0,2,3,0,0,0,0,3,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54,2.9562,2.9513,36.1969,12.0656,24.1313,2762.6667,78.9098,35.6684,35.6095,74.4605,33.5544,30.4867,0,2,2,2,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,67.0397,86.7752,13.438,41.7091,977,2742,5614,265,943,388,330,3.5415,6.4811,0.4649,0.9652,397.1341,337.7687,3.544,6.4478,0.4301,1.0619,397.1822,362.2619,1013,450,351,99,1999,1450,549,3546543,1905915,1640628,109,444.2251,346.4956,97.7295,1973.3465,1431.3919,541.9546,3501.0296,1881.4561,1619.5735,107.6012,478.513,384.7617,97.9093,2167.9413,1615.82,565.5367,3757.1746,2126.1158,1656.8197,119.8711,1365,73,53.4799,60.5124,1013,52,51.3327,59.7928,352,21,59.6591,62.3479,0.0602,0.0814,0.0286,0.0314,20.1614,18.5936,20.941,18.4946,9.8222,123.0365,88.1912,55.9651,234.8233,122.6199,160.0715,10.3063,6.2593,7.1186,13.0187,0.0602,0.081,0.0264,0.0346,20.1639,19.9419,22.5573,20.5371,9.8403,135.1693,99.5543,58.4003,252.0037,138.5651,163.7527,11.4816,7.0824,8.2918,13.6054,1050,0.5043,0.4957,0.0039,0.9961,0.0057,0.9943,0.9862,0.0138,0.0586,0.1799,1398,5399,1491,77,194,191,450,486,471,857,1011,1139,1336,585,485,373,255,207,171,1368,5328,1478,10,20,2,20,51,11,17,24,6
51053840200,VA00_SUTHERLAND,51,VA,3.70759044676,-7.7632355074,3.71351253104,-7.75605389439,503.72,14,6,8,0,15,1,0,1,1,14,14,0,6,6,0,0,0,0,8,9,1,6,5,0,8,10,1,5,4,0,9,11,1,0,0,0,15,15,2,1,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,25.7928,12.1452,10.0446,49.9982,21.4278,28.5704,2000.0714,92.1138,43.3741,35.8724,91.3533,42.3902,34.3742,1,5,5,5,0,0,0,0,0,0,0,3,2,5,0,0,1,1,2,0,1,84.6628,89.7295,19.3004,28.2438,2908,9911,20246,987,1447,26,1930,4.0808,7.6348,0.5975,0.4976,8.9409,663.6864,4.2048,7.9593,0.6227,0.4661,9.7596,537.0959,3088,1151,839,312,6971,4868,2103,10758136,5479156,5278980,252,372.7332,271.6969,101.0363,2257.4482,1576.4249,681.0233,3483.8523,1774.3381,1709.5142,81.6062,366.1941,262.0341,104.1507,2130.2749,1471.1156,657.1806,3323.2354,1643.1103,1679.9326,79.9924,3727,180,48.2962,52.561,3088,153,49.5466,52.6656,639,27,42.2535,52.4387,0.0375,0.0512,0.019,0.0131,1.7534,15.1072,10.9865,9.38,5.7201,76.9558,55.6999,33.441,143.5179,77.884,93.7625,5.1407,3.5998,4.0056,8.1317,0.0386,0.0534,0.0198,0.0123,1.914,12.2257,10.7938,9.0464,5.8964,72.6205,51.979,32.2702,136.9013,72.1238,92.14,5.0391,3.9177,4.2578,10.0918,3190,0.5094,0.4906,0.3287,0.6713,0.0241,0.9759,0.6392,0.3608,0.0638,0.1366,5092,19083,3826,290,643,653,1719,1787,2123,3142,3378,4438,4281,1721,1331,1017,688,427,363,3148,12191,2560,1651,6323,1230,293,569,36,226,434,14
51057950600,VA00_CHAMPLAIN,51,VA,3.79390598407,-7.69408985773,3.79112934372,-7.69054900558,257.12,7,5,2,0,21,2,0,2,0,7,19,2,0,1,0,0,0,0,7,20,2,3,9,1,4,12,1,2,6,1,5,15,1,0,0,0,10.8,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.6296,5.7156,2.7826,62.7746,44.839,17.9356,1593,86.3561,51.256,24.9542,81.5297,48.5005,21.8013,0,7,7,5,2,0,0,0,0,0,0,5,2,6,0,1,2,2,3,0,0,84.5178,90.165,17.984,28.6168,1570,6447,11789,717,915,15,153,4.2134,7.6159,0.8241,0.5828,9.5541,97.4522,4.3224,7.8808,0.8562,0.5422,10.3377,80.6648,1634,495,352,143,2113,1233,880,4190376,1874476,2315900,109,302.9376,215.4223,87.5153,1293.1457,754.59,538.5557,2564.4896,1147.1701,1417.3195,66.7075,291.6291,202.9469,89.14,1193.6534,686.813,511.3887,2399.8929,1036.9501,1373.5724,63.7958,1918,91,47.4453,48.9452,1634,82,50.1836,50.9741,284,-999,-999,-999,0.0518,0.0696,0.0308,0.0193,2.4669,7.8785,13.616,11.482,7.3184,106.9001,77.4909,46.391,198.9089,108.2774,129.8192,6.3894,4.9736,5.5419,-999,0.0531,0.0721,0.032,0.0179,2.6692,6.5214,13.1078,10.8171,7.4543,98.6754,70.5307,44.0508,186.1423,97.8741,125.8122,6.1105,5.1308,5.6291,-999,1695,0.527,0.473,0.3809,0.6191,0.0313,0.9687,0.5712,0.4288,0.0599,0.1736,1966,7249,1936,128,261,260,649,668,774,1199,1193,1554,1708,821,618,460,344,277,237,930,4076,1364,866,2839,542,170,334,30,97,235,17
51059415500,VA02_ALEXANDRIA,51,VA,3.87044186182,-7.71486223319,3.87386852224,-7.71145343678,61.49,111,51,40,20,161,9,32,37,3,79,124,6,34,27,2,1,0,0,77,134,7,55,80,5,56,81,4,46,51,5,65,110,4,5,11,0,89.4,89.4,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.8306,42.7576,44.6272,80.6926,37.075,29.0784,1239.2703,81.2965,31.0831,32.4422,82.3873,31.7514,35.3763,13,52,50,44,3,1,0,0,2,0,2,33,13,45,0,5,19,10,8,7,6,72.0441,85.1133,11.4454,25.924,9767,32648,73836,1806,4512,142,207,3.3792,7.5963,0.3224,0.462,14.5388,21.1938,3.3572,7.5554,0.3297,0.4443,14.4395,20.7533,11059,2714,1885,829,14526,9433,5093,25713016,12048739,13664277,550,245.411,170.4494,74.9616,1313.5003,852.9704,460.5299,2325.076,1089.4962,1235.5798,49.7332,241.2476,166.5294,74.851,1284.4989,830.2686,454.5378,2282.4697,1058.8172,1225.014,48.5686,12099,468,38.6809,37.2366,11059,432,39.0632,37.7323,1040,36,34.6154,36.1936,0.0186,0.0279,0.0076,0.0069,1.2201,1.4731,4.7107,3.9259,2.6035,39.4732,28.6437,17.4852,73.9476,39.8896,49.2328,2.1206,1.788,1.8794,5.7692,0.0185,0.0277,0.0078,0.0066,1.2117,1.4425,4.6308,3.8356,2.5997,38.6017,27.8813,17.2577,72.5925,38.7664,48.8118,2.071,1.7213,1.8154,6.0323,11526,0.5106,0.4894,0.2092,0.7908,0.2085,0.7915,0.5539,0.4461,0.0673,0.0966,30532,93734,13293,2041,4421,4466,10342,9262,8096,17866,21397,21889,17985,6501,4244,2912,2345,1788,2004,14880,51024,10285,6809,20411,1556,8843,22299,1452,8262,19631,789
51059421001,VA03_ALEXANDRIA,51,VA,3.87712318841,-7.71448271016,3.87708137338,-7.71443698434,15.76,69,21,28,20,100,19,2,3,0,67,97,19,14,20,3,0,0,0,55,80,16,38,59,11,31,41,8,35,39,9,34,61,10,5,4,1,86.9,86.9,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.267,17.5074,24.5786,106.6049,32.445,43.2599,938.0435,88.4774,27.0488,37.9739,90.7407,27.1424,40.6299,5,37,37,31,6,0,0,0,0,0,0,20,17,35,0,2,13,12,3,5,4,71.2038,84.6315,11.6726,25.0721,3805,11942,27315,697,1653,-999,-999,3.1432,7.1834,0.3124,0.4344,-999,-999,3.1521,7.2081,0.3049,0.4448,-999,-999,4407,983,653,330,5662,3455,2207,10091989,4555015,5536974,197,223.0542,148.1734,74.8809,1284.7742,783.98,500.7942,2289.9907,1033.5863,1256.4044,44.7016,235.7065,159.0818,76.1195,1361.0468,843.9945,514.3369,2394.4804,1110.2864,1280.5367,48.3402,5047,179,35.4666,40.1029,4407,146,33.1291,37.6731,640,33,51.5625,59.0093,0.0287,0.0434,0.0118,0.0107,-999,-999,7.1143,5.7985,4.1221,60.3277,43.3716,27.0862,114.3095,60.433,76.9521,3.1849,2.6509,2.7418,8.9759,0.0288,0.0436,0.0116,0.0109,-999,-999,7.5179,6.2254,4.1902,63.9091,46.6917,27.8187,119.5254,64.9175,78.4301,3.4441,2.9974,3.1178,10.2722,4618,0.5168,0.4832,0.1507,0.8493,0.1348,0.8652,0.6157,0.3843,0.0575,0.0852,12539,46673,5513,968,1864,1803,4182,3722,3496,7967,10946,11285,9692,3287,1996,1358,947,665,547,6832,28877,4140,2075,7188,489,3632,10608,884,2123,6258,346
51059430600,VA03_SPRINGFIELD,51,VA,3.87876064621,-7.7187234325,3.878855,-7.7189473,1.02,11,1,7,3,7,0,0,0,0,11,7,0,5,0,0,0,0,0,6,7,0,4,4,0,7,3,0,5,3,0,6,4,0,0,0,0,11.6,11.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8793,1.2474,2.387,156.0726,14.1884,99.319,640.7273,69.2292,17.6986,33.868,75.0716,19.0197,41.0769,0,20,20,18,2,0,0,0,0,0,0,14,6,14,1,5,7,3,7,3,0,76.0446,86.9081,13.3641,26.7409,359,1336,2779,91,162,-999,0,3.7242,7.7437,0.4194,0.4513,-999,0,3.6668,7.6345,0.4153,0.4483,-999,0,382,65,44,21,281,167,114,591913,289956,301957,11,170.1571,115.1832,54.9738,735.6021,437.1728,298.4293,1549.5105,759.0471,790.4634,28.7958,172.0144,117.059,54.8462,750.2062,447.3157,302.4044,1576.217,777.8364,798.3813,29.1763,425,18,42.3529,42.5641,382,17,44.5026,44.3583,43,-999,-999,-999,0.1019,0.1469,0.044,0.0355,-999,0,21.1054,17.3645,11.9963,207.2713,150.1469,92.7253,390.0466,208.6783,262.1995,8.6823,9.9827,10.7935,-999,0.1003,0.1448,0.0435,0.0352,-999,0,21.3358,17.6473,11.9684,211.3863,153.6304,93.9604,396.7692,213.8439,264.8259,8.797,10.0325,10.7585,-999,405,0.4652,0.5348,0.0491,0.9509,0.4974,0.5026,0.3832,0.6168,0.0621,0.0724,1466,5072,510,113,210,230,475,438,450,1254,1214,1094,804,256,178,117,91,58,66,495,1865,341,68,259,19,903,2948,150,833,2597,76
51059431600,VA02_SPRINGFIELD,51,VA,3.87679018055,-7.71941222351,3.8767899,-7.7195626,1.65,4,1,3,0,11,0,0,2,0,4,9,0,2,6,0,0,1,0,2,5,0,2,3,0,2,8,0,2,4,0,2,7,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9605,4.2743,7.7952,48.6677,12.1669,36.5008,2054.75,182.0239,52.005,94.844,152.0234,45.3442,63.6474,0,3,3,3,0,0,0,0,0,0,0,1,2,3,0,0,3,0,0,0,0,85.6325,92.608,9.6434,31.494,1908,12777,22982,375,1038,-999,0,6.6971,12.0456,0.3051,0.544,-999,0,6.2067,11.3193,0.3937,0.4264,-999,0,1968,560,391,169,3049,1836,1213,5933837,2726811,3207026,108,284.5528,198.6789,85.874,1549.2886,932.9268,616.3618,3015.1611,1385.5747,1629.5864,54.878,216.1856,140.9294,79.4143,1178.4005,662.1054,546.0111,2449.5192,995.2818,1517.5435,37.5909,2257,120,53.1679,29.7607,1968,107,54.3699,30.8519,289,13,44.9827,25.2049,0.0592,0.0795,0.0158,0.0169,-999,0,12.0246,10.0476,6.6057,103.5411,77.9407,44.1945,185.4347,107.5133,119.7876,5.2806,4.8535,5.2561,12.476,0.0549,0.0747,0.0203,0.0132,-999,0,9.1355,7.1271,6.1088,78.7541,55.3151,39.1502,150.6473,77.2286,111.5515,3.6172,2.7168,2.9826,6.9906,2103,0.5407,0.4593,0.0749,0.9251,0.1278,0.8722,0.5503,0.4497,0.0496,0.3037,1221,4502,2496,62,155,157,439,408,422,814,837,1000,1034,395,210,229,326,641,1090,436,1877,2210,141,433,42,644,2192,244,254,743,53
51059432202,VA00_BURKE,51,VA,3.87841363222,-7.72754473972,3.87852697633,-7.72758351267,12.1,35,12,16,7,24,4,0,3,0,35,21,4,11,8,0,0,0,0,24,16,4,16,11,3,19,13,1,16,8,3,19,16,1,0,1,0,43.8,43.8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.415,14.9827,20.9553,56.2231,19.2765,25.702,1778.6286,76.1663,24.0679,33.6621,78.0205,24.1365,34.844,6,65,63,57,6,0,1,0,0,0,1,51,12,48,4,11,23,5,25,8,2,71.6968,84.3933,17.2443,19.9953,4252,13254,28881,1411,1374,15,31,3.1279,6.8032,0.6051,0.3231,3.5278,7.2907,3.2494,7.045,0.5546,0.3653,3.7102,7.4029,4972,840,547,293,4531,2744,1787,8343319,4115414,4227905,133,168.9461,110.0161,58.93,911.3033,551.8906,359.4127,1678.0609,827.718,850.3429,26.7498,196.7676,133.8608,61.9749,1077.8777,680.3142,393.6864,1915.0464,1014.5389,909.3777,33.1011,5521,156,28.2558,36.4087,4972,138,27.7554,36.7897,549,18,32.7869,35.8951,0.0271,0.04,0.0161,0.0087,0.9109,1.3094,5.8292,4.7039,3.4427,53.826,38.2568,24.6113,103.6974,53.4485,70.7943,2.3195,2.2623,2.3627,7.7279,0.0282,0.0414,0.0148,0.0099,0.958,1.3296,6.7891,5.7235,3.6206,63.6647,47.1591,26.9583,118.3422,65.5122,75.7092,2.8702,2.915,3.1317,8.4606,5180,0.5122,0.4878,0.0657,0.9343,0.1303,0.8697,0.6776,0.3224,0.077,0.0941,12330,44061,5861,657,1390,1466,4025,4792,4656,6845,7537,10125,10510,4388,2655,1427,849,473,457,7815,29928,4441,898,2906,284,3617,11227,1136,1926,5750,433
51059440201,VA01_FALLS CHURCH,51,VA,3.88497338016,-7.72427707295,3.88575938231,-7.72427581279,23.66,144,30,74,40,661,54,7,26,3,137,635,51,56,127,14,2,10,0,88,534,40,85,359,32,59,302,22,71,210,29,73,451,25,17,32,1,200.6,200.6,16,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.8999,28.9702,44.8997,154.273,32.1402,79.2792,648.2014,107.0268,31.0369,48.1028,108.8652,30.9461,48.5256,3,78,76,65,10,0,0,0,1,0,2,51,21,66,1,9,27,14,14,6,15,73.8738,87.3887,17.5837,21.7245,7732,24825,57932,2482,2759,27,32,3.2183,7.5001,0.5703,0.3568,3.492,4.1386,3.199,7.4095,0.5536,0.3671,3.4456,4.3822,8857,1784,1201,583,9540,5950,3590,18882271,8834749,10047522,301,201.4226,135.599,65.8236,1077.1141,671.785,405.3291,2131.9037,997.4877,1134.4159,33.9844,209.4364,143.3714,65.7064,1132.9886,717.4607,414.0408,2209.7552,1064.1151,1144.201,35.9675,9860,345,34.9899,36.8288,8857,309,34.8877,37.017,1003,36,35.8923,38.9438,0.0204,0.0311,0.0114,0.0068,0.672,0.7316,4.7688,3.9128,2.7261,42.498,30.6077,19.1675,80.6343,42.6125,54.5495,1.9588,1.8838,1.9847,5.9821,0.0203,0.0308,0.0111,0.007,0.6631,0.7747,4.9585,4.1371,2.7213,44.7026,32.6888,19.5795,83.5789,45.4588,55.02,2.0731,1.9828,2.1058,6.4906,9312,0.503,0.497,0.0483,0.9517,0.1322,0.8678,0.6277,0.3723,0.0609,0.116,17204,65306,10831,1238,2242,2277,5762,5685,5087,13681,13907,14139,13248,5244,3651,2600,1952,1391,1237,9907,40205,8475,844,3361,308,6453,21740,2048,2824,8930,588
51059450300,VA02_FALLS CHURCH,51,VA,3.88627648139,-7.71812189469,3.88665309192,-7.71869790397,6.33,50,11,23,16,47,3,3,4,0,47,43,3,21,22,3,1,1,0,29,25,0,27,19,1,23,28,2,23,14,0,27,33,3,3,4,1,54.4,54.4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4212,8.7789,14.0855,144.999,31.8998,66.6995,689.66,94.0208,25.4585,40.8476,96.1172,25.7514,43.0042,0,36,34,31,3,0,0,0,0,1,1,21,12,30,0,4,16,9,4,1,4,71.8643,86.9416,18.4191,21.9072,2316,7360,16866,776,878,-999,20,3.1874,7.2919,0.5656,0.3791,-999,8.6356,3.1651,7.2332,0.5559,0.3865,-999,9.0215,2735,563,392,171,3192,2164,1028,5955948,2837770,3118178,99,205.8501,143.3272,62.5229,1167.0932,791.2249,375.8684,2177.6775,1037.5759,1140.1016,36.1974,214.9995,151.8908,63.0166,1233.5585,846.6986,387.8687,2277.2094,1111.3187,1165.3241,38.3783,3200,124,38.75,41.032,2735,100,36.5631,39.1697,465,24,51.6129,53.6218,0.0371,0.0561,0.0203,0.0128,-999,1.931,8.6755,7.2391,4.7812,76.2452,54.9968,34.3079,144.3162,76.4817,97.4673,3.638,3.4799,3.6563,10.5354,0.0368,0.0557,0.02,0.013,-999,2.0173,9.0611,7.6716,4.819,80.5873,58.8527,35.4032,150.9122,81.9174,99.6236,3.8572,3.6848,3.917,10.9455,2874,0.4969,0.5031,0.0463,0.9537,0.3071,0.6929,0.5949,0.4051,0.0533,0.1018,6584,24390,3509,553,1093,942,2158,1838,1633,5246,5840,5234,4556,1881,1209,841,558,460,441,3499,14354,2661,328,1130,140,2757,8906,708,2492,7684,415
