HSA ID,HSA Name,State,Medicare Part D beneficiaries (2010),Average number of 30-day prescription fills per beneficiary (2010),Percent of patients filling beta-blocker prescription in the first 6 months following heart attack (2008-10),Percent of patients filling beta-blocker prescription in the 7-12 months following heart attack (2008-10),Percent of patients filling statin prescription in the first 6 months following heart attack (2008-10),Percent of patients filling statin prescription in the 7-12 months following heart attack (2008-10),Percent of diabetic patients age 65-75 filling ACE-I or ARB prescription (2010),Percent of diabetic patients age 65-75 filling statin prescription (2010),Percent of beneficiaries with a fragility fracture filling prescription for an osteoporosis drug within 6 months (2006-10),Percent of beneficiaries filling at least one prescription for a PPI (2010),Percent of beneficiaries filling at least one prescription for an SSRI/SNRI (2010),Percent of beneficiaries filling at least one prescription for a dementia medication (2010),Percent of beneficiaries filling at least one prescription for a new sedative-hypnotic (2010),Percent of beneficiaries filling prescriptions for more than one discretionary medication (2010),Percent of beneficiaries filling at least one prescription for a high-risk medication (2010),Percent of beneficiaries filling prescriptions for more than one high-risk medication (2010),Part D spending per Medicare beneficiary (2010),Spending for non-prescription drug services (Parts A and B) per Medicare beneficiary (2010),Proportion of 30-day prescriptions filled with brand-name products (2010)
1059,Montgomery,AL,3004,48.4890345499116,91.8918918918919,81.0810810810811,72.972972972973,59.4594594594595,75.0877192982456,70.1754385964912,22.6415094339623,26.2705294540167,20.4251091590829,8.14766652496301,8.48754566401236,15.1046899821083,34.8545624599621,10.0727174894877,2668.45133360972,8102.92068424063,26.8565729365452
1060,Moulton,AL,777,56.1201586339234,,,,,80.5309734513274,73.4513274336283,,41.3158536700952,22.0855554340145,6.39502900011086,6.53960592155074,16.065616175315,42.7212978566435,14.0558254944342,2710.62281393567,9069.89923189972,24.1810268088866
1061,Muscle Shoals/Sheffield,AL,1366,55.6147602672323,,,,,75.2941176470588,65.2941176470588,,35.9468173880472,23.0023112008526,7.36593965969504,9.01955306308041,18.5291217228912,39.9388602315535,14.0188033535297,3008.24046652331,8099.54476191627,27.5285783335207
1063,Oneonta,AL,422,58.3085111942933,,,,,76.5957446808511,61.7021276595745,,34.7703488654631,24.1748980084576,10.2403982931689,7.62688774824121,21.6130759957261,43.6573537893235,13.2901656975322,2804.34061780576,8157.60977144552,21.6859229521074
1064,Opelika,AL,1814,47.4138503494055,84.2105263157895,73.6842105263158,68.4210526315789,68.4210526315789,71.1538461538462,65.3846153846154,,29.6319949594752,19.6865632306318,6.9067686861277,7.35359856123489,14.501314326449,32.1109729475034,9.6222638782827,2172.50804231342,6315.16151756171,22.3483708450564
1065,Opp,AL,310,48.7791799862234,,,,,73.3333333333333,53.3333333333333,,33.6158231686165,27.7291301157315,10.4742716304585,8.99671964924582,20.031281303948,37.4293707360359,12.2631422130127,2594.28554958075,8960.70134155429,19.0831371909597
1066,Ozark,AL,431,56.7149872405383,,,,,66.6666666666667,64.9122807017544,,36.5757745438918,26.1844053302852,9.35049428051026,9.04410319336554,21.4319556080534,43.5744316476825,11.0210876859793,2967.67590376993,8473.70679019565,24.3299103068335
1068,Phenix City,AL,1001,52.8340362166986,,,,,75.3731343283582,70.8955223880597,,28.9765499059703,18.8564911908357,7.0031807067731,8.08320753052282,13.1280657108078,41.0371184008397,13.8399432314835,2421.62389089998,7731.93380993304,24.7080278738997
1070,Prattville,AL,376,52.1425320653037,,,,,79.0697674418605,60.4651162790698,,30.1667958583553,22.4955434138555,6.26176192885287,9.84887379295848,16.8110557120688,42.051396792821,15.8493161581482,2680.41858609085,7726.00088027827,25.7622490692478
1071,Red Bay,AL,198,58.2302947111228,,,,,84.2105263157895,84.2105263157895,,42.1626804123522,18.1014417894698,6.55003517485644,11.2089983743134,21.5574092836562,41.1684503021458,16.1509404964544,3082.26814420302,9436.61711287042,24.350884057519
1072,Roanoke,AL,373,50.4538326169444,,,,,80,67.2727272727273,,27.9620495897357,22.1516922107513,9.81211076560282,5.63834974427738,15.769490535377,37.096581884646,11.7683588822409,2305.00476658658,8634.27630711774,23.9094080010138
1073,Russellville,AL,682,57.0786575728743,,,,,77.1739130434783,70.6521739130435,,38.281306185157,19.1904626743207,8.31187145159689,8.53343313359806,18.5863104867329,37.6475708994832,14.2532898570728,2891.92413343158,9208.63143293317,23.4423817606829
1074,Scottsboro,AL,837,54.5013468335894,,,,,83.0188679245283,74.5283018867924,,40.3189948501911,18.3941529896235,7.58999510119129,7.1442759524642,18.3939792909369,33.6385891535596,10.0202624600061,2839.47175626515,8908.11990221289,23.434949058793
1075,Selma,AL,1461,51.1678433122949,75,75,68.75,,83.8709677419355,69.5852534562212,,30.2591494221646,18.6029375192224,8.65886975795127,5.96338104303168,13.8603698909361,36.243874043523,10.4481598591101,2476.18919409361,7232.3665097415,25.6200730699031
1077,Sylacauga,AL,782,51.9344235879071,,,,,78.6516853932584,60.6741573033708,,38.0933040786311,20.4010810795765,8.97868700681974,8.77856097495617,18.2593207778946,40.9666727980366,13.4538759831872,2584.10737535133,7645.47399080814,22.3763356410321
1078,Talladega,AL,612,53.0110163943304,,,,,80.2325581395349,68.6046511627907,,34.1416000670305,21.9063811127167,9.90135851754812,10.0073437441154,17.8826214441598,35.1056144369349,10.6196106019182,2493.18042243134,9706.04029635594,23.710714651492
1079,Tallassee,AL,214,46.4285173197979,,,,,86.6666666666667,,,38.0365926752886,16.6965434656962,,9.51409425769627,14.1306418716677,37.44549715082,13.029224663096,2252.07602995531,9748.22942966155,24.091175080644
1080,Thomasville,AL,418,54.4020880725866,,,,,73.5294117647059,72.0588235294118,,29.4715337121937,18.1071309130106,7.57674371400572,6.15794736576785,13.7530073627604,38.1279983932389,9.43302366831955,2394.71738068397,7612.64068275236,24.3089437069047
1081,Troy,AL,541,53.3680529295728,,,,,75,73.2142857142857,,32.6027896738645,20.5121100797964,8.44290416399655,7.24344495656686,16.4762763998902,41.8405127587493,11.453882955114,2613.98145581655,8029.15344962749,25.2069486779453
1082,Tuscaloosa,AL,2979,51.6656793604237,61.5384615384615,65.3846153846154,69.2307692307692,69.2307692307692,77.6504297994269,68.4813753581662,,30.4113803111324,22.0108337764453,9.52113615071525,9.35058719402088,17.6633619832474,37.9810178192853,12.9479788343188,2627.92015417312,8377.86327741732,23.8761859034087
1083,Union Springs,AL,206,47.8036371523451,,,,,67.5675675675676,67.5675675675676,,29.2989390214214,20.5777171278622,11.755323889361,11.7178885389679,19.3102309857751,35.1034328760742,9.59309375969591,2459.0226155451,8642.20008695681,24.3937214838633
1084,Valley,AL,875,47.761780280198,68.4210526315789,57.8947368421053,68.4210526315789,57.8947368421053,66.9491525423729,66.9491525423729,,29.1448393649289,18.8520450727803,6.81193332210384,6.70913833377224,13.0232006562594,32.4403238821793,9.04995936894938,2258.14095113911,6861.38350860164,22.0900049316564
1085,Vernon,AL,331,54.6217340089582,,,,,68.4210526315789,78.9473684210526,,31.8811647643692,26.6679181733474,11.0982155497536,10.3309448654826,21.7790155049018,45.6183761155349,16.4885472603116,2795.58683907041,9203.56022418888,22.3761394662438
1086,Wedowee,AL,229,48.5304327976639,,,,,69.7674418604651,65.1162790697674,,26.2047259273408,19.9862715028033,8.477533082585,8.72604927576579,14.4372462435347,34.8769112364042,8.44169407411682,2478.50066536278,8596.86145557445,20.6178387794863
1088,Winfield,AL,461,54.237436127354,,,,,70,58,,36.012493679466,24.4630639833656,12.2013590326783,5.75112995528202,19.9056001781091,39.7878928462345,12.8173012318811,2873.38028967579,7633.66360819735,22.9021001909102
2001,Anchorage,AK,2381,47.1268945919047,73.0769230769231,61.5384615384615,80.7692307692308,69.2307692307692,82.4267782426778,75.7322175732218,,27.2252803704321,17.6132795807678,6.80977880545882,8.67911390731924,13.9984647671671,20.4523927875756,3.17135121819285,3319.58748235339,8084.33304403271,31.1350581165668
2002,Cordova,AK,35,37.5056766238683,,,,,,,,,,,,,,,1670.28400229558,6940.06441926686,20.5077771412058
2003,Fairbanks,AK,766,44.8663835317863,100,,,,79.4520547945205,69.8630136986301,,24.698569471029,18.0955874904741,5.43899735928174,6.83542988093247,11.4861846123896,23.684285105223,5.49784931259399,2577.88152115455,8837.23285252875,25.4474572307142
2004,Homer,AK,196,40.2644623821513,,,,,76.4705882352941,64.7058823529412,,24.1430491402235,11.7196956949908,7.6023567055248,7.42785861791837,9.06244250211034,17.4498376244773,,2799.21656248098,10131.4466441233,34.9257417984178
2005,Juneau,AK,317,43.7860163942337,,,,,66.6666666666667,70.3703703703704,,26.4273230265572,15.9556677263685,6.02388936158598,5.19466100274484,9.80885972405282,17.4717259137204,,2567.56199559259,9094.83267661677,23.7294237282679
2006,Ketchikan,AK,269,42.5751092808453,,,,,73.5294117647059,76.4705882352941,,30.6596462121981,12.0620430422683,,,8.85074119658984,16.7836048903777,,3302.29599766341,10650.2489904583,20.8002953581733
2007,Kodiak,AK,109,41.3999410210321,,,,,87.5,87.5,,24.3187990314024,12.7911497268816,,10.8662373428467,12.5153744321612,16.001895325405,,2733.49802181753,12623.4057273228,24.952901198043
2008,Nome,AK,60,33.6927441012852,,,,,,,,26.1460447069242,,,,,,,1987.02619229248,8399.53043029518,25.6571777073006
2009,Palmer,AK,752,48.4915331792172,,,,,71.6216216216216,67.5675675675676,,24.1499371808926,16.593332166039,7.68711330997644,10.4416276072946,13.7019938964897,21.3292376305905,4.87109243873802,3354.98991571109,8975.13471323372,30.0133102553209
2010,Petersburg,AK,59,46.2546106214573,,,,,,,,,,,,,,,2405.59602374783,7070.34718597326,20.8946396293652
2011,Seward,AK,42,46.9762270219309,,,,,,,,,,,,,,,2082.83312112574,4276.94667947636,20.3076250930301
2012,Sitka,AK,98,47.6029292781914,,,,,,,,28.0093463530387,20.4991676591294,,,13.4968359485459,19.0538449592324,,3030.26447282909,19607.6850056876,24.8965004375674
2013,Soldotna,AK,509,43.876529480409,,,,,74.5098039215686,70.5882352941177,,26.2400499628465,15.110803672084,5.17230945300216,8.21283233354505,12.1125608646718,20.8808682258191,3.45083065289889,2486.65164215519,8978.32535890084,27.6169061680789
2014,Valdez,AK,32,43.534356823035,,,,,,,,,,,,,,,3673.62240090339,25746.5708746247,26.5534967323273
2015,Wrangell,AK,36,48.4692979736849,,,,,,,,30.8930063039938,,,,,,,3241.64284392085,15533.0431574016,20.8836989307
2017,Bethel,AK,263,24.6742262660211,,,,,,,,28.6841791717411,5.11035626065917,,,,11.2047257976267,,1109.97860506799,6225.29354877746,19.6270124911015
2018,Dillingham,AK,58,26.9898387719662,,,,,,,,23.0912422910808,,,,,,,1222.86839980549,10111.7900078957,17.050210123974
2019,Kotzebue,AK,52,42.8982480503645,,,,,,,,46.3601372093922,,,,,39.3314237336922,,1530.12785569644,25620.5300556655,24.9839245676247
3002,Bisbee,AZ,210,38.2883908101072,,,,,85.7142857142857,,,15.8798673866396,15.9739616975165,,5.14002271317779,7.607380134159,19.9422268670074,,1731.10398429784,8336.65632632412,21.8711198097868
3003,Bullhead City,AZ,1541,45.1021507938481,94.4444444444444,88.8888888888889,77.7777777777778,77.7777777777778,69.8863636363636,71.0227272727273,,21.5150299938878,16.549791698254,5.61887503282377,6.04450062015438,10.1710235004928,31.9663147884332,7.28744632222096,1985.12900779432,9132.23493220497,21.9326907966721
3004,Casa Grande,AZ,1274,43.0262276455619,,,,,74.2647058823529,70.5882352941177,,20.7649537796024,15.1298518427894,4.85307627865874,6.01195520706884,9.17990998243721,23.9711908684228,4.54243808044239,1952.08788335012,9969.0910486065,23.6839764461308
3005,Chandler,AZ,1851,41.8182006723695,89.4736842105263,73.6842105263158,84.2105263157895,84.2105263157895,71.8954248366013,72.5490196078431,,19.8109065323769,16.3567360780076,5.38471848478298,7.92550418424167,10.072013880786,22.4860575823312,4.82915234621665,2231.19353224665,9456.77856832579,30.288755606517
3006,Cottonwood,AZ,1711,39.2969509832009,78.5714285714286,78.5714285714286,,,72.8813559322034,66.1016949152542,,17.214701947506,14.8759782696177,3.14857633526938,11.0731462083909,9.6698887300034,22.1655146815175,3.89758263035488,1795.82179031945,7692.86826688848,27.2564747867945
3007,Douglas,AZ,198,42.6619446060117,,,,,85,80,,19.9687989195191,18.046182723074,5.7058172396675,,12.6800999749,19.2947445738397,,1799.28473251203,9346.08524934939,17.6193206437837
3008,Flagstaff,AZ,948,39.8980812143605,,,,,73.5632183908046,70.1149425287356,,16.2126656005651,16.3366051970023,5.29108478940347,6.05450622516884,8.6425462215224,21.2948809108228,3.81770175439689,1851.20913916143,9350.4259086246,25.6463093471549
3009,Florence,AZ,188,44.9909712380234,,,,,83.3333333333333,72.2222222222222,,23.5721062631441,18.1184624939597,6.81387288888361,,10.7272593357802,23.8044164290328,,2018.43969035102,12908.5258433636,24.8624511694684
3010,Ganado,AZ,482,22.6909755057757,,,,,86.4197530864197,64.1975308641975,,17.4981705665183,8.51809408956104,,,2.95737092347458,19.6867343445662,2.38321734649272,879.449999376625,8909.91173884356,16.7685605348991
3014,Kingman,AZ,1581,41.5395053346901,72,68,72,64,68.7943262411348,61.7021276595745,,21.0095803865411,14.6087476307253,4.58989017888357,5.0696878079862,9.38134576982363,27.7205674922075,6.12820857623642,1777.40315676513,8957.46177740409,21.7867365138605
3015,Lake Havasu City,AZ,1631,38.7141482648827,91.6666666666667,,,,63.4920634920635,63.4920634920635,,18.5568404084552,12.3792579357407,4.78059368687375,5.24657451572408,7.57657468784408,23.330916699803,5.16297080570862,1827.27139773475,8274.7013426989,26.6238955951723
3016,Mesa,AZ,7226,42.8586002411993,78.3333333333333,75,78.3333333333333,68.3333333333333,74.384236453202,72.7422003284072,17.1875,19.5672477682578,16.6980512885691,5.21041426839246,6.676330410419,10.0141540219205,23.3980696086434,4.89667199376758,2098.95103281369,9351.20675739195,26.7084965592686
3019,Page,AZ,284,29.0365950418524,,,,,72.2222222222222,52.7777777777778,,13.9884798788013,10.6299223399604,,,,20.3991015021139,,1213.7402296963,9799.76273651238,17.779332444206
3020,Parker,AZ,503,39.2084119010907,,,,,92,64,,18.8025500784151,13.1623246364629,3.72195928284406,7.47132576978703,8.40591033841052,24.1131215004792,6.68807425783688,1931.36353950091,9509.2824773105,22.6781061215443
3021,Payson,AZ,1037,40.0861924507233,84.6153846153846,84.6153846153846,84.6153846153846,84.6153846153846,54.7945205479452,56.1643835616438,,20.8163357131882,13.6951416304518,4.97887967676422,6.47743945356802,9.6315984919507,24.4227369960917,5.55786639610167,1894.96246209121,9788.5613502012,24.8519171901779
3022,Phoenix,AZ,11093,42.4909335041084,84.6153846153846,75.9615384615385,76.9230769230769,76.9230769230769,76.9309989701339,70.9577754891864,12.1212121212121,18.1409191781465,16.5361581124759,6.26348034175058,7.40051352399378,10.091503774633,23.8372061292623,4.68949699427149,2228.30513892259,9592.32145143365,28.6220070440621
3023,Prescott,AZ,3661,41.0795213456106,85.7142857142857,82.8571428571429,80,77.1428571428571,70.7423580786026,65.5021834061135,,16.9302401757024,16.6327102560478,4.43866388409548,8.15872625467693,9.36269082688727,23.9893297086631,4.82150165995373,1795.90994360881,7349.43400118047,24.8569344981687
3024,Safford,AZ,516,43.9577410205147,,,,,67.8571428571429,64.2857142857143,,16.4891639849102,14.8230369164113,4.8699985054662,3.97392901255068,6.87578448041711,29.2705336151998,6.9467442646695,1733.83238452305,7964.66865066264,20.6335533010838
