HRR,HRR name,HSA,HSA name,Provider ID,Hospital Name,City,State,System,Table 1. Hospital information (2001-05),,Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2001-05),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2001-05),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2001-05),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2001-05),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2001-05)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2001-05),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2001-05)",,,,,,,,,"Table 8. CMS Hospital Compare technical process quality measures (all patients, 2005)",,,
,,,,,,,,,Number of deaths among chronically ill patients assigned to hospital,Percent of enrollees' medical inpatient days at hospital to which they were assigned,Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,,Composite quality score,AMI score,CHF score,Pneumonia score
376,TN- KINGSPORT,49021,VA- GRUNDY,490127,Buchanan General Hospital,Grundy,VA, ,482,90.0744393289185,43419.6065597534,26957.3951781935,4518.55154679674,3875.81874283273,2749.93765354117,2414.60851328854,1098.52275345031,1755.99683937836,48.6469081239015,6002.63172912598,2495.51081874353,1005.69689594865,417.711635756708,180.409184127844,1903.30319584646,24463.6507617449,33.2568065229671,735.598312629638,0.945986818505578,=,1.40928674531496,x,0.671252193104362,2720.96035697442,54.1078861109337,50.2876854474747,0.647683012105624,=,0.771804977307966,x,0.839179625874822,91.114538419088,18.8934864599694,15.4327596703621,3.46072675430611,72.221051830135,47.8188538922505,17.0236399308751,4.178895040978,9.50820760788714,0.439503975229944,80.7756551324505,17.8590631578861,3.79267980120415,3.11868587136269,0.673993926495314,14.0663833320141,7.78490656808686,24.8300309401792,5.57060958246496,16.8436052040573,0.330725489880462,8.70111122661653,43.1678233097039,24.6660323199038,26.6147329011209,17.5022183448049,11.0235702504891,5.27262697251588,2224.95717193477,1705.15841674805,519.798755186722,,,,
376,TN- KINGSPORT,49041,VA- PENNINGTON GAP,490012,Lee Regional Medical Center,Pennington Gap,VA,Health Management Associates,467,91.1070624568055,41502.6253509521,25327.436072065,4366.91720508625,4423.77834405617,4119.02490018521,763.498723850873,614.262327408658,1755.27400815454,132.314447533082,4868.29260253906,2327.05378510224,904.564319796265,398.33081535698,232.241593910086,1006.08269367165,23190.76683558,26.9354581263955,860.975400037996,0.896765570729977,=,1.14141398664663,x,0.785661978231576,2741.7922237085,48.6327743439913,56.3774586313984,0.652641719482425,=,0.693706962087415,x,0.940803185135376,73.7957756887547,12.7241415957851,9.3241008381321,3.40004075471669,61.0716339660017,51.8944924403617,17.7586725520061,4.15614489217256,10.7968984291551,0.384938778431927,63.1899174864161,15.6468623311822,2.93459974487202,2.22064603865147,0.713953703641891,12.712262570858,10.3587992139474,22.7817216997371,4.66119759039118,17.1581387464701,0.271661026831953,13.6069197835479,51.454288275926,24.5281816722251,10.3524296980103,4.47820563994061,18.2811814408191,5.92919503490918,1897.46143225072,1403.18948364258,494.271948608137,,,,
376,TN- KINGSPORT,49001,VA- ABINGDON,490053,Johnston Memorial Hospital,Abingdon,VA, ,1367,91.4537253733497,40875.4355392456,20417.0761385615,6483.32079861214,5844.41793519283,4068.48141220549,1558.11158929322,673.684368830325,1510.0870885492,320.246097587082,7674.30712890625,2491.36938871883,1270.45546591594,484.511218302539,533.906815928411,2894.10248570394,18167.5523216728,20.4544474178413,888.195703875445,0.702522497079135,=,0.866775395550933,x,0.810501198678584,2580.90830506824,52.8216895366809,48.8607677585925,0.614345762410802,=,0.753458429528045,x,0.815367826988967,56.0395819666885,14.2208393917717,7.04471838392623,7.1761209874937,41.8187425561147,48.1271608668852,18.6235096871741,6.66601129029563,8.54594374770631,0.780020497102472,49.1072554804691,12.1811764422788,2.9237740726651,1.67308452352881,1.25068954378366,9.2574023604393,9.6656790952617,26.9674850333397,10.9092529535156,14.4971443951238,0.752510470764502,15.5036901623097,43.3598930555811,20.6950075379494,24.027285843728,10.3594149268735,21.3074113769422,6.75114015485355,2683.87965429902,2267.39245605469,416.487198244331,78.9,85,72.5,76
376,TN- KINGSPORT,49034,VA- MARION,490038,Smyth County Community Hospital,Marion,VA, ,775,92.0129615628252,35216.899559021,18210.7001819168,5072.86542716453,4918.62711192044,2912.82871834303,987.081562202108,1116.31182509865,1747.65763116477,250.799253062464,6703.2028503418,2333.44995690387,1267.08972768621,390.662244545342,341.412216022225,2370.49271339989,16218.7067505525,18.0294191244272,899.569012103031,0.627162435756411,=,0.764012665504617,x,0.82087963207021,2443.67089367907,44.3990055335854,55.038865495097,0.581678494857903,=,0.633315694279556,x,0.918465309026656,49.3956688340472,11.311040233698,8.40382245305466,2.90721777367265,38.0846285656707,48.7835995908241,16.3561358839434,3.19491662461396,9.44908894931495,0.338119012504966,44.0764228775077,10.9504575768115,1.89594522491594,1.49049083143473,0.40545439068228,9.05451235175133,10.3473322282087,20.4787485727397,3.3037304557174,14.7812374099653,0.22350838188216,11.3915601309297,44.9010036126102,18.8550576241413,14.4932222060253,6.73940697957552,12.3189836193972,5.73811481545882,2226.68452528431,1749.90000915527,476.784516129032,,,,
376,TN- KINGSPORT,49039,VA- NORTON,490027,Mountain View Regional Med Ctr,Norton,VA,Health Management Associates,352,84.9423402460023,,,,,,,,,,,,,,,,25095.4117311804,28.9345304192342,867.317055696825,0.970416432685111,=,1.22612645244752,x,0.791448900517578,,,,,,,,,79.2726860800936,14.4349926895038,9.47712486329144,4.95786780159767,64.8376933515888,40.4824151392044,,,,,67.8018251102265,16.3998001575188,3.09803869788139,2.14521035552025,0.952828336507082,13.3017614483833,8.16697899193852,,,,,15.728631242512,47.8789778271531,21.5411377917714,16.2465113517608,4.63429192537225,,,,,,,,,
376,TN- KINGSPORT,49009,VA- CLINTWOOD,491303,Dickenson Community Hospital,Clintwood,VA,QHR,161,77.4929340287804,,,,,,,,,,,,,,,,24325.4569886181,26.409878636269,921.074167876396,0.940642992718875,=,1.11914208845541,x,0.840503634366134,,,,,,,,,72.3558318801891,14.3291734860043,9.79214588256731,4.53702759456961,58.0266583455752,46.9469315907822,,,,,62.745240177602,15.3827750190737,2.94743865929978,2.08307139575481,0.864367255941033,12.4353363513947,9.30785512811265,,,,,24.3645983614363,44.2121535029054,24.2437376262663,11.1014069510088,5.69031833769828,,,,,,,,,
426,VA- ARLINGTON,49003,VA- ARLINGTON,490073,Northern Virginia Community Hosp,Arlington,VA,HCA,405,80.2714046144424,65457.2840423584,43020.6182003782,6196.14771489856,10496.4293300563,2325.60535033571,1753.56007873724,263.061168215793,1206.71748148936,195.067753270207,10506.5015869141,6021.25244739807,2146.92019069856,955.667504362332,350.524432911288,1031.98595851133,37308.4999708196,37.1389906891392,1004.56418654721,1.44268529396279,=,1.57379775103885,x,0.916690402569511,6021.32281918537,78.6919354769937,76.5176607067412,1.43328383686076,=,1.12247644180038,x,1.27689435919195,101.750659422299,31.084545388499,24.5832172975148,6.50132800618263,70.6661139449028,89.4522244031812,29.9673987136198,10.5927191119494,14.4018394661503,0.735511539122915,96.375739411132,22.3567484092874,7.43331851053035,5.92861269414425,1.50470580905676,14.9234298765659,15.7868340526327,44.2600915028444,19.5424735978923,20.1336973433223,0.970635113096795,3.40013256251973,45.45806956245,29.1858050083504,24.6355909967903,9.39886138877746,41.2281915763786,9.23364578364408,2911.61617062416,2589.85073852539,321.765432098766,,,,
426,VA- ARLINGTON,49002,VA- ALEXANDRIA,490040,Inova Alexandria Hospital,Alexandria,VA,Inova Health System,2159,89.3686255499363,55051.2031326294,32409.5006853366,8357.49194502308,7530.08031546688,2615.06898106202,2535.4477943934,301.023363561468,1009.54328771846,293.090643959591,12520.6423339844,6056.57862508696,2211.23209800372,1223.8912324182,594.210204357402,2434.75131290833,27083.297713319,31.5184408754616,859.284182879883,1.04728615070511,=,1.33562195540651,x,0.78411869950607,6057.04477705181,92.538504229508,65.4543190154611,1.44178690277641,=,1.31998648053885,x,1.09227399222137,86.3518928094839,30.0798292426193,10.9766090977682,19.1032201051712,56.2720635165907,64.7387994738088,32.4386865178443,15.4551391099351,12.4035189437175,1.24602858108773,77.7721813892665,19.1806751523114,8.25060052156043,3.36213397979736,4.88846653699875,10.9300746023655,11.8937365064021,47.9386558538802,26.6025704904904,18.8556069221997,1.41085729036756,5.91487200951511,40.3315434525537,29.2327545130829,35.7626593815313,10.9650994936372,55.3653583711037,11.9745070455123,3577.29345426078,3315.75061035156,261.542843909217,85.4545454545455,96,88,71
426,VA- ARLINGTON,49002,VA- ALEXANDRIA,490122,Inova Mount Vernon Hospital,Alexandria,VA,Inova Health System,1413,89.6451924402673,54259.1697311401,33116.4956041087,8334.96133965531,6200.19310908769,2709.91911587041,2139.48624282467,279.502455829226,1181.03448974028,297.583477230577,11467.2084350586,5675.789346976,2043.51528987243,961.546431089917,639.552229653423,2146.79841602833,28249.5998981622,30.76702379904,918.177854402792,1.09238598081637,=,1.30377998870195,x,0.837860674563624,5675.97400836207,88.3534111257048,64.2417076606876,1.3510788324961,=,1.26028953208683,x,1.07203844679956,84.2932158877809,29.3244657723917,10.2793983400685,19.0450674050475,54.968749986936,54.4099259837773,29.9289446704722,13.1562295071191,12.4817831831597,1.05403445277509,75.6907274053521,18.100648927737,7.92676061254789,3.37324141710997,4.55351918935776,10.1738882958889,10.6824378910899,46.3531336933414,24.2648155221986,19.9921993296705,1.21371416531382,6.80385839853794,34.7919253712226,25.930023003222,37.3455421480898,11.1217062878304,51.5510888942639,11.2120368876269,3291.59071143839,2979.28427124023,312.30644019816,,,,
426,VA- ARLINGTON,49028,VA- LEESBURG,490043,Inova Loudoun Hospital,Leesburg,VA,Inova Health System,1258,91.791773193443,54001.1815490723,28220.9456636252,8922.98710001902,6847.08293201445,2005.64708039069,6005.09377281975,349.047203536616,1179.94781520936,470.398892284517,11225.0794677734,5069.81554658884,1958.84723054668,1021.3238887501,749.813810863806,2425.28740547937,24496.1662578721,26.4639151927359,925.644073428562,0.947244162760244,=,1.12143193558004,x,0.844673789560217,5073.11458518529,85.5628877302533,59.291063213982,1.20757736395079,=,1.2204849860085,x,0.989424186118082,72.5038772403723,16.1375251376367,13.137230072936,3.00029506013818,56.3663520225107,55.9429364313831,29.3852297857918,15.0776305133466,10.1909696034768,1.47950892800257,64.9809041864251,15.3412352572245,3.01376327516787,2.5732958689332,0.440467403270304,12.3274719715118,9.32690352304241,42.6776720212738,25.6408644228169,14.8064194425923,1.73173970400016,4.79536948134041,35.6210112850576,18.5286356315777,53.1160639030018,23.7141465807736,42.1191093472268,9.65690927042553,3192.33220552526,2883.37036132813,308.961844197138,81.2,86.75,81.5,75.5
426,VA- ARLINGTON,49003,VA- ARLINGTON,490050,Virginia Hospital Center,Arlington,VA, ,2533,90.9173538330873,52911.1755371094,30753.9647566306,7881.14340156464,6997.98514713336,2896.04305800509,2939.00130729761,246.57582629184,954.073369632485,242.376538516709,10725.1260375977,5358.45783947113,1973.34962157037,959.8450475515,523.771949390296,1909.72511855725,26125.4125324713,27.1029286941115,963.933190664645,1.01024561396966,=,1.14851070085307,x,0.879613584113132,5359.66496809276,79.792611070869,67.1699408775143,1.27578630152161,=,1.13817668372099,x,1.12090356424342,74.2545991619494,18.9418195259111,15.0856511233604,3.8561684015679,55.3127795049589,57.2147513549175,29.2790774713616,12.387398034424,12.0282524755289,1.02985849853299,67.9692297153277,16.4264890685115,3.5872151179037,2.99544628709555,0.591768823564053,12.8392739295959,10.1096869724657,43.2831859846726,22.6670493131423,18.2089227841277,1.24483197506338,6.54405811879648,38.0414156656281,21.2903824645381,37.4818127208326,12.819922772083,48.5928805743934,10.5633517873212,2994.3194403093,2749.45248413086,244.866956178444,85.7272727272727,96,88,71.75
426,VA- ARLINGTON,49013,VA- FAIRFAX,490101,Inova Fair Oaks Hospital,Fairfax,VA,Inova Health System,1171,82.7763124299323,52257.6346054077,29475.5919799488,7736.93214038049,6749.76926778948,2802.67804513446,3523.56942271178,365.862185394541,1200.6706375311,402.578661943926,11137.3663330078,5235.13167480549,1826.57167764621,1206.13170519476,618.323279790067,2251.30856797073,25048.3999784345,24.1108355178204,1038.88560642874,0.968598531553116,=,1.02171809221272,x,0.948009572244565,5236.22633678263,75.3509073476818,69.4912181033441,1.24640362259642,=,1.07481939354235,x,1.15964005681789,66.0570836104669,26.6839746006923,9.45769295300523,17.2262815988227,39.3731089487468,55.5803822436884,27.5669090351484,11.2411272113917,11.911671799227,0.943706928873005,60.9426527398906,14.3809504735383,6.79853783476024,2.71103600412607,4.08750182390213,7.5824126303196,10.625458237694,39.1634239562857,20.9998770011736,16.7414352311428,1.25436539407978,5.58876983350355,31.4051359465339,24.7550054191061,44.6002545712056,16.0799106003799,44.9596054422657,10.8337928024374,3068.94224841527,2758.07205200195,310.870196413322,76.7777777777778,86.5,84,59
426,VA- ARLINGTON,49014,VA- FALLS CHURCH,490063,Inova Fairfax Hospital,Falls Church,VA,Inova Health System,3645,88.027736556522,52195.1281051636,28980.9347530715,9577.90818656363,5731.92935533961,2507.54259994215,3586.47975278877,241.93647931424,1172.25664374678,396.1220486887,12461.0908203125,4970.91531200737,2124.11561583097,1360.19649057613,736.194504309145,3269.66890328541,24805.3737611352,23.5694574857401,1052.43719657709,0.959200931809914,=,0.998776716759592,x,0.960375743361262,4974.20568737418,75.1920076415073,66.1533830974388,1.18403361304897,=,1.0725528185025,x,1.10393967795649,64.5738561253153,25.1790097698066,7.55425283353623,17.6247568979655,39.3948463544454,51.7731488177894,27.2529424037684,13.2592713849944,9.57535536952088,1.38472890804655,58.5022709141039,13.9942684824084,6.34260769330395,2.13516269624233,4.20744498074055,7.651660785079,9.93374820269456,38.4700411481219,22.633535570316,13.5723374811456,1.66762251541107,6.23312431060007,33.1186643701755,24.2187394839358,43.1239480968891,15.874868192834,48.0668221584888,10.4398871713903,3728.67215906046,3421.97778320313,306.694375857339,80.1001,91.8,87.5,55.667
426,VA- ARLINGTON,49046,VA- RESTON,490107,Reston Hospital Center,Reston,VA,HCA,1001,87.8023557417287,51405.3895187378,28237.6779786211,7850.10903868127,6559.06455553399,2760.62299035781,4127.01690615683,305.735145743614,1272.82989833508,292.256947876363,11076.6498413086,5176.46711089962,1866.13623811906,1045.12844127331,561.904297010213,2426.96165386147,24039.8291454279,25.4451769008416,944.769582035516,0.929598027382847,=,1.0782619946923,x,0.862126303216428,5176.82850481884,78.1315779313103,66.2578261169903,1.23226487683328,=,1.11448339727552,x,1.10568257889322,69.7128134269632,24.2848102081186,9.03240791330599,15.2524022615119,45.4280031870489,52.264031849401,27.4133529649819,11.029046774556,12.366213543393,0.891869345119677,62.8720165217576,14.8157240525155,5.25043623639235,2.18401718139648,3.06641905009747,9.56528779864311,9.21660336250438,36.2095484081827,18.800133293326,15.5801584744825,1.20667150620562,5.70040685728773,33.5447846019891,20.5856207569077,47.4323296208251,19.1739468881334,40.3354185034862,9.86103587114045,3279.553705023,2947.96429443359,331.589410589411,79.7,85,78.5,75
