HSA #,HSA name,State,Medicare enrollees (2011),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2011)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2011)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2011)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2011)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2011)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2011)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2011)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2011)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2011)"
49037,Newport News,VA,30196,8024.23,8467.36,3500.83,3737.6,2570.39,2678.31,1143.22,1196.5,384.6,401.46,191.18,216.46,240.67,241.75
49038,Norfolk,VA,27146,8521.28,9293.86,3726.04,4235.45,2738.23,2891.08,1058.65,1110.07,516.07,539.73,243.99,272.87,258.62,258.34
49039,Norton,VA,2945,11197.98,12726.3,5777.15,6796.16,2478.79,2730.88,1256.2,1383.46,1264.91,1395.88,89.08,100.46,405.48,402.36
49040,Pearisburg,VA,2995,8618.38,9302.11,4442.25,4682.51,2139.52,2408.25,1128.26,1234.27,489.17,534.68,139.68,156.2,282.13,283.49
49041,Pennington Gap,VA,1935,10546.51,12053.36,5738.26,6830.99,2143.23,2317.02,1218.75,1343.3,1061.34,1171.23,106.75,124.8,351.46,348.37
49042,Petersburg,VA,13041,8596.11,9154.95,4381.35,4766.06,2392.59,2536.02,949.69,968.91,368.23,374.82,266.32,278.43,244.01,243.96
49043,Portsmouth,VA,17180,8133.4,8803.58,3389.62,3811.03,2681.26,2818.45,1076.94,1127.36,512.45,534.84,233.19,262.81,269.53,269.36
49044,Pulaski,VA,2791,9455.77,10694.31,4709.08,5478.75,2271.06,2553.56,1091.9,1175.71,868.95,942.83,192,221.38,350.01,352.63
49045,Radford,VA,4967,8088.34,9051.72,3819.2,4356.42,2117.04,2374.73,925.27,995.32,655.3,709.25,272.52,318.69,315.52,317.71
49046,Reston,VA,10573,8751.78,8707.35,3648.04,3829.22,2934.99,2787.56,903.38,862.71,487.69,464.14,598.15,589.33,190.96,189.48
49047,Richlands,VA,3382,9942.2,11432.25,4700.66,5649.51,2104,2326.99,1250.95,1380.06,1129.69,1245.8,511.94,626.68,388.79,388.16
49048,Richmond,VA,97831,8305.43,8906.41,3991.3,4407.62,2393.62,2536.38,965.24,984.28,420.36,428.63,314.34,330.44,227.27,226.13
49049,Roanoke,VA,30981,7669.15,8274.99,3658.93,4032.21,2161.84,2290.98,1006.17,1055.03,375.14,395.52,228.94,262.51,237.97,237.81
49050,Rocky Mount,VA,3305,7551.76,8477.85,3802.24,4122.56,2008.04,2508.14,960.67,1009.96,356.12,375.14,218.11,251.12,201.84,202.08
49051,Salem,VA,7270,7712.1,8506.29,3675.36,4247.46,2153.12,2265.64,1051.96,1106.81,381.97,403.62,205.96,238.86,241.31,241.85
49052,South Boston,VA,8374,7571.8,8157,3820.27,4178.29,1894.24,1970.62,1236.44,1341.34,197.32,215.86,188.93,218.81,240.72,239.09
49053,South Hill,VA,4489,8095.47,8619.17,4240.56,4456.65,1892.32,2043.86,1247.2,1345.64,234.17,254.36,222.28,269.85,247.23,247.99
49054,Staunton,VA,16671,7922.79,8427.29,3877.76,4042.21,1749.21,1873.12,1569.27,1705.14,276.27,297.66,238.04,293.12,197.89,199.65
49055,Stuart,VA,2438,8142.02,8933.71,3945.18,4327.32,1684.15,1905.15,1564.69,1696.25,428.97,472.03,241.69,252.34,272.31,273.41
49056,Suffolk,VA,7919,7914.64,8620.38,3572.13,4084.07,2556.3,2660.48,989.2,1036.87,398.28,415.45,160.8,181.04,255.36,254.56
49057,Tappahannock,VA,4497,7964.31,8455.09,3688.82,3894.53,2303.92,2434.98,1057.36,1123.62,321.1,341.73,397.86,470.4,210.55,209.87
49058,Tazewell,VA,1764,9765.18,10859.12,4758.08,5367.56,2257.45,2462.15,1293.71,1435.73,831.31,915.5,328.62,391.22,334.32,336.37
49059,Virginia Beach,VA,26883,8437.9,9369.48,3516.11,4192.32,2945.78,3104.81,986.43,1031.47,487.46,509.85,250.22,280.4,241.59,241.78
49060,Warrenton,VA,7592,8708.99,8908.61,4020.76,4201.44,2505.06,2609.63,1256.93,1196.26,317.23,302.46,407.13,398.78,187.28,185.6
49062,Williamsburg,VA,15353,7690.36,8262.97,3034.16,3385.82,2667.57,2802.92,1120.52,1164.67,432.65,450.04,218.75,246.35,192.01,191.36
49063,Winchester,VA,17489,7647.97,7979.52,3814.58,4003.3,2096.88,2232.87,883.01,881.95,266.4,266.91,375.48,381.11,205.71,204.64
49065,Woodbridge,VA,10135,8653.48,8627.3,4076.81,4131.23,2691.78,2699.29,945.3,899.62,395.35,377.05,361.12,336.34,193.85,192.79
49066,Woodstock,VA,4089,7850.63,8101.76,3900.61,3818.42,1715.33,1881.01,1415.32,1493.8,212.84,212.48,394.41,475.08,197.77,198.58
49067,Wytheville,VA,4922,9163.23,10073.18,4435.26,4864.71,2323.74,2588.87,1108.13,1207.41,773.92,849.2,225.6,267.93,319.36,320.07
