HSA #,HSA name,State,Medicare enrollees (20% sample) (2009),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2009)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2009)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2009)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2009)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2009)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2009)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2009)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2009)"
49014,Falls Church,VA,8802,8143.47,7774.81,3554,3435.84,2710.29,2531.39,916.39,877.42,378.04,361.58,414.25,399.66,157.49,156.44
49015,Farmville,VA,766,7234.03,8107.53,3630.48,4245.21,1757.58,1855.63,1070.26,1159.88,188.21,201.63,309.94,368.99,284.09,281.24
49016,Franklin,VA,601,8242.67,9001.56,4565.37,5121.78,2207.8,2312.67,867.67,938.19,354.82,383.75,,,215.43,215.57
49017,Fredericksburg,VA,4722,9797.64,9634.54,5182.89,4910.15,2670.98,2821.9,907.81,871.93,441.64,428.3,417.23,418.43,194.71,196.81
49018,Front Royal,VA,709,9119.19,9279.6,4325.21,4293.94,2279.43,2509.37,1394.99,1349.41,447.13,450.59,430.2,428.17,229.61,229.67
49019,Galax,VA,1507,7849.56,8738.94,3759.21,4144.87,1770.05,2057.87,1078.4,1180.99,790.66,876.61,151.28,179.17,333.75,334.81
49020,Gloucester,VA,1368,6684.22,7367.02,2781.95,3270.12,2066.85,2146.5,963.33,1013.13,304.76,320.89,341.56,389.21,220.97,225.02
49021,Grundy,VA,446,8544.57,9604.24,4646.51,5313.05,1658.73,1800.59,967.15,1070.32,529.66,588.47,496.99,608.25,349.22,355.61
49022,Hampton,VA,1555,7337.17,8017.56,2936.5,3388.34,2492.14,2608.54,1040.27,1094.21,311.57,327.54,240.5,278.13,349.27,346.66
49023,Harrisonburg,VA,2991,7038.19,7742.82,3820.99,4330.55,1524.78,1636.55,1210.28,1265.54,209.7,219.83,75.86,87.76,193.1,191.83
49024,Hopewell,VA,791,9210.35,9761.38,5074.41,5479.19,2438.6,2538.41,920.87,948.94,391.49,403.3,171.65,181.94,213.23,212.9
49025,Hot Springs,VA,162,8074.14,8510.37,4192.88,4332.46,1436.98,1532.63,1829.75,1984.42,,,,,228.21,229.62
49026,Kilmarnock,VA,1525,6615.23,7248.32,3010.08,3400.29,1953.29,2060.25,863.03,926.65,300.92,329.02,246.24,293.7,233.04,231.99
49027,Lebanon,VA,710,8636.13,9774.26,3386.26,4154.67,2109.65,2157.54,1132.78,1255.21,1374.34,1523.7,453.58,550.76,296.74,297.66
49028,Leesburg,VA,1848,8248.08,8224.46,3410.08,3463.57,2723.84,2725.79,923.46,880.89,415.65,395.88,607.29,587.06,163.31,166.06
49029,Lexington,VA,809,7286.72,7486.58,3689.25,3604.45,1733.28,1852.82,1092.12,1163.48,388.47,424.4,233.62,289.28,149.64,149.66
49030,Low Moor,VA,758,7602.04,8693.05,3735.96,4581.05,2103.08,2189.44,907.14,991.35,393.34,429.1,188.82,232.89,262.69,262.07
49031,Luray,VA,514,6795.29,7276.42,3620.58,3914.93,1372.93,1442.42,1239.83,1337.06,306.43,313.15,,,189.35,193.74
49032,Lynchburg,VA,5273,7582.36,8256.02,3748.39,4217.33,2010.74,2107.45,875.55,922.77,346.73,368.25,389.4,429.73,213.71,213.18
49033,Manassas,VA,2261,7432.35,7438.05,2952.57,3033.25,2379.25,2385.9,896.23,853.56,472.05,447.94,595.25,579.25,168.86,168.34
49034,Marion,VA,955,8007.13,9107.03,3458.7,4241.89,2042.75,2087.76,921.75,1019.29,692.67,767.72,591.61,717.43,342.46,343.46
49035,Martinsville,VA,1955,7244.98,7927.77,3726.65,4148.25,1786.41,1909.48,1082.79,1174.33,370.11,404.14,53.62,63.58,215.26,217.07
49036,Nassawadox,VA,1098,7515.52,8172.94,3512.44,3830.96,1744.85,1831.2,1187.53,1295.53,400.77,440.07,477.59,578.94,189.65,188.39
49037,Newport News,VA,5757,6968.37,7620.13,3047.57,3479.41,2211.8,2336.3,970.83,1021.47,334.01,350.32,205.7,232.44,209.21,209.47
49038,Norfolk,VA,5334,8017.21,8727.91,3656.02,4126.31,2442.88,2575.53,1060.22,1118.29,417.08,438.84,199.36,225.69,254.61,253.79
49039,Norton,VA,569,10414.15,11592.77,5182.95,5966.41,2184.71,2289.37,1068.03,1184.08,1430.21,1585.58,244.58,290.52,422.3,420.25
49040,Pearisburg,VA,544,7858.16,8734.27,4029.72,4490.15,2017.83,2265.78,913.6,1008.07,408.79,452.88,,,337.19,339.53
49041,Pennington Gap,VA,398,9674.27,10977.19,4984.67,5995.13,1993.13,2044.95,968.51,1068.82,1140.44,1263.05,,,388.8,385.54
49042,Petersburg,VA,2492,8573.18,9038.49,4641.42,4942.97,2220.07,2345.04,914.13,942.93,369.24,379.89,192.99,204.17,230.81,230.56
49043,Portsmouth,VA,3355,7956.72,8628.32,3368.64,3811.05,2580.59,2702.14,1008.29,1060.86,517.62,543.69,190.21,212.82,317.4,315.06
49044,Pulaski,VA,531,8699.77,9826.04,4095.62,4843.49,2363.52,2526.95,1074.35,1177.35,584.72,643.86,265.47,318.63,317.04,318.9
49045,Radford,VA,893,7512.04,8461.08,3392.91,4017.62,2000.25,2144.21,926.77,1004.43,595.57,651.36,289.91,338.26,312.32,316.25
49046,Reston,VA,2119,8701.05,8542.54,3566.23,3640.36,2710.1,2578.62,936.84,895.04,554.14,530.41,772.97,736.86,163.4,161.98
49047,Richlands,VA,689,8588.5,9865,3777.56,4610.46,1891.82,1999.6,918.36,1019.68,1222.66,1355.46,685.08,843.66,294.92,301.7
49048,Richmond,VA,18785,7817.75,8474.24,3787.33,4255.79,2206.42,2336.78,888.77,917.04,393.78,406.67,315.11,331.29,235.28,235.49
49049,Roanoke,VA,6451,7047.92,7599.75,3536.99,3861,1911.94,2047.08,811.23,852.97,357.47,376.41,210.88,240.93,216.52,216.84
49050,Rocky Mount,VA,650,7063.79,7701.14,3629.52,3980.13,1744.88,1941.69,925.39,972.25,347.75,365.97,180.06,207.97,229.43,225.39
49051,Salem,VA,1475,7342.93,8165.7,3854.81,4478.69,1927.81,2039.35,801.71,843.46,391.3,413.65,129.75,148.32,245.72,246.14
49052,South Boston,VA,1543,7495.94,8086.65,4037.71,4426.19,1762.23,1842.69,1098.62,1196.98,207.77,228.47,143.57,151.28,240.61,238.06
49053,South Hill,VA,881,7740.36,8444.95,4288.7,4695.77,1753.02,1911.69,1092.36,1181.08,197,213.95,188.83,233.97,201.77,201.92
49054,Staunton,VA,3208,7366.44,7765.61,3667.51,3729.54,1544.82,1689.3,1493.09,1627.93,251.16,271.29,175.3,210.27,221.26,221.19
49055,Stuart,VA,459,7176.69,7737.35,3203.27,3497.45,1666.49,1758.38,1289.76,1405.51,436.22,480.41,,,299.92,301.77
49056,Suffolk,VA,1476,8064.47,8777.69,3712.92,4224.23,2524,2626.11,1045.48,1101.53,358.03,376.54,135.1,154.33,314.03,315.83
49057,Tappahannock,VA,755,6761.52,7387.93,2880.97,3248.12,2041.53,2140.86,982.63,1062.58,300.09,326.07,393.28,447.11,177.99,178.2
49058,Tazewell,VA,333,7762.8,8632.48,3670.13,4163.61,1786.11,1894.71,1031.59,1143.72,604.18,670.28,,,263.44,263.81
49059,Virginia Beach,VA,5050,8278.65,9213.11,3681.22,4372.79,2702.62,2838.58,951.18,1001.66,441.05,464.28,251.69,286.83,240.22,239.83
49060,Warrenton,VA,1376,7051.66,7161.65,3090.21,3141.04,2057.02,2180.36,979.8,936.73,323.61,307.03,433.67,425.03,166.48,167.71
49062,Williamsburg,VA,2875,7546.23,8118.23,2889.32,3303.42,2696.59,2760.45,1006.68,1050.25,475.62,499.93,273.99,306.59,176.97,177.34
49063,Winchester,VA,3239,7419.63,7702.21,3641.87,3763.94,2016.5,2155.59,1068.38,1068.93,222.13,224.87,254.51,268.03,185.64,186.62
49065,Woodbridge,VA,1795,8538.84,8461.37,3994.2,3995.32,2572.28,2571.78,962.92,918.68,386.47,371.25,426.47,413.27,216.25,210.74
49066,Woodstock,VA,764,7276.03,7821.54,3132.42,3303.49,1413.25,1538.87,1679.17,1775.17,243.43,245.17,670.27,829.03,133.88,134.25
49067,Wytheville,VA,915,8389.97,9364.46,4138.8,4581.55,2085.24,2394.11,959.34,1054.45,631.47,698.35,280.93,337.98,310.88,313.7
