HSA #,HSA name,State,Medicare enrollees (2012),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2012)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2012)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2012)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2012)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2012)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2012)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2012)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2012)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2012)"
49015,Farmville,VA,4023,7696.8,8436.44,3545.09,4018.93,2024.59,2065.4,1186.18,1286.57,276.16,301.34,426.56,525.66,249.57,246.73
49016,Franklin,VA,3431,7700.57,8273.23,3369.36,3696.9,2371.9,2447.59,1204.09,1312.79,401.99,436.97,106.04,123.46,256.42,256.33
49017,Fredericksburg,VA,26945,9571.85,9861.8,4437.65,4711.79,2982.62,3066.2,1099.88,1065.11,435.26,419.98,378.36,361.76,235.33,234.09
49018,Front Royal,VA,4219,8433.73,8333.35,4268.13,4064.44,2124.93,2231.37,1158.24,1144.14,327.93,336.89,356.81,354.33,200.68,198.07
49019,Galax,VA,7881,8479.39,9296.23,3924.34,4256.87,1981.97,2218.67,1218.44,1343.19,886.9,991.89,138.1,155.59,364.41,368.03
49020,Gloucester,VA,7356,7730.72,8375.29,3216.6,3610.95,2274.52,2412.4,1361.53,1426.61,343.22,360.19,254.35,291.55,256.77,252.6
49021,Grundy,VA,2198,10047.49,11366.2,5238.09,5795.46,1968.85,2392.4,1550.77,1736.3,741.33,832.4,252.53,305.1,350.89,352.11
49022,Hampton,VA,8045,7928.84,8572.29,3090.79,3532.31,2797.61,2880.06,1181.9,1239.07,402.53,421.66,246.07,275.76,251.93,251.74
49023,Harrisonburg,VA,16311,8228.18,8542.37,4234.7,4310.36,1718.05,1804.36,1612.49,1712.55,288.49,306.18,198.78,228.73,184.96,184.21
49024,Hopewell,VA,4454,9432.97,10030.85,4887.31,5354.54,2578.69,2695.48,930.92,939.98,404.69,407.4,391.3,399.97,247.8,245.43
49025,Hot Springs,VA,1272,10527.11,10561.17,5892.94,5517.54,1492.06,1559.17,2403.42,2653.48,325.19,361.22,190.76,229.09,219.86,220.14
49026,Kilmarnock,VA,7567,7119.5,7558.14,2879.17,3021.75,2191.52,2319.36,1216.26,1302.11,273.3,296.79,351.58,415.9,204.62,201.23
49027,Lebanon,VA,3493,9546.7,11075.86,4268.72,5242.49,2112.04,2341.36,1243.73,1398.26,1434.51,1610.37,203.53,231.62,390.38,383.86
49028,Leesburg,VA,13125,8550.84,8613.48,3447.37,3564.83,2912.92,2925,952.77,918.06,445.49,427.66,595.47,583.23,191.35,188.74
49029,Lexington,VA,4622,8005.19,8417.09,4070.07,4200.92,1841.47,1931.11,1319.73,1447.08,320.33,348.47,189.18,221.32,267.4,268.03
49030,Low Moor,VA,3954,8146.39,8985.41,3847.56,4409.16,2186.78,2251.47,1144.16,1246.87,338.56,366.47,421.98,512.34,207.36,206.58
49031,Luray,VA,2857,8393.98,9161.58,4354.96,4825.47,1485.25,1567.7,1626.2,1760.34,396.95,415.01,332.09,398.69,217.24,215.51
49032,Lynchburg,VA,29583,7809.17,8430.6,3659.61,4079.98,2145.12,2205.42,1003.4,1072.21,352.63,377.34,428.13,476.89,224.16,223.28
49033,Manassas,VA,13349,8260.49,8224.81,3284.2,3358.22,2760.2,2724.09,1091.66,1050.46,453.86,434.99,470,459.54,197.88,195.21
49034,Marion,VA,4708,8822.02,9941.39,3826.77,4582.81,2225.7,2272.89,1354.51,1520.51,719.45,807.24,365.32,443.45,350.16,354.23
49035,Martinsville,VA,9769,7697.03,8559.63,3848.1,4380.68,1891.09,2052.55,1196.16,1308.6,343.35,374.46,138.33,162.44,270.97,270.93
49036,Nassawadox,VA,5545,8453.6,9125.13,3583.67,3949.89,2261.58,2303,1368.95,1488.67,496.57,541.18,534.51,625.2,216.16,215.35
49037,Newport News,VA,30507,8253.84,8819.15,3488.47,3846.24,2691.2,2787.47,1239.14,1300.9,387.48,406.95,221.01,248.79,235.05,234.37
49038,Norfolk,VA,27361,8774.2,9480.49,3742.52,4194.1,2789.22,2918.95,1227.92,1293.8,514.29,540.5,262.4,289.96,255.6,254.26
49039,Norton,VA,2948,10183.02,11492.33,4777.82,5563.24,2314.11,2528.82,1416.59,1585.28,1212.75,1360.43,125.88,129.27,395.69,396.29
49040,Pearisburg,VA,3049,8888.69,9659.46,4411.11,4786.32,2229.19,2412.46,1278.41,1404.06,455.09,503.02,206.54,240.07,311.71,314.82
49041,Pennington Gap,VA,1872,9716.69,11131.05,4923.78,5907.29,2008.14,2151.92,1335.77,1494.08,1099.69,1237.28,80,83.97,337.28,337.12
49042,Petersburg,VA,13187,8882.49,9327.9,4457.28,4751.18,2470.9,2617.4,1053.31,1064.35,371.68,374.87,281.02,281.33,249.37,249.99
49043,Portsmouth,VA,17055,8282.86,8920.25,3371.55,3768.6,2668.02,2785.63,1228.44,1288.61,511.83,536.13,256.78,287.43,270.17,268.09
49044,Pulaski,VA,4397,10232.51,11484.72,5314.65,6039.8,2337.76,2634.41,1156.75,1259.15,809.18,887.56,297.21,347.95,363.22,365.06
49045,Radford,VA,3241,7891.32,8745.94,3410.85,3853.58,2168.19,2385.03,1010.92,1094.9,637.18,692.01,358.03,413.6,317.08,322.57
49046,Reston,VA,11274,8410.43,8403.24,3311.86,3506.06,2924.93,2780.61,974.62,946.3,471.19,454.95,542.31,532.41,189.85,189.3
49047,Richlands,VA,3394,8988.33,10643.94,3805.78,4794.53,2119.19,2447.71,1292.31,1447.31,1097.25,1228.94,442.26,528.65,338.7,336.86
49048,Richmond,VA,99104,8501.99,8989.8,3926.19,4282.23,2484.96,2585.69,1099.33,1114.54,419.98,425.22,348.05,358.03,230.52,230.91
49049,Roanoke,VA,33147,7891.27,8351,3742.01,4022.05,2215.28,2317.02,1091.37,1127.6,384.55,397.55,213.84,240.48,244.15,245.41
49050,Rocky Mount,VA,3322,7806.78,8822.47,3775.68,3988.96,2034.94,2752.92,1176.31,1211.1,374.6,386.77,255.36,286.4,185.58,184.03
49051,Salem,VA,7317,7929.37,8632.74,3603.02,4115.44,2281.33,2386.32,1142.53,1181.87,427.22,442.72,229.74,261.98,244.58,244.16
49052,South Boston,VA,8521,7647.88,8309.52,3560.66,3930.54,1926.22,2000.77,1442.01,1578.14,194.61,215.13,282.67,342.31,247.44,246.59
49053,South Hill,VA,4530,8249.21,8746.63,4148.31,4340.89,1997.21,2122.68,1394.48,1511.12,237.54,261.95,217.23,263.49,237.66,237.43
49054,Staunton,VA,16793,7942,8410.38,3670.78,3785.05,1822.29,1921.54,1654.98,1816.71,283.75,309.04,297.19,363.71,202.23,203.09
49055,Stuart,VA,2478,8681.31,9808.46,4394.77,4900.51,1626.41,2001.14,1834.07,2019.21,447.04,498.32,104.63,109.97,276.82,274.88
49056,Suffolk,VA,8025,8347.25,9009.12,3811.68,4299.75,2588.32,2663.52,1089.08,1145.81,413.52,433.9,179.42,197.68,271.26,270.13
49057,Tappahannock,VA,4542,8657.27,9109.52,3961.99,4102.53,2494.52,2617.56,1222.15,1300.11,322.04,346.09,458.87,554.23,213.72,212.28
49058,Tazewell,VA,1742,9293.22,10313.4,4516.61,5083.31,2187.26,2352.85,1425.2,1590.71,701.42,788.86,187.5,228.08,282.58,284.47
49059,Virginia Beach,VA,27623,8499.52,9367.72,3367.36,3989.69,2946.4,3078.07,1156.5,1217.63,477.15,501.4,296.72,328.96,247.52,245.46
49060,Warrenton,VA,7902,8347.37,8476.48,3626.69,3723.3,2499.37,2595.05,1275.73,1229.68,346.67,333.42,387.35,383.13,197.59,197.41
49062,Williamsburg,VA,15794,7801.81,8387.06,2906.47,3270.26,2822.01,2950.06,1235.53,1292.54,394.19,412.13,228.94,252.21,187.46,185.43
49063,Winchester,VA,18144,7711.31,8080.82,3789.41,3980.52,2110.69,2227.6,930.59,965.38,289.84,298.08,377.93,396.58,212.63,210.4
49065,Woodbridge,VA,10771,8680.83,8700.8,3912.05,3992.31,2739.55,2743.34,1024.54,989.33,431.84,414.79,374.43,366.43,209.73,206.45
49066,Woodstock,VA,4203,8382.03,8652.82,4177.29,4152.52,1843.91,1946.29,1565.94,1687.9,285.35,295.29,306.08,363.56,200.14,197.41
49067,Wytheville,VA,4948,9505.17,10432.24,4607.17,4955.11,2386.58,2705.75,1246.22,1371.59,771.76,859.5,216.54,259.74,301.95,304.29
