County ID,County name,Medicare enrollees (20% sample) (2003),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2003)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2003)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2003)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2003)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2003)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2003)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2003)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2003)"
1035,AL-Conecuh County,298,6982.32,8527.56,3562.59,4787.23,1727.14,1816.94,505.67,573,558.66,631.85,313.2,383.22,275.16,274.46
1037,AL-Coosa County,135,6622.94,7720.84,3365.45,4112.7,1699.06,1813.79,488.67,546.6,,,,,302.06,297.33
1039,AL-Covington County,1221,7181.21,8341.62,3853.04,4690.47,1759.37,1886.92,491.86,555.42,340,389.14,367.37,458.61,362.85,350.5
1041,AL-Crenshaw County,489,6788.92,7747.35,3701.12,4424.5,1866.6,1955.09,472.76,535.04,220.95,252.13,233.27,286.7,299.01,298.51
1043,AL-Cullman County,2029,7144.87,8100.64,3635.76,4297.86,1744.2,1838.75,725.48,816.84,397.35,431.49,335.75,423.26,331.45,326.34
1045,AL-Dale County,1018,6299.03,7351.32,2959.31,3719.35,1650.84,1757.38,507.17,559.38,304.05,338.98,678.36,794.39,256.03,257.56
1047,AL-Dallas County,1073,5641.22,6454.68,2943.25,3452.2,1651.27,1806.48,388.06,438.57,195.65,222.02,262.87,336.23,223.42,222.3
1049,AL-DeKalb County,1649,6145.95,6867.25,3277.58,3770.51,1539.24,1644.53,528.07,583.76,338.18,364.56,165.17,211.52,315.41,312.84
1051,AL-Elmore County,1544,6338.3,7279.99,3173.12,3885.17,1938.57,2016.79,390.18,439.29,306.14,349.49,284.1,350.57,262.23,263.16
1053,AL-Escambia County,1056,6865.87,8077.98,3382.36,4230.64,1626.13,1752.24,680.8,756.67,413.82,464.55,504.34,621.04,262.56,260.58
1055,AL-Etowah County,2993,7383.35,8252.16,3908.05,4551.35,2022.46,2145.15,558.74,599.48,324.73,349.29,268.83,314.32,311.25,307.73
1057,AL-Fayette County,393,5661.19,6533.11,2828.5,3428.92,1355.19,1464.44,768.77,850.33,379.32,421.11,,,192.21,191.43
1059,AL-Franklin County,889,6884.57,8085.75,3028.31,3834.05,1822.62,1957.91,461.81,510.15,663.76,747.89,595.83,741.32,341.72,338.42
1061,AL-Geneva County,852,6638.71,7951.49,3057.09,3911.48,1629.33,1763.03,429.17,476.59,272.52,306.04,919.03,1160.39,311.65,307.97
1063,AL-Greene County,212,4796.91,5603.3,2546.47,3141.37,1709.5,1862.55,254.08,281.11,223,246.92,,,121.13,123.87
1065,AL-Hale County,407,7899.03,9052.17,4204.14,4998.94,2063.89,2217.69,551.1,616.03,496.48,550.16,377.01,454.83,191.42,191.07
1067,AL-Henry County,491,6210.25,7224.67,2851.14,3472.39,1722.22,1861.32,445.1,490.5,205.49,228.41,659.45,827.36,314.3,317.47
1069,AL-Houston County,2265,5912.8,6887.72,2714.2,3368.87,1654.8,1792.31,484.77,533.83,181.7,201.9,680.85,808.03,229.56,224.24
1071,AL-Jackson County,1390,7340.85,8306.05,3942.22,4662.76,1857.33,1983.83,600.56,657.49,463.33,508.73,117.5,139.56,383.05,382.21
1073,AL-Jefferson County,11812,6800.88,7436.71,3530.17,3970.03,1863.57,2000.93,598.16,617,278.49,288.22,298.51,331.07,228.71,225.85
1075,AL-Lamar County,486,6971.22,8093.1,3813.8,4573.54,1483.2,1634.97,488.43,545.03,509.85,584.28,281.75,361.18,388.31,382.92
1077,AL-Lauderdale County,2494,5509.07,6358.76,2552.33,3149.23,1699.18,1833.45,390.85,429.6,307.16,330.06,322.07,385.5,244.88,243.17
1079,AL-Lawrence County,948,6379.53,7215.19,3143.08,3776.74,1641.42,1758.08,454.05,477.28,672.04,715.69,185.28,213.32,308.67,306.15
1081,AL-Lee County,1825,5613.27,6359.91,2646.47,3158.88,1465.51,1602.69,531.93,580.46,247.31,274.75,483.57,504.4,251.26,250.57
1083,AL-Limestone County,1431,6711.79,7334.44,3153.85,3551.24,1853.29,2003.33,703.28,737.88,538.73,569.94,115.9,135.93,351.74,344.99
1085,AL-Lowndes County,220,5998.15,6760.48,2729.48,3254.88,2250.45,2356.11,479.35,545.25,189.29,215.7,,,307.86,306.05
1087,AL-Macon County,483,5388.63,6296.97,2634.64,3272.1,1445.44,1571.9,319.63,357.36,282.01,315.25,528.09,579.88,200.5,202.81
1089,AL-Madison County,5913,6333.81,6989.56,3037.19,3508.81,2015.11,2126.97,542.54,571.62,262.66,277.86,195.54,230.41,279.3,277.07
1091,AL-Marengo County,590,5699.02,6736.71,2622.44,3256.82,1442.4,1578.46,464.6,522.27,349.13,398.62,493.58,631.36,337.33,358.36
1093,AL-Marion County,939,6095.64,7135.81,2975.27,3700.81,1460.79,1576.19,624.96,698.87,489.26,557.4,250.09,316.34,318.4,317.16
1095,AL-Marshall County,2360,6763.44,7525.37,3608.7,4142.2,1653.28,1776.31,645.87,681.19,354.26,373.97,212.46,268.54,314.34,315.41
1097,AL-Mobile County,6902,6346.49,7424.82,2840.83,3623.33,1876.47,2014.73,567.74,628,325.73,362.4,467.35,524.16,278.11,275.7
1099,AL-Monroe County,569,5842.69,7040.9,2790.01,3646.72,1501.96,1618.62,531.38,602.45,384.01,439.61,388.65,476.11,237.09,237.31
1101,AL-Montgomery County,4537,5965.79,6825.02,2766.03,3355.02,2127.51,2236.52,366.31,414.83,234.72,267.62,289.05,364.09,232.97,231.18
1103,AL-Morgan County,2794,6364.09,7052.77,3385.85,3875.6,1644.09,1774.13,528.24,555.66,312.31,331.11,216.45,246.46,292.03,288.26
1105,AL-Perry County,270,6096.91,7022.47,2773.2,3229.06,1299.74,1422.58,503.72,565.98,255.32,284.25,965.21,1199.32,270.57,270.65
1107,AL-Pickens County,617,7183.59,8073.57,3897.17,4450.91,1579.29,1708.24,615.01,690.74,686.72,780.95,,,231.61,232.79
1109,AL-Pike County,671,7910.31,9204.24,4167.94,5103.06,2049.66,2177.19,495.04,558.41,445.83,508.39,389.01,483.61,335.89,332.72
1111,AL-Randolph County,635,6262.93,7115.18,3354.15,3981.06,1561.92,1664.82,624.58,694.3,265.16,301.83,116.87,137.5,336.13,332.53
1113,AL-Russell County,1151,5170.67,5677.85,2316.02,2591.87,1477.05,1602.35,485.22,528.74,273.35,302.19,333.34,364.83,298.63,298.38
1117,AL-Shelby County,1942,7743.3,8557.36,3911.4,4509.44,2160.28,2295.17,601.31,621.67,329.93,343.62,498.23,552.84,261.29,261.46
1115,AL-St. Clair County,1191,7118.3,7969.13,3837.6,4486.24,1905.62,2049.06,543.36,568.44,288.27,300.42,234.88,262.75,318.83,315.23
1119,AL-Sumter County,344,6092.02,6959.59,2870.57,3612.98,1525.58,1690.17,484.52,547.38,291.65,333.81,,,125.87,130.91
1121,AL-Talladega County,1924,6943.1,8051.97,3363.79,4041.04,1596.35,1723.31,520.76,576.99,369.1,409.72,820.76,1046.23,314.25,309.93
1123,AL-Tallapoosa County,1147,6973.62,8260.63,3134.39,3880.73,1624.16,1766.28,708.57,797.57,213.26,242.81,989.86,1266.31,301.01,301.56
1125,AL-Tuscaloosa County,3393,6574.7,7506.04,3551.98,4211.35,1776.32,1944.38,486.34,535.54,406.67,446.88,113.47,133.64,237.14,233.7
1127,AL-Walker County,1758,7788.98,8673.71,4098.93,4738.94,1894.45,2031.99,599.61,620.34,644.12,676.16,249.11,319.39,346.47,340.02
1129,AL-Washington County,445,7033.35,8458.9,2690.01,3490.38,1558.72,1713.41,709.52,788.17,359.77,403.21,1469.21,1810.07,268.68,271.27
1131,AL-Wilcox County,355,5865.53,6953.55,2553.93,3203.84,1560.79,1684.12,729.24,829.67,236.77,268.26,576.6,723.87,207.98,210.38
1133,AL-Winston County,723,7820.13,9002.2,3969.51,4824.12,1795,1899.99,533.49,586.2,616.29,676.45,555.98,704.46,436.99,427.75
5001,AR-Arkansas County,639,5908.64,6564.87,3009.19,3445.18,1667.64,1763.11,738.16,818.69,209.79,236.79,94.16,110.52,189.92,188.9
5003,AR-Ashley County,608,7102.15,8397.21,3667.63,4433.12,1478.7,1804.59,697.68,785.94,300.37,342.7,394.85,499.74,541.49,516
5005,AR-Baxter County,2009,5676.38,6652.09,3069.4,3773.51,1554.2,1710.59,517.9,583.9,226.21,258.34,96.36,115.82,212.82,209.75
5007,AR-Benton County,3939,5103.87,5888.96,2607.96,3194.42,1529.59,1647,442.03,486.75,170.63,189.26,119.63,142.77,227.67,223.83
5009,AR-Boone County,1021,6175.22,7297.8,3349.45,4177.7,1509.2,1670.46,684.13,770.19,309.52,354.93,,,299.02,291.79
5011,AR-Bradley County,401,5942.12,6948.17,3265.71,4008.36,1422.65,1560.01,568.33,637.48,330.79,376.88,,,262.05,254.92
5013,AR-Calhoun County,127,6728.33,7332.09,3971.25,4345.59,1756.34,1886.42,684.08,769.24,,,,,206.23,202.72
5015,AR-Carroll County,773,4770.23,5745.98,2286.91,2846.08,1145.13,1419.34,673.88,750.86,319.47,365.61,130.53,158.84,232.68,223.76
5017,AR-Chicot County,398,6061.59,6944.76,3255.85,3936.37,1492.86,1597.19,551.86,623.34,205.22,235.14,,,433.44,422.4
5019,AR-Clark County,629,5714.59,6573.21,3176.6,3806.51,1520.15,1655.9,588.7,662.03,154.1,177.02,,,247.41,242.68
5021,AR-Clay County,604,6400.24,7438.82,3398.4,4126.94,1329.92,1441.75,685.12,775.33,584.65,672.86,,,342.46,341.74
5023,AR-Cleburne County,1138,6087.83,6808.45,3147.6,3638.61,1472.24,1587.14,613.8,681.59,315.14,356.1,320.93,333.4,239.24,236.6
5025,AR-Cleveland County,219,5824.93,6629.57,2926.53,3471.92,1762.29,1904.69,415.8,457.44,310.1,353.22,,,251.91,244
5027,AR-Columbia County,722,5789.97,6938.56,3285.47,4126.71,1571.34,1820.1,412.23,459.73,120.19,135.82,97.77,116.77,305.41,293.44
5029,AR-Conway County,568,5433.74,6224.48,2767.02,3307.69,1524.77,1674.72,487.02,531.04,314.69,358.07,,,263.32,255.83
5031,AR-Craighead County,1724,5888.62,6715.42,3069.76,3684.41,1640.26,1744.4,560.38,627.76,256.14,292.86,63.64,75.59,302.19,296.1
5033,AR-Crawford County,1195,6304.87,7043.66,3705.83,4217.15,1493.76,1616.69,483.1,537.98,191.97,216.05,132.88,165.71,311.64,304.44
5035,AR-Crittenden County,889,5943.65,6366.41,2983.45,3266.63,1724.7,1804,636.77,672.13,310.82,331.8,,,250.1,248.17
5037,AR-Cross County,471,7541.86,8383.24,4454.89,5040.46,1639.37,1737.89,632.82,717.34,541.28,619.85,,,229.46,227.37
5039,AR-Dallas County,228,6127.14,7161.03,3060.29,3788.93,1677.83,1864.18,664.21,741.89,376.45,431.83,,,311.07,290.75
5041,AR-Desha County,351,7032.21,7909.22,3969.18,4520.62,1596.02,1778.12,408.58,458.34,343.74,393.84,,,451.32,440.68
5043,AR-Drew County,390,7683.26,9159.03,4351.42,5535.86,1919.35,2064.29,372.43,415.22,474.64,545.09,,,353.36,336.11
5045,AR-Faulkner County,1601,6522.14,7112.4,2983.63,3376.37,1940.09,2042.75,533.05,553.68,194.72,204.11,672.46,750.3,197.64,189.51
5047,AR-Franklin County,510,4928.34,5688.09,2357.76,2842.52,1318.69,1451.16,649.45,733.17,174.07,198.58,,,308.1,301.05
5049,AR-Fulton County,363,6329.45,7560.28,3693.31,4636.35,1240.07,1388.57,544.8,610.01,471.3,538.01,,,360.62,355.93
5051,AR-Garland County,3883,5988.4,6925.68,3071.13,3698.82,1767.32,1962.04,543.48,610.41,150.29,172,202.38,235.49,244.01,238.09
5053,AR-Grant County,349,7880.37,8467.34,3997.68,4497.06,2344.68,2448.16,572.07,603.26,296.9,314.58,,,360.39,348.49
5055,AR-Greene County,943,5475.24,6444.69,2984.49,3707.21,1348.64,1481.72,595.72,672,160.2,183.68,100.71,119.37,292.73,289.41
5057,AR-Hempstead County,578,6646.66,7513.9,3794.26,4464.03,1799.06,1923.08,467.39,517.23,222.14,248.29,,,322.67,315.06
5059,AR-Hot Spring County,856,6822.7,7860.01,3709.78,4381.46,1761.17,1984.26,611.61,688.14,343.09,393.68,130.03,148.89,270.85,268.03
5061,AR-Howard County,423,5877.82,6533.04,3216.27,3689.95,1622.39,1717.54,565.23,637.15,190.48,213.7,,,281.26,270.3
5063,AR-Independence County,1000,7325.97,8507.79,4519.66,5427.09,1680.65,1833.56,532.68,603.45,316.27,363.68,,,273.62,268.47
5065,AR-Izard County,435,4521.28,5379.87,2156.21,2734.96,1278.07,1437.35,460.23,520.86,275.92,317.2,,,227.36,225.36
5067,AR-Jackson County,711,8196.05,9719.38,5124.58,6350.7,1686.09,1839.08,566.49,636.64,378.8,432.65,,,348.55,343.37
5069,AR-Jefferson County,1880,5145.47,5856.88,2582.15,3150.78,1720.77,1852.5,357.47,394.18,130.06,142.5,193.52,158.7,203.65,199.94
5071,AR-Johnson County,605,5925.06,6780.8,2971.96,3620.77,1717.02,1835.13,531.46,596.72,175.82,202.25,,,442.67,425.55
5073,AR-Lafayette County,238,6591.79,7611.47,3970.53,4837.89,1625.28,1717.01,333.37,365.61,277.79,309.41,,,349.01,346.53
5075,AR-Lawrence County,619,5554.95,6217.69,2904.75,3324.86,1358.71,1463.89,846.29,958.41,178.58,204.17,,,266.67,265.4
5077,AR-Lee County,280,4081.42,4558.41,1886.86,2164.8,1243.04,1340.27,435.57,489.44,269.51,300.37,,,207.48,208.77
5079,AR-Lincoln County,227,7447.03,8152.64,4303.28,5082.14,1592.05,1722.85,323.89,359.25,308.39,347.46,,,459.71,443.94
5081,AR-Little River County,384,6755.21,7939.19,3748.68,4671.34,1843.41,1997.07,431.8,481.85,422.64,484.94,,,293.11,287.28
5083,AR-Logan County,667,4474.91,5079.01,2030.22,2395.29,1137.01,1220.34,612.84,686.65,192.18,215.45,249.57,320.8,265.15,260.05
5085,AR-Lonoke County,1075,6541.07,7234.55,3637.66,4144.67,1847.08,1999.48,453.25,475.14,185.27,193.82,181.02,187.15,236.6,233.63
5087,AR-Madison County,315,3650.83,4292.78,1647.07,2041.31,911.83,1044.94,406.87,446.15,179.1,201.41,,,285.81,282.99
5089,AR-Marion County,567,4824.65,5699.72,2232.18,2847.22,1423.91,1583.85,477.61,541.36,315.08,358.15,,,272.49,272
5091,AR-Miller County,935,7241.94,8272.97,4060.19,4874.75,1848.09,1968.01,490.89,541.1,313.48,346.73,122.53,145.26,401.27,389.43
5093,AR-Mississippi County,1073,6430.09,7238.44,3408.01,4003.02,1743.73,1864.83,447.41,505.3,314.19,360.64,,,489.34,474.97
5095,AR-Monroe County,293,5679.31,6461.03,2995.86,3530.55,1507.58,1646.97,662.48,726.1,208.8,234.71,,,221.65,224.73
5097,AR-Montgomery County,298,4593.02,5557,1942.88,2708.32,1600.58,1703.64,727,824.76,,,,,245.05,239.33
5099,AR-Nevada County,244,6778.17,7710.24,3931.4,4670.92,1929.59,2019.28,444.65,493,158.05,177.53,,,191.6,187.51
5101,AR-Newton County,200,5494.28,6387.98,3004.36,3655.52,1384.25,1506.08,455.81,513.98,348.74,400.85,,,304.34,304.75
5103,AR-Ouachita County,933,5825.59,6851.59,3171.51,3899.87,1394.55,1581.74,704.32,795.01,219.85,250.96,,,272.44,266.42
5105,AR-Perry County,269,5361.22,6121.88,2792.27,3266.13,1517.35,1714.41,354.69,378.08,269.47,289.13,,,253.72,252.03
5107,AR-Phillips County,646,5772.27,6406.7,3188.14,3630.06,1543.84,1632.25,527.43,595.3,235.4,269.09,,,236.25,233.68
5109,AR-Pike County,313,7654.79,8961.08,4695.8,5730.62,1795.86,1905.81,465.04,519.52,287.89,330.92,,,417,477.8
5111,AR-Poinsett County,685,5458.89,6117.69,2530.41,2961.87,1559.2,1668.17,549.33,615.42,362.99,408.67,85.74,103.99,377.14,367.51
5113,AR-Polk County,648,6809.98,7899.14,4137.85,4996.51,1591.82,1717.19,568.39,636.65,202.09,230.07,,,297.57,292.33
5115,AR-Pope County,1348,5797.89,6598.97,3260.99,3752.12,1484.45,1693.6,433.15,484.4,139.1,158.4,127.48,162.02,358.08,349.65
5117,AR-Prairie County,281,6831.05,7632.28,3523.05,4131.42,1761,1859.51,607.14,651.5,201.6,219.38,,,457.13,442.55
5119,AR-Pulaski County,7522,6611.61,7246.72,3433.36,3898.4,1963.84,2123.56,535.08,556.42,215.64,224.76,254.17,236.92,217.78,216.57
5121,AR-Randolph County,542,5150.56,5919.7,2534.1,3092.46,1342.89,1440.48,537.42,601.75,297.42,341.61,,,373.4,361.48
5125,AR-Saline County,1730,6929.18,7658.61,3588.02,4142.94,1858.08,2034.27,589.53,612.57,266.59,278.82,330.18,299.53,308.38,300.01
5127,AR-Scott County,296,4199.27,4785.3,2248.48,2693.01,1097.92,1138.5,430.39,486.87,191.92,220.03,,,172.37,169.66
5129,AR-Searcy County,278,5257.28,5796.72,2440.48,2801.11,1337.87,1340.34,597.4,661.69,469.68,539.29,,,225.98,224.49
5131,AR-Sebastian County,2588,6114.84,7061.24,3452.03,4134.74,1591.19,1748.22,465.28,519.63,183.81,207.99,150.26,178.81,273.78,269.46
5133,AR-Sevier County,391,6742.43,7819.32,3121.72,3876.03,1854.29,2000.05,543.6,604.29,818.46,939.17,,,372.78,365.28
5135,AR-Sharp County,719,5306.19,6159.31,2956.52,3583.27,1365.45,1482.68,510.5,575.89,151.1,172.26,,,224.79,222.54
5123,AR-St. Francis County,548,5566.75,6212.32,2892.74,3308.77,1502.43,1625.54,560.11,625.26,199.53,222.13,,,300.77,295.52
5137,AR-Stone County,386,7582.88,8636.39,4278.9,4893.21,1783.93,2064.86,602.16,679.44,323.21,370.41,,,459.07,447.19
5139,AR-Union County,1258,6257.29,7038.6,3304.67,3793.63,1521.9,1677.06,614.53,694.06,258.79,294.99,134.41,170.65,407.86,393.19
5141,AR-Van Buren County,587,4968.25,5427.24,1835.64,2090.23,1420.46,1512.44,728.57,763.37,457.29,476.71,,,278.93,277.15
5143,AR-Washington County,3031,4856.81,5576.69,2576.16,3096.21,1446.88,1578.43,368.42,406.2,142.72,157.87,110.94,127.33,207.42,204.57
5145,AR-White County,1743,6382.3,7565.91,3521.79,4393.08,1646.86,1821.25,412.7,460.21,300.19,342.44,247.82,300.59,260.14,254.49
5147,AR-Woodruff County,155,5670.84,6869.74,2872,3814.9,1591.74,1707.78,492.82,557.96,393.12,450.49,,,282.33,284.39
5149,AR-Yell County,602,6992.61,8035.17,4033.92,4786.08,1674.85,1838.1,615.3,689.59,273.61,314.02,,,334.45,331.69
4001,AZ-Apache County,937,5257.05,4982.36,2990.88,2773.26,1500.27,1424.82,386.86,406.14,,,146.87,137.54,214.8,222.96
4003,AZ-Cochise County,3101,5515.23,5806.14,2838.32,3079.2,1629.16,1611.41,585.88,626.74,108.88,117.81,141.69,148.93,197.65,212.44
4005,AZ-Coconino County,1418,6058.17,5941.33,3245.69,3180.38,1688.04,1661.33,547.97,524.91,165.96,157.93,195.24,190.78,211.96,224.15
4007,AZ-Gila County,1728,7147.05,7306.37,3645.32,3787.33,1915.02,1862.62,555.82,587.73,141.27,151.29,663.07,683.83,266.31,282.66
4009,AZ-Graham County,712,4594.5,4813.14,2147.86,2370,1604.75,1553.41,511.44,548.58,83.35,90.28,67.89,65.32,178.1,184.07
4011,AZ-Greenlee County,165,3940.53,4410.06,1978.36,2440.72,1471.85,1443.75,280.62,300.15,,,,,105.29,113.01
4012,AZ-La Paz County,551,6367.53,6146.75,3356.93,3255.16,1893.21,1767.07,603.26,592.01,104.93,100.6,112.5,121.87,257.34,276.36
4013,AZ-Maricopa County,36842,6392.1,6440.55,2973.79,3090.05,2280.22,2238.49,430.59,426.9,196.41,196.29,333.89,311.93,161.07,163.74
4015,AZ-Mohave County,5935,6309.9,6141.11,3326.83,3273.22,2008.21,1940.48,423.16,386.1,142.97,130.17,162.34,158.09,221.27,228.99
4017,AZ-Navajo County,1667,5610.46,5532.11,2792.55,2743.66,1672.88,1594.79,509.42,535.42,41.92,42.8,366.99,370.36,244.6,254.34
