County ID,County name,Medicare enrollees (20% sample) (2003),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2003)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2003)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2003)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2003)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2003)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2003)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2003)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2003)"
51111,VA-Lunenburg County,386,4611.01,4986.18,2732.42,2995.08,1084.63,1169.1,458.09,485.44,117.13,122.51,,,164.71,162.8
51680,VA-Lynchburg city,2358,4901.24,5333.29,2576.77,2933.98,1474.58,1526.25,485.26,500.84,102.62,106.21,70.36,73.32,199.16,200.07
51113,VA-Madison County,301,5855.26,5535.07,3362.97,3015.79,1218.43,1288.63,644.47,614.63,328.7,314.69,,,202.1,200.3
51683,VA-Manassas city,429,7045.08,6867.96,4014.42,3969.06,1997.18,1915.46,484.84,460.82,254.82,241.61,,,146.22,144.01
51685,VA-Manassas Park city,191,6992.06,6889.11,3187.66,3204.42,1770.93,1758.89,1010,949.46,320.79,304.99,,,242.97,243.45
51690,VA-Martinsville city,1099,5573.04,6188.87,3054.64,3498.96,1329.73,1425.02,690.32,740.92,258.52,279.4,,,198.09,199.2
51115,VA-Mathews County,350,5416.84,5841.2,3103.9,3400.68,1352.58,1425.02,520.69,554.83,254.89,274.13,,,177.17,177.15
51117,VA-Mecklenburg County,1101,4946.51,5422,2678.83,3021.5,1378.49,1468.69,528.26,558.06,142.52,153.66,35.18,40.59,176.97,177.36
51119,VA-Middlesex County,360,6639.5,6978.79,4002.29,4189.22,1435.45,1542.87,647.36,684.22,336.5,361.78,,,197.28,178.45
51121,VA-Montgomery County,1364,5523.37,6187.83,2753.44,3266.62,1480.81,1555.18,628.33,671.64,355.79,383.37,62.79,73.81,250.08,247.76
51125,VA-Nelson County,492,5645.47,5399.69,3110.92,2752.36,1059.17,1140.8,794.36,793.95,247.11,241.07,302.98,344.62,144.88,144.44
51127,VA-New Kent County,337,4730.56,5120.35,2218.73,2442.59,1390.95,1508.08,370.88,385.24,285.69,300,,,224.48,228.08
51700,VA-Newport News city,3309,5395.29,6011.64,2708.34,3179.2,1713.63,1801.69,540.17,579.87,190.47,205.26,46.03,50.74,200.75,198.51
51710,VA-Norfolk city,4309,5941.63,6559.43,2938.52,3362.46,1775.81,1887.73,704.89,758.16,221.07,238.58,87.73,99.16,217.56,214.56
51131,VA-Northampton County,499,5308.15,5915.74,2426.99,2790.31,1403.78,1509.95,696.18,750.89,187.81,202.57,417.58,480.3,190.28,190.31
51133,VA-Northumberland County,756,4306.7,4685.93,2008.09,2254,1425.48,1508.66,515.26,546.17,183.75,198.62,,,155.23,155.81
51720,VA-Norton city,138,7089.76,8335.77,4181.41,5202.34,1321.24,1451.43,406.68,439.62,765.3,834.21,,,359.28,336.16
51135,VA-Nottoway County,522,5562.07,5928.67,3060.3,3278.58,1323.4,1427,516.5,540.89,247.54,257.05,,,221.58,220.39
51137,VA-Orange County,889,6138.29,5809.4,3405.12,3054.75,1438.98,1489.13,794.7,755.82,197.31,189.21,118.63,126.39,175.49,182.54
51139,VA-Page County,661,6724.26,6690.13,4189.08,4031.37,1125.3,1172.94,915.44,964.55,260.44,278.38,,,206.64,206.24
51141,VA-Patrick County,570,6396,6785.5,3369.93,3574.06,1471.87,1565.41,703.07,744.39,598.31,647.04,,,260.33,261.84
51730,VA-Petersburg city,1430,5473.56,5919.42,2654.18,2976.43,1640.65,1753.09,614.41,625.3,261.77,267.38,85.17,82.38,208.87,207.4
51143,VA-Pittsylvania County,1260,5276.71,5625.24,2748.36,2998.35,1581.95,1645.75,450.29,471.12,183.92,193.8,25.29,29.18,289.06,289.98
51735,VA-Poquoson city,262,4605.88,5085.45,2154.64,2492.15,1553.48,1635.93,487.18,519.32,150.78,158.4,,,105.51,105.83
51740,VA-Portsmouth city,2350,5859.1,6587.18,2803.61,3318.31,1887.58,2025.53,622.65,669.12,284.17,305.79,52.75,59.47,221.76,217
51145,VA-Powhatan County,373,5671.43,6238.92,2820.93,3315.3,1706.89,1766.81,485.39,493.01,204.17,208.53,,,223.23,219.72
51147,VA-Prince Edward County,50,4600.42,5178.71,2178.62,2629.3,1096.7,1166.57,370.01,390.25,,,,,372.21,369.37
51149,VA-Prince George County,313,5327.9,5726.04,2646.66,2945.26,1473.91,1545.12,628.17,638.69,230.79,237.15,,,179.38,179.16
51153,VA-Prince William County,2410,5691.09,5599.24,2850.53,2805.38,1719.08,1731.11,525.22,497.56,234.12,222.56,180.09,155.1,183.86,185.69
51155,VA-Pulaski County,892,7132.23,7961.13,4044.28,4676.94,1625.04,1728.1,617.66,663.53,433.68,469.31,60.71,72.64,367.34,366.52
51750,VA-Radford city,504,5628.35,6351.99,2583.4,3127.63,1586.83,1664.22,726.79,777.8,335.75,364.69,127.05,148.91,277.96,277.53
51157,VA-Rappahannock County,210,5321.73,5433.42,2482.76,2664.99,1568.3,1527.6,710.44,675.67,236.5,225.41,,,170.8,172.17
51760,VA-Richmond city,3737,5508.98,5904.18,2939.44,3244.84,1540.36,1631.68,536.47,546.24,227.31,231.88,98.36,94.66,169.19,166.5
51159,VA-Richmond County,279,5937.61,6474.47,3221.04,3599.05,1574.55,1675.39,474.16,502.86,315.42,339.49,,,219.84,221.21
51770,VA-Roanoke city,2781,5256.48,5776.08,2872.66,3260.74,1514.32,1586.92,472.27,504.74,178.12,192,60.16,71.71,164.06,164.29
51161,VA-Roanoke County,2346,5334.65,5908.46,2762.76,3197.42,1583.33,1651.93,522.21,556.79,185.39,200.15,108.17,129.88,167.45,167.26
51163,VA-Rockbridge County,761,4831.82,5276.81,2548.83,2800.05,1302.62,1430.77,603.81,636.67,163.66,177.05,,,122.83,124.32
51165,VA-Rockingham County,1465,5441.49,5730.06,3124.07,3252.64,1192.28,1285.01,697.77,741.1,167.29,179.19,61.17,71.98,204.56,201.62
51167,VA-Russell County,664,6962.5,7767.3,3621.59,4197.31,1288.86,1379.66,676.96,729.53,1143,1242.53,,,330.88,330.29
51775,VA-Salem city,1136,5109.71,5808.34,2646.22,3192.28,1534.59,1605.74,449.23,479.86,107.67,115.73,139.92,167.2,228.01,243.01
51169,VA-Scott County,551,5865.62,6470.51,3240.61,3651.46,1382.4,1494.31,459.26,499.97,484.69,532.8,,,304.09,301.41
51171,VA-Shenandoah County,1208,5366.64,5765.29,2896.55,3121.33,1302.95,1402.65,719.77,759.94,212.5,229.58,86.73,100.32,151.82,154.09
51173,VA-Smyth County,1037,5675.69,6433.89,2796.98,3325.95,1331.09,1444.84,563.19,608.4,514.18,559.66,193.43,226.27,311.62,311.56
51175,VA-Southampton County,273,4826.88,5249.35,2387.66,2611.44,1333.22,1441.14,839.39,905.19,105.09,113.53,,,99.55,102.35
51177,VA-Spotsylvania County,1567,6372.26,6398.12,3363.96,3366.48,1814.02,1886.16,562.13,533.99,272.15,260.44,173.03,164.46,189.86,188.51
51179,VA-Stafford County,1098,6217.25,6341.37,3226.08,3337.03,1869.92,1927.9,520.29,494.01,219.51,207.8,194.34,185.66,186.96,187.55
51790,VA-Staunton city,1141,5574.94,5790.17,3103.42,3182.94,1239.46,1308.35,774.89,817.18,137.72,145.58,89.12,105.72,232.5,231.19
51800,VA-Suffolk city,1445,6021.8,6664.5,2877.52,3366.92,1831.7,1903.72,715.94,759.16,267.63,288.2,131.03,147.04,200.2,195.06
51181,VA-Surry County,160,5431.24,5971.31,3253.94,3679.9,1456.16,1546.07,350.82,372.5,168.8,180.99,,,166.38,169.02
51183,VA-Sussex County,304,4545.05,5075.13,2400.21,2816.16,1255.61,1354.27,482.16,504.81,187.67,198.65,,,149.83,152.55
51185,VA-Tazewell County,1238,6258.5,7041.89,3144.31,3709.51,1453.31,1554.1,636.69,687.5,562.1,611.06,161.64,194.02,340.9,336
51810,VA-Virginia Beach city,6911,6232.68,6970.11,2924.42,3473.36,1986.96,2092.43,708.62,760.04,256.08,276.52,129.52,147.05,215.33,211.86
51187,VA-Warren County,682,5185.59,5176.74,2733.67,2677.05,1285.34,1344.32,580.02,568.06,175.8,169.49,246.78,247.08,168.72,173.64
51191,VA-Washington County,1099,5606.06,6165.57,2762.58,3125.31,1333.43,1408.74,545.35,593.94,591.21,650.4,124.43,144.73,278.11,277.22
51820,VA-Waynesboro city,928,6778.73,6994.36,4198.71,4285.13,1412.57,1465.79,704.5,740.07,139.81,149.58,142.98,156.88,183.27,195.5
51193,VA-Westmoreland County,522,5390.61,5796.86,2823.35,3167.82,1708.65,1750.72,397.67,400.8,142.63,146.1,,,200.33,202.3
51830,VA-Williamsburg city,1359,5096.34,5528.88,2390.5,2702.8,1748.43,1817.27,567.67,604.56,200.13,214.65,31.93,34.35,151.09,148.49
51840,VA-Winchester city,666,6163.1,6529.06,3603.33,3772.5,1417.02,1524.23,384.39,411.07,242.29,260.61,334.88,374.83,163.85,164.19
51195,VA-Wise County,852,7331.9,8323.54,3907.95,4611.51,1601.31,1758.27,682.77,736.16,754.94,820.6,135.78,156.28,306.8,306.08
51197,VA-Wythe County,753,5139.7,5832.33,2707.57,2999.99,1283.45,1583.15,453.65,485.67,255.98,277.97,214.88,256.41,233.22,233.76
51199,VA-York County,780,4987.5,5576.44,2505.55,2954.73,1589.04,1673.15,473.71,508.29,201.94,217.12,53.42,62.08,153.17,152.62
