HSA #,HSA name,State,Medicare enrollees (20% sample) (2003),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2003)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2003)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2003)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2003)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2003)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2003)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2003)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2003)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2003)"
49011,Danville,VA,3306,5559.91,5887.02,2808.85,2981.4,1789.04,1898.94,474.7,497.31,208.83,220.9,29.18,34.25,257.02,262.8
49012,Emporia,VA,800,4908.28,5519.57,2695.58,3123.78,1307.73,1461.55,552.95,587.57,144.8,154.99,,,154.6,154.88
49013,Fairfax,VA,793,6441.43,6346.72,3312.25,3361.64,1961.96,1875.74,458.06,435.72,357.69,341.94,163.4,145.21,188.64,188.89
49014,Falls Church,VA,7797,5893.84,5540.66,2810.67,2646.06,1982.49,1864,483.34,458.24,272.39,258.96,218.48,188.72,117.26,115.9
49015,Farmville,VA,922,4980.7,5459.71,2834.12,3162.91,1142.8,1226.68,534.41,564.58,111.36,116.78,163.93,198.11,182.08,184.15
49016,Franklin,VA,690,4817.16,5423.29,2316.48,2723.25,1330.11,1435.71,715.36,771.94,171.76,185.17,121.52,137.04,152.95,155.86
49017,Fredericksburg,VA,4135,6051.71,6155.46,3194.47,3264.32,1792.11,1863.79,499.21,474.97,239.98,228.88,135.1,131.34,190.35,191.09
49018,Front Royal,VA,689,5151.72,5144.26,2706.14,2651.07,1279.56,1338.85,579.45,567.26,173.75,167.51,243.54,243.84,173.55,178.24
49019,Galax,VA,1582,5335.76,5959.44,2764.36,3168,1257.14,1400.7,524.93,558.29,373.49,405.66,83.03,96.37,355.77,353.81
49020,Gloucester,VA,1331,4879.05,5276.54,2565.55,2836.57,1381.54,1446.17,484.82,517.04,223.25,240.31,73.24,85.25,149.19,149.92
49021,Grundy,VA,507,7014.53,8055.31,3963.36,4804.38,1485.74,1573.86,738.63,797.72,365.54,399.5,,,347.35,349.61
49022,Hampton,VA,1783,5062.47,5664.57,2274.02,2719.84,1790.08,1868.96,574.55,618.28,211.55,227.44,65.75,75.03,159.87,159.79
49023,Harrisonburg,VA,3170,5444.39,5730.02,3152.42,3270.08,1191.87,1289.17,703.45,750.86,156.56,168.01,55.15,64.01,191.52,190.29
49024,Hopewell,VA,822,5775.99,6226.83,3104.35,3426.18,1459.05,1573.1,612.35,621.55,332.37,342.28,,,230.81,228.97
49025,Hot Springs,VA,150,7393.74,7331.63,4461.25,4153.35,1175.44,1257.55,861.7,916.68,224.37,243.53,,,259.78,256.79
49026,Kilmarnock,VA,1557,4612.16,5010.1,2299.91,2560.77,1381.38,1471.1,489.67,518.62,215.39,232.41,39.32,46.13,184.63,178.92
49027,Lebanon,VA,738,7029.57,7839.45,3571.74,4156.48,1305.11,1386.8,712.57,768.44,1209.62,1314.89,,,342.4,341.99
49028,Leesburg,VA,1607,6605.51,6448.61,3225.15,3192.69,2059.24,2068.9,613.81,579.95,276.64,263.42,295.33,207.32,130.38,131.15
49029,Lexington,VA,952,4965.81,5388.12,2656.12,2877.12,1301.98,1434.8,635.79,672.13,154.5,167.35,,,136.05,138.08
49030,Low Moor,VA,782,6179.07,6985.83,3426.81,4035.91,1498.75,1599.54,515.11,552.73,360.63,391.53,124.15,150.33,252.63,252.62
49031,Luray,VA,539,6736.25,6729.76,4247.97,4124.77,1119.06,1161.79,871.8,915.84,279.53,299.77,,,208.1,207.86
49032,Lynchburg,VA,5639,5106.25,5509.78,2682.6,3019.09,1477,1521.22,516.05,529.79,123.74,127.86,79.21,85.24,225.47,225.37
49033,Manassas,VA,1601,5847.77,5736.24,3053.27,3016.56,1686.81,1671.28,513.41,484.98,258.98,244.41,184.35,163.01,155.21,158.4
49034,Marion,VA,1077,5757.25,6498.48,2875.64,3392,1327.51,1439.86,573.84,618.83,518.64,564.59,184.8,216.1,314.33,312.51
49035,Martinsville,VA,2390,5276.92,5892.91,2844.26,3273.02,1250.55,1359.13,625.03,669.35,290.78,314.85,41.7,49.87,208.63,211.64
49036,Nassawadox,VA,1218,5650.98,6187.46,2685.33,3009.63,1464.48,1547.27,755.02,810.43,271.59,293.29,288.14,336.05,180.44,180.02
49037,Newport News,VA,5983,5265.66,5854.6,2652.8,3095.35,1642.44,1731.43,530.57,569.28,184.17,198.3,54.14,61.22,201.39,199.1
49038,Norfolk,VA,6201,6044.34,6713.56,2970.37,3446.05,1833.5,1945,700.41,753.16,228.47,246.54,95.07,108.3,216,212.44
49039,Norton,VA,645,7699.04,8790.53,4239.07,5051.11,1607.1,1752.32,671.72,725.12,756.68,823.22,160.24,193.79,344.1,337.87
49040,Pearisburg,VA,601,5667.04,6384.99,3212.08,3589.39,1250.43,1502.43,672.19,721.11,262.83,288.33,,,243.15,243.83
49041,Pennington Gap,VA,443,6878.76,7681.69,3910.94,4517.6,1224.9,1300.87,630.97,681.66,809.62,882.32,,,348.19,343.11
49042,Petersburg,VA,2779,5608.66,6041.94,2903.07,3210.98,1588.06,1701.36,558.97,569.33,263.11,269.3,88.51,89.66,198.96,198.22
49043,Portsmouth,VA,3745,5954.29,6649.67,2827.21,3319.21,1878.78,2005.27,652.36,698.29,280.15,301.6,86.46,96.12,230.61,226.22
49044,Pulaski,VA,615,6127.46,6950.98,3224.77,3830.76,1458.46,1584.19,555.44,597.46,465.34,504.99,,,380.5,380.8
49045,Radford,VA,955,6848.44,7649.7,3758.97,4376.8,1677.63,1765.36,677.86,726.22,349.1,377.75,93.01,109.88,301.28,299.79
49046,Reston,VA,1455,6319.23,6035.05,2801.92,2727.46,2077.43,1989.49,526.19,501.68,333.8,320.6,390.6,304.03,187.08,187.31
49047,Richlands,VA,647,6601.47,7468.81,3208.39,3886.18,1374.78,1448.64,700.21,744.03,790.78,859.82,,,341.17,331.48
49048,Richmond,VA,20003,5604.22,6037.93,2923.02,3236.69,1583.17,1688.95,529.21,537.88,250.92,256.67,125.43,128.4,192.6,191.69
49049,Roanoke,VA,7000,5302.86,5836.21,2808.73,3190.11,1523.71,1611.62,519.97,554.27,189.07,203.74,85.07,99.96,174.84,174.94
49050,Rocky Mount,VA,720,5035.59,5679.04,2606.76,2951.11,1218.66,1415.04,629.69,676,231.66,251.14,187.34,227.8,165.69,164.27
49051,Salem,VA,1526,5173.06,5862.57,2720.16,3276.87,1500.19,1556.18,466.78,498.84,142.36,153.41,115.74,138.4,225.27,236.73
49052,South Boston,VA,1855,4653.56,5075.8,2409.88,2726.81,1298.6,1353.67,501.36,531.45,165.02,178.55,30.71,34.47,236.89,239.15
49053,South Hill,VA,958,4839.97,5345.62,2785.53,3155.68,1279.7,1389.95,461.62,486.39,112.28,120.76,,,166.18,164.84
49054,Staunton,VA,3276,6119.87,6352.4,3548.07,3646.37,1327.89,1388.14,742.98,782.21,172.38,184.42,125.56,143.37,207.11,209.63
49055,Stuart,VA,481,6704.69,7114.9,3657.11,3876.59,1410.67,1501.35,730.03,775.42,636.28,688.17,,,279.03,280.59
49056,Suffolk,VA,1673,5680.88,6326.59,2743.57,3216.36,1688.99,1774.17,696.59,745.5,245.44,264.31,100.39,117.91,201.07,197.76
49057,Tappahannock,VA,780,5577.51,6149.04,3062.3,3486.57,1467.34,1554.69,485.39,512.4,206.25,222.05,172.26,188.52,183.89,186.6
49058,Tazewell,VA,379,6063.59,6690.01,3087.4,3507.26,1475.53,1576.68,501.55,545.95,512.66,556.73,,,405.81,403.02
49059,Virginia Beach,VA,5060,6201.24,6917.29,2876.34,3404.85,1995.57,2099.44,712.79,763.93,258.66,279.39,132.86,149.92,215.61,212.75
49060,Warrenton,VA,1262,6262.24,6263.03,3324.08,3369.24,1485.49,1513.48,866.29,820.62,245.64,232.89,198.14,183.24,138.33,139.67
49062,Williamsburg,VA,2326,4908.83,5306.18,2179.9,2455.81,1805.78,1876.4,541.45,576.69,186.93,200.95,28.9,31.9,146.88,145.22
49063,Winchester,VA,3086,5648.62,5992.29,3257.18,3425.71,1373.28,1480.43,431.23,457.98,229.37,245.26,197.12,216.58,175.35,179.48
49065,Woodbridge,VA,1435,6107.7,6009.65,3042.05,2994.07,1844.82,1856.29,586.64,556.78,225.97,216.49,202.02,177.68,209.59,208.65
49066,Woodstock,VA,795,5286.75,5697.91,2720.16,2968.88,1319.24,1404.48,801.17,844.85,206.25,223.17,107.53,123.03,132.44,134.5
49067,Wytheville,VA,927,5516.08,6193.13,2945.42,3239.29,1333.7,1607.51,469.23,502.29,274.36,297.94,227,274.4,281.08,282.73
