HRR #,HRR City,State,Resident Population (2010),"Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Hospital-Based Physicians per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","Resident Physicians per 100,000 Residents (2011)","Allergists/ Immunologists per 100,000 Residents (2011)","Anesthesiologists per 100,000 Residents (2011)","Cardiologists per 100,000 Residents (2011)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2011)","Critical Care Physicians per 100,000 Residents (2011)","Dermatologists per 100,000 Residents (2011)","Emergency Medicine Physicians per 100,000 Residents (2011)","Endocrinologists per 100,000 Residents (2011)","Family Practice Physicians per 100,000 Residents (2011)","Geriatricians per 100,000 Residents (2011)","General Surgeons per 100,000 Residents (2011)","Gastroenterologists per 100,000 Residents (2011)","Hematologists/ Oncologists per 100,000 Residents (2011)","Infectious Disease Specialists per 100,000 Residents (2011)","Internal Medicine Physicians per 100,000 Residents (2011)","Neonatologists per 100,000 Residents (2011)","Nephrologists per 100,000 Residents (2011)","Neurosurgeons per 100,000 Residents (2011)","Neurologists per 100,000 Residents (2011)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2011)","Ophthalmologists per 100,000 Residents (2011)","Orthopedic Surgeons per 100,000 Residents (2011)","Otolaryngologists per 100,000 Residents (2011)","Pathologists per 100,000 Residents (2011)","Pediatricians per 100,000 Residents (2011)","Plastic & Reconstructive Surgeons per 100,000 Residents (2011)","Psychiatrists per 100,000 Residents (2011)","Pulmonologists per 100,000 Residents (2011)","Radiologists per 100,000 Residents (2011)","Radiation Oncologists per 100,000 Residents (2011)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2011)","Rheumatologists per 100,000 Residents (2011)","Urologists per 100,000 Residents (2011)","Vascular Surgeons per 100,000 Residents (2011)"
258,Hattiesburg,MS,304469,169.27797284,58.598950482,108.71643352,41.093637703,19.619984109,39.023479759,10.530320645,0.699362353,8.0539472118,5.4947664912,1.6363845107,2.0887598745,1.9772620608,7.2973044207,0.9593554666,32.065918134,0.3520642577,6.04067564,5.157253302,2.2841723831,0.7685325637,16.767426452,1.4659976782,2.7211376827,1.7277204136,3.9282643231,52.502136604,4.269867073,6.7083804378,2.3674057011,2.3527105045,9.8130580383,1.8068717429,6.2554762713,1.6577834964,3.5754195616,0.7450607056,1.1008917364,1.5049878806,2.8758787059,0.6536081222
259,Jackson,MS,1078744,177.16730703,59.144593355,115.910996,39.549330143,23.896917035,39.442491489,42.72246529,1.0806635702,10.630897375,5.246749995,1.5412706425,1.470132484,1.5158397856,7.6802219251,0.8891634504,29.300654411,0.6464636805,6.6040166982,2.738906973,2.4474978884,1.4995216787,18.630156107,0.9849826047,2.5141479552,1.6804493065,3.6809037749,55.857352536,4.6937232206,5.3754246428,3.3715176063,4.5295461993,11.219721923,1.5825076146,8.5652931987,1.8105293869,9.2126745852,1.0993198566,1.6004171816,1.0853137159,2.2705594419,0.5644690763
260,Meridian,MS,196162,158.06989193,60.23134591,95.589767143,28.961946362,22.295963352,34.607755611,10.532018111,0.1706589072,9.3849945454,6.4042626965,1.759115927,0.8239032724,0.8152066822,6.2331455354,0.5946445946,34.254561133,0.1714542058,5.7870426651,1.9230818137,1.2884099688,0.7186234929,16.538090133,1.4580275,1.6947806827,1.7550622194,2.799071738,50.944137527,3.6235695023,4.7185802037,2.791674484,3.4703049072,9.7508891263,1.3081807403,6.9269219063,2.7558315616,7.4883076722,0.6008249479,0.3694720591,0.251552243,1.8920404994,0.566425903
261,Oxford,MS,158162,138.13171842,46.873738333,89.376457324,28.205081558,17.027869269,38.011741586,15.494775584,0.2884678035,5.6338563111,3.7941341288,1.5620798737,0.7082748623,0.942253532,6.2789249318,0.9264806246,21.567335516,0.1393025634,7.6511234156,2.9547122069,2.2934296935,0.4581037844,16.779956036,0.2670992309,2.1861923547,2.1001512608,1.5025343988,51.302694843,3.8922441088,6.1031867377,2.8740900475,2.4807906203,8.5174886584,1.0598139492,3.3796092829,1.3611362002,5.2669395578,0.8201359538,1.0601738442,0.764911262,2.0491498374,0.2051084436
262,Tupelo,MS,391168,143.18957269,51.696598966,89.504013771,31.617391598,18.896609316,32.17107087,12.055394267,0.4953809564,6.5214497512,5.3937583964,1.638996976,1.4394826877,1.083102959,6.7521765973,0.9600524675,27.072927737,0.0621449443,6.4465130635,3.4722664166,1.8496066203,0.7561508429,17.591800497,0.5400095318,1.6831693043,1.4934650146,2.0699004277,48.035782072,2.1645634679,4.0580590515,2.7843267978,2.4204965954,7.1301518705,0.9025275141,4.5490216826,1.4281472914,7.5467657262,0.9734193647,1.0613806534,0.9569160158,2.6166703177,0.0954669185
263,Cape Girardeau,MO,272138,165.40301388,58.93603536,103.9497285,36.938380444,21.153461011,36.014736304,11.827018483,0.8304651293,8.8301032275,4.1034174882,1.8908316513,1.6011023536,1.124126292,8.9261933401,1.3470815992,32.922764388,0.3058229939,6.4585478253,3.509716812,2.4854459854,0.8707741942,17.867778375,1.7525417171,1.5295800303,2.7437284241,2.5846962056,49.556297505,3.1283917098,3.9809635733,2.1370779935,2.7172416542,8.2677565,1.0226826364,5.847161547,1.4899936043,5.5582133081,0.8168562249,2.6032628005,0.7901508208,2.5863338614,0.6862541914
264,Columbia,MO,699527,196.7769327,69.407769072,124.7811399,43.891991325,24.453304127,40.584953532,46.525763748,1.1259784745,11.256896146,5.1013933983,1.9665651139,2.5174210301,3.4253040396,7.3684880127,1.4226086804,40.759149161,1.378258562,7.6136383237,3.1489151976,3.3849679509,0.8029959863,17.08191251,0.7870866638,2.138606158,0.9334137005,3.7126987234,53.165515191,3.6335897162,7.1347642649,2.6841875666,4.2625094335,11.723048274,1.3304169945,10.89735877,0.6661062036,8.6612314762,1.393613014,3.2551355351,1.3234271426,2.6211108379,0.9439961983
267,Joplin,MO,373438,164.22055223,59.034022739,101.68308689,34.37353376,20.275654978,35.962337279,11.291328679,0.4127701487,7.9621477358,4.7213924461,0.7290507494,1.9180802117,1.0796520744,9.7652870721,0.741979563,34.968329373,0.8808373148,6.4538737501,2.6349383501,2.5141245721,0.700629679,16.413741504,0.5058030586,1.5394698254,1.6028058287,2.2812189213,57.591674335,3.4336827362,6.8259487349,2.3029512847,2.8163943456,8.0439449136,0.4833530008,7.6191487723,1.0999619348,6.2501034429,0.6663799424,1.7383613654,0.4442412912,1.9197615639,0.4146979869
268,Kansas City,MO,2488331,201.31587891,69.919642285,128.98679282,48.293034149,25.675496826,38.418037243,37.291184385,1.1797392806,12.450127876,7.7981846344,1.3045893544,2.4038340075,2.6678675911,9.9913639734,1.6023128978,34.787500905,1.1320232818,6.1171368666,3.4164846818,2.949093842,1.637280352,22.137919892,1.6087587161,1.5716067191,1.5165821697,3.8588894707,50.620020465,4.2036138964,6.240445159,2.8560835136,4.291399667,12.98654404,2.0935454704,9.8685004406,1.2898825855,8.2403868482,1.2536881159,2.491731048,1.0448106987,2.3639584757,0.752319266
270,Springfield,MO,867493,162.22825743,63.262040109,96.385389146,35.596257806,20.887084377,30.342486875,8.2687975171,0.4828683854,8.3530119264,3.7263013177,1.1424701417,1.6110969985,1.3969913136,11.591569913,1.1442355156,39.342294941,0.695291065,4.8491572969,2.1339696711,1.9375693906,0.7760571705,16.294033899,1.2442337125,1.2191544387,1.5420055097,2.2062229159,40.265883403,3.2863539776,4.7093898585,1.9264144685,2.610697802,7.8605325726,1.2552384376,6.2456679842,0.677033037,7.4883819168,0.9928653948,2.3641376827,0.883983448,2.270833679,0.4472393093
273,St. Louis,MO,3415461,193.68476897,67.870520304,123.40962247,46.657213653,23.969243111,38.460897594,43.982652765,1.2492093688,10.714458487,6.6307345993,1.2811763139,3.1952377024,2.9470764149,7.5883982974,1.4447123654,23.854533667,1.5749656965,5.7556306324,3.5538252708,2.8990318623,1.5654651162,28.414604257,1.0387982218,2.4698310881,1.4451347386,4.0821542267,57.321600196,4.3649750745,6.1289687212,2.4574112446,4.2315022899,15.637433136,1.7298837481,8.7412513051,1.424722015,9.7940235888,1.3414084127,2.1347174642,1.4987436057,2.1610750286,0.7799951944
274,Billings,MT,583615,207.35084441,76.325021773,128.55519028,40.846926451,27.067760152,47.409373746,8.5228547182,1.1643033628,13.769665852,3.8122090081,0.9860950063,1.2202479401,3.18035293,10.154459207,0.4430192017,46.346737571,0.2296434423,7.9253376195,2.3341153005,2.3779045307,0.9103822029,20.209576828,0.579207358,1.3875301943,1.78003874,3.148138127,64.564718893,4.4396921581,10.328940692,3.2046185704,3.6893884427,9.8989105551,1.1914906742,10.108573717,1.5252834007,8.5558143585,1.620942096,2.1615648988,1.4662895948,2.6099668528,0.9975804573
275,Great Falls,MT,153985,174.66260008,66.944654271,105.16892895,30.981220762,26.251353205,38.482916598,3.9206795003,0.6841697946,12.940296651,3.2403625912,1.3217485534,0.8207173215,0.9598536919,8.2667405013,1.2571496339,42.810177089,0.0905648701,6.4978934429,2.0746977883,3.0208063763,0.6982947689,15.220948075,1.2846751942,0.7584512613,2.6071183809,2.7521131276,54.266418367,3.8789438263,7.2118018849,2.2457741104,2.9591856378,9.5285995256,0.9143373971,6.824366223,1.8213195639,7.9079517583,0.6971893085,2.5972271586,0.1782145912,2.4282916169,0.1420155742
276,Missoula,MT,386344,205.13978693,76.225814305,126.50675137,40.939176066,27.148264096,46.799609839,6.7775048552,0.5569406961,13.828782702,4.4734554964,1.3412932482,1.0205688742,2.6260851196,14.323598243,1.0078732045,46.229098365,0.3029791554,9.3805366594,2.4030328026,2.656555901,0.8413613026,21.059179886,0.5937232902,0.6642549565,2.2311400254,2.7353774266,55.928144218,4.2326894731,10.402421513,2.8548047635,2.8806969585,8.5457428424,1.6715988213,8.1417876922,1.4807919996,9.6673322732,0.9828947176,1.5208024062,1.2686364674,1.8114916195,0.3365129275
277,Lincoln,NE,587567,161.85519417,67.36489976,92.076307052,30.176418037,23.471574867,31.712799154,11.347597327,0.561322419,10.498699918,5.1453487629,0.4747523362,1.4232725457,1.4579333348,6.4036159382,0.5510596604,43.402314933,0.0989262664,5.8388367029,1.9495972633,2.2647498322,0.8511816696,14.926967067,0.6986683541,1.7557868857,0.7927448691,1.7549536073,41.812442376,3.4165531636,6.234001193,2.5915879566,2.9217411265,9.4269731899,0.8924887534,5.5086811726,0.7166102895,7.2689201579,1.0092428188,1.6711955528,1.1728919705,1.8592945946,0.763785726
278,Omaha,NE,1302801,191.05957902,69.52675853,119.20280277,38.569894694,25.164783148,40.815716739,43.760256838,1.2675876785,11.926991705,6.6317191344,0.8888059833,1.4602433926,1.6767387093,5.729493327,1.0669125084,39.636857155,0.8854890391,6.8872568426,2.5599499943,3.7795243907,1.4369977977,18.650724375,0.9890511032,1.5771085939,1.5680816408,3.1657254005,53.853252958,4.3146427,7.5109885218,2.9882581535,5.6135991502,11.506124524,1.5021157637,9.1688813172,1.064509955,9.2200003573,1.1335094944,1.639000077,1.1350346354,2.3791820823,1.0412888382
279,Las Vegas,NV,2071718,159.95254327,55.093514784,102.45900748,37.079872695,27.764435215,29.418708578,13.056941083,0.43016635,14.236315942,5.335985634,1.0644080068,1.1712948244,1.851888396,8.0957777215,0.9786636328,19.748461818,1.1147289304,4.553920385,2.162827147,2.3508503902,0.9800114733,26.87561634,0.9466416248,2.0919745075,0.8482411182,2.6122885128,43.523693775,3.6510201051,4.25135861,1.5817292254,2.5349388826,8.7924316127,1.6598671091,5.0225729122,1.322272602,7.1129454652,1.0448879429,2.3522630027,0.6545732576,1.7890509815,0.2940303716
280,Reno,NV,758829,197.78233937,67.65273265,127.8249772,47.045612758,28.618470226,41.119353606,16.973413743,0.9204281069,15.23667999,5.404662549,0.7711697353,1.5920912422,3.2010051136,14.80672081,1.0782331971,34.36374984,1.0328566531,6.5853804271,3.5603788764,1.7957678547,0.855562623,23.526993645,0.598947306,1.4814349441,1.4084605528,2.7520392069,63.654210011,3.928149944,7.207189638,2.5492556105,3.5477946404,9.5863374378,2.08516612,8.9546495044,1.069548346,8.451446154,1.3964857554,2.8963913212,0.840861162,2.3253483627,1.0259894173
281,Lebanon,NH,404327,258.61308853,101.416521,155.27114323,55.266330381,26.936110203,50.852189374,59.204860055,0.4880046377,14.010179049,6.0408986887,1.3769732308,2.9542596007,3.6753195166,12.542709912,1.2026492398,45.081758378,1.6672120841,10.003177977,3.484058103,5.2322543104,2.5649490253,32.840843075,0.524660056,1.6578106509,1.2589595786,5.4027897647,81.181293456,4.5244152874,8.1856997051,2.9502014516,7.2921509349,25.319320094,1.7225322927,17.18089336,1.800311945,12.634129937,1.3124201472,1.7497840184,1.7359712711,2.697049259,1.3181050749
282,Manchester,NH,885436,246.33474019,94.21538265,149.77412088,55.546909857,26.692101218,48.714287756,22.70617759,1.5297728578,13.513163377,7.4019525053,1.3352141581,3.0027888885,2.6237992668,12.818615354,2.0916928038,37.911926698,1.4610581156,7.7175584156,4.5051509802,3.5804600535,1.7474579992,35.567972298,0.7733312098,1.7196450359,1.2557979416,4.5049943979,75.933850547,5.1835776642,7.9421402245,3.1248376387,4.2563586399,20.991786554,1.8160913625,12.979832624,1.303166029,9.9154255028,1.1597539066,2.7292417129,2.0013697252,2.931763476,1.3019292329
283,Camden,NJ,2836742,237.0068503,78.008978557,156.75962747,59.465487291,28.47715323,51.697106809,32.033191931,1.4040013903,15.50178413,9.5983835323,1.5573526259,2.8093435276,3.0266155952,9.7494352604,1.7480750457,22.525415916,1.7753505572,7.7164155995,5.2446805563,3.5275488686,1.9678445478,34.146372887,2.0797119675,3.1835097591,1.1772854476,4.589885523,84.133253149,5.7851873843,7.5912773398,2.8453971108,4.0686768343,21.525779106,2.1224468057,12.561070378,1.9909371037,11.847652836,1.355729597,4.5798212646,1.6198777873,3.2833160948,1.4998355799
284,Hackensack,NJ,1275790,253.73294991,80.835559291,169.92650128,63.440812784,30.735492517,52.436954169,36.519074709,2.047121602,17.793648864,10.827746687,1.0909341228,2.6523990606,4.8103293985,7.2560872289,2.8243079813,14.19948502,1.5892525265,7.0512774919,6.1580923029,4.2219635245,2.6927943542,38.904744881,1.3729517941,2.1686359158,1.2859821145,5.0412390547,76.823482092,7.1309169198,7.5077439757,3.1588700047,4.8504471256,28.610750535,3.4826624972,17.101157747,2.5884008698,10.193528402,1.1352178162,4.5510882747,1.4986488488,4.2326615852,1.1433326575
285,Morristown,NJ,1028296,247.04435178,77.598821892,167.03897268,59.481532776,31.586473081,54.271316404,33.09099484,1.6519517187,18.206033722,10.75108001,0.9013799264,2.1316738587,5.4382645596,7.2505925534,2.317584431,17.350332683,0.9624722792,7.2833093075,5.0886804958,4.3187157791,1.9607325925,37.566742862,1.3729180831,2.0678389053,1.4805692026,4.3040500797,90.018323149,6.7279971295,8.6219568625,2.636963081,3.7007884035,22.870390966,3.0568830905,14.97591433,2.0677106929,8.8059239322,1.3281258234,4.8364490337,1.3623622941,3.6740993366,1.3203556458
288,New Brunswick,NJ,1035386,239.90145423,80.446042327,156.8862097,62.567241037,29.182958616,43.720314587,48.880070681,1.8695395873,16.138751126,10.874655992,1.079809604,2.5454505339,2.6123468307,6.770142882,2.5184062275,18.432262976,1.4989428586,6.3664165363,5.4076901854,5.3914278412,2.7273550087,38.875296627,1.3134582663,2.7075979074,0.9803440181,4.6127372132,67.227217321,6.1228436355,5.3781800839,2.559003736,4.6903191115,23.507799868,2.737219392,15.347255522,2.599925307,9.6148178759,1.5747981794,5.182314431,1.0076097668,2.9837843672,1.0775439199
289,Newark,NJ,1535869,225.60180208,75.087923194,147.93738593,61.175694126,26.062839895,42.680129201,49.26025244,1.4882681235,12.855858895,9.7943185987,1.124580326,2.9089548588,2.9861828101,8.1554690241,2.0469206195,13.05141245,1.3796164753,6.0331362207,5.338170388,4.5432756723,4.2091212119,41.546673938,1.230902781,3.2687629651,1.1502008066,5.0819333564,61.122328729,6.4867500382,5.5526049974,2.013401414,4.4397305434,20.902757794,2.4144062286,12.182441745,2.5843377926,9.0203299704,1.339821773,4.23432272,1.1258215846,4.1026682349,0.8662420969
291,Paterson,NJ,395328,227.76534791,76.553364922,148.78217474,55.495114786,31.898933371,45.970996641,24.683149273,1.2311904096,17.934728584,7.7224846935,1.1109826001,1.2601778799,3.4975038323,9.1498275696,1.248395296,13.171979115,1.3463595327,5.2848436916,4.7872178946,3.4947815442,2.5694735587,37.826033957,1.9138474042,3.7341880983,0.9642470733,4.0632638999,71.041105014,5.6727837082,7.2730029017,4.5851663531,3.6527698377,25.811010724,1.7685197468,8.5796645954,3.1410946528,6.6861396793,0.8520676684,3.6070234544,1.2461818344,3.1878190769,0.8634045644
292,Ridgewood,NJ,470660,229.22434147,68.665424777,158.81988885,55.105323903,32.623484707,50.120834947,25.237753349,1.800887749,19.132414174,9.7026037891,1.5966171668,2.4017237196,3.8083607103,6.6148064115,2.9825760195,14.161332688,1.2038102621,6.441762684,5.4797387141,2.994173965,1.9304743117,35.498272431,1.1607467039,2.5393670395,1.0106228767,4.1733946703,80.567320171,6.4771614568,7.2358882632,2.3873187876,3.9576500302,18.26310743,3.6144362778,16.704426428,1.8774614105,7.6825436705,1.1343952774,3.4861834893,1.5563747164,3.4424155113,1.0753486929
293,Albuquerque,NM,1729817,212.2560695,82.142260832,127.56858849,48.275125015,24.650267346,37.837311396,31.549507748,0.5657807816,11.459126864,5.1228821547,1.2587714976,1.8911683022,2.2406167504,13.900923145,1.0686278623,42.528954751,1.4489591724,7.3752876631,2.8839328652,3.1046604386,2.017562586,24.717617456,1.453345917,1.8997792848,0.9795996173,2.9989983161,56.172120022,3.3774476864,6.7202440627,2.2222624448,4.4142184216,14.979157537,1.4566195674,12.948580274,1.4180875458,7.7609630066,1.1609773515,2.0524826554,1.053028656,2.0452023558,0.509579861
295,Albany,NY,1845020,217.64198917,74.373589019,140.72557274,51.839154478,24.945396801,44.355674176,35.459269826,0.8413017897,11.707547725,7.6303606459,1.3735955283,2.6760787442,1.8621464605,10.732305306,1.7563998046,29.196960287,0.9997468589,5.9636483526,4.4072522359,3.427759564,1.4017955344,28.539699005,0.7971456771,2.3075155386,1.3144102458,4.6835483438,61.663072196,5.927442923,6.9157351234,2.9403575523,3.8962885543,16.991134256,2.2687098009,14.372319213,1.9696053467,11.01402352,1.1034179276,2.6391385305,1.6454308399,3.2607221573,1.1772493308
296,Binghamton,NY,353353,189.13157284,72.493085634,114.39460174,36.881661038,22.531822324,41.722567576,27.371283031,0.6259769309,9.5034275429,4.7753604547,0.6807047728,1.4559796104,1.0236653036,7.7503344112,1.0818581171,30.804422599,1.9476425455,8.1535768324,3.3879975637,1.6665981914,1.0219466127,28.303553186,0.3797651955,1.6143347744,1.6660444628,2.2473072354,57.406018373,4.5154469826,7.0388752942,2.3608809614,4.6773032468,13.08531909,1.6953455391,10.605202872,1.9159522107,7.7606863735,0.6672033907,2.016477951,1.8662896197,2.8368635559,0.9886116665
297,Bronx,NY,1406842,250.66410689,89.031120127,159.18322513,67.99345035,25.372399882,39.137584992,87.120695417,1.4841930558,12.1489423,9.1063284833,1.4183581389,3.0933008535,3.0323548775,11.152395083,2.2562743954,13.868925612,2.8608295446,6.0586576019,4.7683326863,5.9239344101,4.6044094562,50.802370819,1.5574672367,3.6425707192,0.9505766196,5.7070710318,57.866957782,5.9479825996,4.4429200698,2.4878126683,4.8193448595,24.591394784,1.9229536663,21.244026341,2.2405900255,9.096235545,0.9245252045,4.4734414315,1.557185882,2.426161385,1.1001004531
299,Buffalo,NY,1359671,192.21087358,66.096859466,123.74762631,44.003251182,24.565555391,40.302221491,50.893580714,1.0076041673,11.314235217,5.6606225344,1.164238909,1.5355088449,2.6231486727,8.1281851059,1.1404902164,21.836712286,1.3863604951,6.9200686782,2.6233654124,3.1404678154,1.2576595462,26.609175818,0.6960236705,2.0031048973,1.6315044571,4.5613867419,61.366042738,4.6168274081,5.8414539713,2.8991326368,4.4426427516,18.37377973,1.1927682025,8.5539725752,1.3105866384,10.60714051,1.017841252,3.0283885365,1.2631107213,2.363931447,0.8270118193
300,Elmira,NY,333197,186.75085107,66.83437844,117.5728448,40.511168557,26.686725182,36.689016525,21.04657524,0.3555780767,13.314977014,6.9623934818,1.0796320938,1.8136068068,0.7244925498,7.5962888801,1.6318557584,31.35661034,1.2234967291,6.9491748965,3.1936896032,2.5746093959,1.3183258257,25.50371152,1.0746982127,1.445652394,1.6547809448,2.5450318708,53.174554423,2.8241595788,5.3399788985,1.9252607091,2.8366963678,9.5103858846,1.7745541095,10.601930311,1.7168494454,8.0696082607,0.8801099971,3.4689741073,1.4364702421,2.8986684269,1.2246151944
301,East Long Island,NY,4722023,253.44309226,79.37052604,171.17292801,67.096864705,31.176427733,49.762991784,58.257473813,1.6187311694,18.742162602,10.862085403,1.2812179242,3.2059576681,5.0770975073,8.8444996925,2.155256677,15.316387259,1.9924944412,7.4069330735,6.1145219089,4.2248040148,2.5700948276,39.538717555,1.4123142631,3.0365741869,1.2622898635,5.9466217479,74.213405397,7.4815136353,6.2368007627,2.9173110788,4.6264846197,25.124390345,2.89720454,17.329283371,2.7014574376,12.475130854,1.2721514549,5.0124057388,1.6916801899,3.4161133174,1.2832288876
303,Manhattan,NY,4986447,285.43484733,94.649283495,187.68989487,79.053142737,27.266015744,46.58203029,97.80538759,1.6382964091,14.331192572,11.888706388,1.3343336215,3.7617410117,6.1969618608,9.1229367338,2.8424183492,12.965796315,2.6109713166,7.493537341,6.1128814255,6.6574721863,3.8986514057,54.566888262,1.7631968315,4.0613661451,1.2357178342,7.7838137014,61.802529059,7.5105018028,5.5076990567,3.2510736912,5.9374279183,28.514209257,2.8989277802,28.936859883,2.7704721698,11.853053518,1.519736742,6.0963084559,1.9607329298,3.4785611261,1.0386081013
304,Rochester,NY,1323745,201.718222,75.139744842,124.21111843,44.790383771,26.03415602,37.065342711,52.831584505,1.43862582,12.78771854,5.9196466565,0.6827381068,1.8692611777,2.6348894602,8.0729996218,0.8050149638,21.829260495,1.670257534,5.9705157249,3.3561434604,3.4821511168,1.072583663,34.903032976,0.6005072816,1.9843772132,0.9957365868,4.3057209492,56.164469936,4.5601691051,6.1685628697,2.2632280343,3.5551023911,18.61245349,1.222028969,10.295450868,1.0740475053,8.9624789101,1.20142791,1.7955697346,1.0098194099,2.0736277395,1.0327481198
307,Syracuse,NY,1067609,200.42896022,67.487906232,130.47874953,44.70592723,25.692719769,44.154401837,45.923048938,0.9697602864,12.496179806,6.6947609499,1.2626974745,3.1003685131,1.6432978162,8.6998042608,1.8061337913,30.353868794,0.9987436192,7.7787584955,3.0533173528,3.5093228862,1.1725186666,22.433313979,1.2391178895,1.9404451068,1.5937918972,3.6318860364,64.161854885,4.3331793141,7.4745014836,2.9123167188,5.6149644401,14.860828123,1.5496018153,11.288834586,1.2788241493,10.052085745,1.4600204355,2.5631780943,1.3729954109,2.7636074402,1.0396235314
308,White Plains,NY,1128353,298.90422485,90.621371644,204.3267913,73.471811598,30.802138646,67.428988331,46.803228144,1.9932870724,19.582721869,10.849442891,1.2322418598,2.5648829322,5.5971430575,9.3732144172,3.1668882602,15.974570452,2.6282005291,9.2856150452,6.0988812475,5.9035594131,2.4155056872,47.714223444,2.3503581346,3.1740314022,1.9497213161,5.6164592721,99.830031813,9.7788223829,8.6101114946,5.6655133106,7.3928886324,26.968340437,4.311351348,29.621903014,2.4318011235,15.537539985,1.5378565869,5.9384348808,2.0394689701,4.3016183086,1.4269030694
309,Asheville,NC,662646,208.42345029,84.495491575,121.7710833,42.38771171,21.434061039,39.652552877,13.278777577,1.1467432022,8.3465464768,4.3031016164,0.4757827774,2.32414605,3.1380088846,9.3584161959,1.7566171408,46.553470826,0.6828170617,5.6073093057,3.7963771506,2.3890830086,1.163981192,23.024888326,0.853466473,1.632570901,0.6334640027,2.6888618847,65.778862639,4.2036751272,6.8870228962,2.6005238483,3.8207531581,15.916401158,1.3844356717,12.111229791,1.7305656135,10.232454564,1.4299802383,1.5719347887,1.1722608271,2.8551573357,0.7963269284
311,Charlotte,NC,2452841,194.03331707,70.989803762,120.67260346,48.470630622,21.627489888,38.801628773,14.981305459,0.8176201652,8.8580611861,6.15778341,0.9804887831,2.4126579277,3.2664133935,11.861590979,1.1982477509,27.845721546,0.6352157203,6.3667549953,3.4703567963,2.9002887805,1.0465475071,28.840343874,1.1369473263,2.1091820038,1.1680055213,3.9228746581,54.145123513,4.4254214679,6.0170457411,2.8198996893,2.3956262684,14.346903704,2.0368728577,7.5001465266,1.5575639223,7.4442444429,1.2863750762,2.6796400959,1.2494656716,2.7945231226,0.6040534674
312,Durham,NC,1356161,207.52303773,66.07358649,138.8056474,54.900061784,23.434838399,37.401992642,57.231580691,0.5537430811,9.9602380252,8.0681725532,1.2126838043,2.3897361811,3.4054685197,9.8148509785,1.5594429669,26.577058867,1.5954260842,6.1757158955,4.0468694074,4.7032146757,2.3322060019,24.698882998,1.1658757431,3.5648116956,1.284603925,4.0760313261,53.38122432,4.6816252414,5.4015866812,2.9625232723,4.8127170599,14.865260791,0.9807163871,15.662562277,1.5944330213,12.06869351,1.415157418,1.9304677116,1.264709136,2.6074210891,0.6240579974
313,Greensboro,NC,644425,176.80244711,66.658348735,107.83896346,42.623045172,19.4204006,33.046031081,19.458491276,0.7955424964,7.6166220364,6.2628035718,1.0977172179,1.5905620819,3.1280455176,8.509937155,1.1826347958,29.194801898,1.1778654266,3.3414824563,4.1545580825,2.8640603317,1.1516322004,22.756530953,0.8758986827,2.0191630443,1.8000676605,2.9194304792,48.121964581,3.7798053958,5.7480863548,2.625793836,3.6810011402,14.817529009,1.0975003634,8.1227319684,1.1684510698,3.6867973613,1.0307261802,2.1589748042,0.8910890461,2.1480409871,0.6571661075
314,Greenville,NC,849612,187.67870738,65.035802801,120.2373341,45.729894818,21.116582056,39.097239643,43.47605298,0.7667886622,7.9217411826,6.1779051503,1.1468014732,2.1255897889,2.2800527469,11.16758463,1.2158420547,26.806135612,1.0517892401,8.1021563912,3.0542434871,3.0214264063,0.6451943311,24.370281454,1.0205858179,3.277358041,1.0442718076,3.3105619297,59.953873545,3.3422180837,5.6548682918,2.7128990079,3.6145613472,13.846301398,1.2784850468,9.6023230585,1.2542701005,9.3875486501,1.07638266,2.4882101861,1.675914302,2.7141530991,0.7184729456
315,Hickory,NC,301497,165.74332392,54.494727539,109.35336641,38.50542809,23.151988116,38.766794819,10.541973794,0.8563757735,10.240052748,5.3119101721,1.1350361639,1.143997677,2.3444456089,10.657977312,0.680229661,33.197432502,0.4081020755,4.9181109329,2.2686812617,1.4246360065,0.525113983,12.658082433,1.0583368908,1.9981349563,1.5836765366,2.3611247851,58.807756903,3.7536381632,6.8979875962,2.9979723446,3.1202866197,8.8131313691,1.3432273494,6.4455606348,0.8009991588,6.978967748,1.5804093327,2.3001964254,0.8735920135,2.6199009713,0.7528645881
318,Raleigh,NC,2039924,204.28679941,72.153681983,129.75346536,48.535398069,21.400833727,41.485209007,25.499085484,0.8001267545,8.2732989681,6.37281168,1.2232372534,1.7805619727,3.1955157283,10.304293219,1.1813369691,29.112423368,1.3707002578,7.3368787651,4.0171432781,3.3041607951,1.6943979521,28.491416498,1.0489600744,2.3392144158,1.2347585294,3.5537572328,56.563794456,4.9056170979,6.6377846869,3.1127016562,2.7627139235,14.571535963,1.6560673496,13.14164035,1.0123829994,9.1207380545,1.1429033178,2.2860758781,1.1552562784,2.8666092356,0.6015135045
