HSA #,HSA City,State,Resident Population (1996),"Acute Care Hospital Beds per 1,000 Residents (1996)","Hospital-based Registered Nurses per 1,000 Residents (1996)","FTE Hospital Employees per 1,000 Residents (1996)","Total Physicians per 100,000 Residents (1996)","Primary Care Physicians per 100,000 Residents (1996)","Total Specialists per 100,000 Residents (1996)","Allergists/ Immunologists per 100,000 Residents (1996)","Anesthesiologists per 100,000 Residents (1996)","Cardiologists per 100,000 Residents (1996)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (1996)","Critical Care Physicians per 100,000 Residents (1996)","Dermatologists per 100,000 Residents (1996)","Emergency Medicine Physicians per 100,000 Residents (1996)","Endocrinologists per 100,000 Residents (1996)","Family Practice Physicians per 100,000 Residents (1996)","General Surgeons per 100,000 Residents (1996)","Gastroenterologists per 100,000 Residents (1996)","Hematologists/ Oncologists per 100,000 Residents (1996)","Infectious Disease Specialists per 100,000 Residents (1996)","Internal Medicine Physicians per 100,000 Residents (1996)","Neonatologists per 100,000 Residents (1996)","Nephrologists per 100,000 Residents (1996)","Neurosurgeons per 100,000 Residents (1996)","Neurologists per 100,000 Residents (1996)","Obstetrician/ Gynecologists per 100,000 Residents (1996)","Ophthalmologists per 100,000 Residents (1996)","Orthopedic Surgeons per 100,000 Residents (1996)","Otolaryngologists per 100,000 Residents (1996)","Pathologists per 100,000 Residents (1996)","Pediatricians per 100,000 Residents (1996)","Plastic & Reconstructive Surgeons per 100,000 Residents (1996)","Psychiatrists per 100,000 Residents (1996)","Pulmonologists per 100,000 Residents (1996)","Radiologists per 100,000 Residents (1996)","Radiation Oncologists per 100,000 Residents (1996)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (1996)","Rheumatologists per 100,000 Residents (1996)","Urologists per 100,000 Residents (1996)","Vascular Surgeons per 100,000 Residents (1996)"
1013,Brewton,AL,21806,5.6631,4.0339,17.0721,163.8289823835,73.6181084103,89.6285808613,0.4557720492,6.5716575496,2.0886251333,1.0157813839,0.12926,1.1042723448,2.5825034439,0.2289525578,50.6137441285,15.2271948905,1.2266659596,0.7219054624,0.3495823265,11.1918341015,0.3442367464,0.5963975256,0.9862657807,1.2499177555,15.6144603686,3.356787464,6.5895373652,2.2891628859,2.45543,12.573198309,0.8982443975,3.5624532215,0.9400589519,12.68349,0.5668643548,0.5167422968,0.5350686907,3.7282581652,0.1295122037
1014,Bridgeport,AL,9397,6.5752,3.7641,19.1828,173.8788723065,80.1275193489,92.0132772702,0.5076241616,11.2049884023,1.9401579068,1.3416057227,0.33728,0.7892468751,4.0582086426,0.3636939671,60.738758859,12.7778532884,1.399460497,0.7776642326,0.4285767115,12.5138885381,0.5664044965,0.6782978987,1.4252167024,0.9318261165,14.0714687524,3.8070706406,7.2856884518,2.0553364088,2.42402,6.5377338387,1.74590977,3.5553741073,1.0385882998,5.21081,0.6195992201,0.5859228916,0.4749441494,2.743139398,0.3143770829
1016,Camden,AL,6994,4.6231,3.7686,17.0595,118.089566361,38.2359156588,75.3656482841,0.3136810658,5.6418564529,1.9506426732,0.2375730561,0.08183,0.6148188859,1.9153146014,0.5772655854,24.8271777389,9.7787520603,1.1084347871,0.4216317219,0.2107148179,9.9112779081,0.2734854494,0.7243786881,0.9986668575,1.5774083022,10.0256669915,3.849399863,5.7459517252,2.4712630198,2.9888,4.0328529219,0.9123319244,3.9960300987,0.5305560005,15.33224,0.3702160383,0.2975401772,0.2575041248,2.7570598043,0.8081631982
1017,Carrollton,AL,14155,5.4411,3.5582,18.8748,167.1571702951,74.8510315498,89.6903328388,0.4510362045,4.6217902131,1.4246168473,1.2255628285,0.24891,1.2934396867,8.6622894684,0.2398077564,46.6803196042,11.7809605267,6.6079149953,0.4646206112,0.5587467127,24.8675461935,0.4326566727,0.4307659824,1.4427997084,1.8323116696,8.0908729519,2.9017486468,5.7044461589,2.7454421425,1.98737,3.718853643,1.6066412802,8.9878479843,1.131662951,4.16857,0.3998255931,1.0135507203,0.3491599798,2.1911066955,0.0287748325
1018,Centre,AL,21614,3.4583,3.3076,13.0334,137.536948679,58.8709263612,77.4519276634,0.2317137566,7.5973933338,2.6972413367,1.0986700858,0.06574,0.8041194127,6.5858985044,0.2272135143,37.8303572329,10.513496117,1.054643299,0.6378612503,0.3161127196,14.9975129683,0.1696445083,0.427091946,1.4239018255,1.4489731552,10.3925038145,3.4025525911,5.2772810883,2.8228095478,2.07098,5.5601899705,0.8156696432,3.1524438556,0.8765626569,3.77815,0.3485596303,0.200844741,0.159595789,2.3530439415,0.4452268246
1019,Centreville,AL,8437,3.7962,3.5526,21.2388,187.7720227849,80.6280120593,106.148264997,0.5779151311,6.2764471582,2.2609672002,1.6799625656,0.30681,1.4302441505,3.2510036177,0.400144672,48.735611798,15.2684950349,1.7230425678,0.6919574348,8.570381899,27.1913710295,0.5779195307,0.6434692694,1.7813326568,2.3714957214,9.6241581487,3.6961041848,6.6581674643,3.4940994352,2.40426,4.7253160318,2.1924809915,9.8739446122,1.3932856782,13.09428,0.5998541308,1.2547673861,0.3616068149,2.8264640753,0.0513922393
1022,Cullman,AL,75477,3.4451,3.8348,13.2227,150.8245024757,52.4229141732,97.5801142363,0.2557117748,11.255715907,3.7737150689,1.4994364509,0.10156,0.7730280924,4.5262986329,0.3062390053,25.7407877891,10.7756381671,0.9650083277,0.5938257574,0.2866637561,19.5019560855,0.2971146987,0.4283035491,1.1322930982,1.100492794,11.8251486131,5.6011179752,8.4065488219,4.6838825075,2.06496,6.8175803149,1.2151154819,5.4009509362,0.7091007908,7.01361,0.3567146121,1.5301601629,0.3997861032,5.0158141185,0.0788446018
1023,Dadeville,AL,6740,5.8612,5.3807,17.4372,244.6613377443,95.1968649191,148.4155883179,0.2694309616,8.2097367113,3.549796348,2.3899110562,0.05699,2.0164661467,13.5289367243,0.2254068277,64.5303478209,11.3469070272,2.2171902196,0.8556826297,0.6495912105,19.3737172041,0.3294883043,1.2803915487,1.5895216803,1.7958959583,18.7178505329,7.4955176478,9.3972952508,2.3350129077,4.26038,12.1428917887,2.4285429147,11.8524128445,3.0014726519,5.83477,0.7040617716,2.9159212621,0.7983855247,4.1267193491,1.4721620554
1024,Decatur,AL,77933,4.7055,3.751,14.3935,159.4731769671,50.2760105058,108.6162837134,0.2379190691,7.9681512987,2.0478114922,1.1582172837,0.09154,3.9637915272,4.9757207486,0.4590043285,25.3362721722,11.3993292503,3.2191846149,1.3043998902,1.0559794663,16.6285185092,0.202357624,1.2621386803,0.8759080879,2.2902630325,14.2278683976,4.79379205,7.8665409386,4.5745781682,1.27828,8.2987487109,1.6281184303,9.3638721472,0.536103838,6.20009,1.1518784878,0.2121760907,1.9453635037,4.5584624962,0.2212361523
1025,Demopolis,AL,20873,4.941,3.8159,18.7485,146.2634913209,71.3355399685,72.3722224401,0.3492687047,4.9331916559,1.8613131628,5.5156259192,0.17988,0.8582518527,5.4274489024,0.3604344683,48.2109252675,5.5591314239,1.1749055604,0.5599750627,0.4160749879,17.7448299476,0.3327147773,0.5100805359,1.2568446717,1.5507953448,6.9532933047,2.8502322062,4.6026906725,2.3161959942,2.05,6.2734495313,1.3167606708,5.4457505418,0.9142893554,6.87158,0.3895736851,0.6671896699,0.3162649761,2.0612265277,0.1664020694
1026,Dothan,AL,164696,3.0954,3.3977,14.1837,128.0689833687,39.2561134043,88.0919057256,0.8666016871,7.3603126133,5.2222618001,0.9027137199,0.06477,1.7704260457,5.2112045607,0.4451463166,19.1638183457,6.3675155988,2.5770963449,1.2941909205,0.4376484315,13.843035367,0.0580211977,1.3197037002,0.5122175923,2.5740583152,8.6419729718,5.0582979802,5.6302652575,2.7156073435,5.02861,6.2983262241,1.614131249,4.0861448283,1.8127259047,5.96193,0.8923358939,0.4596984572,0.8240366502,2.8720413296,0.0510128254
1027,Elba,AL,9345,4.702,4.2582,15.9922,178.5632703743,75.6076033666,101.9539686648,0.5474355618,9.403035753,3.5030996288,1.1593876279,0.014,2.0675000421,9.2922572261,0.2466306794,50.6275907827,8.9748261202,1.3476340134,0.660182895,0.2344520208,15.6916072661,0.0915839323,0.6751688607,0.6090583339,1.4427879633,12.4123311129,7.3563659133,8.6310354866,5.0708582489,4.63294,9.7432539202,1.5010310242,3.7450351941,0.8814954315,7.91722,0.4468898608,0.3280436511,0.4354376112,3.5269309784,0.0871661917
1028,Enterprise,AL,33031,4.4023,2.8375,10.9173,159.1475714344,59.2739410077,98.9612900543,0.2673552218,8.2897542372,3.6015108059,0.7487694094,0.01708,2.5388088081,11.7909729202,0.1507780629,28.5528886433,8.6707369671,0.7919421475,0.4203319227,0.1409309742,20.4020344753,0.0500911866,0.3919745516,0.3800191814,0.8138633351,8.794459847,8.8450149671,9.2161237009,5.4589944226,3.88126,10.3012395235,0.8482984294,3.4312152879,0.5485758679,8.21666,0.2875682436,0.2014048042,0.2555741011,3.4896821453,0.0347522325
1029,Eufaula,AL,18482,4.1156,1.8002,12.673,142.3097325032,51.0859169231,90.2848203171,0.3354855972,5.7899000746,1.7854721932,0.8118219157,0.03363,0.7110983954,2.3872322826,0.2160551233,32.9429382547,18.098859842,0.9842455565,0.5281485313,0.1629877269,15.9325337265,0.0812309625,0.5017531717,0.5597678659,0.9594713944,14.5487039586,3.6298752647,8.1834785977,1.986481385,2.37102,2.5430553391,1.1272904704,2.168188324,4.1449947006,6.76518,0.3503091862,0.2533664625,0.2615691639,5.5871165308,0.1539425423
1031,Evergreen,AL,8910,6.5128,4.8185,22.2297,160.978627249,69.9073600131,89.3349819486,0.5554954218,5.7757013592,2.0670837756,1.0539138727,0.10839,1.2057682331,2.5520270646,0.3044823425,54.3458920712,19.6198243239,1.2941072825,0.6154188867,0.3103987333,10.556279367,0.5235149156,0.6837786346,1.2421990321,1.2868256607,14.1102992967,3.1250359779,6.0212688155,3.0616813294,2.91926,6.3378892345,1.1504218819,3.6736062777,0.8546336171,6.90895,0.5006176235,0.4281265677,0.4297210932,2.5315400001,0.3883192173
1032,Fairhope,AL,24055,2.6662,3.5598,12.0043,174.1494768553,46.7985822712,126.9339237197,0.4759006489,9.9581154727,4.7039206295,1.924676561,0.15221,4.2772525009,5.440047885,0.2071262184,19.5685403072,7.5510799801,2.8381142112,0.3921113737,0.2464293137,16.5913779355,0.2589756783,0.4532651266,0.8416274232,6.8012378213,20.9725027116,8.1404030815,10.7770370148,3.5344049689,2.28574,10.9536463721,0.8639742028,14.3997227529,2.3576737259,5.67522,0.2983789754,0.2406487648,0.3115279709,4.2292998877,0.3686546458
1033,Fayette,AL,13675,3.4531,4.4964,15.6026,160.8215667039,71.3591202681,88.1866372497,0.4382764447,4.8504569441,1.4146775617,1.6319494608,0.25434,1.06094403,3.0757180913,0.2422567993,57.1357050943,19.3927729046,1.2971465855,0.4783692707,0.5376949819,10.3075569363,0.4816380566,0.4404665282,1.4543750511,1.7203675267,9.1194830573,2.9207663253,5.7889736064,2.8542068883,1.84126,4.1921536275,1.7883840401,7.6882430717,1.0247383796,9.08092,0.3973105445,1.0093148224,0.2693221841,2.206075184,0.0379183379
1035,Florala,AL,4215,6.5848,4.3934,18.4905,166.8421098494,62.150308333,103.8292749729,0.5731875884,6.5979202884,2.0434623909,0.7324280841,0.14813,1.9260723127,6.3341477496,0.234465782,36.9738143229,22.8583434929,1.2532553902,0.7481602148,0.3483947025,16.4611489018,0.8100347293,0.6127583091,0.7794508028,1.4878559264,17.600313102,3.649070536,5.3724011831,3.7358825274,4.4222,9.0377383632,1.1460713063,4.1430481951,0.9245975735,8.3278,0.5341893131,0.5313024143,0.4965907506,3.4820690937,0.0957476183
1036,Florence,AL,91396,4.1129,3.7068,15.388,147.1747763274,47.9891123294,98.3906918739,0.959329859,6.8495737316,5.2352210727,1.5314946756,0.86753,2.8228413461,6.0310098335,1.6865172676,17.7076242407,8.6025213217,1.8596302077,2.5990246657,0.1742818804,18.4730865198,0.0942807462,0.2358903918,1.8539553531,1.1203004069,11.4153464256,5.7939185528,8.1765651115,2.539898933,3.51689,12.074223191,2.0928651302,4.3302668432,1.8558913183,8.22618,1.7483982345,0.1366679695,0.0927610287,3.6791742265,0.0709639453
1037,Foley,AL,35288,3.5094,4.1667,15.6239,209.0418802293,75.9335702156,132.000648079,0.6785651456,12.1318258552,4.6194594034,2.4799136407,0.21819,1.7919661521,8.3693433825,0.3093035553,46.9211320938,13.2277848821,1.8461270102,0.8183507154,0.4187591461,18.2988285434,0.4326356777,0.7133439229,1.5122243198,2.5990015291,21.1233719438,5.9222300211,15.3174330764,3.7511147269,3.36027,11.4539710368,1.4684487114,6.2494621145,1.3641124054,6.77287,0.5941991344,2.8873713011,0.6082316063,2.7922584853,0.3481421832
1038,Fort Payne,AL,41344,3.5448,3.9674,13.6833,141.6232893522,57.4389611199,83.2004688039,0.2499478482,5.9047608575,8.5002244371,1.3494146787,0.12456,0.6183942258,4.6741079836,0.2228940567,30.2771713435,8.3183927465,1.0570676869,0.513254499,0.2240182249,14.9469496565,0.2801220635,2.0921224957,1.1021397012,0.9218612024,12.7882449963,2.3999451592,3.8237617593,1.9501044726,1.99198,12.7305989211,0.8991595312,2.5270299803,2.3335311909,7.1995,0.3530020142,0.3251427221,0.2635633953,3.4164102145,0.2339541897
1039,Gadsden,AL,101280,4.6055,4.6101,15.8741,156.1973375711,54.1240871042,101.2451843731,0.2005997834,10.1652074809,7.4643699316,1.4981678965,0.09701,1.9296660862,5.4476832766,0.1929618833,23.7333190915,9.2987513444,2.7828573843,1.0645851185,0.1836115864,17.0570071746,0.2053954634,1.0204924575,1.9589764289,3.009499518,11.2738907463,4.2347625171,6.6515917456,3.945499074,3.68112,14.0909200175,0.7014246437,6.6180233714,1.199308755,4.63196,0.8922105072,0.272279675,0.2250361301,2.9117183617,0.6073530229
1040,Geneva,AL,17689,5.1677,3.9508,15.3344,139.9465701573,54.0883843083,84.8253840041,0.7084486511,7.181442057,3.3644972346,0.9511637563,0.05278,1.4450673596,5.1907401585,0.2718246338,37.5236502693,9.9404703122,1.6432524553,0.8129708668,0.2708706441,10.6249041091,0.1013976767,0.9054208564,0.5702012951,1.8166728697,9.8516639718,4.674748731,5.9323697224,2.9866848462,3.94443,6.3215564422,1.3566456898,3.7415184812,1.160179819,5.95501,0.6187448927,0.3832489804,0.496732855,2.5140613232,0.0529322756
1044,Greenville,AL,22479,4.7582,4.1394,15.9645,142.7636548168,49.004870783,92.95235677,0.5210346917,5.9554696455,2.0981319988,1.7329709407,0.03361,0.8098270936,2.7609870172,0.3496946647,18.5805650027,16.2420812374,1.1153736581,0.5889097206,0.2566758407,19.3917071171,0.629183482,0.6678766609,1.6572297807,0.9465996135,10.5650584245,4.1808138422,10.2101788547,6.3860722068,3.03636,10.8822295998,1.4088516777,3.1433284812,0.7390612682,8.00438,0.505092898,0.5314341199,0.3652161366,3.0702590243,0.6312930368
1045,Grove Hill,AL,7806,5.9958,3.5269,17.911,134.7011219506,55.4856807206,77.7243753183,0.6742285101,7.2797647635,2.590455779,1.0989953923,0.23812,0.9804504255,1.8282531444,0.3483715888,39.5828928831,8.1118873672,1.9039588965,0.6660842734,0.414865763,11.0250802821,0.3151932631,0.7968013393,1.3581713262,2.0083527207,9.7736521437,3.6368713731,5.4863832402,2.6835300518,3.4021,5.2192737294,1.3253602895,4.2143590139,1.1819652151,5.51388,0.4907719958,0.1857663523,0.5237452789,2.0744282319,0.7107913904
1046,Guntersville,AL,30484,4.1915,4.3334,15.8592,163.5666488433,69.5433776353,92.9465743569,0.6389620729,10.6048661094,2.1431992659,1.0852176925,0.18686,1.202586138,4.2971119338,0.2517037967,45.2513427549,8.6793893845,1.6329270733,0.8520395317,0.3618057648,14.2981935933,0.5454669986,0.9924336118,1.6681405497,1.2327404143,12.7058133803,4.0789303089,9.933370992,2.8073101093,2.67518,10.3148845514,1.530180571,5.3877803348,1.1296832562,8.052,0.6137705448,0.3322431523,0.5018031953,2.2595498724,0.4766145782
1047,Haleyville,AL,18897,4.58,4.2951,16.8134,164.1418680791,65.1085084511,97.862008039,0.4184652725,9.6182170035,3.1616203365,1.9979134376,0.20019,1.1716544266,4.7985867437,0.587884509,36.515040169,13.2518430339,1.5094459617,1.0608073649,0.4520592047,20.365285866,0.445871246,0.7183285277,1.5251379892,1.7873488038,11.3860468963,4.1898378296,7.7379856301,4.1178485065,3.34877,7.9022860573,1.7807618472,4.2001538,1.2311170663,6.11777,0.6384599905,0.5726770377,0.5232262033,2.8651561058,0.0559793507
1048,Hamilton,AL,13654,3.8833,3.5117,11.155,138.3180387196,54.7448359254,82.3609984702,0.2366179256,6.9789203187,1.4968957669,1.0286156275,0.10518,0.6168242748,3.3030390026,0.188754625,30.9417815093,16.2722923488,0.7718493119,0.6893193931,0.2473628054,18.3463651444,0.3693025585,0.5288375478,1.4452892622,5.7912937559,11.7101779106,2.9155054165,5.2828768275,2.979513509,2.07935,4.5392413565,1.3035183459,1.9018889369,0.5757300067,3.65162,0.4021440948,0.5001535241,0.3101178282,2.1900840717,0.1541406858
1049,Hartselle,AL,27970,5.0614,3.5741,12.125,154.1088986008,54.3367999395,98.9029303021,0.3156586653,10.5416432008,2.0742244468,1.1796956561,0.11143,2.5063532944,4.2130339266,0.337636374,27.7511209005,9.3696914702,2.1645650896,0.9835919204,0.6915415238,19.126160806,0.3196357116,0.9447795759,1.1565056289,1.7340013749,12.9798749763,4.1984296674,7.0597934013,4.2607963841,1.76418,7.1812822346,1.6335254793,8.7238725136,0.6878703814,5.37874,0.7954465734,0.3919459197,1.2032005313,3.9094263109,0.2307369502
1051,Huntsville,AL,320210,2.5117,2.4339,9.0843,136.0941749805,51.2053677703,83.9750605093,1.0314229027,7.2464690942,3.192957885,1.0245232173,0.2581,1.9977767131,5.1262316915,0.3200425416,29.8679296159,5.4946939202,2.3336972173,1.497456573,0.5992144405,13.0333106542,0.8199414947,1.9461657201,1.734586251,1.7029875654,7.9567846102,2.6313249222,4.7129768475,2.8725891488,3.12378,8.0081745058,1.5781194929,4.5406732589,2.0307412624,4.80762,1.166405734,0.3017865722,0.880353536,2.6263498619,0.7222473908
1053,Jacksonville,AL,27033,3.7096,4.0378,13.9621,183.7200091147,68.0049888293,114.9305138222,0.7360855126,8.29278979,4.2841932917,1.191008465,0.65757,0.9311311745,7.0684056903,0.1925129556,38.3854456929,15.3901712451,1.7742839215,1.07058481,0.4742396846,14.517771497,0.1951048902,0.9357908185,1.1820108173,1.941102861,12.2097410041,3.6207026287,11.1690488496,5.2219194,5.34725,15.5865373498,1.1172265838,4.2709823542,0.8918141435,7.94633,0.6151068206,0.5941854821,0.4881688413,5.7680132913,0.2508837294
1054,Jasper,AL,60053,4.962,3.8486,15.6228,173.034827475,63.3271885091,108.8127116048,0.4325632634,10.8863861842,4.3095904715,2.0669730835,0.16346,1.1161029971,9.7461477611,0.5479619468,25.2652584909,9.8789636796,2.7290186567,1.0025634542,0.455504945,27.3711842989,0.5416413638,1.8502075623,1.6018839557,1.8675971718,10.9234376474,5.5052458222,8.3651434275,4.3266495344,4.61863,10.1406543889,1.6466981344,4.6751599702,1.2570011878,7.86204,0.5685769381,0.6789282804,0.5854067422,3.5345985638,0.0651052856
1056,Luverne,AL,8919,5.54,4.9473,17.0189,161.9405629016,60.6478544698,100.2047255651,0.5729298661,6.941297955,2.0389657969,1.1854207595,0.03065,0.8540364114,3.3249930099,0.3355032042,36.3840791181,19.7843483189,1.0767199649,0.5931952077,0.2469866062,16.656145971,0.8065425941,0.6791648365,1.5228486186,0.941624846,13.0526288052,4.6610168858,7.1564296738,3.5163034776,3.28054,7.8221543158,1.5101292818,10.2079715139,0.7386953243,5.49966,0.4811013122,0.5523048851,0.3392260145,3.0015478542,0.5417928392
1057,Mobile,AL,495271,3.461,3.7371,14.5078,156.1290068402,49.6042388079,105.5992023151,1.3286925515,8.8917973861,5.3187496679,1.7747837046,0.36367,1.733978716,3.1796841402,0.6444447275,19.8397528479,8.300049779,3.9702044848,1.2234303089,0.7913555652,19.5432258772,0.5537288841,1.546723641,1.5771746897,4.0326304216,11.6769769688,4.9041260882,6.9695389013,3.2813090451,5.66531,10.2074210252,1.5341245928,7.2373057799,2.3864413576,9.02076,0.969169367,0.2492031206,0.9513673212,2.6687665904,0.8737178012
