HSA #,HSA City,State,Resident Population (2010),"Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Hospital-Based Physicians per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","Resident Physicians per 100,000 Residents (2011)","Allergists/ Immunologists per 100,000 Residents (2011)","Anesthesiologists per 100,000 Residents (2011)","Cardiologists per 100,000 Residents (2011)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2011)","Critical Care Physicians per 100,000 Residents (2011)","Dermatologists per 100,000 Residents (2011)","Emergency Medicine Physicians per 100,000 Residents (2011)","Endocrinologists per 100,000 Residents (2011)","Family Practice Physicians per 100,000 Residents (2011)","Geriatricians per 100,000 Residents (2011)","General Surgeons per 100,000 Residents (2011)","Gastroenterologists per 100,000 Residents (2011)","Hematologists/ Oncologists per 100,000 Residents (2011)","Infectious Disease Specialists per 100,000 Residents (2011)","Internal Medicine Physicians per 100,000 Residents (2011)","Neonatologists per 100,000 Residents (2011)","Nephrologists per 100,000 Residents (2011)","Neurosurgeons per 100,000 Residents (2011)","Neurologists per 100,000 Residents (2011)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2011)","Ophthalmologists per 100,000 Residents (2011)","Orthopedic Surgeons per 100,000 Residents (2011)","Otolaryngologists per 100,000 Residents (2011)","Pathologists per 100,000 Residents (2011)","Pediatricians per 100,000 Residents (2011)","Plastic & Reconstructive Surgeons per 100,000 Residents (2011)","Psychiatrists per 100,000 Residents (2011)","Pulmonologists per 100,000 Residents (2011)","Radiologists per 100,000 Residents (2011)","Radiation Oncologists per 100,000 Residents (2011)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2011)","Rheumatologists per 100,000 Residents (2011)","Urologists per 100,000 Residents (2011)","Vascular Surgeons per 100,000 Residents (2011)"
1013,Brewton,AL,23454,202.58875229,70.127902432,130.13831113,37.962265646,24.886462335,60.04572419,17.001931199,0.594424191,11.760993902,10.243621866,0.2975578703,1.6429523192,4.5615225866,4.8323132244,0.4922377582,46.417323997,0.2063784263,12.395725706,1.5252988268,4.4604039948,0.79918253,10.73187342,0.7117234824,1.0691280514,9.5005898755,1.3751659525,88.958419588,3.3507655864,6.9032419821,2.9520911648,2.8137764289,14.252696176,1.0062615622,4.4203311165,0.5573069462,6.5170518722,0.3938276814,1.1062940206,0.7619682946,4.6999361096,0.6318257179
1014,Bridgeport,AL,9413,284.4219854,145.18253848,136.07333166,39.323712326,25.755970438,59.342207341,18.812894247,0.8334941308,12.506125139,5.5139552639,1.5820438207,1.7248969623,1.3139021467,9.4807278245,0.7645921707,89.710916217,0.4922694546,11.26128174,3.4156350396,1.3608381975,1.2411114673,28.276698498,1.0135818407,2.258393811,0.7510159832,2.8825675097,98.314916883,3.4137202977,10.099805093,4.8251428819,4.8813852528,28.915004164,2.1248340915,6.2637541442,1.3236862269,6.8719958854,0.8647671216,2.6043343923,1.1255619594,2.7983145457,2.8793038608
1016,Camden,AL,6573,157.73595253,68.019156738,86.69431269,23.743140069,18.887359981,37.012671244,23.805415956,0.4660985601,7.1276063415,3.73348848,0.2716676693,1.3824302389,1.25460083,3.6905042098,0.9111615049,43.145730474,0.3044334104,6.8022844902,1.4967875174,1.4196102034,0.7251598451,16.483998129,0.5291541731,1.4635704339,0.9130967285,2.3680605032,70.925029254,4.4755510755,5.7538505331,1.7617576882,2.9078271464,9.0566705794,0.9966718028,5.4134091897,0.6961427863,5.1208071922,0.5132336341,1.1362399246,0.55138632,1.8283582381,0.3752908483
1017,Carrollton,AL,12880,169.88009353,64.434569476,103.13447857,27.547803584,19.814990672,41.064116148,21.078067805,1.2253349027,7.554995421,2.781442898,0.8724191308,0.9400074226,2.0529875352,4.7556887758,0.3962318359,40.161912949,0.6120634484,12.024226457,3.1305029961,1.3047151263,0.3912859064,17.143484206,1.0662749758,1.1438772888,1.0272228918,2.6764222088,59.356038027,2.7373434175,4.9071344594,3.5165975456,2.6353416602,7.1812357554,1.6705035785,13.038592456,1.057451793,6.9531988156,0.6014421571,2.0633648476,0.7052720887,2.2523652788,0.0963607023
1018,Centre,AL,25989,161.67559919,63.687935609,95.741462702,25.864198664,19.689114447,44.619621748,8.70069353,0.2128902644,7.6644474135,3.6828891028,1.0745017566,0.9402564867,0.940841625,6.5618579657,0.6937715286,40.820372317,2.7741941099,6.6270188384,1.6392515884,1.0215928247,0.3870882482,14.536154218,0.1380615804,0.7775002274,1.800504479,1.6613038917,67.780709439,2.4117424325,13.45184714,2.1709077095,1.6300816377,8.5570438771,0.9472813169,4.0885307243,0.6936053132,7.1135879602,0.5727407134,1.5925568143,0.3852186523,1.7827177214,0.8919069909
1019,Centreville,AL,14158,133.50595674,64.578745754,65.794443795,18.375221707,15.32453068,25.137908211,15.464775837,0.5876954444,5.1203161528,2.2761568812,0.8405624387,0.6102251214,1.2216142732,3.2208085257,0.2892106447,46.108950679,0.4188758438,4.5436291631,1.7727607337,0.9934761982,0.3526451683,11.850267675,0.5013478032,0.7159143057,0.7562800295,1.7333062027,41.501471527,1.9634167176,3.5028466733,2.3011063233,1.7045244457,5.8035985752,1.140478657,5.9520173471,0.6638436727,3.7539120048,0.5332510423,1.2085019281,0.5278535592,1.6892224733,0.0911879185
1022,Cullman,AL,82872,194.33781057,62.307989946,129.76433842,36.218103501,27.199198573,52.719157212,21.349518473,0.2237744027,13.955867313,3.7438244193,0.9183016046,1.7617377598,3.7839120171,8.923631631,0.3387244067,30.616244176,1.1446243717,9.4416918715,1.2779138409,2.9383848045,0.4051285945,22.371687933,0.2881444739,0.7810932892,1.7676484555,3.2278678016,80.18782451,3.8530813777,11.562504867,4.9341587626,1.879357645,9.1834660935,1.8805286871,6.2139544905,0.530109127,11.707328588,1.3042717386,3.6304521947,0.4273390594,1.9081014122,0.3202051706
1023,Dadeville,AL,7653,215.41682531,90.434399593,122.74188759,27.831882408,21.960262288,65.234486005,18.701320718,0.5102744395,9.3710732111,4.7094998664,2.0321613443,1.1623225573,2.0652191642,6.487289932,0.5721282564,52.171263602,0.1204881482,19.118519782,2.0236087253,0.7953443665,1.2850619666,22.903335942,0.2165928975,2.0400371276,1.2848677163,1.1632942413,105.29208499,4.1578064002,8.4871011669,4.4830593876,2.8218671811,17.067642463,1.3655033114,4.6897567668,0.5667954993,7.3882606757,0.4536788114,1.8019386518,0.9622348574,2.8308378168,0.7756270563
1024,Decatur,AL,73306,207.55254159,70.289752874,134.84116752,37.178460547,26.788731752,53.380884416,7.5684485153,1.0057537138,13.728239215,5.5165005569,1.2101495019,1.2594862441,2.8974664585,6.6621069567,0.1430933608,35.24551679,0.1476098643,6.2598586047,4.8854837345,2.0368008593,1.1104669284,24.041951937,0.2341430246,2.1741729897,0.6589029851,1.6800381951,103.31738102,4.6948214917,7.2896065534,6.0810243735,3.4468485942,11.03138181,1.7740380863,14.229256298,1.1512621868,12.897229924,1.7869493292,1.6500954783,0.2682640167,4.1408097193,0.6200405817
1025,Demopolis,AL,17137,150.46085031,51.707025028,96.83224693,28.657861827,20.513434486,38.975979557,21.303722569,0.657766736,8.4380833831,2.1440174413,1.8521918954,0.9441088873,1.246920835,6.3453191943,0.3619446529,31.336627479,0.3932321134,6.7595891569,1.7715244815,5.0436619973,0.3330125984,13.216930078,0.643146278,0.8387875873,1.2282995635,1.8101658376,61.504699263,3.2660086894,5.5231539118,3.5739320496,2.3892071443,7.5163907377,1.7397713316,7.267602833,0.6576594191,5.411800814,2.5041692264,1.5622168193,0.4952126738,2.3088874348,0.2107417066
1026,Dothan,AL,191332,143.58281942,44.7074264,97.014404764,33.619814115,21.636658605,33.034831522,5.7024908157,0.7223169334,9.1274592794,5.4139089282,0.8426394687,0.8760700554,2.7735712503,6.1908934359,1.3617932458,19.505299661,0.4236032187,4.5619578587,2.5283177513,1.4797458296,1.05599153,16.208320915,0.109372093,1.1557570556,1.01590924,2.7045667726,48.414014081,3.7983168749,4.5935711139,1.9894406035,3.2804043281,9.0377453482,1.6345763851,7.1128892336,1.5406347956,5.3654087835,1.0185382208,0.2889697218,1.0398316353,3.2817796215,0.9071663121
1027,Elba,AL,8767,156.34970706,70.489934807,82.817912511,22.238587992,17.853442537,37.190625298,6.7938056549,0.3430202928,6.7995249394,2.6550499382,0.3646814874,0.541908433,1.2965377448,6.2517178112,0.6338543745,42.559701146,0.180900241,7.7501935556,1.2050240798,0.6510568627,0.4924831069,17.356672467,0.080891884,0.5800522311,0.6624957837,1.3048425578,63.264023815,3.1398098008,4.6386712108,4.5807692426,2.8715063415,11.127332984,1.0678531716,3.5499096761,0.6867276197,3.5743257626,0.4458172476,0.2141315144,0.5033543332,1.9636645939,0.5789181839
1028,Enterprise,AL,44550,141.58338982,56.727379422,82.341462507,23.42473684,17.563461017,35.861669665,8.3102745491,0.2965883016,6.718768634,2.3219246863,0.883639089,0.4488402535,1.0740604005,7.0934141695,0.5119415074,23.183325145,0.1706161203,8.377693006,0.9960709979,0.6085331118,0.4403312768,22.788154475,0.0821526383,0.5051243342,0.6684837276,1.1630327166,48.537590743,3.5528433375,4.0627798327,4.6841594676,2.8840906093,10.786817132,0.9881851386,2.7675276463,0.6618232232,2.6366962913,0.4088956787,0.219109042,0.4194866505,1.9215008689,0.5175746638
1029,Eufaula,AL,13785,191.77387244,76.488784457,111.95822895,26.803503839,24.712524697,53.911425479,10.234801307,0.5514960765,11.637115566,3.9735673953,1.1375770414,1.0482320382,1.9259933243,5.6616683041,0.9658001678,41.663177125,0.3452841972,15.596995957,1.9207444861,1.2742635206,0.7588831864,28.874389858,0.2188752622,1.0841746551,1.2777911014,2.0740314273,75.824437983,4.5792107432,6.097223128,2.3390474927,2.9370243958,6.6268740766,1.9415705081,5.4477202785,1.125687074,5.3419899448,0.7483591668,0.4379083873,0.8351092369,3.8343380721,1.0877058075
1031,Evergreen,AL,8246,181.99092815,84.49579545,94.997448692,17.160885856,20.558975749,50.225966988,15.406418895,0.3461576835,7.3246407376,2.5470781757,0.536653654,1.1063005087,1.3081570686,3.0399608496,0.3950925546,53.136215548,0.1691980976,9.4395912873,1.0370753603,1.0234794579,0.5434871819,24.7848513,0.3686629397,0.8182351066,5.520157937,1.2165109939,80.715309158,2.9116291396,8.1684337075,2.5083529547,1.8273846817,6.8124383135,1.1649907481,4.8914757804,0.5296829642,12.67853135,0.396841717,1.1342922473,0.3560296358,3.2623680214,0.33515088
1032,Fairhope,AL,38207,124.63799073,40.977055101,82.33484005,30.763068024,16.671547488,29.187165321,10.540295937,0.1772126626,5.8899584364,4.6729856184,0.8261706802,0.443416365,3.3646233937,6.3073657468,0.9348134311,17.021006252,0.0825410577,4.4363636784,3.100713973,0.4437027507,0.9731295748,15.817205681,0.1704131035,1.9607950212,0.8689006832,2.8954606696,51.755716054,3.5279541452,4.8056092037,2.1191912297,1.0004001971,8.1547088098,1.5492263015,4.0389834282,1.7572687881,5.7206115302,0.2738108975,1.1887175658,0.9717920487,0.7154087579,0.262528805
1033,Fayette,AL,12715,163.68058914,66.795039627,94.36470176,23.536833542,20.030965284,39.845025743,22.690071058,0.7963776681,7.9264764423,2.298843766,1.2690182633,0.8810662901,1.5823575587,4.9297693161,0.339082763,41.634323843,0.4419384232,7.7813463709,2.3834112961,1.3163041085,0.3342444708,17.941294682,0.773431299,0.9819823957,1.1121255592,2.2055529751,73.8907197,2.7593755979,5.2180559651,3.8153300705,2.5275657734,7.1921752351,1.6318931601,9.7506079543,0.9259527867,6.4834479353,0.4796069618,1.6210782753,0.5837474619,2.2812692939,0.1006342242
1035,Florala,AL,3684,208.50054531,85.420849118,120.72534034,29.816276441,22.975926475,59.509259432,11.187550119,0.7658889021,9.7984354429,3.670811162,0.5904632873,2.5220022075,1.6658569306,9.5647012988,0.5881980259,48.977485111,0.4075047226,11.857944386,1.4974065252,1.2538654161,0.6044161962,25.002848256,0.3284754608,0.7523587128,1.223327806,1.9319021726,110.34384533,3.4777427067,12.784479099,3.3861709531,3.2331161566,11.963905403,1.3107150579,7.2038814977,0.7440307726,11.431145591,0.5981402088,1.5446864295,0.6207051704,3.0246905779,0.7180516636
1036,Florence,AL,97988,154.68518906,45.502438116,107.2308238,34.717301225,23.397855592,39.79739926,8.8729245626,0.8060698269,10.624918742,8.1012489412,1.254589794,1.3494539614,1.7203582123,5.8231345423,0.839352389,18.826516475,0.2200990953,6.5931325012,2.3399404685,2.802037064,0.850629836,17.080846629,0.133228111,1.7585764303,1.6936754362,0.7207362671,51.605613377,4.5329441936,7.0924845333,4.0344295853,3.5934911026,9.7276252331,0.8460742101,6.806603242,1.7871992602,4.6324881899,0.9809749791,1.0969030148,0.8415481051,2.7728800699,0.2727751993
1037,Foley,AL,58456,176.31794369,62.981139874,111.20495516,42.358399958,17.893155302,43.824147166,10.996181546,0.2685122462,5.9903060971,5.7587741786,0.940600369,0.6124448004,1.3045203549,16.759128606,0.4374237136,40.826520175,0.0996928879,6.1089506088,5.4039057537,2.4050155989,0.5333240254,11.211090889,0.2969807932,1.8743149332,0.8585927147,1.276879488,68.857170901,3.8764739764,7.2967593543,5.0907013143,2.3509325968,12.152763572,1.2596369191,3.8389085438,1.6250543456,7.4434855734,0.2330970252,1.7959650377,0.5201990041,2.5673884752,2.2538216006
1038,Fort Payne,AL,45653,147.33061159,56.720842317,87.758904489,25.823250536,20.414402418,36.500847534,15.462684604,0.3034237284,8.0425476792,5.0460704414,1.0962668771,0.8777429304,0.8371289883,6.2497078334,0.4798667237,29.859327346,0.2740612685,5.8596347496,1.4279480007,1.8820685898,0.532884558,15.47614173,0.3562771488,2.0420076872,0.9848129325,1.5417712981,70.866734644,2.296519165,6.2356907898,2.7814774918,3.2263232736,11.545098522,0.9733352675,3.2368834567,0.6532173744,5.8739545153,0.4865209799,1.1486587153,0.5085407289,1.5785409539,0.4749556398
1039,Gadsden,AL,102627,162.33506846,60.911116917,99.238111612,32.930942511,22.814689384,36.820991098,15.157378461,0.1699697515,10.303164357,7.8348450604,1.8984810202,1.7740100384,1.1812188303,5.54752207,1.4105438538,30.067244697,0.247761308,5.9721103841,2.0381236687,1.6687006367,0.8431514906,17.140364454,0.2267567267,1.1635512336,2.2687983229,3.2198353325,50.052308424,3.4503792114,6.066402174,3.638930711,1.8496642284,14.322312275,0.5953312006,5.637124484,1.4328293103,4.8487373277,0.8119645001,1.7098935463,0.374687549,2.3208959262,0.196243201
1040,Geneva,AL,16054,138.6730689,52.58876029,83.7733683,21.162865632,19.735155366,34.833944299,5.9621417983,0.502173132,8.1901389383,2.6925003606,0.9143114469,0.7674732386,1.4028785898,5.7596762195,0.6367367905,36.351601827,0.2855104568,6.211181192,1.3717237955,0.8510294302,0.5266259702,10.071897508,0.1289556802,0.7240962206,0.9115047108,1.6001920058,56.550492279,3.2482011882,4.4094620772,3.1587033474,2.4141872759,6.7092209971,1.5101238563,4.638067775,0.8566835834,3.9433854403,0.4810680108,0.3351042661,0.4860764712,2.2964147958,0.7233757468
1044,Greenville,AL,20947,163.85619432,61.207848866,99.854592468,20.370546484,19.090235402,52.407287899,13.004188099,0.5390520309,7.0013705952,2.7407494449,1.03522133,1.0860608388,1.2432623095,3.5239894075,0.6021785117,27.574669501,0.2865882289,9.553919346,1.4100244498,1.0210979894,0.6942060503,23.949553955,0.5907529824,1.0546892845,1.567387784,1.507359881,99.611071922,3.579079993,10.998286901,2.2670406162,1.7775349032,9.5801060976,1.2253827213,6.2227782227,0.7114280459,7.6139933181,0.2593150511,1.2899624644,0.2989250914,1.8455589474,0.5351616765
1045,Grove Hill,AL,7248,183.96410958,60.236621446,121.46965307,31.673671359,24.737946375,51.002506581,37.45055249,0.6778362301,11.58250627,5.3899306481,1.5753276943,1.777841342,1.7319586508,3.6966740202,0.957794126,27.048189256,0.3048275916,7.7468096442,2.3343638188,1.1066219963,1.297328367,20.739994456,0.6346180942,2.0281270227,1.4230103694,3.0723822353,80.037357967,4.7572357261,9.5835509799,3.6887557748,3.981887768,12.701431707,1.9844166752,9.2332305004,1.3507787345,7.591495819,1.5668626761,2.1054950663,1.0929734301,3.0431783019,0.4817410374
1046,Guntersville,AL,35330,208.10355883,87.963418414,117.42473045,33.616294527,23.436819727,46.008392436,12.686276121,0.3607886558,10.339413292,3.2759123555,0.9305923143,0.8241106355,2.5390920962,8.0491464657,0.2581983545,51.102795904,0.2494871649,10.185968469,4.8231013472,0.7981588349,0.5841896071,18.409867799,0.4172304666,1.1367929433,1.030447309,3.5381139673,75.371877178,2.5688086142,7.5396697277,4.489032719,3.5684644416,19.565982861,1.6156063588,9.8718477568,0.9886113288,8.7388682263,0.7905446257,1.4969991663,0.4435286346,1.7934253484,1.0230703036
1047,Haleyville,AL,19529,177.37385232,69.182867061,105.64390611,31.587392369,23.375530101,43.888573167,25.265459595,0.31943521,10.355039431,3.3520813917,0.8808475609,1.0395341013,1.3413304482,9.9459410501,0.4643467363,37.030688649,0.2579254782,11.894383468,1.8965388759,1.4229879762,0.476092903,22.723043233,0.3672387953,4.5751756951,1.507464737,1.894616014,60.445270239,4.1066735912,6.0365057135,3.4388625696,2.6541953922,9.1679045383,1.2653483224,4.3615233339,1.0697059233,8.8387464914,0.4867305747,1.0429901585,0.6231677487,1.8215887311,0.3086267429
1048,Hamilton,AL,11835,187.08290944,75.917372641,108.31850415,29.040500378,21.964130869,50.89660772,19.585482774,0.3741631802,9.5437042759,7.8580613464,1.6274922359,1.2097490326,0.8857933026,6.680138811,0.5917021419,37.55748919,0.1574393032,17.362165644,1.6880624994,1.6062221944,0.5185695294,24.311284448,0.4504887644,0.8353488622,1.8092670362,1.5415701431,81.093254545,2.4704918692,4.7239343127,2.8505371835,2.4273145036,14.464654045,1.4877915294,4.4955931324,0.7014113487,5.7041659021,0.4691040241,1.1442170721,0.6015186544,2.1979027943,0.2151969676
1049,Hartselle,AL,26633,195.35885641,68.400227407,124.51595326,30.89912345,25.923390338,49.952018816,9.5170701678,0.707093279,13.18656103,4.1464213625,1.07574383,1.1902742861,2.461599134,6.3040624339,0.1471297278,36.784942141,0.2770640444,6.4726366146,3.4624304289,1.6351206246,0.8122030245,22.184186815,0.2484812873,1.6212165609,0.8074587833,1.7195694572,100.69922253,4.2674154603,7.591691388,5.7409207304,2.8424815116,9.4000388248,1.7325213339,11.688891977,0.8782875781,36.499578632,1.2990158015,1.7595821334,0.2761856352,2.283625268,0.5951556476
1051,Huntsville,AL,385917,157.62746431,61.367927378,93.80014141,35.894254245,19.068482566,28.848115841,11.350067477,0.7930649346,7.6142688414,5.9102877089,0.6216397484,1.0120808006,1.526500189,6.9560428905,0.272973375,32.294396054,0.4480316819,4.3187445789,3.291252544,1.2171441615,1.21639916,16.476314917,0.7999933978,2.1933354986,1.005130938,3.0478700579,38.021242908,2.901389194,4.5834762893,2.6500794642,2.4526872186,12.503644445,1.7669330907,6.4831763824,1.2474844074,3.6329096812,0.8405378803,2.386795154,0.8139842004,1.8731959802,1.2285191854
1053,Jacksonville,AL,33552,145.0140425,56.771588325,85.827400952,28.157584351,20.080813247,33.542377029,10.353755479,0.3406416965,8.396494756,4.2272079161,2.8534553386,1.0922520788,1.0566344018,3.1082893761,0.9463479579,24.728188096,0.5254912078,5.0368815499,4.7355440776,1.612329138,0.7857460531,19.632585942,0.1538656228,1.3806062401,1.3006734947,2.7734787513,41.348260554,2.5817056413,4.1973873757,4.3447834173,1.3858193735,12.438776482,0.6584139032,3.1238867714,0.9625211948,4.5391125817,0.7947660313,1.068375821,0.9073368479,3.6352576455,0.4417163912
1054,Jasper,AL,62901,205.27863181,69.842303332,133.02889407,40.632528797,26.624113905,54.637835156,36.968534637,0.3926154607,13.39699034,4.9926490274,0.9602969076,1.3774250162,2.6800828475,9.7935167256,0.6737255076,29.05024447,0.4784415124,9.7994739055,3.8034361425,2.214194064,0.6586574988,27.165813994,0.6257359854,2.3219070671,2.4077241562,4.2749570733,80.046688588,6.8886081449,8.9186327143,5.0779968629,4.1165457262,13.555082142,1.3577632654,7.3609582369,2.5510479529,10.051090813,0.5907291806,1.4793797639,0.9182840962,2.3369617288,0.3559110645
