HSA #,HSA City,State,Resident Population (2010),"Acute Care Hospital Beds per 1,000 Residents (2012)","Hospital-based Registered Nurses per 1,000 Residents (2012)","FTE Hospital Employees per 1,000 Residents (2012)"
2009,Palmer,AK,88995,1.51053032580239,4.09062104334589,13.1164015415125
2010,Petersburg,AK,3815,4.91769016475882,6.47222151199821,82.1457352889702
2011,Seward,AK,4772,2.17008326438372,4.73036056855926,31.5643928102218
2012,Sitka,AK,8881,3.4984401120455,7.41240454604849,94.222085788846
2013,Soldotna,AK,36317,2.53752453700872,6.74160398851382,22.5363302580081
2014,Valdez,AK,4420,3.53401409543585,6.47982859582407,33.3168095052242
2015,Wrangell,AK,2369,4.96562991355313,7.95229009765899,46.0533720012754
2016,Barrow,AK,9430,3.37292625839473,3.13534312081174,40.538860341534
2017,Bethel,AK,23022,4.06154110509669,6.65371742914431,29.5343638285995
2018,Dillingham,AK,4847,4.17141917190747,9.56000507099088,39.1216841898859
2019,Kotzebue,AK,7523,4.58589472732274,9.77274205407593,14.9870870417217
3002,Bisbee,AZ,13942,1.85579044160841,3.68096823510132,15.5571201057173
3003,Bullhead City,AZ,77399,2.51747795825941,4.42126016877592,14.1388878660509
3004,Casa Grande,AZ,159566,1.80824833844963,4.02532339072786,11.8976478105178
3005,Chandler,AZ,209896,1.5877037725586,3.86473559442675,10.5510997006204
3006,Cottonwood,AZ,75852,1.53644834953593,4.10830768960295,13.6859478419647
3007,Douglas,AZ,19772,2.6647863125545,4.47502733703004,16.29136641277
3008,Flagstaff,AZ,99859,1.00326065573609,3.24072477879236,9.11181145848241
3009,Florence,AZ,34685,1.60365574868047,3.45498293620767,10.4765706637409
3010,Ganado,AZ,25551,4.7765852373559,8.38245181716047,46.2635468998924
3014,Kingman,AZ,63933,2.92939544425462,5.88939962431323,22.7941925250925
3015,Lake Havasu City,AZ,55549,2.25313380663283,3.28036115068244,11.1231698571937
3016,Mesa,AZ,1139066,1.50667220834293,3.1607769842376,8.85537593497429
3019,Page,AZ,7247,5.99004026007606,9.52506312727928,42.1618400723673
3020,Parker,AZ,20434,2.96317168764654,5.11994682159275,21.2646783951204
3021,Payson,AZ,27157,2.11474276374793,4.25051521643763,15.2425965133589
3022,Phoenix,AZ,2086407,1.74546715790348,3.68872770387679,11.7849603808718
3023,Prescott,AZ,126356,1.56024000998877,3.45006629245472,11.8845657880884
3024,Safford,AZ,32440,2.256377778569,4.59660171158612,17.807942277519
3025,Scottsdale,AZ,254045,1.6117575156386,3.7045343608188,11.6292372343596
3026,Show Low,AZ,63071,2.32855737832142,6.6350219870219,31.866156011587
3027,Sierra Vista,AZ,67062,2.04376719356515,4.52511092182249,15.4067584885051
3028,Springerville,AZ,12880,2.94740682415431,5.41939722764073,23.7852366112638
3029,Sun City,AZ,268678,1.79845953002223,3.04818276836886,9.6310937673552
3032,Tucson,AZ,1079767,1.74721149823745,3.2256288753415,10.3656447631074
3033,Wickenburg,AZ,30704,3.55270525859669,6.2867490570643,20.3718714886345
3034,Willcox,AZ,7729,3.36293897469295,5.59344687539851,22.5881834281608
3035,Winslow,AZ,28673,2.57819972219295,5.99610922805732,21.4386524530128
3037,Yuma,AZ,200069,1.66224007389974,3.1023118730518,10.3210355754709
3038,Chinle,AZ,28156,2.39004124733037,8.31362714979332,33.9706065999344
3040,Keams Canyon,AZ,6950,2.47001649756567,7.38202229555463,38.7867271238938
3042,San Carlos,AZ,11746,2.65999828008353,4.335471058439,13.0091168092331
3044,Tuba City,AZ,32535,2.88414529239526,5.78144366230117,33.1823420249857
3047,Claypool,AZ,18134,2.71007496971288,5.21957996941637,19.1246019024402
4001,Arkadelphia,AR,24882,2.19802839186741,3.9609407253738,13.5003081887262
4002,Ashdown,AR,10584,3.97890214598738,5.17353552981513,21.0591313596815
4003,Batesville,AR,48016,3.3680946152017,4.74236184451729,19.5248397092801
4004,Benton,AR,80310,2.48732400310109,4.85841871751472,16.2010858668946
4005,Bentonville,AR,82787,1.55357253817783,3.06907528499141,9.72813028842211
4006,Berryville,AR,18718,2.11582943669055,3.70873684959952,14.9085881572682
4007,Blytheville,AR,30730,4.45627478859387,5.42903588007903,19.703418139834
4008,Booneville,AR,10456,3.06802590744337,3.46458120190073,15.7417024897877
4010,Calico Rock,AR,11147,2.64546870582853,3.43959266610909,14.1007739679189
4011,Camden,AR,20598,4.1079757551779,7.967228063324,26.7033220177982
4012,Cherokee Village,AR,11265,3.14199028865551,5.22998693474801,19.7287921793759
4013,Clarksville,AR,25540,2.36861924667028,3.9632583213388,15.023870756384
4015,Conway,AR,108365,1.57832550724561,3.94344660299248,11.950683759409
4017,Crossett,AR,19925,3.14082349117962,6.43190734263044,22.5964476023801
4018,Danville,AR,10603,4.56059532042127,6.8522057942464,23.6956715749111
4019,Dardanelle,AR,11582,3.66430162233883,5.90986488945782,18.6738312235102
4020,De Queen,AR,19490,3.18564619479002,4.7667530613835,15.8892980554374
4021,De Witt,AR,6143,5.82987066946225,6.15908323449548,36.2929357322864
4023,Dumas,AR,7882,5.71980651223566,8.49705105379689,36.5367117021233
4024,El Dorado,AR,52529,2.5771538563713,4.22319277591305,13.3381635129917
4025,Eureka Springs,AR,8728,2.35974526213249,3.76994008160545,15.1816662141355
4026,Fayetteville,AR,125533,1.23514695360791,3.26317170867696,10.3181429204997
4027,Fordyce,AR,6229,5.53456584335072,8.25064047891647,27.7831936522853
4028,Forrest City,AR,29174,4.12201748404186,5.99464533093851,19.6142455351073
4029,Fort Smith,AR,254157,2.41699070829782,3.29793346486986,12.1751785394736
4030,Gravette,AR,11057,3.19041456910782,5.80287016008515,23.7929121924099
4031,Harrison,AR,51203,2.80001824733336,4.59163874405203,18.0392363255378
4032,Heber Springs,AR,13505,2.71465546925901,4.86670442181639,16.1051929851528
4033,Helena,AR,21757,6.23509285942419,5.70001941855298,16.8313486764673
4034,Hope,AR,18528,3.81425168219721,5.79407593776705,17.3109203798231
4035,Hot Springs,AR,122260,1.99540987332875,4.10390305443434,12.7669937770115
4038,Jacksonville,AR,93723,1.86072796605004,3.6766598688846,11.4217585667502
4039,Jonesboro,AR,143559,2.46072345672292,5.015939066594,14.9623676943593
4040,Lake Village,AR,11335,3.73979759568465,5.90277925669216,21.4535076548345
4041,Little Rock,AR,339608,2.65718455950264,5.80227235751227,17.1081059162971
4042,Magnolia,AR,29280,2.81114830219303,4.06553176656598,14.6096990739461
4043,Malvern,AR,31064,2.50686003349256,4.95177037717076,16.660539755132
4045,McGehee,AR,9899,4.50423603714444,5.89616134180687,23.400464175269
4046,Mena,AR,18230,2.37847815378336,4.35903788934229,17.685328297317
4047,Monticello,AR,16129,4.06312216364313,6.78452767059207,22.9276405056007
4048,Morrilton,AR,17842,2.25075837087934,5.1211382340407,16.3185666846111
4049,Mountain Home,AR,62985,2.33754871558631,4.0571128099109,15.0986692621373
4050,Mountain View,AR,10737,3.47697398887249,5.95910676906351,20.3941419112962
4051,Murfreesboro,AR,7054,1.75307968514971,3.29811653980869,10.7582103741588
4052,Nashville,AR,21904,2.05538417241769,3.70993866311619,11.8167365465779
4053,Newport,AR,16069,8.11129338701721,8.64773543307092,28.4315112656914
4054,North Little Rock,AR,105564,2.00407213924336,4.50664809573209,12.8711968102725
4055,Osceola,AR,14874,3.30135514016729,4.99138163187308,15.7988281537546
4056,Ozark,AR,11138,3.83599932855577,4.72497044497868,15.8486307807034
4057,Paragould,AR,46360,3.1286373056646,6.19659394497285,18.1202005154919
4059,Piggott,AR,8349,2.81267764852964,4.32560040196404,19.4760508015752
4060,Pine Bluff,AR,91023,3.55990753968945,5.71739386033732,18.6354758613743
4061,Pocahontas,AR,17969,2.49716596447979,4.51380688906647,15.3326902878471
4062,Prescott,AR,4963,4.09630969417049,5.16937716136454,15.5632644150173
4063,Rogers,AR,77574,1.68372702198394,3.30837118587806,10.4888491641032
4064,Russellville,AR,61754,2.77826084231492,4.58702750242082,13.2316236451734
4065,Salem,AR,6287,2.64084682278917,4.3316742493771,18.1323475434911
4066,Searcy,AR,98196,3.1626760729705,4.77547727781348,16.5778001486324
4067,Siloam Springs,AR,47651,2.17500649444992,4.59674099966651,14.7456713266438
4068,Springdale,AR,124596,1.43685761063534,3.29270592963439,9.79687942308374
4069,Stuttgart,AR,21025,3.5743510684697,5.14646582450951,18.429028301267
4070,Texarkana,AR,46379,2.82088825755636,4.74156549962936,14.31767131167
4072,Waldron,AR,11233,3.29609870901913,3.49619990773499,12.1638912934577
4074,Warren,AR,15302,2.65184278981178,4.70482522185193,18.6286248667166
4075,West Memphis,AR,55492,3.32589309214382,5.1718620446627,18.2354661645368
4076,Wynne,AR,22788,1.88901501259534,4.1243887336459,13.1853923727758
5001,Alameda,CA,60212,1.63803793974512,3.06547123860219,11.4945686898427
5003,Alturas,CA,6511,3.22155646525789,3.03302223124774,24.856497253757
5004,Anaheim,CA,533337,1.67318611871451,3.30926908052061,11.6052185769659
5005,Antioch,CA,205850,1.50733591192693,3.44352761178743,11.5592634857167
5006,Apple Valley,CA,91864,1.80653618085489,4.60651611158391,15.6014585864032
5007,Arcadia,CA,244540,1.46435407611716,2.97663195698988,9.64899319934193
5008,Arcata,CA,40615,2.0110391691851,3.37158476354671,13.5200003648642
5009,Arroyo Grande,CA,60311,1.33830323730945,3.00537781516323,7.35192097054096
5012,Auburn,CA,72587,1.62921418942278,3.72967717863503,10.4433015775867
5013,Avalon,CA,4096,4.07794157444732,8.26136995304842,27.0085016149096
5015,Bakersfield,CA,672883,1.97004649644077,4.04236547742039,12.5422004599823
5017,Banning,CA,66993,2.02786103697144,4.07497054245323,15.327538892976
5018,Barstow,CA,46085,1.95654771797126,5.18310503673274,18.1097301172558
5019,Bellflower,CA,142179,1.79251860467775,3.34272097822395,10.9056094182888
5020,Berkeley,CA,163120,1.60701358706865,3.56834367860574,12.2676194845699
5021,Big Bear Lake,CA,19973,1.96823868389765,8.81546773097944,21.3029009059537
5022,Bishop,CA,18631,1.90276635537157,6.0209796957206,22.6975681432523
5023,Blythe,CA,16786,3.22559853611165,5.87310343363788,23.0958713958971
5024,Brawley,CA,38256,2.38339968156652,5.01081690588035,17.6280274032615
5028,Burbank,CA,333886,1.53929000155767,3.47094322371413,11.7405457352288
5029,Burlingame,CA,103381,1.9541931632848,4.01121442735894,14.8426527243573
5031,Camarillo,CA,83797,1.63398996370961,2.77868359934655,10.9614410576178
5032,Canoga Park,CA,281307,1.69149430052494,3.2459361149522,11.9700814062962
5033,Carmichael,CA,298158,1.51229140954092,3.654696245183,10.920744380448
5034,Castro Valley,CA,110484,1.85203728264605,3.10830254349275,11.0270041023614
5035,Cedarville,CA,1265,3.35153332626214,4.49239888985176,36.3079411033541
5036,Chester,CA,3957,3.95554266817635,10.2695310655981,35.0446429774165
5037,Chico,CA,160382,1.49499035393819,3.71180744381854,12.5861853504321
5038,Chino,CA,155212,1.42174894106574,2.64080792709137,9.42834289965685
5040,Chula Vista,CA,398719,1.55343760616961,4.22017884691013,11.1994709933642
5041,Clearlake,CA,22655,3.5332716673438,8.61473459983245,34.1402234914713
5043,Coalinga,CA,19362,1.92480555162183,2.57253183572902,11.5790522703901
5044,Colusa,CA,15302,2.90497812748072,5.56744823831832,20.2560525410809
5045,Concord,CA,134064,1.20507739207824,3.2173633154016,11.407134627807
5046,Corcoran,CA,25884,2.3031865740777,2.40202559172758,9.47019916039426
5047,Corona,CA,269523,1.36175557297247,2.23714109958382,9.21803137415554
5048,Coronado,CA,24697,1.51750580195221,3.63854152805288,10.5740332922433
5050,Covina,CA,113030,1.74374200642342,3.318556997634,10.7386732376181
5051,Crescent City,CA,42715,1.9651589205605,4.16609401407186,14.2294725198299
5052,Culver City,CA,47138,2.27288863647846,5.12023882131325,16.9767625592649
5053,Daly City,CA,151496,1.73267580503307,3.3609908252547,12.2825749069452
5054,Davis,CA,104968,0.979052946102456,2.48258867891855,7.15572467300808
5055,Deer Park,CA,27078,1.54529286631441,3.4440125200199,12.76733857207
5056,Delano,CA,83910,2.35715378902387,2.92359075552667,13.1709493891103
5057,Dinuba,CA,32456,1.60185833943251,3.08832195337163,11.381966401008
5059,Downey,CA,334582,1.59986487586866,2.71557839220623,10.188359215972
5060,Duarte,CA,29052,1.81267200034927,3.3622899625334,11.1304755451856
5062,El Centro,CA,121565,2.18645086247125,4.24327001837082,15.1822291607969
5063,Encinitas,CA,123312,0.94424780549889,2.79784671755624,7.82287006516708
5064,Encino,CA,18566,1.83977730842889,4.38281910837395,14.4183837575838
5065,Escondido,CA,198731,1.22318185675249,3.06651858828263,7.85582195007009
5066,Eureka,CA,61704,1.78668528630806,4.17229618033161,13.2773836174747
5068,Fairfield,CA,138815,1.11737891340454,2.67137617297703,9.39489924325608
5069,Fall River Mills,CA,9297,2.87351137551013,4.56328709499212,17.2091656047851
5070,Fallbrook,CA,42740,1.48547503823647,3.45705540507333,11.5486586387269
5071,Folsom,CA,82439,1.10881189022621,2.6842600106902,7.27451174659655
5072,Fontana,CA,182612,1.63944659831759,4.18572697404306,14.043307240936
5073,Fort Bragg,CA,19494,1.71268209321715,4.50977735902416,16.1675280320924
5074,Fortuna,CA,27018,1.58352234080667,4.25745501345955,11.4190925778821
5075,Fountain Valley,CA,233822,1.89188569904945,3.32317508102278,11.5306955487467
5077,Fremont,CA,325166,1.32092528362409,2.17975311749615,8.598338046344
5078,Fresno,CA,880351,1.76137063019269,3.09504995692987,11.2295396804111
5079,Fullerton,CA,364794,1.29884871437389,2.9368872064515,9.66990261070896
5080,Garberville,CA,8542,2.52285608224338,5.4664219757542,18.8744385691825
5081,Garden Grove,CA,124605,1.86658971774159,3.26840783961234,11.4147587033222
5082,Gardena,CA,50776,1.86041012489295,3.90114225895377,12.7466075376142
5083,Gilroy,CA,65386,1.45919619822234,3.03287209491828,10.3721290534595
5084,Glendale,CA,441518,1.75016994737962,3.63316370826215,12.7466240337817
5085,Glendora,CA,109564,1.03930890474294,1.96222334603954,6.08822628704365
5086,Granada Hills,CA,55981,1.38012177967175,2.84018308093073,10.3902422316605
5087,Grass Valley,CA,82378,1.52442398185667,2.39642340948922,10.4823262313148
5088,Greenbrae,CA,190531,1.39303901685344,2.96748832013691,12.4929911114741
5089,Greenville,CA,2785,2.6082978794002,5.15747852029745,21.6403324357234
5090,Gridley,CA,14340,2.3269287594012,4.22699455649126,17.3651508439798
5091,Hanford,CA,144236,1.7984135888255,3.0763249671727,10.734034633846
5092,Harbor City,CA,189987,1.81973314969218,4.08986226422712,12.7693235101178
5094,Hawthorne,CA,100696,1.54020300834964,2.98080666470923,9.51825340336654
5095,Hayward,CA,145022,1.72514843812678,2.65497334196698,9.87323114660103
5096,Healdsburg,CA,29573,1.32706898334436,2.51645981046022,13.0391793922754
5097,Hemet,CA,209932,1.88574135332601,3.80896537029184,11.0140031350311
5098,Hollister,CA,55269,1.50126976492174,3.33730971944169,15.0201339060441
5100,Huntington Beach,CA,141537,1.47344441241876,3.43965688045137,11.7929541133344
5102,Indio,CA,174815,1.01468393643154,2.08068609621841,6.36275666119764
5103,Inglewood,CA,231309,2.07640683630598,4.16186274244683,13.3379686761182
5104,Jackson,CA,38091,2.16205830089166,4.52244774840074,13.8328555395128
5105,Joshua Tree,CA,66609,1.92334365731222,3.36760586252785,10.6874965947354
5106,King City,CA,20054,3.97795988398138,8.30945913132746,29.5908228158951
5108,La Jolla,CA,186016,1.25611771194963,3.69914068645448,10.4775763188954
5109,La Mesa,CA,434066,1.59924602456158,4.07924909470603,11.1859854353825
5112,Laguna Hills,CA,189888,1.26034030070878,3.03105714314734,9.42930310009979
5114,Lake Isabella,CA,10837,3.695658272336,6.40637277218048,22.216917758109
5115,Lakeport,CA,34435,1.51056835474446,3.90928739611991,12.1015857515158
5116,Lakewood,CA,30872,2.05582870903891,4.64772374177119,14.2204081262462
5117,Lancaster,CA,424834,1.90914150717435,3.16352926671971,11.8107586966362
5118,Lindsay,CA,24789,1.46237479228876,3.25549907935783,11.1769824761432
5119,Livermore,CA,83124,1.61779469376779,3.25663356352015,12.3319736162666
5120,Lodi,CA,148257,2.05478089526878,3.92188024925417,13.3557249837322
5121,Loma Linda,CA,91219,1.7112504378747,5.38903050863883,17.4339360026643
5122,Lompoc,CA,57742,1.28186079901934,4.47650335903745,14.372279537376
5123,Lone Pine,CA,3378,1.57807486555248,3.66410301814904,24.8406361276284
5124,Long Beach,CA,546203,1.95024693153391,4.20211024442688,12.7748506501084
5125,Los Alamitos,CA,94337,1.80654810435954,4.35385003499687,13.278457339853
5126,Los Angeles,CA,1998320,2.31254211949999,4.86578700714745,17.0411235385109
5127,Los Banos,CA,40271,2.44067483569961,5.01626258209581,14.0498681733152
5130,Lynwood,CA,375039,2.14615691645304,3.71384380184463,14.0140909833135
5131,Madera,CA,97756,4.80630248959642,7.38861208996968,29.6048470647074
5132,Mammoth Lakes,CA,8237,1.61665415282187,4.92019829468336,19.8154374312144
5133,Manteca,CA,93456,1.79386177498964,3.74408685154049,13.3962334862445
5136,Martinez,CA,43384,2.04191778090899,5.39437041018391,23.2638438839931
5137,Marysville,CA,72155,1.94516682220274,2.49993893437204,10.7469875337556
5138,Merced,CA,221313,2.11781801888719,3.91094720456749,13.7058182636974
5139,Mission Hills,CA,141889,1.78860436598188,3.31746705120895,14.8916718033142
5140,Mission Viejo,CA,226050,1.0343847170443,2.63331109209685,8.24232486833353
5141,Modesto,CA,436799,1.69967186870053,4.5676149535575,11.9195716283284
5144,Montebello,CA,141786,2.20544491609326,3.76454821202788,13.5209844943602
5145,Monterey,CA,129860,1.72756574611412,3.98338347821846,13.0256522390991
5146,Monterey Park,CA,58594,1.72706141376693,4.02228117623599,12.3749752709409
5148,Mount Shasta,CA,17806,1.62670315933065,4.28369098971598,14.1018787194043
5149,Mountain View,CA,317213,1.1567244684411,2.76866022110335,9.98433512332849
5150,Napa,CA,96721,1.89157462035655,4.19487636123085,14.494969569263
5151,National City,CA,51502,2.5456388547027,4.70151896064635,15.2125401326921
5152,Needles,CA,5486,5.6633528227685,8.68515186873265,25.5394931635819
5155,Newport Beach,CA,299568,1.1257563848776,3.29738755224389,11.3880769123789
5157,Northridge,CA,155968,1.72410434462654,3.49606025763205,12.9115599300712
5158,Norwalk,CA,106339,2.18645917894901,3.66305371330236,12.7286088601686
5159,Novato,CA,58652,1.35912998377171,3.83188450962189,12.764475490083
5160,Oakdale,CA,30054,1.88193068144028,4.82572409918066,17.4668395174667
5161,Oakland,CA,422143,2.29067298094742,4.22850244387519,15.5551343660336
5162,Oceanside,CA,423034,1.22953522617172,2.60273966548266,7.90276319271652
5163,Ojai,CA,18085,2.27226623578463,4.13383814250119,15.3935519453371
5165,Orange,CA,176761,1.70385616134445,4.05871899204794,14.6298307593679
5166,Oroville,CA,53337,2.75535192055395,6.86461456929101,25.2373767301906
5167,Oxnard,CA,232793,1.52363564487314,3.54115676324,10.9883865948068
5168,Palm Springs,CA,93536,1.71830835928267,2.82772240936174,9.40355530078523
5171,Panorama City,CA,237607,1.48587150168896,2.58221381454496,9.95774083689321
5172,Paradise,CA,40934,2.07418623755802,4.36515060823876,20.8947215999942
5173,Paramount,CA,54098,1.59784275630955,2.84511187803582,9.59665971586946
5174,Pasadena,CA,227260,1.75080273750064,4.13604271458462,13.1468676803634
5177,Petaluma,CA,84669,1.11915706486616,3.0254142943304,11.2920720297843
5179,Pinole,CA,74483,1.80272641424381,3.87028936721617,14.5667032791534
5180,Pittsburg,CA,75977,1.60945419473865,3.91894961392973,14.4342803435866
5182,Placerville,CA,106789,1.57752686311142,3.19431790252565,15.0306528460933
5183,Pomona,CA,300811,1.80470562059782,3.86400711003807,12.6078381832922
5185,Porterville,CA,85540,1.87300767855777,3.87739507196238,13.0837945503881
5186,Portola,CA,6604,2.55941950067063,6.34275210252963,29.6804143532645
5187,Poway,CA,173070,1.15754058530729,2.99103133467725,7.88537703489419
5188,Quincy,CA,6661,2.96970428791246,4.5680363655556,21.400086552836
5189,Rancho Mirage,CA,187202,1.39646174787777,2.65358309319709,9.47449836309534
5190,Red Bluff,CA,37382,1.85164910957974,4.00541384966346,11.569783111685
5191,Redding,CA,183425,1.75150257267524,3.97400219121482,10.452482863795
5192,Redlands,CA,155975,1.78650654538069,3.67662332698819,16.3515464009251
5194,Redwood City,CA,163052,1.4421784892329,3.37200656611822,11.1598429218866
5197,Ridgecrest,CA,36832,2.01244825567119,3.79330494455644,14.0225351633271
5198,Riverside,CA,792930,1.71153624406725,3.27947842146386,10.4418979348848
5199,Roseville,CA,267019,1.44847155157186,3.88488324105856,9.52163902809843
5200,Sacramento,CA,1097106,1.45179835324234,3.65107991782133,10.2739141520578
5201,Salinas,CA,247728,1.55240807482915,3.01135951321339,10.3295102081029
5202,San Andreas,CA,41144,1.60643161225016,3.72189635114046,13.323326320271
5203,San Bernardino,CA,427207,1.77762603292649,4.10417401685845,13.4055418593343
5204,San Clemente,CA,97703,1.46573506880668,3.40090046878322,10.5972987582209
5205,San Diego,CA,1001974,1.4432598692074,3.8276187715237,11.2286904993234
5206,San Dimas,CA,30466,2.02193885264569,4.2220710311085,13.5664003789425
5208,San Francisco,CA,805235,1.8967465844762,4.02522919845069,14.2382753207348
5209,San Gabriel,CA,205984,1.54507584082603,3.24763414487825,10.2717087990604
5210,San Jose,CA,1277722,1.32183575216914,2.96893032928347,10.7209926755168
5211,San Leandro,CA,111071,1.63415314325539,2.71282372891437,9.5648246651981
5212,San Luis Obispo,CA,106515,1.51955785909377,3.32550267738407,7.9945436255075
5213,San Mateo,CA,150672,1.21344510035124,2.75195833182079,9.74771912395954
5214,San Pablo,CA,141976,1.80304911975691,3.74063735335949,14.370555036352
